"iso3c","year","EquipI","NonequipI"
"KNA",1995,0.232005126692086,0.00173806430791439
"KNA",1996,0.204326896649211,0.00184887735078889
"KNA",1997,0.22941191924171,0.00109326375828975
"KNA",1998,0.221324442937251,0.00119033506274865
"KNA",1999,0.17068229033507,0.00260057166492963
"KNA",2000,0.238134774678351,0.0037074953216493
"KNA",2001,0.478852804188233,0.00529697981176683
"KNA",2002,0.382583114062027,0.00469073393797271
"KNA",2003,0.369537541378703,0.00730656662129676
"KNA",2004,0.323153525306074,0.00650209169392643
"KNA",2005,0.291888137274559,0.00653086172544063
"KNA",2006,0.33104368806706,0.0075033329329403
"KNA",2007,0.367737996455981,0.00810171354401893
"KNA",2008,0.3297418899693,0.00818461703069984
"KNA",2009,0.327252984102454,0.00918623789754562
"KNA",2010,0.293473791496246,0.00825600650375377
"KNA",2011,0.259016332481134,0.0109298255188661
"KNA",2012,0.230416237998677,0.0105504690013227
"KNA",2013,0.2396765477915,0.00812100120849953
"KNA",2014,0.250118447359248,0.00835494864075246
"KNA",2015,0.267979639430744,0.00798891256925587
"KNA",2016,0.28259271906482,0.0075093159351799
"KNA",2017,0.272541438788945,0.00586691021105486
"KOR",1980,0.370560317469064,0.00997796753093645
"KOR",1981,0.344320819742108,0.0107624972578922
"KOR",1982,0.339064217220352,0.0126377577796482
"KOR",1983,0.332873558965563,0.0113670770344374
"KOR",1984,0.316956423761312,0.0124751402386879
"KOR",1985,0.31421764694579,0.0152413940542099
"KOR",1986,0.313665556491563,0.0177433015084366
"KOR",1987,0.325792573281192,0.0194828287188081
"KOR",1988,0.346470131597524,0.0216635324024755
"KOR",1989,0.375519385062379,0.0240890779376213
"KOR",1990,0.392390636647489,0.0235105473525114
"KOR",1991,0.429783854551345,0.0250611564486555
"KOR",1992,0.418566845342403,0.0275726986575971
"KOR",1993,0.428845239917468,0.0289932060825316
"KOR",1994,0.448525508921317,0.0326270250786828
"KOR",1995,0.454750596900176,0.0368578740998235
"KOR",1996,0.47414834423346,0.0387786517665404
"KOR",1997,0.402933850013974,0.0368817009860263
"KOR",1998,0.278036963440939,0.0307915695590609
"KOR",1999,0.277442606501583,0.0328263614984171
"KOR",2000,0.292688785952898,0.0376820870471023
"KOR",2001,0.288848389242989,0.0420434877570109
"KOR",2002,0.290164518196115,0.0432736098038853
"KOR",2003,0.308212708355152,0.0450064726448476
"KOR",2004,0.316205921346952,0.0485545366530477
"KOR",2005,0.319644051681275,0.0510043623187254
"KOR",2006,0.322919959384021,0.0523815506159786
"KOR",2007,0.316002517360678,0.054341137639322
"KOR",2008,0.319642395789932,0.0585337872100676
"KOR",2009,0.271112621314564,0.0524554846854359
"KOR",2010,0.281434330636639,0.0584312943633614
"KOR",2011,0.27548492440818,0.0615778215918196
"KOR",2012,0.258407539341223,0.0652855276587773
"KOR",2013,0.248128905926403,0.0636844480735965
"KOR",2014,0.251948708649463,0.0663284123505371
"KOR",2015,0.248910378736978,0.0629375462630216
"KOR",2016,0.249355091677907,0.060891197322093
"KOR",2017,0.269869800267596,0.0616321007324036
"KWT",1980,0.254616936804587,0.00296253919541321
"KWT",1981,0.306856226068559,0.00408958293144133
"KWT",1982,0.400654859949269,0.00638537805073055
"KWT",1983,0.399834248705829,0.00679734029417088
"KWT",1984,0.370931927876472,0.00605052212352858
"KWT",1985,0.355619422933772,0.00578067506622756
"KWT",1986,0.375335807913521,0.00805929808647872
"KWT",1987,0.298598881087446,0.00657204191255371
"KWT",1988,0.277193661289862,0.00687462471013766
"KWT",1989,0.21030313679711,0.00755544620289044
"KWT",1990,0.26241363403666,0.00882323296334041
"KWT",1991,0.684690976684195,0.0257240883158051
"KWT",1992,0.290462453314341,0.0142459976856595
"KWT",1993,0.275422871551223,0.0108241434487772
"KWT",1994,0.258796150632038,0.00999388536796151
"KWT",1995,0.237438745741047,0.00921284425895284
