"iso3c","year","minwage.ILO"
"VEN","2011",531.05
"VEN","2012",592.32
"VEN","2013",620.34
"ZAF","2003",278.52
"ZAF","2004",313.32
"ZAF","2005",345.27
"ZAF","2006",364.59
"ZAF","2007",374.29
"ZAF","2008",384.59
"ZAF","2009",400.47
"ZAF","2010",418.66
"ZAF","2011",426.05
"ZAF","2012",437.99
"ZAF","2013",452.12
"ZMB","2000",18431.67
"ZMB","2001",54334.43
"ZMB","2002",73787.5
"ZMB","2003",62159.44
"ZMB","2004",54102.57
"ZMB","2005",51214.81
"ZMB","2006",156203.74
"ZMB","2007",145186.67
"ZMB","2008",134074.22
"ZMB","2009",117815.8
"ZMB","2010",110365.06
"ZMB","2011",167641.88
"ZMB","2012",267.59
"ZMB","2013",253.8
