"iso3c","year","BankAcc","BankBranches","StockOutTop10","PrivateCredit","MarketCap","NIM","MarketTurn","ZScore","StockVol"
"SWZ",1983,NA,NA,NA,17.3071,NA,NA,NA,NA,NA
"SWZ",1984,NA,NA,NA,15.8469,NA,NA,NA,NA,NA
"SWZ",1985,NA,NA,NA,13.8722,NA,NA,NA,NA,NA
"SWZ",1986,NA,NA,NA,10.6519,NA,NA,NA,NA,NA
"SWZ",1987,NA,NA,NA,10.5592,NA,NA,NA,NA,NA
"SWZ",1988,NA,NA,NA,10.762,NA,NA,NA,NA,NA
"SWZ",1989,NA,NA,NA,11.2187,NA,NA,NA,NA,NA
"SWZ",1990,NA,NA,NA,12.765,NA,NA,NA,NA,NA
"SWZ",1991,NA,NA,NA,15.9104,1.862,NA,NA,NA,NA
"SWZ",1992,NA,NA,NA,16.3407,5.20516,NA,NA,NA,NA
"SWZ",1993,NA,NA,NA,14.5794,14.227,NA,NA,NA,NA
"SWZ",1994,NA,NA,NA,14.3816,22.6459,NA,0.653366,NA,NA
"SWZ",1995,NA,NA,NA,13.1866,20.0494,NA,0.111556,NA,NA
"SWZ",1996,NA,NA,NA,12.0177,23.5011,5.63872,98.6976,4.47587,NA
"SWZ",1997,NA,NA,NA,11.5113,17.0157,8.83206,122.324,4.20296,NA
"SWZ",1998,NA,NA,NA,11.4497,6.21056,7.52772,205.443,3.6832,NA
"SWZ",1999,NA,NA,NA,11.117,5.57167,7.10633,0.173927,3.88753,NA
"SWZ",2000,NA,NA,NA,11.0609,4.76637,6.52013,0.253488,5.1275,NA
"SWZ",2001,NA,NA,NA,9.46345,6.01897,5.6274,9.15541,3.7662,NA
"SWZ",2002,NA,NA,NA,9.05738,8.92417,8.00396,0.140829,6.29799,NA
"SWZ",2003,NA,NA,NA,11.1013,8.77364,7.3658,0.025932,10.8819,NA
"SWZ",2004,"343.843","5.87869",NA,13.6687,7.74024,7.10939,0.018656,12.5972,NA
"SWZ",2005,"359.625","5.93918",NA,15.6437,6.70994,6.77179,0.014068,12.4854,NA
"SWZ",2006,"370.19","5.95586",NA,17.4907,5.78652,6.32127,0.031504,10.2685,NA
"SWZ",2007,"367.957","5.80626",NA,19.7827,6.12172,6.89724,1.66679,10.966,NA
"SWZ",2008,"428.199","5.79729",NA,20.507,NA,7.70311,NA,12.5629,NA
"SWZ",2009,"458.858","5.64205",NA,19.9027,NA,7.10183,NA,9.50677,NA
"SWZ",2010,"449.491","5.63161",NA,18.5914,NA,6.24949,NA,10.5236,NA
"SWZ",2011,"452.532","6.29549",NA,20.2002,NA,5.39191,NA,10.8307,NA
"SWZ",2012,"486.42","6.1393",NA,19.9691,NA,5.25397,NA,12.0884,NA
"SWZ",2013,"425.728","5.86206",NA,19.203,NA,4.81791,NA,10.9482,NA
"SWZ",2014,"457.679","5.72349",NA,20.3191,NA,5.45668,NA,11.757,NA
"SWZ",2015,"477.985","6.56576",NA,19.465,NA,5.57781,NA,12.2983,NA
"SWZ",2016,"452.539","5.94626",NA,19.0685,NA,6.90931,NA,10.5518,NA
"SWZ",2017,"494.13","5.23969",NA,19.7385,NA,8.0782,NA,12.1076,NA
"ETH",1980,NA,NA,NA,2.41007,NA,NA,NA,NA,NA
"ETH",1981,NA,NA,NA,2.15406,NA,NA,NA,NA,NA
"ETH",1982,NA,NA,NA,2.32757,NA,NA,NA,NA,NA
"ETH",1983,NA,NA,NA,2.12277,NA,NA,NA,NA,NA
"ETH",1984,NA,NA,NA,2.20939,NA,NA,NA,NA,NA
"ETH",1985,NA,NA,NA,1.98462,NA,NA,NA,NA,NA
"ETH",1986,NA,NA,NA,1.79806,NA,NA,NA,NA,NA
"ETH",1987,NA,NA,NA,1.98747,NA,NA,NA,NA,NA
"ETH",1988,NA,NA,NA,1.98218,NA,NA,NA,NA,NA
"ETH",1989,NA,NA,NA,1.61394,NA,NA,NA,NA,NA
"ETH",1990,NA,NA,NA,1.49269,NA,NA,NA,NA,NA
"ETH",1991,NA,NA,NA,1.59217,NA,NA,NA,NA,NA
"ETH",1992,NA,NA,NA,1.746,NA,NA,NA,NA,NA
"ETH",1993,NA,NA,NA,2.60028,NA,NA,NA,NA,NA
"ETH",1994,NA,NA,NA,4.09761,NA,NA,NA,NA,NA
"ETH",1995,NA,NA,NA,5.93956,NA,NA,NA,NA,NA
"ETH",1996,NA,NA,NA,9.16833,NA,3.77038,NA,6.1207,NA
"ETH",1997,NA,NA,NA,12.6128,NA,3.21824,NA,5.3607,NA
"ETH",1998,NA,NA,NA,15.2438,NA,2.92934,NA,7.03527,NA
"ETH",1999,NA,NA,NA,17.5938,NA,3.13528,NA,6.206,NA
"ETH",2000,NA,NA,NA,18.1104,NA,3.65712,NA,7.59667,NA
"ETH",2001,NA,NA,NA,17.6245,NA,0.753475,NA,8.90869,NA
"ETH",2002,NA,NA,NA,17.7978,NA,3.67984,NA,8.78805,NA
"ETH",2003,NA,NA,NA,17.5358,NA,3.21316,NA,8.92405,NA
"ETH",2004,NA,"0.83376",NA,15.8152,NA,3.35438,NA,9.25167,NA
"ETH",2005,NA,"0.912716",NA,16.4436,NA,3.53734,NA,9.15297,NA
"ETH",2006,"65.9099","0.936178",NA,17.9314,NA,4.47569,NA,11.1077,NA
"ETH",2007,"74.362","1.07492",NA,17.1681,NA,4.64549,NA,12.4276,NA
"ETH",2008,"77.4283","1.19191",NA,17.0585,NA,4.14447,NA,12.1022,NA
"ETH",2009,"90.1445","1.31364",NA,NA,NA,5.57399,NA,10.8045,NA
"ETH",2010,"102.486","1.36092",NA,NA,NA,4.48166,NA,9.90483,NA
"ETH",2011,"110.309","1.89481",NA,NA,NA,5.49391,NA,8.6992,NA
"ETH",2012,"135.886","2.92578",NA,NA,NA,4.52537,NA,9.21431,NA
"ETH",2013,NA,NA,NA,NA,NA,4.58387,NA,8.55113,NA
"ETH",2014,NA,NA,NA,NA,NA,4.36331,NA,8.38089,NA
"ETH",2015,NA,NA,NA,NA,NA,4.85232,NA,8.52136,NA
"ETH",2016,NA,NA,NA,NA,NA,4.92796,NA,8.1405,NA
"ETH",2017,NA,NA,NA,NA,NA,4.71428,NA,10.9134,NA
"FRO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FRO",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FJI",1980,NA,NA,NA,18.0013,NA,NA,NA,NA,NA
"FJI",1981,NA,NA,NA,19.6002,NA,NA,NA,NA,NA
"FJI",1982,NA,NA,NA,21.001,NA,NA,NA,NA,NA
"FJI",1983,NA,NA,NA,22.3632,NA,NA,NA,NA,NA
"FJI",1984,NA,NA,NA,23.043,NA,NA,NA,NA,NA
"FJI",1985,NA,NA,NA,25.2996,NA,NA,NA,NA,NA
"FJI",1986,NA,NA,NA,23.9252,NA,NA,NA,NA,NA
"FJI",1987,NA,NA,NA,25.1302,NA,NA,NA,NA,NA
"FJI",1988,NA,NA,NA,24.9767,NA,NA,NA,NA,NA
"FJI",1989,NA,NA,NA,26.34,NA,NA,NA,NA,NA
"FJI",1990,NA,NA,NA,30.7863,NA,NA,NA,NA,NA
"FJI",1991,NA,NA,NA,36.3897,NA,NA,NA,NA,NA
"FJI",1992,NA,NA,NA,36.7136,NA,NA,NA,NA,NA
"FJI",1993,NA,NA,NA,37.5933,NA,NA,NA,NA,NA
"FJI",1994,NA,NA,NA,38.6994,1.73792,NA,NA,NA,NA
"FJI",1995,NA,NA,NA,39.6474,2.5417,NA,NA,NA,NA
"FJI",1996,NA,NA,NA,38.4688,3.53156,NA,NA,NA,NA
"FJI",1997,NA,NA,NA,36.7389,4.18754,NA,2.28084,NA,NA
"FJI",1998,NA,NA,NA,30.7212,4.76173,NA,5.07025,NA,NA
"FJI",1999,NA,NA,NA,25.6533,5.04282,NA,2.5393,NA,NA
"FJI",2000,NA,NA,NA,29.7595,10.061,NA,NA,NA,NA
"FJI",2001,NA,NA,NA,29.8767,10.6539,NA,NA,NA,NA
"FJI",2002,NA,NA,NA,27.5719,13.4509,NA,NA,NA,NA
"FJI",2003,NA,NA,NA,28.4623,18.811,NA,0.52828,NA,NA
"FJI",2004,NA,"9.26243",NA,30.7939,18.5514,NA,1.48824,NA,NA
"FJI",2005,NA,"9.63597",NA,34.6175,18.8182,NA,0.790749,NA,NA
"FJI",2006,NA,"10.5805",NA,40.4594,19.2819,NA,0.54558,10.1631,NA
"FJI",2007,NA,"11.2906",NA,44.9567,17.7767,4.97794,0.330411,9.33946,NA
"FJI",2008,NA,"11.6189",NA,47.8479,15.9654,NA,0.513732,NA,NA
"FJI",2009,NA,"11.2789",NA,49.3529,16.2871,NA,2.54445,NA,NA
"FJI",2010,NA,"11.1385",NA,46.3223,14.2072,NA,1.14679,NA,NA
"FJI",2011,NA,"10.9236",NA,50.6409,11.339,NA,1.50515,NA,NA
"FJI",2012,NA,"10.5685",NA,57.2997,10.7025,NA,1.55762,NA,NA
"FJI",2013,NA,"11.2018",NA,56.8627,NA,NA,NA,NA,NA
"FJI",2014,NA,"12.4794",NA,57.6526,NA,NA,NA,NA,NA
"FJI",2015,NA,"12.6021",NA,61.5154,NA,NA,NA,13.9225,NA
"FJI",2016,NA,"12.2",NA,67.3697,NA,1.03354,NA,13.3576,NA
"FJI",2017,NA,"11.9494",NA,71.143,NA,5.22115,NA,15.3492,NA
"FIN",1980,NA,NA,NA,41.9461,NA,NA,NA,NA,NA
"FIN",1981,NA,NA,NA,43.1933,NA,NA,NA,NA,NA
"FIN",1982,NA,NA,NA,45.2432,5.07775,NA,5.1292,NA,NA
"FIN",1983,NA,NA,NA,47.9253,6.39919,NA,7.32611,NA,NA
"FIN",1984,NA,NA,NA,50.1244,42.3179,NA,1.71449,NA,NA
"FIN",1985,NA,NA,NA,54.3749,10.3666,NA,9.9032,NA,NA
"FIN",1986,NA,NA,NA,58.4021,12.8187,NA,20.9499,NA,NA
"FIN",1987,NA,NA,NA,62.8541,18.3591,NA,40.0347,NA,NA
"FIN",1988,NA,NA,NA,68.1191,23.66,NA,27.5036,NA,18.8218
"FIN",1989,NA,NA,NA,73.9126,25.6281,NA,25.5126,NA,11.63
"FIN",1990,NA,NA,NA,79.5622,20.5678,NA,14.2188,NA,11.475
"FIN",1991,NA,NA,NA,89.4603,14.1311,NA,8.37366,NA,13.458
"FIN",1992,NA,NA,NA,90.1946,11.0615,NA,15.7178,NA,16.9394
"FIN",1993,NA,NA,NA,82.6684,18.5169,NA,47.2525,NA,22.7026
"FIN",1994,NA,NA,NA,70.6011,30.9984,NA,41.5136,NA,20.2766
"FIN",1995,NA,NA,NA,60.8061,33.5866,NA,42.612,NA,17.5758
"FIN",1996,NA,NA,NA,57.7685,39.2521,1.51563,8.74109,10.7046,20.7691
"FIN",1997,NA,NA,NA,52.1532,50.5474,1.53555,54.0535,11.8128,17.828
"FIN",1998,NA,NA,NA,48.7554,84.6769,2.00237,56.0744,10.6971,25.6675
"FIN",1999,NA,NA,NA,51.2122,183.315,1.72708,42.384,11.0929,33.7099
"FIN",2000,NA,NA,NA,51.3764,238.616,1.8358,70.3235,11.3421,42.0745
"FIN",2001,NA,NA,NA,52.5501,185.637,0.282981,74.6097,12.5718,54.646
"FIN",2002,NA,NA,NA,53.6568,122.37,0.676728,84.1963,9.78858,47.0921
"FIN",2003,NA,NA,NA,57.4726,98.7406,1.24924,84.2568,9.08774,37.8572
"FIN",2004,NA,"13.1695",NA,60.7541,94.2847,2.07986,101.745,20.1998,26.8193
"FIN",2005,NA,"14.4127",NA,65.5051,96.4367,0.984097,138.72,19.6447,17.0979
"FIN",2006,NA,"16.9472",NA,69.9398,110.265,1.07863,149.436,20.4321,14.7492
"FIN",2007,NA,"16.1103",NA,72.4543,129.265,1.20567,164.597,16.3066,17.1169
"FIN",2008,NA,"16.0664",NA,78.0034,98.8876,1.03333,139.135,11.2425,25.4312
"FIN",2009,NA,"14.9679",NA,86.2012,47.1516,0.776247,76.8837,11.2064,36.651
"FIN",2010,NA,"15.5008",NA,86.0497,41.2719,0.630469,99.6039,9.32118,27.8797
"FIN",2011,NA,"15.0878",NA,87.3456,49.012,0.563179,129.982,7.29804,21.3238
"FIN",2012,NA,"13.5925",NA,91.0017,57.2164,0.535538,86.0948,7.37238,27.3296
"FIN",2013,NA,"12.2042",NA,92.172,NA,0.619727,NA,8.26825,20.0696
"FIN",2014,NA,"12.0644",NA,93.1016,NA,0.590396,NA,7.84418,14.2945
"FIN",2015,NA,"6.54821",NA,93.1553,NA,0.425695,NA,9.86259,16.2239
"FIN",2016,NA,"5.43987",NA,93.2908,NA,0.329995,NA,14.9863,21.0067
"FIN",2017,NA,"1.43338",NA,92.5026,NA,1.63024,NA,13.8957,16.1139
"FRA",1980,NA,NA,NA,67.403,7.97852,NA,16.833,NA,NA
"FRA",1981,NA,NA,NA,67.5187,6.63537,NA,19.4527,NA,NA
"FRA",1982,NA,NA,NA,67.1398,5.294,NA,23.1284,NA,NA
"FRA",1983,NA,NA,NA,68.5542,5.69837,NA,23.8822,NA,NA
"FRA",1984,NA,NA,NA,70.0567,7.02821,NA,18.7861,NA,NA
"FRA",1985,NA,NA,NA,71.3802,10.7657,NA,29.2796,NA,NA
"FRA",1986,NA,NA,NA,71.9933,16.5593,NA,43.3289,NA,NA
"FRA",1987,NA,NA,NA,76.9925,17.9242,NA,53.3958,NA,NA
"FRA",1988,NA,NA,NA,79.3541,18.6356,NA,33.9065,NA,28.0102
"FRA",1989,NA,NA,NA,82.5876,26.6375,NA,40.5794,NA,18.1426
"FRA",1990,NA,NA,NA,87.4024,28.0181,NA,34.3407,NA,16.3747
"FRA",1991,NA,NA,NA,91.2861,26.0454,NA,37.3468,NA,21.8398
"FRA",1992,NA,NA,NA,91.9072,25.4082,NA,32.7851,NA,18.6304
"FRA",1993,NA,NA,NA,91.477,28.8726,NA,42.0452,NA,18.662
"FRA",1994,NA,NA,NA,86.1642,33.0062,NA,44.6705,NA,17.0097
"FRA",1995,NA,NA,NA,83.6082,31.405,NA,42.0142,NA,17.7411
"FRA",1996,NA,NA,NA,81.8323,33.5209,1.1631,50.1504,14.8831,16.0473
"FRA",1997,NA,NA,NA,79.3385,40.9082,1.06218,66.1979,14.405,16.1827
"FRA",1998,NA,NA,NA,NA,55.0167,1.20087,73.0356,17.6401,22.5799
"FRA",1999,NA,NA,NA,NA,81.785,1.09626,59.275,22.3649,25.6831
"FRA",2000,NA,NA,NA,81.2905,100.901,0.933233,78.5945,19.5778,21.9706
"FRA",2001,NA,NA,NA,76.6514,94.0251,0.887301,75.7897,19.6252,23.2821
"FRA",2002,NA,NA,NA,75.5882,74.0833,1.16078,93.2728,20.8069,28.2422
"FRA",2003,NA,NA,NA,74.9954,68.4685,1.1219,87.531,20.2085,35.0553
"FRA",2004,NA,"21.5502",NA,74.6378,72.2811,0.999019,86.5593,19.5027,21.551
"FRA",2005,NA,"21.9912",NA,77.1466,75.6973,0.83982,76.4827,15.7738,12.7866
"FRA",2006,NA,"45.8678",NA,80.6211,90.8005,0.821222,95.7385,18.8279,12.8759
"FRA",2007,NA,"44.8691",NA,84.2383,101.17,0.723131,107.718,13.6012,15.1395
"FRA",2008,NA,"44.5422",NA,90.1792,76.1809,0.954048,108.219,10.2544,23.5249
"FRA",2009,NA,"41.9065",NA,95.0137,62.0229,1.06858,76.9594,15.755,37.9382
"FRA",2010,NA,"41.5503",NA,94.1226,71.3354,0.944785,71.6229,16.5383,27.7942
"FRA",2011,NA,"41.3546",NA,94.9325,62.3759,0.947961,74.5145,15.0491,23.4619
"FRA",2012,NA,"38.9607",NA,96.1134,60.4968,0.824021,66.1775,16.8309,27.3617
"FRA",2013,NA,"38.5839",NA,95.6328,74.1428,0.92808,53.0424,19.2622,20.7805
"FRA",2014,NA,"38.0048",NA,94.4382,76.9781,0.713763,53.2269,16.5391,15.3998
"FRA",2015,NA,"37.5381",NA,93.5799,78.6146,0.679104,NA,20.5031,18.4302
"FRA",2016,NA,"37.0802",NA,94.952,85.6804,0.652107,NA,21.3748,23.6347
"FRA",2017,NA,"35.9992",NA,96.8093,95.5836,1.2952,NA,25.5208,17.4031
"PYF",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYF",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAB",1980,NA,NA,NA,14.0787,NA,NA,NA,NA,NA
"GAB",1981,NA,NA,NA,13.8044,NA,NA,NA,NA,NA
"GAB",1982,NA,NA,NA,14.1761,NA,NA,NA,NA,NA
"GAB",1983,NA,NA,NA,14.7181,NA,NA,NA,NA,NA
"GAB",1984,NA,NA,NA,15.4518,NA,NA,NA,NA,NA
"GAB",1985,NA,NA,NA,16.6864,NA,NA,NA,NA,NA
"GAB",1986,NA,NA,NA,19.0763,NA,NA,NA,NA,NA
"GAB",1987,NA,NA,NA,28.0242,NA,NA,NA,NA,NA
"GAB",1988,NA,NA,NA,18.7828,NA,NA,NA,NA,NA
"GAB",1989,NA,NA,NA,14.1536,NA,NA,NA,NA,NA
"GAB",1990,NA,NA,NA,13.155,NA,NA,NA,NA,NA
"GAB",1991,NA,NA,NA,13.6826,NA,NA,NA,NA,NA
"GAB",1992,NA,NA,NA,12.079,NA,NA,NA,NA,NA
"GAB",1993,NA,NA,NA,9.95443,NA,NA,NA,NA,NA
"GAB",1994,NA,NA,NA,7.33207,NA,NA,NA,NA,NA
"GAB",1995,NA,NA,NA,6.73205,NA,NA,NA,NA,NA
"GAB",1996,NA,NA,NA,6.20572,NA,NA,NA,26.6219,NA
"GAB",1997,NA,NA,NA,7.07827,NA,NA,NA,23.2567,NA
"GAB",1998,NA,NA,NA,10.0274,NA,NA,NA,23.6704,NA
"GAB",1999,NA,NA,NA,9.3429,NA,9.10354,NA,19.8505,NA
"GAB",2000,NA,NA,NA,7.81139,NA,5.20753,NA,16.1849,NA
"GAB",2001,"9.95911","3.59679",NA,9.43931,NA,4.31198,NA,13.0322,NA
"GAB",2002,"10.4614","3.6248",NA,10.7058,NA,3.67455,NA,11.6894,NA
"GAB",2003,"10.5153","3.64852",NA,10.6055,NA,4.56243,NA,12.6661,NA
"GAB",2004,"123.896","4.03418",NA,8.62598,NA,6.63366,NA,12.6437,NA
"GAB",2005,"126.465","3.97257",NA,7.21742,NA,2.58998,NA,12.8023,NA
"GAB",2006,"121.333","3.94004",NA,7.84367,NA,17.2626,NA,12.4747,NA
"GAB",2007,"117.419","4.01229",NA,9.54059,NA,7.81576,NA,12.5766,NA
"GAB",2008,"139.282","3.86419",NA,8.88249,NA,6.95672,NA,11.4838,NA
"GAB",2009,"140.638","4.22286",NA,9.37212,NA,5.65299,NA,10.5898,NA
"GAB",2010,"154.216","4.64491",NA,7.43346,NA,7.81327,NA,15.926,NA
"GAB",2011,"168.84","5.21576",NA,7.37194,NA,4.67878,NA,16.4303,NA
"GAB",2012,"161.833","8.87118",NA,9.85956,NA,6.47864,NA,15.7163,NA
"GAB",2013,"203.901","9.23367",NA,12.8894,NA,7.22375,NA,19.2151,NA
"GAB",2014,NA,NA,NA,14.5119,NA,6.62972,NA,12.2925,NA
"GAB",2015,NA,NA,NA,14.8305,NA,1.23395,NA,8.62608,NA
"GAB",2016,NA,NA,NA,14.3426,NA,10.2467,NA,15.5115,NA
"GAB",2017,NA,NA,NA,11.7708,NA,4.29051,NA,13.2084,NA
"GMB",1980,NA,NA,NA,8.26416,NA,NA,NA,NA,NA
"GMB",1981,NA,NA,NA,8.39235,NA,NA,NA,NA,NA
"GMB",1982,NA,NA,NA,8.12572,NA,NA,NA,NA,NA
"GMB",1983,NA,NA,NA,7.96887,NA,NA,NA,NA,NA
"GMB",1984,NA,NA,NA,9.84301,NA,NA,NA,NA,NA
"GMB",1985,NA,NA,NA,9.13869,NA,NA,NA,NA,NA
"GMB",1986,NA,NA,NA,8.49839,NA,NA,NA,NA,NA
"GMB",1987,NA,NA,NA,5.2324,NA,NA,NA,NA,NA
"GMB",1988,NA,NA,NA,4.84003,NA,NA,NA,NA,NA
"GMB",1989,NA,NA,NA,4.48057,NA,NA,NA,NA,NA
"GMB",1990,NA,NA,NA,4.24789,NA,NA,NA,NA,NA
"GMB",1991,NA,NA,NA,4.05111,NA,NA,NA,NA,NA
"GMB",1992,NA,NA,NA,3.47986,NA,NA,NA,NA,NA
"GMB",1993,NA,NA,NA,3.57097,NA,NA,NA,NA,NA
"GMB",1994,NA,NA,NA,4.26544,NA,NA,NA,NA,NA
"GMB",1995,NA,NA,NA,4.09045,NA,NA,NA,NA,NA
"GMB",1996,NA,NA,NA,3.51364,NA,NA,NA,10.133,NA
"GMB",1997,NA,NA,NA,3.70565,NA,6.72791,NA,8.53036,NA
"GMB",1998,NA,NA,NA,4.06344,NA,NA,NA,NA,NA
"GMB",1999,NA,NA,NA,4.3956,NA,NA,NA,8.59069,NA
"GMB",2000,NA,NA,NA,4.62092,NA,6.84686,NA,9.41456,NA
"GMB",2001,NA,NA,NA,4.65013,NA,7.09955,NA,8.49988,NA
"GMB",2002,NA,NA,NA,5.52125,NA,8.65063,NA,9.53392,NA
"GMB",2003,NA,NA,NA,5.57439,NA,10.2221,NA,9.20144,NA
"GMB",2004,NA,"4.25936",NA,5.1359,NA,11.4194,NA,10.7134,NA
"GMB",2005,NA,"4.51026",NA,5.05635,NA,12.707,NA,10.6767,NA
"GMB",2006,NA,"5.25306",NA,6.44289,NA,11.3964,NA,10.3746,NA
"GMB",2007,NA,"6.18518",NA,7.63247,NA,9.22628,NA,9.44552,NA
"GMB",2008,NA,"7.40195",NA,7.90336,NA,8.78094,NA,9.95102,NA
"GMB",2009,NA,"7.73297",NA,8.49806,NA,6.4708,NA,8.63052,NA
"GMB",2010,NA,"9.45901",NA,8.61036,NA,8.61486,NA,8.27684,NA
"GMB",2011,NA,"9.16126",NA,10.6497,NA,7.69401,NA,8.08924,NA
"GMB",2012,NA,"8.76259",NA,9.89359,NA,5.5448,NA,9.75897,NA
"GMB",2013,NA,"9.17182",NA,9.49166,NA,11.1634,NA,9.06981,NA
"GMB",2014,NA,"8.96046",NA,8.80494,NA,9.37605,NA,8.58511,NA
"GMB",2015,NA,"9.02799",NA,NA,NA,10.3548,NA,10.0664,NA
"GMB",2016,NA,"8.10571",NA,NA,NA,9.56759,NA,10.072,NA
"GMB",2017,NA,"7.40156",NA,5.34537,NA,8.83256,NA,10.1653,NA
"GEO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
