"iso3c","year","BankAcc","BankBranches","StockOutTop10","PrivateCredit","MarketCap","NIM","MarketTurn","ZScore","StockVol"
"AFG",1980,NA,NA,NA,2.77226,NA,NA,NA,NA,NA
"AFG",1981,NA,NA,NA,2.55034,NA,NA,NA,NA,NA
"AFG",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFG",2004,NA,"0.364464",NA,NA,NA,NA,NA,NA,NA
"AFG",2005,NA,"0.579815",NA,NA,NA,9.79808,NA,19.931,NA
"AFG",2006,NA,"0.918548",NA,4.75958,NA,9.86467,NA,32.4048,NA
"AFG",2007,NA,"1.23054",NA,5.64227,NA,8.21465,NA,20.6923,NA
"AFG",2008,"36.1814","1.46811",NA,8.25147,NA,10.3925,NA,12.9113,NA
"AFG",2009,"86.9145","2.2108",NA,8.96821,NA,11.0339,NA,17.2788,NA
"AFG",2010,"105.115","2.36948",NA,10.1738,NA,5.59061,NA,16.1513,NA
"AFG",2011,"138.489","2.20066",NA,7.63888,NA,6.44951,NA,12.2856,NA
"AFG",2012,"165.019","2.12089",NA,4.0621,NA,5.89362,NA,12.2303,NA
"AFG",2013,"154.763","2.23949",NA,3.98996,NA,6.19178,NA,12.2906,NA
"AFG",2014,"171.692","2.2894",NA,3.82216,NA,5.26145,NA,10.742,NA
"AFG",2015,"179.961","2.14789",NA,3.59565,NA,5.00389,NA,10.941,NA
"AFG",2016,"180.806","2.09421",NA,3.48158,NA,4.94282,NA,12.6593,NA
"AFG",2017,"164.883","2.0194",NA,3.41761,NA,4.35322,NA,11.4993,NA
"ALB",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALB",1994,NA,NA,NA,3.09675,NA,NA,NA,NA,NA
"ALB",1995,NA,NA,NA,2.9211,NA,NA,NA,NA,NA
"ALB",1996,NA,NA,NA,2.90416,NA,NA,NA,NA,NA
"ALB",1997,NA,NA,NA,3.78163,NA,NA,NA,33.5574,NA
"ALB",1998,NA,NA,NA,3.6799,NA,0.909313,NA,8.63101,NA
"ALB",1999,NA,NA,NA,3.67696,NA,5.34561,NA,24.1877,NA
"ALB",2000,NA,NA,NA,4.11816,NA,5.2891,NA,16.6391,NA
"ALB",2001,NA,NA,NA,5.06254,NA,3.74375,NA,12.3279,NA
"ALB",2002,NA,NA,NA,6.03115,NA,3.28284,NA,13.3367,NA
"ALB",2003,NA,NA,NA,6.67009,NA,3.67504,NA,11.3573,NA
"ALB",2004,NA,"9.67682",NA,8.2237,NA,3.93559,NA,9.93488,NA
"ALB",2005,NA,"11.6961",NA,11.9643,NA,4.36876,NA,11.5178,NA
"ALB",2006,NA,"13.8239",NA,18.0396,NA,4.68315,NA,10.2745,NA
"ALB",2007,NA,"18.6014",NA,24.8008,NA,5.64571,NA,11.4096,NA
"ALB",2008,NA,"23.4987",NA,30.9969,NA,4.73853,NA,14.0533,NA
"ALB",2009,NA,"24.0059",NA,34.8475,NA,4.32977,NA,14.8334,NA
"ALB",2010,NA,"24.1304",NA,35.4586,NA,4.54253,NA,15.4106,NA
"ALB",2011,NA,"24.0938",NA,37.5687,NA,4.44764,NA,16.2329,NA
"ALB",2012,NA,"24.0173",NA,38.7385,NA,4.23761,NA,16.3585,NA
"ALB",2013,NA,"23.4091",NA,38.1747,NA,3.74442,NA,16.187,NA
"ALB",2014,NA,"21.9419",NA,37.1802,NA,3.70663,NA,16.0932,NA
"ALB",2015,NA,"21.8514",NA,36.2414,NA,3.38865,NA,16.9859,NA
"ALB",2016,"1100.51","21.5096",NA,34.6094,NA,3.52513,NA,17.9659,NA
"ALB",2017,"1085.48","20.5597",NA,32.9454,NA,4.21715,NA,15.9563,NA
"DZA",1980,NA,NA,NA,45.129,NA,NA,NA,NA,NA
"DZA",1981,NA,NA,NA,49.154,NA,NA,NA,NA,NA
"DZA",1982,NA,NA,NA,58.4538,NA,NA,NA,NA,NA
"DZA",1983,NA,NA,NA,61.851,NA,NA,NA,NA,NA
"DZA",1984,NA,NA,NA,62.2872,NA,NA,NA,NA,NA
"DZA",1985,NA,NA,NA,64.0912,NA,NA,NA,NA,NA
"DZA",1986,NA,NA,NA,68.2766,NA,NA,NA,NA,NA
"DZA",1987,NA,NA,NA,67.6265,NA,NA,NA,NA,NA
"DZA",1988,NA,NA,NA,65.1709,NA,NA,NA,NA,NA
"DZA",1989,NA,NA,NA,59.1969,NA,NA,NA,NA,NA
"DZA",1990,NA,NA,NA,51.1798,NA,NA,NA,NA,NA
"DZA",1991,NA,NA,NA,39.9667,NA,NA,NA,NA,NA
"DZA",1992,NA,NA,NA,24.2915,NA,NA,NA,NA,NA
"DZA",1993,NA,NA,NA,6.53374,NA,NA,NA,NA,NA
"DZA",1994,NA,NA,NA,5.99409,NA,NA,NA,NA,NA
"DZA",1995,NA,NA,NA,5.15097,NA,NA,NA,NA,NA
"DZA",1996,NA,NA,NA,4.81054,NA,3.04951,NA,5.1974,NA
"DZA",1997,NA,NA,NA,4.39601,NA,1.29911,NA,5.33352,NA
"DZA",1998,NA,NA,NA,4.13657,NA,1.91233,NA,8.08507,NA
"DZA",1999,NA,NA,NA,4.60284,0.558861,1.51508,NA,6.57929,NA
"DZA",2000,NA,NA,NA,5.00788,0.476549,2.02631,NA,8.35193,NA
"DZA",2001,NA,NA,NA,6.78441,0.425517,3.15815,NA,8.89614,NA
"DZA",2002,NA,NA,NA,9.58703,0.275637,3.59133,NA,10.0055,NA
"DZA",2003,NA,NA,NA,10.7093,0.207407,3.21685,NA,9.81193,NA
"DZA",2004,"330.769","4.70424",NA,10.2061,0.170495,3.87649,NA,9.1598,NA
"DZA",2005,"301.79","4.69769",NA,10.4818,0.13639,3.87962,NA,8.10509,NA
"DZA",2006,"309.957","4.92094",NA,11.3551,0.102169,3.73158,NA,9.02485,NA
"DZA",2007,"317.484","5.03748",NA,11.9131,0.072301,3.65035,NA,9.52609,NA
"DZA",2008,"325.896","5.21223",NA,11.8126,0.05701,3.199,NA,12.0621,NA
"DZA",2009,"257.028","5.14242",NA,15.2077,0.062458,2.41918,NA,16.8429,NA
"DZA",2010,"270.556","5.03236",NA,14.3222,0.059844,2.26416,NA,18.2812,NA
"DZA",2011,"285.161","5.15662",NA,13.1412,0.075879,2.42665,NA,18.9194,NA
"DZA",2012,"300.173","5.20012",NA,13.4287,0.086267,2.81995,NA,19.4713,NA
"DZA",2013,"331.767","5.19231",NA,15.1214,0.081343,3.22691,NA,19.5255,NA
"DZA",2014,NA,"5.18849",NA,17.1355,0.080301,3.19589,NA,17.8845,NA
"DZA",2015,NA,"5.23427",NA,20.297,0.084056,3.2603,NA,19.0225,NA
"DZA",2016,NA,"5.23446",NA,21.926,0.16931,3.82489,NA,21.0058,NA
"DZA",2017,NA,"5.23305",NA,23.236,0.228976,3.94713,NA,21.7278,NA
"AND",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND",1996,NA,NA,NA,NA,NA,2.42782,NA,16.3837,NA
"AND",1997,NA,NA,NA,NA,NA,1.88978,NA,15.4845,NA
"AND",1998,NA,NA,NA,NA,NA,1.78009,NA,17.4098,NA
"AND",1999,NA,NA,NA,NA,NA,1.62665,NA,18.9652,NA
"AND",2000,NA,NA,NA,NA,NA,1.80567,NA,21.0529,NA
"AND",2001,NA,NA,NA,NA,NA,1.69425,NA,20.633,NA
"AND",2002,NA,NA,NA,NA,NA,1.98794,NA,23.1747,NA
"AND",2003,NA,NA,NA,NA,NA,1.80524,NA,26.1589,NA
"AND",2004,NA,NA,NA,NA,NA,1.60232,NA,29.1397,NA
"AND",2005,NA,NA,NA,NA,NA,1.45894,NA,23.8742,NA
"AND",2006,NA,NA,NA,NA,NA,1.78176,NA,24.3829,NA
"AND",2007,NA,NA,NA,NA,NA,1.82711,NA,20.7299,NA
"AND",2008,NA,NA,NA,NA,NA,1.20015,NA,16.5868,NA
"AND",2009,NA,NA,NA,NA,NA,1.02827,NA,19.9034,NA
"AND",2010,NA,NA,NA,NA,NA,1.42213,NA,20.5957,NA
"AND",2011,NA,NA,NA,NA,NA,1.36897,NA,17.6839,NA
"AND",2012,NA,NA,NA,NA,NA,1.49379,NA,18.1288,NA
"AND",2013,NA,NA,NA,NA,NA,1.47415,NA,18.9403,NA
"AND",2014,NA,NA,NA,NA,NA,1.21437,NA,18.1899,NA
"AND",2015,NA,NA,NA,NA,NA,1.13684,NA,20.1763,NA
"AND",2016,NA,NA,NA,NA,NA,1.01541,NA,20.9508,NA
"AND",2017,NA,NA,NA,NA,NA,0.909812,NA,16.1327,NA
"AGO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1995,NA,NA,NA,1.13905,NA,NA,NA,NA,NA
"AGO",1996,NA,NA,NA,1.35181,NA,NA,NA,3.19472,NA
"AGO",1997,NA,NA,NA,3.31921,NA,7.1833,NA,2.73302,NA
"AGO",1998,NA,NA,NA,3.88886,NA,3.78062,NA,6.88453,NA
"AGO",1999,NA,NA,NA,1.27171,NA,2.46148,NA,7.64269,NA
"AGO",2000,NA,NA,NA,0.93205,NA,3.51218,NA,9.41733,NA
"AGO",2001,NA,NA,NA,1.64085,NA,7.47523,NA,13.775,NA
"AGO",2002,NA,NA,NA,2.05684,NA,4.4407,NA,9.02997,NA
"AGO",2003,NA,NA,NA,2.86115,NA,6.25376,NA,11.805,NA
"AGO",2004,"0.368933","1.82035",NA,3.53227,NA,6.99118,NA,11.4902,NA
"AGO",2005,"13.717","2.25168",NA,3.43031,NA,7.56061,NA,10.8114,NA
"AGO",2006,"21.1641","3.39938",NA,4.71659,NA,5.69533,NA,10.8948,NA
"AGO",2007,"27.5836","3.89688",NA,7.36118,NA,6.80803,NA,11.053,NA
"AGO",2008,"41.5114","4.68375",NA,9.42572,NA,6.55435,NA,10.1907,NA
"AGO",2009,"63.8401","5.24624",NA,18.2221,NA,5.55983,NA,11.9332,NA
"AGO",2010,"59.5663","7.45088",NA,18.355,NA,7.2219,NA,12.752,NA
"AGO",2011,"76.2943","8.40841",NA,17.2592,NA,6.9752,NA,12.7331,NA
"AGO",2012,"378.911","9.06367",NA,18.8763,NA,5.19034,NA,10.9745,NA
"AGO",2013,"450.866","10.1682",NA,20.5588,NA,4.75111,NA,11.4826,NA
"AGO",2014,"482.803","10.1953",NA,19.9218,NA,4.55031,NA,10.4009,NA
"AGO",2015,"526.058","10.4294",NA,22.0894,NA,4.98754,NA,10.0759,NA
"AGO",2016,NA,"10.2758",NA,21.1443,NA,5.96743,NA,9.78763,NA
"AGO",2017,NA,"10.2584",NA,15.7341,NA,7.0364,NA,10.8368,NA
"ATG",1980,NA,NA,NA,26.5729,NA,NA,NA,NA,NA
"ATG",1981,NA,NA,NA,29.3193,NA,NA,NA,NA,NA
"ATG",1982,NA,NA,NA,30.3184,NA,NA,NA,NA,NA
"ATG",1983,NA,NA,NA,32.3194,NA,NA,NA,NA,NA
"ATG",1984,NA,NA,NA,32.3682,NA,NA,NA,NA,NA
"ATG",1985,NA,NA,NA,31.0907,NA,NA,NA,NA,NA
"ATG",1986,NA,NA,NA,30.5427,NA,NA,NA,NA,NA
"ATG",1987,NA,NA,NA,33.8503,NA,NA,NA,NA,NA
"ATG",1988,NA,NA,NA,35.7774,NA,NA,NA,NA,NA
"ATG",1989,NA,NA,NA,37.1847,NA,NA,NA,NA,NA
"ATG",1990,NA,NA,NA,39.1648,NA,NA,NA,NA,NA
"ATG",1991,NA,NA,NA,40.3863,NA,NA,NA,NA,NA
"ATG",1992,NA,NA,NA,42.8223,NA,NA,NA,NA,NA
"ATG",1993,NA,NA,NA,42.6444,NA,NA,NA,NA,NA
"ATG",1994,NA,NA,NA,38.9305,NA,NA,NA,NA,NA
"ATG",1995,NA,NA,NA,42.366,NA,NA,NA,NA,NA
"ATG",1996,NA,NA,NA,45.5034,NA,5.13654,NA,29.8377,NA
"ATG",1997,NA,NA,NA,55.8862,NA,4.89417,NA,23.1036,NA
"ATG",1998,NA,NA,NA,54.1503,NA,4.43236,NA,21.219,NA
"ATG",1999,NA,NA,NA,55.4312,NA,6.72435,NA,19.9963,NA
"ATG",2000,NA,NA,NA,55.726,NA,4.23069,NA,15.004,NA
"ATG",2001,NA,NA,NA,61.5913,NA,4.22115,NA,15.8305,NA
"ATG",2002,NA,NA,NA,64.2088,NA,4.92967,NA,16.0919,NA
"ATG",2003,NA,NA,NA,64.149,NA,5.00054,NA,16.8503,NA
"ATG",2004,NA,NA,NA,60.5785,NA,2.74035,NA,20.2587,NA
"ATG",2005,NA,NA,NA,57.3175,NA,5.07133,NA,17.061,NA
"ATG",2006,NA,NA,NA,58.9068,NA,1.25298,NA,14.6193,NA
"ATG",2007,NA,NA,NA,59.9493,NA,4.15536,NA,12.6749,NA
"ATG",2008,NA,NA,NA,65.179,NA,4.02756,NA,26.9874,NA
"ATG",2009,NA,"39.4864",NA,74.0487,NA,5.79505,NA,33.8863,NA
"ATG",2010,NA,"38.6913",NA,78.9815,NA,4.93151,NA,34.5883,NA
"ATG",2011,NA,"36.4326",NA,77.9478,NA,4.46194,NA,32.9653,NA
"ATG",2012,NA,"35.7638",NA,71.1184,NA,4.22385,NA,35.1969,NA
"ATG",2013,NA,"35.1334",NA,69.4445,NA,3.80207,NA,28.6706,NA
"ATG",2014,NA,"31.6683",NA,61.8449,NA,3.61831,NA,29.4979,NA
"ATG",2015,NA,"29.7505",NA,53.7892,NA,3.81191,NA,31.9686,NA
"ATG",2016,NA,"29.3161",NA,47.6225,NA,4.18219,NA,34.8003,NA
"ATG",2017,NA,"24.7849",NA,45.7972,NA,4.34914,NA,36.5239,NA
"ARG",1980,NA,NA,NA,14.8338,4.13855,NA,35.0067,NA,NA
"ARG",1981,NA,NA,NA,18.8493,2.20751,NA,10.5971,NA,NA
"ARG",1982,NA,NA,NA,19.1318,0.880489,NA,32.7218,NA,NA
"ARG",1983,NA,NA,NA,15.1325,0.781779,NA,21.6143,NA,NA
"ARG",1984,NA,NA,NA,12.7896,0.83237,NA,38.4757,NA,NA
"ARG",1985,NA,NA,NA,9.46254,1.26161,NA,42.5299,NA,NA
"ARG",1986,NA,NA,NA,11.7699,1.32878,NA,16.2285,NA,NA
"ARG",1987,NA,NA,NA,12.9123,0.945023,NA,13.7127,NA,NA
"ARG",1988,NA,NA,NA,11.2677,1.14533,NA,295.593,NA,NA
"ARG",1989,NA,NA,NA,18.5022,2.121,NA,24.3665,NA,97.9624
"ARG",1990,NA,NA,NA,8.01861,1.37703,NA,41.1398,NA,134.732
"ARG",1991,NA,NA,NA,8.47883,5.39966,NA,44.4025,NA,92.89
"ARG",1992,NA,NA,NA,11.6242,7.99094,NA,86.0864,NA,66.7512
"ARG",1993,NA,NA,NA,15.0496,13.2046,NA,159.191,NA,51.8195
"ARG",1994,NA,NA,NA,16.8318,15.7082,NA,279.006,NA,34.5018
"ARG",1995,NA,NA,NA,18.2362,14.4655,NA,85.474,NA,42.208
"ARG",1996,NA,NA,NA,17.7677,15.1527,5.44092,75.9092,5.19924,37.0882
"ARG",1997,NA,NA,NA,18.4576,17.7465,4.69901,73.5137,4.98369,24.6879
"ARG",1998,NA,NA,18.0866,20.6106,17.4921,4.07068,49.8438,4.37757,35.4635
"ARG",1999,NA,NA,24.8879,22.5818,17.8434,3.92532,23.4476,4.05733,46.2134
"ARG",2000,NA,NA,31.4,21.763,17.8898,3.75893,17.9878,4.49292,34.1457
"ARG",2001,NA,NA,15.3,20.5666,14.7421,9.2056,16.8183,5.50568,33.4087
"ARG",2002,NA,NA,18.0378,15.0053,13.8185,3.02802,8.65379,4.88922,53.7108
"ARG",2003,NA,NA,25.001,10.6982,20.7641,1.91851,11.058,2.92353,43.8783
"ARG",2004,"474.774","13.3575",18.3542,8.86575,22.9536,2.35954,12.0425,4.42754,32.454
"ARG",2005,"505.594","13.1723",20.1022,9.16462,22.2384,2.51804,11.8965,5.32223,29.6537
"ARG",2006,"547.433","13.1852",23.1562,10.0044,20.7594,3.2672,7.01776,6.06236,24.6635
"ARG",2007,"603.067","13.1412",31.9096,10.9083,18.7169,3.86371,9.00277,5.90831,23.1999
"ARG",2008,"614.044","13.0798",29.7502,10.8316,13.254,3.84291,6.96481,5.76308,26.697
"ARG",2009,"639.466","12.951",30.1745,11.4455,11.946,5.20053,3.79759,6.46173,44.7789
"ARG",2010,"673.256","13.0147",29.7757,10.6568,12.7018,4.87518,4.72938,6.13873,34.7864
"ARG",2011,"726.028","13.1224",28.9466,11.461,9.86244,5.04186,4.69392,6.12704,25.7495
"ARG",2012,"806.48","13.2093",39.7655,12.9371,6.53204,5.78472,4.09979,6.30901,30.1135
"ARG",2013,"862.056","13.2379",38.0549,13.3794,7.28142,5.70297,5.5661,6.63022,27.8191
"ARG",2014,"908.223","13.223",37.5585,12.2856,9.23061,5.91278,7.25059,7.2553,32.8974
"ARG",2015,"954.391","13.2561",39.6428,12.2187,9.11289,9.20253,4.98132,7.27654,41.2333
"ARG",2016,"1066.76","13.4477",34.1112,11.7641,9.11897,10.3528,8.5772,6.91777,37.956
"ARG",2017,"1147.55","13.5291",45.6853,12.9204,12.8686,8.69607,7.97135,6.52052,27.0829
"ARM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARM",1992,NA,NA,NA,40.4446,NA,NA,NA,NA,NA
"ARM",1993,NA,NA,NA,19.532,NA,NA,NA,NA,NA
"ARM",1994,NA,NA,NA,3.08701,NA,NA,NA,NA,NA
"ARM",1995,NA,NA,NA,5.50559,NA,NA,NA,NA,NA
"ARM",1996,NA,NA,NA,5.77658,NA,NA,NA,3.18434,NA
"ARM",1997,NA,NA,NA,5.38879,NA,13.7477,NA,7.61769,NA
"ARM",1998,NA,NA,NA,6.31822,NA,11.0359,NA,7.30489,NA
"ARM",1999,NA,NA,NA,8.05081,NA,10.5541,NA,6.86191,NA
"ARM",2000,NA,NA,NA,9.08433,NA,8.13303,NA,5.87866,NA
"ARM",2001,NA,NA,NA,8.1905,0.100805,7.1429,1.53758,6.80592,NA
"ARM",2002,NA,NA,NA,6.57233,0.255507,5.03986,12.1477,9.69876,NA
"ARM",2003,NA,NA,NA,5.58961,0.644808,6.31139,4.06149,8.65546,NA
"ARM",2004,"212.177","10.8384",NA,5.85866,0.670314,7.42406,6.75241,10.9251,NA
"ARM",2005,"356.311","12.3001",NA,6.91556,0.654843,9.18819,3.47281,13.6477,NA
"ARM",2006,"365.178","13.6794",NA,7.75929,0.844516,8.85989,8.97687,14.3548,NA
"ARM",2007,"454.072","15.8084",NA,10.2685,0.956841,8.4861,5.67603,13.7491,NA
"ARM",2008,"461.358","17.3137",NA,15.0404,1.28016,8.34026,0.572403,15.1098,NA
"ARM",2009,"521.277","17.7905",NA,22.0585,1.66995,5.8361,0.183516,11.8041,NA
"ARM",2010,"586.054","18.5556",NA,24.7305,1.51969,6.92008,NA,12.663,NA
"ARM",2011,"711.353","19.9835",NA,29.8894,1.41335,6.96723,0.375462,11.1686,NA
"ARM",2012,NA,"21.2833",NA,36.5626,1.22217,6.44194,0.788764,10.3914,NA
"ARM",2013,NA,"21.7406",NA,38.9091,NA,6.11667,NA,9.73732,NA
"ARM",2014,NA,"22.7115",NA,42.2984,NA,4.93641,NA,8.54708,NA
"ARM",2015,NA,"23.3951",NA,44.4333,NA,4.5419,NA,8.65855,NA
"ARM",2016,NA,"23.0981",NA,44.4879,NA,4.12088,NA,9.42404,NA
"ARM",2017,NA,"23.1212",NA,45.1903,NA,4.16653,NA,9.41071,NA
"ABW",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1986,NA,NA,NA,39.0304,NA,NA,NA,NA,NA
"ABW",1987,NA,NA,NA,36.3471,NA,NA,NA,NA,NA
"ABW",1988,NA,NA,NA,37.9705,NA,NA,NA,NA,NA
"ABW",1989,NA,NA,NA,40.4183,NA,NA,NA,NA,NA
"ABW",1990,NA,NA,NA,41.9513,NA,NA,NA,NA,NA
"ABW",1991,NA,NA,NA,41.7024,NA,NA,NA,NA,NA
"ABW",1992,NA,NA,NA,41.7781,NA,NA,NA,NA,NA
"ABW",1993,NA,NA,NA,39.5411,NA,NA,NA,NA,NA
"ABW",1994,NA,NA,NA,36.6732,NA,NA,NA,NA,NA
"ABW",1995,NA,NA,NA,41.5668,NA,NA,NA,NA,NA
"ABW",1996,NA,NA,NA,43.3763,NA,NA,NA,NA,NA
"ABW",1997,NA,NA,NA,42.17,NA,NA,NA,NA,NA
"ABW",1998,NA,NA,NA,40.8237,NA,NA,NA,NA,NA
"ABW",1999,NA,NA,NA,42.4036,NA,NA,NA,NA,NA
"ABW",2000,NA,NA,NA,42.9627,NA,NA,NA,NA,NA
"ABW",2001,NA,NA,NA,44.8634,NA,NA,NA,7.68937,NA
"ABW",2002,NA,NA,NA,48.3823,NA,3.39303,NA,11.7869,NA
"ABW",2003,NA,NA,NA,52.6604,NA,6.0241,NA,19.0855,NA
"ABW",2004,NA,NA,NA,51.6456,NA,4.98753,NA,20.2941,NA
"ABW",2005,NA,NA,NA,52.6619,NA,5.49708,NA,19.566,NA
"ABW",2006,NA,NA,NA,54.2809,NA,4.03162,NA,18.74,NA
"ABW",2007,NA,NA,NA,52.0714,NA,7.13342,NA,19.1829,NA
"ABW",2008,NA,NA,NA,54.1356,NA,NA,NA,NA,NA
"ABW",2009,NA,NA,NA,57.7362,NA,NA,NA,NA,NA
"ABW",2010,NA,NA,NA,59.8509,NA,NA,NA,22.0063,NA
"ABW",2011,NA,"20.9638",NA,58.153,NA,6.39064,NA,21.1462,NA
"ABW",2012,NA,"21.9673",NA,60.0941,NA,6.58979,NA,25.6494,NA
"ABW",2013,NA,"19.2948",NA,61.2101,NA,8.69526,NA,27.6639,NA
"ABW",2014,NA,"19.0655",NA,61.9302,NA,8.05979,NA,26.6241,NA
"ABW",2015,NA,"18.8621",NA,62.0623,NA,7.6873,NA,25.2415,NA
"ABW",2016,NA,"19.8269",NA,63.4299,NA,7.80586,NA,24.9956,NA
"ABW",2017,NA,"18.4984",NA,63.7881,NA,7.90015,NA,25.1774,NA
"AUS",1980,NA,NA,NA,25.0491,32.8404,NA,10.0604,NA,NA
"AUS",1981,NA,NA,NA,24.3806,33.5317,NA,13.1487,NA,15.7886
"AUS",1982,NA,NA,NA,24.693,24.5967,NA,10.3261,NA,14.6556
"AUS",1983,NA,NA,NA,25.8687,25.4702,NA,20.7026,NA,15.8736
