"iso3c","year","Top10share","Top1share"
"DZA",1992,0.4570302303,0.148629441
"DZA",1993,0.4452313906,0.1379934246
"DZA",1994,0.4334325618,0.1273574228
"DZA",1995,0.4216337263,0.1167214125
"DZA",1996,0.4185851433,0.1154908904
"DZA",1997,0.4155365682,0.1142603761
"DZA",1998,0.4124879972,0.1130298604
"DZA",1999,0.4094394192,0.1117993359
"DZA",2000,0.406390838,0.1105688193
"DZA",2001,0.4033422635,0.1093383057
"DZA",2002,0.4002936901,0.1081077894
"DZA",2003,0.3972451063,0.1068772664
"DZA",2004,0.394196536,0.1056467515
"DZA",2005,0.3911479603,0.1044162366
"DZA",2006,0.3880993785,0.103185712
"DZA",2007,0.385050803,0.1019551973
"DZA",2008,0.3820022242,0.1007246812
"DZA",2009,0.3789536507,0.0994941649
"DZA",2010,0.3759050666,0.0982636435
"DZA",2011,0.3728564958,0.0970331262
"DZA",2012,0.3728564958,0.0970331262
"DZA",2013,0.3728564958,0.0970331262
"DZA",2014,0.3728564958,0.0970331262
"DZA",2015,0.3728564958,0.0970331262
"DZA",2016,0.3728564958,0.0970331262
"DZA",2017,0.3728564958,0.0970331262
"EGY",1960,NA,NA
"EGY",1961,NA,NA
"EGY",1962,NA,NA
"EGY",1963,NA,NA
"EGY",1964,NA,NA
"EGY",1965,NA,NA
"EGY",1966,NA,NA
"EGY",1967,NA,NA
"EGY",1968,NA,NA
"EGY",1969,NA,NA
"EGY",1970,NA,NA
"EGY",1971,NA,NA
"EGY",1972,NA,NA
"EGY",1973,NA,NA
"EGY",1974,NA,NA
"EGY",1975,NA,NA
"EGY",1976,NA,NA
"EGY",1977,NA,NA
"EGY",1978,NA,NA
"EGY",1979,NA,NA
"EGY",1980,NA,NA
"EGY",1981,NA,NA
"EGY",1982,NA,NA
"EGY",1983,NA,NA
"EGY",1984,NA,NA
"EGY",1985,NA,NA
"EGY",1986,NA,NA
"EGY",1987,NA,NA
"EGY",1988,NA,NA
"EGY",1989,NA,NA
"EGY",1990,0.50819999,0.1948
"EGY",1991,0.50819999,0.1948
"EGY",1992,0.50819999,0.1948
"EGY",1993,0.50819999,0.1948
"EGY",1994,0.50819999,0.1948
"EGY",1995,0.50819999,0.1948
"EGY",1996,0.50819999,0.1948
"EGY",1997,0.50819999,0.1948
"EGY",1998,0.50819999,0.1948
"EGY",1999,0.50819999,0.1948
"EGY",2000,0.50819999,0.1948
"EGY",2001,0.50819999,0.1948
"EGY",2002,0.4905,0.17990001
"EGY",2003,0.4905,0.17990001
"EGY",2004,0.4905,0.17990001
"EGY",2005,0.4905,0.17990001
"EGY",2006,0.48609999,0.1858
"EGY",2007,0.48609999,0.1858
"EGY",2008,0.48609999,0.1858
"EGY",2009,0.46290001,0.1671
"EGY",2010,0.46290001,0.1672
"EGY",2011,0.4612,0.16419999
"EGY",2012,0.4612,0.16419999
"EGY",2013,0.4612,0.16419999
"EGY",2014,0.48519999,0.1913
"EGY",2015,0.48519999,0.1913
"EGY",2016,0.48519999,0.1913
"EGY",2017,NA,NA
"ERI",1960,NA,NA
"ERI",1961,NA,NA
"ERI",1962,NA,NA
"ERI",1963,NA,NA
"ERI",1964,NA,NA
"ERI",1965,NA,NA
"ERI",1966,NA,NA
"ERI",1967,NA,NA
"ERI",1968,NA,NA
"ERI",1969,NA,NA
"ERI",1970,NA,NA
"ERI",1971,NA,NA
"ERI",1972,NA,NA
"ERI",1973,NA,NA
"ERI",1974,NA,NA
"ERI",1975,NA,NA
"ERI",1976,NA,NA
"ERI",1977,NA,NA
"ERI",1978,NA,NA
"ERI",1979,NA,NA
"ERI",1980,NA,NA
"ERI",1981,NA,NA
"ERI",1982,NA,NA
"ERI",1983,NA,NA
"ERI",1984,NA,NA
"ERI",1985,NA,NA
"ERI",1986,NA,NA
"ERI",1987,NA,NA
"ERI",1988,NA,NA
"ERI",1989,NA,NA
"ERI",1990,NA,NA
"ERI",1991,NA,NA
"ERI",1992,NA,NA
"ERI",1993,0.5577430637,0.2767574252
"ERI",1994,0.5672692293,0.2851966666
"ERI",1995,0.5767953924,0.2936359083
"ERI",1996,0.5366265422,0.2534488125
"ERI",1997,0.4964576872,0.2132617241
"ERI",1998,0.456288829,0.1730746194
"ERI",1999,0.4161199736,0.1328875287
"ERI",2000,0.417217302,0.1359516669
"ERI",2001,0.4183146257,0.139015793
"ERI",2002,0.4194119618,0.1420799334
"ERI",2003,0.4205092792,0.1451440588
"ERI",2004,0.4216066163,0.1482082002
"ERI",2005,0.4185545085,0.1346161211
"ERI",2006,0.4227663741,0.1370525934
"ERI",2007,0.4269782083,0.1394890437
"ERI",2008,0.4311900706,0.1419255146
"ERI",2009,0.4354019418,0.1443619832
"ERI",2010,0.4396137919,0.1467984419
"ERI",2011,0.447908164,0.1459568227
"ERI",2012,0.4562025391,0.1451152064
"ERI",2013,0.4644969144,0.1442735867
"ERI",2014,0.4727912897,0.1434319706
"ERI",2015,0.4810856664,0.1425903523
"ERI",2016,0.4810856664,0.1425903523
"ERI",2017,0.4810856664,0.1425903523
"ESP",1960,NA,NA
"ESP",1961,NA,NA
"ESP",1962,NA,NA
"ESP",1963,NA,NA
"ESP",1964,NA,NA
"ESP",1965,NA,NA
"ESP",1966,NA,NA
"ESP",1967,NA,NA
"ESP",1968,NA,NA
"ESP",1969,NA,NA
"ESP",1970,NA,NA
"ESP",1971,NA,NA
"ESP",1972,NA,NA
"ESP",1973,NA,NA
"ESP",1974,NA,NA
"ESP",1975,NA,NA
"ESP",1976,NA,NA
"ESP",1977,NA,NA
"ESP",1978,NA,NA
"ESP",1979,NA,NA
"ESP",1980,NA,NA
"ESP",1981,0.3001,0.081600003
"ESP",1982,0.30149999,0.0823
"ESP",1983,0.30199999,0.080399998
"ESP",1984,0.3028,0.079300001
"ESP",1985,0.30340001,0.079700001
"ESP",1986,0.31119999,0.0836
"ESP",1987,0.31099999,0.0836
"ESP",1988,0.3125,0.083400004
"ESP",1989,0.31259999,0.080700003
"ESP",1990,0.30520001,0.076099999
"ESP",1991,0.29949999,0.074500002
"ESP",1992,0.29229999,0.074100003
"ESP",1993,0.2872,0.071599998
"ESP",1994,0.292,0.073700003
"ESP",1995,0.29280001,0.075300001
"ESP",1996,0.2911,0.074299999
"ESP",1997,0.28979999,0.076200001
"ESP",1998,0.29260001,0.078599997
"ESP",1999,0.29570001,0.081100002
"ESP",2000,0.29159999,0.079099998
"ESP",2001,0.2881,0.077
"ESP",2002,0.28560001,0.076099999
"ESP",2003,0.28799999,0.077399999
"ESP",2004,0.2868,0.077100001
"ESP",2005,0.28639999,0.077299997
"ESP",2006,0.2904,0.079800002
"ESP",2007,0.29539999,0.082999997
"ESP",2008,0.29550001,0.082599998
"ESP",2009,0.2978,0.084799998
"ESP",2010,0.2931,0.081200004
"ESP",2011,0.29840001,0.088100001
"ESP",2012,0.29589999,0.089299999
"ESP",2013,0.29210001,0.085100003
"ESP",2014,0.2902,0.080700003
"ESP",2015,0.30360001,0.093199998
"ESP",2016,0.30700001,0.098200001
"ESP",2017,NA,NA
"EST",1960,NA,NA
"EST",1961,NA,NA
"EST",1962,NA,NA
"EST",1963,NA,NA
"EST",1964,NA,NA
"EST",1965,NA,NA
"EST",1966,NA,NA
"EST",1967,NA,NA
"EST",1968,NA,NA
"EST",1969,NA,NA
"EST",1970,NA,NA
"EST",1971,NA,NA
"EST",1972,NA,NA
"EST",1973,NA,NA
"EST",1974,NA,NA
"EST",1975,NA,NA
"EST",1976,NA,NA
"EST",1977,NA,NA
"EST",1978,NA,NA
"EST",1979,NA,NA
"EST",1980,NA,NA
"EST",1981,NA,NA
"EST",1982,NA,NA
"EST",1983,NA,NA
"EST",1984,NA,NA
"EST",1985,NA,NA
"EST",1986,NA,NA
"EST",1987,NA,NA
"EST",1988,0.22930001,0.0491
"EST",1989,0.25909999,0.065300003
"EST",1990,0.29429999,0.0845
"EST",1991,0.32449999,0.099699996
"EST",1992,0.35870001,0.1177
"EST",1993,0.37900001,0.134
"EST",1994,0.37799999,0.1259
"EST",1995,0.39179999,0.14040001
"EST",1996,0.39179999,0.1454
"EST",1997,0.38960001,0.1358
"EST",1998,0.375,0.12729999
"EST",1999,0.38769999,0.1348
"EST",2000,0.3698,0.1188
"EST",2001,0.36539999,0.115
"EST",2002,0.35789999,0.1065
"EST",2003,0.35569999,0.1023
"EST",2004,0.35159999,0.1028
"EST",2005,0.3662,0.12710001
"EST",2006,0.368,0.13
"EST",2007,0.35249999,0.097000003
"EST",2008,0.3249,0.091600001
"EST",2009,0.29260001,0.070699997
"EST",2010,0.3053,0.077
"EST",2011,0.32069999,0.086499996
"EST",2012,0.3161,0.0858
"EST",2013,0.31720001,0.085699998
"EST",2014,0.3177,0.075099997
"EST",2015,0.3073,0.073399998
"EST",2016,0.29809999,0.069899999
"EST",2017,NA,NA
"ETH",1960,NA,NA
"ETH",1961,NA,NA
"ETH",1962,NA,NA
"ETH",1963,NA,NA
"ETH",1964,NA,NA
"ETH",1965,NA,NA
"ETH",1966,NA,NA
"ETH",1967,NA,NA
"ETH",1968,NA,NA
"ETH",1969,NA,NA
"ETH",1970,NA,NA
"ETH",1971,NA,NA
"ETH",1972,NA,NA
"ETH",1973,NA,NA
"ETH",1974,NA,NA
"ETH",1975,NA,NA
"ETH",1976,NA,NA
"ETH",1977,NA,NA
"ETH",1978,NA,NA
"ETH",1979,NA,NA
"ETH",1980,NA,NA
"ETH",1981,0.4434291854,0.1754866265
"ETH",1982,0.4529553372,0.183925854
"ETH",1983,0.4624815057,0.1923650946
"ETH",1984,0.4720076567,0.2008043232
"ETH",1985,0.4815338106,0.2092435547
"ETH",1986,0.4910599698,0.2176827952
"ETH",1987,0.5005861275,0.2261220251
"ETH",1988,0.5101122853,0.2345612679
"ETH",1989,0.5196384384,0.243000493
"ETH",1990,0.5291646011,0.2514397241
"ETH",1991,0.5386907575,0.2598789637
"ETH",1992,0.548216929,0.2683182091
"ETH",1993,0.5577430637,0.2767574252
"ETH",1994,0.5672692293,0.2851966666
"ETH",1995,0.5767953924,0.2936359083
"ETH",1996,0.5366265422,0.2534488125
"ETH",1997,0.4964576872,0.2132617241
"ETH",1998,0.456288829,0.1730746194
"ETH",1999,0.4161199736,0.1328875287
"ETH",2000,0.417217302,0.1359516669
"ETH",2001,0.4183146257,0.139015793
"ETH",2002,0.4194119618,0.1420799334
"ETH",2003,0.4205092792,0.1451440588
"ETH",2004,0.4216066163,0.1482082002
"ETH",2005,0.4185545085,0.1346161211
"ETH",2006,0.4227663741,0.1370525934
"ETH",2007,0.4269782083,0.1394890437
"ETH",2008,0.4311900706,0.1419255146
"ETH",2009,0.4354019418,0.1443619832
"ETH",2010,0.4396137919,0.1467984419
"ETH",2011,0.447908164,0.1459568227
"ETH",2012,0.4562025391,0.1451152064
"ETH",2013,0.4644969144,0.1442735867
"ETH",2014,0.4727912897,0.1434319706
"ETH",2015,0.4810856664,0.1425903523
"ETH",2016,0.4810856664,0.1425903523
"ETH",2017,0.4810856664,0.1425903523
"FIN",1960,NA,NA
"FIN",1961,NA,NA
"FIN",1962,NA,NA
"FIN",1963,NA,NA
"FIN",1964,NA,NA
"FIN",1965,NA,NA
"FIN",1966,NA,NA
"FIN",1967,NA,NA
"FIN",1968,NA,NA
"FIN",1969,NA,NA
"FIN",1970,NA,NA
"FIN",1971,NA,NA
"FIN",1972,NA,NA
"FIN",1973,NA,NA
"FIN",1974,NA,NA
"FIN",1975,NA,NA
"FIN",1976,NA,NA
"FIN",1977,NA,NA
"FIN",1978,NA,NA
"FIN",1979,NA,NA
"FIN",1980,0.2427,0.046500001
"FIN",1981,0.235,0.039799999
"FIN",1982,0.2324,0.0372
"FIN",1983,0.23280001,0.037599999
"FIN",1984,0.2387,0.043099999
"FIN",1985,0.2358,0.040600002
"FIN",1986,0.23379999,0.038800001
"FIN",1987,0.2448,0.049400002
"FIN",1988,0.2457,0.049800001
"FIN",1989,0.2375,0.043000001
"FIN",1990,0.2286,0.036499999
"FIN",1991,0.2209,0.032900002
"FIN",1992,0.22040001,0.032499999
"FIN",1993,0.2325,0.043000001
"FIN",1994,0.25409999,0.055
"FIN",1995,0.2678,0.068999998
"FIN",1996,0.26620001,0.0669
"FIN",1997,0.27810001,0.076700002
"FIN",1998,0.27739999,0.078400001
"FIN",1999,0.28099999,0.087200001
"FIN",2000,0.2861,0.0902
"FIN",2001,0.2771,0.082999997
"FIN",2002,0.27579999,0.082400002
"FIN",2003,0.27540001,0.0814
"FIN",2004,0.28330001,0.090000004
"FIN",2005,0.2687,0.072400004
"FIN",2006,0.2773,0.0792
"FIN",2007,0.27829999,0.076700002
"FIN",2008,0.28889999,0.077299997
"FIN",2009,0.28220001,0.066299997
"FIN",2010,0.28369999,0.066399999
"FIN",2011,0.28119999,0.064900003
"FIN",2012,0.28009999,0.064000003
"FIN",2013,0.2784,0.062600002
"FIN",2014,0.28529999,0.067500003
"FIN",2015,0.2852,0.065099999
"FIN",2016,0.29609999,0.072899997
"FIN",2017,NA,NA
"FRA",1960,0.37709999,0.1146
"FRA",1961,0.38119999,0.1157
"FRA",1962,0.36919999,0.1094
"FRA",1963,0.36950001,0.1073
"FRA",1964,0.37560001,0.1084
"FRA",1965,0.37940001,0.1094
"FRA",1966,0.3691,0.1073
"FRA",1967,0.3671,0.1071
"FRA",1968,0.3531,0.1016
"FRA",1969,0.34439999,0.098999999
"FRA",1970,0.34079999,0.096600004
"FRA",1971,0.33739999,0.096799999
"FRA",1972,0.33500001,0.094999999
"FRA",1973,0.34200001,0.1009
"FRA",1974,0.3378,0.097400002
"FRA",1975,0.33270001,0.0911
"FRA",1976,0.32749999,0.090999998
"FRA",1977,0.3123,0.085299999
"FRA",1978,0.30540001,0.082699999
"FRA",1979,0.31389999,0.085600004
"FRA",1980,0.30630001,0.081699997
"FRA",1981,0.3019,0.082099997
"FRA",1982,0.29280001,0.075199999
"FRA",1983,0.2942,0.073299997
"FRA",1984,0.29719999,0.074699998
"FRA",1985,0.3028,0.077399999
"FRA",1986,0.31209999,0.082500003
"FRA",1987,0.32089999,0.0902
"FRA",1988,0.3256,0.091600001
"FRA",1989,0.3276,0.095200002
"FRA",1990,0.32190001,0.0933
"FRA",1991,0.32080001,0.091499999
"FRA",1992,0.31380001,0.086199999
"FRA",1993,0.31740001,0.090899996
"FRA",1994,0.3175,0.091799997
"FRA",1995,0.31709999,0.092299998
"FRA",1996,0.32229999,0.1003
"FRA",1997,0.3249,0.1044
"FRA",1998,0.32769999,0.1067
"FRA",1999,0.3274,0.106
"FRA",2000,0.33090001,0.1103
"FRA",2001,0.33419999,0.1132
"FRA",2002,0.3285,0.1095
"FRA",2003,0.33250001,0.1135
"FRA",2004,0.3353,0.1162
"FRA",2005,0.33379999,0.1147
"FRA",2006,0.33180001,0.1124
"FRA",2007,0.3387,0.1169
"FRA",2008,0.3373,0.1157
"FRA",2009,0.32170001,0.1018
"FRA",2010,0.32600001,0.1084
"FRA",2011,0.33239999,0.1145
"FRA",2012,0.3222,0.1043
"FRA",2013,0.3263,0.1079
"FRA",2014,0.3263,0.108
"FRA",2015,NA,NA
"FRA",2016,NA,NA
"FRA",2017,NA,NA
"GAB",1960,NA,NA
"GAB",1961,NA,NA
"GAB",1962,NA,NA
"GAB",1963,NA,NA
"GAB",1964,NA,NA
"GAB",1965,NA,NA
"GAB",1966,NA,NA
"GAB",1967,NA,NA
"GAB",1968,NA,NA
"GAB",1969,NA,NA
"GAB",1970,NA,NA
"GAB",1971,NA,NA
"GAB",1972,NA,NA
"GAB",1973,NA,NA
"GAB",1974,NA,NA
"GAB",1975,NA,NA
"GAB",1976,NA,NA
"GAB",1977,NA,NA
"GAB",1978,NA,NA
"GAB",1979,NA,NA
"GAB",1980,NA,NA
"GAB",1981,NA,NA
"GAB",1982,NA,NA
"GAB",1983,NA,NA
"GAB",1984,NA,NA
"GAB",1985,NA,NA
"GAB",1986,NA,NA
"GAB",1987,NA,NA
"GAB",1988,NA,NA
"GAB",1989,NA,NA
"GAB",1990,0.502672448,0.1697128855
"GAB",1991,0.502672448,0.1697128855
"GAB",1992,0.502672448,0.1697128855
"GAB",1993,0.502672448,0.1697128855
"GAB",1994,0.502672448,0.1697128855
"GAB",1995,0.502672448,0.1697128855
"GAB",1996,0.502672448,0.1697128855
"GAB",1997,0.502672448,0.1697128855
"GAB",1998,0.502672448,0.1697128855
"GAB",1999,0.502672448,0.1697128855
"GAB",2000,0.502672448,0.1697128855
"GAB",2001,0.502672448,0.1697128855
"GAB",2002,0.502672448,0.1697128855
"GAB",2003,0.502672448,0.1697128855
"GAB",2004,0.502672448,0.1697128855
"GAB",2005,0.502672448,0.1697128855
"GAB",2006,0.4964805629,0.1646510336
"GAB",2007,0.4902886733,0.1595891866
"GAB",2008,0.4840967848,0.1545273351
"GAB",2009,0.4779048939,0.1494654831
"GAB",2010,0.4717129925,0.1444036188
"GAB",2011,0.4655211085,0.139341768
"GAB",2012,0.4593292176,0.1342799197
"GAB",2013,0.4531373293,0.1292180684
"GAB",2014,0.4469454331,0.1241562111
"GAB",2015,0.4407535268,0.1190943604
"GAB",2016,0.4345616333,0.1140325095
"GAB",2017,0.4283697504,0.1089706599
"GBR",1960,NA,NA
"GBR",1961,NA,NA
"GBR",1962,NA,NA
"GBR",1963,NA,NA
"GBR",1964,NA,NA
"GBR",1965,NA,NA
"GBR",1966,NA,NA
"GBR",1967,NA,NA
"GBR",1968,NA,NA
"GBR",1969,NA,NA
"GBR",1970,NA,NA
"GBR",1971,NA,NA
"GBR",1972,NA,NA
"GBR",1973,NA,NA
"GBR",1974,NA,NA
"GBR",1975,NA,NA
"GBR",1976,NA,NA
"GBR",1977,NA,NA
"GBR",1978,NA,NA
"GBR",1979,NA,NA
"GBR",1980,NA,NA
"GBR",1981,0.28619999,0.065700002
"GBR",1982,0.28780001,0.067299999
"GBR",1983,0.2922,0.067000002
"GBR",1984,0.29840001,0.069600001
"GBR",1985,0.29949999,0.071599998
"GBR",1986,0.3019,0.072999999
"GBR",1987,0.30469999,0.075199999
"GBR",1988,0.3125,0.082000002
"GBR",1989,0.31200001,0.082000002
"GBR",1990,0.30930001,0.078100003
"GBR",1991,0.31079999,0.079599999
"GBR",1992,0.30930001,0.075499997
"GBR",1993,0.31850001,0.0823
"GBR",1994,0.32319999,0.088500001
"GBR",1995,0.32339999,0.088799998
"GBR",1996,0.33199999,0.099399999
"GBR",1997,0.3283,0.1001
"GBR",1998,0.33070001,0.1019
"GBR",1999,0.34009999,0.1034
"GBR",2000,0.33520001,0.104
"GBR",2001,0.3382,0.1029
"GBR",2002,0.33919999,0.1031
"GBR",2003,0.34720001,0.1086
"GBR",2004,0.34220001,0.1084
"GBR",2005,0.35089999,0.1173
"GBR",2006,0.35679999,0.1231
"GBR",2007,0.36199999,0.1261
"GBR",2008,0.33719999,0.1201
"GBR",2009,0.35030001,0.1241
"GBR",2010,0.31619999,0.1005
"GBR",2011,0.3274,0.105
"GBR",2012,0.32839999,0.1031
"GBR",2013,0.3527,0.1179
"GBR",2014,0.33750001,0.1116
"GBR",2015,0.34990001,0.1279
"GBR",2016,0.34040001,0.1171
"GBR",2017,NA,NA
"GEO",1960,0.33899999,0.1001
"GEO",1961,0.34310001,0.1007
"GEO",1962,0.3441,0.094999999
"GEO",1963,0.33410001,0.094499998
"GEO",1964,0.3484,0.1004
"GEO",1965,0.3495,0.1036
"GEO",1966,0.33989999,0.098399997
"GEO",1967,0.33649999,0.098499998
"GEO",1968,0.33899999,0.1028
"GEO",1969,0.34900001,0.1067
"GEO",1970,0.33230001,0.0898
"GEO",1971,0.33660001,0.094400004
"GEO",1972,0.34259999,0.097900003
"GEO",1973,0.3443,0.093900003
"GEO",1974,0.32980001,0.0889
"GEO",1975,0.33320001,0.083999999
"GEO",1976,0.32139999,0.080300003
"GEO",1977,0.3247,0.081799999
"GEO",1978,0.32269999,0.082500003
"GEO",1979,0.34079999,0.0942
"GEO",1980,0.33329999,0.088399999
"GEO",1981,0.34169999,0.088799998
"GEO",1982,0.36050001,0.1079
"GEO",1983,0.35659999,0.103
"GEO",1984,0.368,0.1144
"GEO",1985,0.3788,0.1237
"GEO",1986,0.40290001,0.15109999
"GEO",1987,0.37810001,0.1182
"GEO",1988,0.40310001,0.1472
"GEO",1989,0.39660001,0.1357
"GEO",1990,0.39629999,0.133
"GEO",1991,0.3953,0.1232
"GEO",1992,0.40310001,0.1336
"GEO",1993,0.40619999,0.1344
"GEO",1994,0.4052,0.13349999
"GEO",1995,0.41499999,0.1408
"GEO",1996,0.42050001,0.1497
"GEO",1997,0.4337,0.1619
"GEO",1998,0.43669999,0.1698
"GEO",1999,0.4375,0.17209999
"GEO",2000,0.44389999,0.1806
"GEO",2001,0.4267,0.1583
"GEO",2002,0.41980001,0.1489
"GEO",2003,0.4215,0.15260001
"GEO",2004,0.43669999,0.1684
"GEO",2005,0.45249999,0.1893
"GEO",2006,0.47150001,0.2017
"GEO",2007,0.47279999,0.2027
"GEO",2008,0.46309999,0.1777
"GEO",2009,0.45300001,0.15880001
"GEO",2010,0.45899999,0.16590001
"GEO",2011,0.4598,0.1646
"GEO",2012,0.4874,0.19159999
"GEO",2013,0.49039999,0.17749999
"GEO",2014,0.4957,0.1912
"GEO",2015,0.49869999,0.1948
"GEO",2016,NA,NA
"GEO",2017,NA,NA
"GHA",1960,NA,NA
"GHA",1961,NA,NA
"GHA",1962,NA,NA
"GHA",1963,NA,NA
"GHA",1964,NA,NA
"GHA",1965,NA,NA
"GHA",1966,NA,NA
"GHA",1967,NA,NA
"GHA",1968,NA,NA
"GHA",1969,NA,NA
"GHA",1970,NA,NA
"GHA",1971,NA,NA
"GHA",1972,NA,NA
"GHA",1973,NA,NA
"GHA",1974,NA,NA
"GHA",1975,NA,NA
"GHA",1976,NA,NA
"GHA",1977,NA,NA
"GHA",1978,NA,NA
"GHA",1979,NA,NA
"GHA",1980,NA,NA
"GHA",1981,NA,NA
"GHA",1982,NA,NA
"GHA",1983,NA,NA
"GHA",1984,NA,NA
"GHA",1985,NA,NA
"GHA",1986,NA,NA
"GHA",1987,0.4316266939,0.1297631223
"GHA",1988,0.4427846675,0.1376075265
"GHA",1989,0.4500923216,0.1371577646
"GHA",1990,0.4573999606,0.1367079858
"GHA",1991,0.4647076029,0.1362582233
"GHA",1992,0.4629221322,0.1340198466
"GHA",1993,0.4611366593,0.1317814511
"GHA",1994,0.4593511859,0.1295430718
"GHA",1995,0.457565729,0.1273046829
"GHA",1996,0.4557802632,0.1250663056
"GHA",1997,0.4539947919,0.1228279192
"GHA",1998,0.4522093214,0.1205895335
"GHA",1999,0.4581827347,0.1257867602
"GHA",2000,0.4641561531,0.1309839883
"GHA",2001,0.4701295638,0.1361812161
"GHA",2002,0.4761029824,0.1413784425
"GHA",2003,0.482076388,0.146575669
"GHA",2004,0.4880498012,0.1517728975
"GHA",2005,0.4940232204,0.1569701245
"GHA",2006,0.4919510329,0.1549180535
"GHA",2007,0.4898788548,0.1528659696
"GHA",2008,0.4878066687,0.1508139001
"GHA",2009,0.4857344833,0.1487618202
"GHA",2010,0.4836623,0.1467097496
"GHA",2011,0.4815901172,0.1446576815
"GHA",2012,0.4795179322,0.1426055964
"GHA",2013,0.4810267835,0.1447506788
"GHA",2014,0.4825356345,0.146895761
"GHA",2015,0.4840444878,0.1490408435
"GHA",2016,0.48555333,0.1511859244
"GHA",2017,0.48555333,0.1511859244
"GIN",1960,NA,NA
"GIN",1961,NA,NA
"GIN",1962,NA,NA
"GIN",1963,NA,NA
"GIN",1964,NA,NA
"GIN",1965,NA,NA
"GIN",1966,NA,NA
"GIN",1967,NA,NA
"GIN",1968,NA,NA
"GIN",1969,NA,NA
"GIN",1970,NA,NA
"GIN",1971,NA,NA
"GIN",1972,NA,NA
"GIN",1973,NA,NA
"GIN",1974,NA,NA
"GIN",1975,NA,NA
"GIN",1976,NA,NA
"GIN",1977,NA,NA
"GIN",1978,NA,NA
"GIN",1979,NA,NA
"GIN",1980,NA,NA
"GIN",1981,NA,NA
"GIN",1982,NA,NA
"GIN",1983,NA,NA
"GIN",1984,NA,NA
"GIN",1985,NA,NA
"GIN",1986,NA,NA
"GIN",1987,NA,NA
"GIN",1988,NA,NA
"GIN",1989,NA,NA
"GIN",1990,0.4800921217,0.1469722432
"GIN",1991,0.4800921217,0.1469722432
"GIN",1992,0.4982092961,0.15990028
"GIN",1993,0.5163264413,0.1728283026
"GIN",1994,0.5344436133,0.1857563389
"GIN",1995,0.5319050017,0.1855185597
"GIN",1996,0.5293663907,0.1852807811
"GIN",1997,0.5268277759,0.1850430007
"GIN",1998,0.5242891637,0.1848052265
"GIN",1999,0.5217505359,0.1845674329
"GIN",2000,0.5192119217,0.184329653
"GIN",2001,0.5166733145,0.1840918764
"GIN",2002,0.5141346978,0.1838540959
"GIN",2003,0.4969319581,0.1816312476
"GIN",2004,0.4878102181,0.1687480168
"GIN",2005,0.4786884675,0.1558647884
"GIN",2006,0.4695667268,0.1429815551
"GIN",2007,0.4604449795,0.1300983262
"GIN",2008,0.4524622923,0.1287813606
"GIN",2009,0.4444796036,0.1274643823
"GIN",2010,0.4364969155,0.1261474157
"GIN",2011,0.4285142262,0.1248304461
"GIN",2012,0.4205315464,0.1235134804
"GIN",2013,0.4205315464,0.1235134804
"GIN",2014,0.4205315464,0.1235134804
"GIN",2015,0.4205315464,0.1235134804
"GIN",2016,0.4205315464,0.1235134804
"GIN",2017,0.4205315464,0.1235134804
"GMB",1960,NA,NA
"GMB",1961,NA,NA
"GMB",1962,NA,NA
"GMB",1963,NA,NA
"GMB",1964,NA,NA
"GMB",1965,NA,NA
"GMB",1966,NA,NA
"GMB",1967,NA,NA
"GMB",1968,NA,NA
"GMB",1969,NA,NA
"GMB",1970,NA,NA
"GMB",1971,NA,NA
"GMB",1972,NA,NA
"GMB",1973,NA,NA
"GMB",1974,NA,NA
"GMB",1975,NA,NA
"GMB",1976,NA,NA
"GMB",1977,NA,NA
"GMB",1978,NA,NA
"GMB",1979,NA,NA
"GMB",1980,NA,NA
"GMB",1981,NA,NA
"GMB",1982,NA,NA
"GMB",1983,NA,NA
"GMB",1984,NA,NA
"GMB",1985,NA,NA
"GMB",1986,NA,NA
"GMB",1987,NA,NA
"GMB",1988,NA,NA
"GMB",1989,NA,NA
"GMB",1990,0.5575535306,0.2282947142
"GMB",1991,0.5575535306,0.2282947142
"GMB",1992,0.5575535306,0.2282947142
"GMB",1993,0.5561189885,0.2210005793
"GMB",1994,0.5546844553,0.2137064438
"GMB",1995,0.5532499024,0.2064123073
"GMB",1996,0.5518153578,0.1991181753
"GMB",1997,0.5503807987,0.1918240382
"GMB",1998,0.5489462574,0.1845299077
"GMB",1999,0.5479196861,0.1885449469
"GMB",2000,0.5468931281,0.1925600067
"GMB",2001,0.5458665669,0.1965750523
"GMB",2002,0.5448400025,0.2005900984
"GMB",2003,0.5438134428,0.2046051584
"GMB",2004,0.5417917199,0.2056006617
"GMB",2005,0.5397699934,0.206596182
"GMB",2006,0.5377482728,0.2075917006
"GMB",2007,0.5357265542,0.2085872195
"GMB",2008,0.5337048309,0.2095827373
"GMB",2009,0.5316831312,0.2105782564
"GMB",2010,0.5296614162,0.2115737769
"GMB",2011,0.5141508583,0.1960967224
"GMB",2012,0.4986403176,0.180619674
"GMB",2013,0.4831297998,0.1651426391
"GMB",2014,0.4676192633,0.1496655892
"GMB",2015,0.4521087209,0.1341885409
"GMB",2016,0.4521087209,0.1341885409
"GMB",2017,0.4521087209,0.1341885409
"GNB",1960,NA,NA
"GNB",1961,NA,NA
"GNB",1962,NA,NA
"GNB",1963,NA,NA
"GNB",1964,NA,NA
"GNB",1965,NA,NA
"GNB",1966,NA,NA
"GNB",1967,NA,NA
