"iso3c","year","Top10share","Top1share"
"KWT",2000,0.64139998,0.19679999
"KWT",2001,0.64279997,0.1972
"KWT",2002,0.64600003,0.1982
"KWT",2003,0.65030003,0.19949999
"KWT",2004,0.662,0.2032
"KWT",2005,0.67379999,0.2071
"KWT",2006,0.68080002,0.2095
"KWT",2007,0.68870002,0.2123
"KWT",2008,0.68370003,0.2105
"KWT",2009,0.67909998,0.2089
"KWT",2010,0.67879999,0.2088
"KWT",2011,0.63499999,0.1964
"KWT",2012,0.63849998,0.1974
"KWT",2013,0.64139998,0.1982
"KWT",2014,0.6426,0.19859999
"KWT",2015,0.64520001,0.19930001
"KWT",2016,0.64520001,0.19930001
"KWT",2017,NA,NA
"LBN",1960,NA,NA
"LBN",1961,NA,NA
"LBN",1962,NA,NA
"LBN",1963,NA,NA
"LBN",1964,NA,NA
"LBN",1965,NA,NA
"LBN",1966,NA,NA
"LBN",1967,NA,NA
"LBN",1968,NA,NA
"LBN",1969,NA,NA
"LBN",1970,NA,NA
"LBN",1971,NA,NA
"LBN",1972,NA,NA
"LBN",1973,NA,NA
"LBN",1974,NA,NA
"LBN",1975,NA,NA
"LBN",1976,NA,NA
"LBN",1977,NA,NA
"LBN",1978,NA,NA
"LBN",1979,NA,NA
"LBN",1980,NA,NA
"LBN",1981,NA,NA
"LBN",1982,NA,NA
"LBN",1983,NA,NA
"LBN",1984,NA,NA
"LBN",1985,NA,NA
"LBN",1986,NA,NA
"LBN",1987,NA,NA
"LBN",1988,NA,NA
"LBN",1989,NA,NA
"LBN",1990,0.52139997,0.2157
"LBN",1991,0.52139997,0.2157
"LBN",1992,0.52139997,0.2157
"LBN",1993,0.52139997,0.2157
"LBN",1994,0.52139997,0.2157
"LBN",1995,0.52139997,0.2157
"LBN",1996,0.52139997,0.2157
"LBN",1997,0.52139997,0.2157
"LBN",1998,0.52139997,0.2157
"LBN",1999,0.52139997,0.2157
"LBN",2000,0.52139997,0.2157
"LBN",2001,0.52139997,0.2157
"LBN",2002,0.52139997,0.2157
"LBN",2003,0.52139997,0.2157
"LBN",2004,0.52139997,0.2157
"LBN",2005,0.52139997,0.2157
"LBN",2006,0.51590002,0.2131
"LBN",2007,0.56629997,0.2359
"LBN",2008,0.57080001,0.2369
"LBN",2009,0.5654,0.2315
"LBN",2010,0.56980002,0.2326
"LBN",2011,0.57260001,0.2349
"LBN",2012,0.57599998,0.235
"LBN",2013,0.57489997,0.2332
"LBN",2014,0.57099998,0.234
"LBN",2015,0.57099998,0.234
"LBN",2016,0.57069999,0.23360001
"LBN",2017,NA,NA
"LBR",1960,NA,NA
"LBR",1961,NA,NA
"LBR",1962,NA,NA
"LBR",1963,NA,NA
"LBR",1964,NA,NA
"LBR",1965,NA,NA
"LBR",1966,NA,NA
"LBR",1967,NA,NA
"LBR",1968,NA,NA
"LBR",1969,NA,NA
"LBR",1970,NA,NA
"LBR",1971,NA,NA
"LBR",1972,NA,NA
"LBR",1973,NA,NA
"LBR",1974,NA,NA
"LBR",1975,NA,NA
"LBR",1976,NA,NA
"LBR",1977,NA,NA
"LBR",1978,NA,NA
"LBR",1979,NA,NA
"LBR",1980,NA,NA
"LBR",1981,NA,NA
"LBR",1982,NA,NA
"LBR",1983,NA,NA
"LBR",1984,NA,NA
"LBR",1985,NA,NA
"LBR",1986,NA,NA
"LBR",1987,NA,NA
"LBR",1988,NA,NA
"LBR",1989,NA,NA
"LBR",1990,0.4419538042,0.125589162
"LBR",1991,0.4419538042,0.125589162
"LBR",1992,0.4419538042,0.125589162
"LBR",1993,0.4419538042,0.125589162
"LBR",1994,0.4419538042,0.125589162
"LBR",1995,0.4419538042,0.125589162
"LBR",1996,0.4419538042,0.125589162
"LBR",1997,0.4419538042,0.125589162
"LBR",1998,0.4419538042,0.125589162
"LBR",1999,0.4419538042,0.125589162
"LBR",2000,0.4419538042,0.125589162
"LBR",2001,0.4419538042,0.125589162
"LBR",2002,0.4419538042,0.125589162
"LBR",2003,0.4419538042,0.125589162
"LBR",2004,0.4419538042,0.125589162
"LBR",2005,0.4419538042,0.125589162
"LBR",2006,0.4419538042,0.125589162
"LBR",2007,0.4419538042,0.125589162
"LBR",2008,0.4377985789,0.1229422434
"LBR",2009,0.4336433319,0.1202953254
"LBR",2010,0.4294881047,0.1176484106
"LBR",2011,0.4253328858,0.1150014928
"LBR",2012,0.4211776623,0.112354576
"LBR",2013,0.41702243,0.1097076578
"LBR",2014,0.4128672054,0.1070607418
"LBR",2015,0.4195157129,0.1136801678
"LBR",2016,0.4261642326,0.1202996023
"LBR",2017,0.4261642326,0.1202996023
"LBY",1960,NA,NA
"LBY",1961,NA,NA
"LBY",1962,NA,NA
"LBY",1963,NA,NA
"LBY",1964,NA,NA
"LBY",1965,NA,NA
"LBY",1966,NA,NA
"LBY",1967,NA,NA
"LBY",1968,NA,NA
"LBY",1969,NA,NA
"LBY",1970,NA,NA
"LBY",1971,NA,NA
"LBY",1972,NA,NA
"LBY",1973,NA,NA
"LBY",1974,NA,NA
"LBY",1975,NA,NA
"LBY",1976,NA,NA
"LBY",1977,NA,NA
"LBY",1978,NA,NA
"LBY",1979,NA,NA
"LBY",1980,NA,NA
"LBY",1981,NA,NA
"LBY",1982,NA,NA
"LBY",1983,NA,NA
"LBY",1984,NA,NA
"LBY",1985,NA,NA
"LBY",1986,NA,NA
"LBY",1987,NA,NA
"LBY",1988,NA,NA
"LBY",1989,NA,NA
"LBY",1990,0.4469894034,0.1402760924
"LBY",1991,0.4446470643,0.1385099235
"LBY",1992,0.4422584026,0.136696685
"LBY",1993,0.4398299575,0.1348436836
"LBY",1994,0.4373705416,0.132957141
"LBY",1995,0.4348820787,0.1310385693
"LBY",1996,0.4376013016,0.1332429217
"LBY",1997,0.4402985937,0.1354296255
"LBY",1998,0.4429691611,0.1375995958
"LBY",1999,0.4469801839,0.1408433281
"LBY",2000,0.4465516062,0.1396043731
"LBY",2001,0.4448127957,0.1373924656
"LBY",2002,0.4430675673,0.1351853533
"LBY",2003,0.4413130777,0.1329778144
"LBY",2004,0.4395502664,0.1307674653
"LBY",2005,0.4385213093,0.1309875124
"LBY",2006,0.4375584434,0.1314072079
"LBY",2007,0.437143467,0.1361291312
"LBY",2008,0.4378120591,0.1360782915
"LBY",2009,0.4368954259,0.1347430027
"LBY",2010,0.4359816023,0.1334120826
"LBY",2011,0.4310365068,0.1289342167
"LBY",2012,0.4266587338,0.1246758038
"LBY",2013,0.4294661949,0.1272627091
"LBY",2014,0.4328994054,0.1311078958
"LBY",2015,0.4363425592,0.1349556831
"LBY",2016,0.4363519063,0.1349186523
"LBY",2017,0.4363791964,0.1349068026
"LSO",1960,NA,NA
"LSO",1961,NA,NA
"LSO",1962,NA,NA
"LSO",1963,NA,NA
"LSO",1964,NA,NA
"LSO",1965,NA,NA
"LSO",1966,NA,NA
"LSO",1967,NA,NA
"LSO",1968,NA,NA
"LSO",1969,NA,NA
"LSO",1970,NA,NA
"LSO",1971,NA,NA
"LSO",1972,NA,NA
"LSO",1973,NA,NA
"LSO",1974,NA,NA
"LSO",1975,NA,NA
"LSO",1976,NA,NA
"LSO",1977,NA,NA
"LSO",1978,NA,NA
"LSO",1979,NA,NA
"LSO",1980,NA,NA
"LSO",1981,NA,NA
"LSO",1982,NA,NA
"LSO",1983,NA,NA
"LSO",1984,NA,NA
"LSO",1985,NA,NA
"LSO",1986,0.6081723011,0.2480761482
"LSO",1987,0.6082306787,0.2450160779
"LSO",1988,0.6082890534,0.2419559991
"LSO",1989,0.6083474212,0.2388959263
"LSO",1990,0.6084057997,0.2358358494
"LSO",1991,0.6084641838,0.2327757892
"LSO",1992,0.6085225532,0.2297157145
"LSO",1993,0.6085809338,0.2266556433
"LSO",1994,0.6427343677,0.2235807556
"LSO",1995,0.6311691148,0.2187211575
"LSO",1996,0.6196038451,0.2138615518
"LSO",1997,0.6080385924,0.2090019539
"LSO",1998,0.5964733285,0.2041423598
"LSO",1999,0.5849080778,0.1992827657
"LSO",2000,0.5733428192,0.1944231656
"LSO",2001,0.5617775648,0.1895635697
"LSO",2002,0.5502123092,0.1847039726
"LSO",2003,0.5534399826,0.1853030607
"LSO",2004,0.5566676525,0.1859021471
"LSO",2005,0.5598953297,0.1865012334
"LSO",2006,0.5631230095,0.1871003204
"LSO",2007,0.5663506894,0.1876994169
"LSO",2008,0.5695783627,0.1882985068
"LSO",2009,0.572806036,0.1888975948
"LSO",2010,0.576033712,0.1894966779
"LSO",2011,0.576033712,0.1894966779
"LSO",2012,0.576033712,0.1894966779
"LSO",2013,0.576033712,0.1894966779
"LSO",2014,0.576033712,0.1894966779
"LSO",2015,0.576033712,0.1894966779
"LSO",2016,0.576033712,0.1894966779
"LSO",2017,0.576033712,0.1894966779
"LTU",1960,NA,NA
"LTU",1961,NA,NA
"LTU",1962,NA,NA
"LTU",1963,NA,NA
"LTU",1964,NA,NA
"LTU",1965,NA,NA
"LTU",1966,NA,NA
"LTU",1967,NA,NA
"LTU",1968,NA,NA
"LTU",1969,NA,NA
"LTU",1970,NA,NA
"LTU",1971,NA,NA
"LTU",1972,NA,NA
"LTU",1973,NA,NA
"LTU",1974,NA,NA
"LTU",1975,NA,NA
"LTU",1976,NA,NA
"LTU",1977,NA,NA
"LTU",1978,NA,NA
"LTU",1979,NA,NA
"LTU",1980,NA,NA
"LTU",1981,NA,NA
"LTU",1982,NA,NA
"LTU",1983,NA,NA
"LTU",1984,NA,NA
"LTU",1985,NA,NA
"LTU",1986,NA,NA
"LTU",1987,NA,NA
"LTU",1988,0.21610001,0.0361
"LTU",1989,0.2321,0.0425
"LTU",1990,0.2483,0.049899999
"LTU",1991,0.2633,0.055799998
"LTU",1992,0.27900001,0.062799998
"LTU",1993,0.29449999,0.068700001
"LTU",1994,0.29499999,0.068099998
"LTU",1995,0.2929,0.0678
"LTU",1996,0.2974,0.070500001
"LTU",1997,0.2958,0.067599997
"LTU",1998,0.29210001,0.062799998
"LTU",1999,0.29179999,0.060400002
"LTU",2000,0.29499999,0.061000001
"LTU",2001,0.2987,0.062700003
"LTU",2002,0.30039999,0.063100003
"LTU",2003,0.30360001,0.063900001
"LTU",2004,0.301,0.0594
"LTU",2005,0.31479999,0.065399997
"LTU",2006,0.30160001,0.065200001
"LTU",2007,0.30849999,0.075199999
"LTU",2008,0.31310001,0.086099997
"LTU",2009,0.31549999,0.0889
"LTU",2010,0.32339999,0.0779
"LTU",2011,0.3012,0.068099998
"LTU",2012,0.29969999,0.070900001
"LTU",2013,0.3211,0.078900002
"LTU",2014,0.32089999,0.080399998
"LTU",2015,0.33430001,0.093999997
"LTU",2016,0.3127,0.070200004
"LTU",2017,NA,NA
"LUX",1960,NA,NA
"LUX",1961,NA,NA
"LUX",1962,NA,NA
"LUX",1963,NA,NA
"LUX",1964,NA,NA
"LUX",1965,NA,NA
"LUX",1966,NA,NA
"LUX",1967,NA,NA
"LUX",1968,NA,NA
"LUX",1969,NA,NA
"LUX",1970,NA,NA
"LUX",1971,NA,NA
"LUX",1972,NA,NA
"LUX",1973,NA,NA
"LUX",1974,NA,NA
"LUX",1975,NA,NA
"LUX",1976,NA,NA
"LUX",1977,NA,NA
"LUX",1978,NA,NA
"LUX",1979,NA,NA
"LUX",1980,NA,NA
"LUX",1981,NA,NA
"LUX",1982,NA,NA
"LUX",1983,NA,NA
"LUX",1984,NA,NA
"LUX",1985,0.27500001,0.062700003
"LUX",1986,0.27900001,0.065300003
"LUX",1987,0.28049999,0.067900002
"LUX",1988,0.28130001,0.068700001
"LUX",1989,0.28310001,0.069600001
"LUX",1990,0.2825,0.070299998
"LUX",1991,0.2881,0.072999999
"LUX",1992,0.28279999,0.070100002
"LUX",1993,0.2836,0.069799997
"LUX",1994,0.28060001,0.067599997
"LUX",1995,0.29049999,0.072300002
"LUX",1996,0.3001,0.0766
"LUX",1997,0.30250001,0.079300001
"LUX",1998,0.3125,0.079999998
"LUX",1999,0.2983,0.076700002
"LUX",2000,0.29359999,0.074100003
"LUX",2001,0.30930001,0.076899998
"LUX",2002,0.29960001,0.075099997
"LUX",2003,0.30410001,0.076499999
"LUX",2004,0.30759999,0.0744
"LUX",2005,0.3136,0.082400002
"LUX",2006,0.3071,0.077200003
"LUX",2007,0.3197,0.089400001
"LUX",2008,0.31389999,0.079999998
"LUX",2009,0.30149999,0.080499999
"LUX",2010,0.3105,0.086999997
"LUX",2011,0.29100001,0.072400004
"LUX",2012,0.2994,0.083899997
"LUX",2013,0.29629999,0.082400002
"LUX",2014,0.29370001,0.079099998
"LUX",2015,0.29899999,0.083499998
"LUX",2016,0.30599999,0.091499999
"LUX",2017,NA,NA
"LVA",1960,NA,NA
"LVA",1961,NA,NA
"LVA",1962,NA,NA
"LVA",1963,NA,NA
"LVA",1964,NA,NA
"LVA",1965,NA,NA
"LVA",1966,NA,NA
"LVA",1967,NA,NA
"LVA",1968,NA,NA
"LVA",1969,NA,NA
"LVA",1970,NA,NA
"LVA",1971,NA,NA
"LVA",1972,NA,NA
"LVA",1973,NA,NA
"LVA",1974,NA,NA
"LVA",1975,NA,NA
"LVA",1976,NA,NA
"LVA",1977,NA,NA
"LVA",1978,NA,NA
"LVA",1979,NA,NA
"LVA",1980,NA,NA
"LVA",1981,NA,NA
"LVA",1982,NA,NA
"LVA",1983,NA,NA
"LVA",1984,NA,NA
"LVA",1985,NA,NA
"LVA",1986,NA,NA
"LVA",1987,NA,NA
"LVA",1988,0.21619999,0.038400002
"LVA",1989,0.2228,0.040100001
"LVA",1990,0.2286,0.041700002
"LVA",1991,0.2379,0.045400001
"LVA",1992,0.2482,0.050700001
"LVA",1993,0.2597,0.055599999
"LVA",1994,0.29570001,0.0832
"LVA",1995,0.28330001,0.072099999
"LVA",1996,0.28819999,0.071099997
"LVA",1997,0.2902,0.071900003
"LVA",1998,0.29049999,0.074199997
"LVA",1999,0.28870001,0.070699997
"LVA",2000,0.3195,0.092100002
"LVA",2001,0.32190001,0.092299998
"LVA",2002,0.32589999,0.094700001
"LVA",2003,0.32929999,0.094800003
"LVA",2004,0.32769999,0.094499998
"LVA",2005,0.32210001,0.085699998
"LVA",2006,0.32949999,0.084799998
"LVA",2007,0.30000001,0.071599998
"LVA",2008,0.3107,0.070799999
"LVA",2009,0.31009999,0.072300002
"LVA",2010,0.29679999,0.0625
"LVA",2011,0.30489999,0.066200003
"LVA",2012,0.31619999,0.075300001
"LVA",2013,0.31169999,0.0735
"LVA",2014,0.31490001,0.077200003
"LVA",2015,0.3098,0.075499997
"LVA",2016,0.30860001,0.075599998
"LVA",2017,NA,NA
"MAR",1960,NA,NA
"MAR",1961,NA,NA
"MAR",1962,NA,NA
"MAR",1963,NA,NA
"MAR",1964,NA,NA
"MAR",1965,NA,NA
"MAR",1966,NA,NA
"MAR",1967,NA,NA
"MAR",1968,NA,NA
"MAR",1969,NA,NA
"MAR",1970,NA,NA
"MAR",1971,NA,NA
"MAR",1972,NA,NA
"MAR",1973,NA,NA
"MAR",1974,NA,NA
"MAR",1975,NA,NA
"MAR",1976,NA,NA
"MAR",1977,NA,NA
"MAR",1978,NA,NA
"MAR",1979,NA,NA
"MAR",1980,NA,NA
"MAR",1981,NA,NA
"MAR",1982,NA,NA
"MAR",1983,NA,NA
"MAR",1984,0.4970340118,0.1535497014
"MAR",1985,0.4935523744,0.1550279565
"MAR",1986,0.4900707257,0.1565061928
"MAR",1987,0.486589097,0.1579844454
"MAR",1988,0.4831074312,0.1594626944
"MAR",1989,0.4796257957,0.1609409477
"MAR",1990,0.4761441438,0.1624191882
"MAR",1991,0.4760407781,0.1607648277
"MAR",1992,0.4759374051,0.1591104543
"MAR",1993,0.4758340253,0.1574560853
"MAR",1994,0.4757306447,0.1558017118
"MAR",1995,0.4756272697,0.15414734
"MAR",1996,0.4755238921,0.1524929659
"MAR",1997,0.4754205164,0.1508385972
"MAR",1998,0.4753171344,0.1491842241
"MAR",1999,0.4829100658,0.1536339921
"MAR",2000,0.4905029903,0.1580837457
"MAR",2001,0.4929322877,0.1597699911
"MAR",2002,0.4953615833,0.1614562236
"MAR",2003,0.4977908813,0.1631424677
"MAR",2004,0.500220181,0.1648287117
"MAR",2005,0.5026494705,0.1665149399
"MAR",2006,0.5050787692,0.1682011848
"MAR",2007,0.5106602936,0.1951028864
"MAR",2008,0.5069033577,0.1875010299
"MAR",2009,0.5031464286,0.179899184
"MAR",2010,0.4993894899,0.1722973267
"MAR",2011,0.4956325599,0.1646954836
"MAR",2012,0.4918756212,0.1570936373
"MAR",2013,0.4881186805,0.1494917799
"MAR",2014,0.4881186805,0.1494917799
"MAR",2015,0.4881186805,0.1494917799
"MAR",2016,0.4881186805,0.1494917799
"MAR",2017,0.4881186805,0.1494917799
"MDA",1960,NA,NA
"MDA",1961,NA,NA
"MDA",1962,NA,NA
"MDA",1963,NA,NA
"MDA",1964,NA,NA
"MDA",1965,NA,NA
"MDA",1966,NA,NA
"MDA",1967,NA,NA
"MDA",1968,NA,NA
"MDA",1969,NA,NA
"MDA",1970,NA,NA
"MDA",1971,NA,NA
"MDA",1972,NA,NA
"MDA",1973,NA,NA
"MDA",1974,NA,NA
"MDA",1975,NA,NA
"MDA",1976,NA,NA
"MDA",1977,NA,NA
"MDA",1978,NA,NA
"MDA",1979,NA,NA
"MDA",1980,NA,NA
"MDA",1981,NA,NA
"MDA",1982,NA,NA
"MDA",1983,NA,NA
"MDA",1984,NA,NA
"MDA",1985,NA,NA
"MDA",1986,NA,NA
"MDA",1987,NA,NA
"MDA",1988,NA,NA
"MDA",1989,NA,NA
"MDA",1990,NA,NA
"MDA",1991,NA,NA
"MDA",1992,NA,NA
"MDA",1993,0.2676,0.055100001
"MDA",1994,NA,NA
"MDA",1995,NA,NA
"MDA",1996,NA,NA
"MDA",1997,0.3127,0.070799999
"MDA",1998,0.3175,0.073299997
"MDA",1999,0.3457,0.082699999
"MDA",2000,0.3251,0.081900001
"MDA",2001,0.32210001,0.075300001
"MDA",2002,0.31259999,0.069600001
"MDA",2003,0.31099999,0.070699997
"MDA",2004,0.31169999,0.071199998
"MDA",2005,0.31560001,0.072999999
"MDA",2006,0.3127,0.0722
"MDA",2007,0.30849999,0.071199998
"MDA",2008,0.29170001,0.062700003
"MDA",2009,0.28279999,0.058600001
"MDA",2010,0.2834,0.059799999
"MDA",2011,0.2746,0.062199999
"MDA",2012,0.27070001,0.059999999
"MDA",2013,0.2678,0.059999999
"MDA",2014,0.26440001,0.0601
"MDA",2015,0.26530001,0.0605
"MDA",2016,NA,NA
"MDA",2017,NA,NA
"MDG",1960,NA,NA
"MDG",1961,NA,NA
"MDG",1962,NA,NA
"MDG",1963,NA,NA
"MDG",1964,NA,NA
"MDG",1965,NA,NA
"MDG",1966,NA,NA
"MDG",1967,NA,NA
"MDG",1968,NA,NA
"MDG",1969,NA,NA
"MDG",1970,NA,NA
"MDG",1971,NA,NA
"MDG",1972,NA,NA
"MDG",1973,NA,NA
"MDG",1974,NA,NA
"MDG",1975,NA,NA
"MDG",1976,NA,NA
"MDG",1977,NA,NA
"MDG",1978,NA,NA
"MDG",1979,NA,NA
"MDG",1980,0.54623738,0.1713028949
"MDG",1981,0.5473064145,0.1790728996
"MDG",1982,0.5483754564,0.1868429005
"MDG",1983,0.5494444928,0.1946129035
"MDG",1984,0.5505135347,0.2023829044
"MDG",1985,0.5515825622,0.2101529039
"MDG",1986,0.5526516044,0.2179229071
"MDG",1987,0.55372064,0.2256929055
"MDG",1988,0.5547896797,0.2334629098
"MDG",1989,0.5558587129,0.2412329076
"MDG",1990,0.5569277555,0.2490029112
"MDG",1991,0.5579967725,0.2567728984
"MDG",1992,0.55906582,0.2645429012
"MDG",1993,0.5601348516,0.2723129049
"MDG",1994,0.5363238048,0.2409168578
"MDG",1995,0.5125127535,0.2095207989
"MDG",1996,0.4887016915,0.1781247385
"MDG",1997,0.4648906363,0.1467286812
"MDG",1998,0.4549670573,0.1317338496
"MDG",1999,0.4450434996,0.1167390244
"MDG",2000,0.4892470186,0.1369694268
"MDG",2001,0.5334505271,0.1571998204
"MDG",2002,0.5249272936,0.1637388689
"MDG",2003,0.5164040628,0.1702779162
"MDG",2004,0.5078808219,0.1768169758
"MDG",2005,0.4993575941,0.1833560223
"MDG",2006,0.5032374891,0.1837037406
"MDG",2007,0.5071173825,0.1840514627
"MDG",2008,0.5109972685,0.1843991682
"MDG",2009,0.5148771601,0.1847468866
"MDG",2010,0.5187570493,0.1850946046
"MDG",2011,0.510668885,0.1676593256
"MDG",2012,0.502580733,0.1502240607
"MDG",2013,0.502580733,0.1502240607
"MDG",2014,0.502580733,0.1502240607
"MDG",2015,0.502580733,0.1502240607
"MDG",2016,0.502580733,0.1502240607
"MDG",2017,0.502580733,0.1502240607
"MEX",1960,0.30199999,0.077
"MEX",1961,0.30989999,0.079700001
"MEX",1962,0.31389999,0.076700002
"MEX",1963,0.31029999,0.075800002
"MEX",1964,0.31569999,0.082000002
"MEX",1965,0.32539999,0.091499999
"MEX",1966,0.32210001,0.082900003
"MEX",1967,0.33329999,0.084200002
"MEX",1968,0.32350001,0.0801
"MEX",1969,0.32179999,0.080200002
"MEX",1970,0.31670001,0.076399997
"MEX",1971,0.3143,0.075099997
"MEX",1972,0.31310001,0.079400003
"MEX",1973,0.32570001,0.0823
"MEX",1974,0.31369999,0.082199998
"MEX",1975,0.31619999,0.075300001
"MEX",1976,0.3127,0.076899998
"MEX",1977,0.3168,0.0792
"MEX",1978,0.3186,0.077200003
"MEX",1979,0.3161,0.0832
"MEX",1980,0.33090001,0.087099999
"MEX",1981,0.32730001,0.082999997
"MEX",1982,0.31690001,0.089199997
"MEX",1983,0.3188,0.086099997
"MEX",1984,0.34369999,0.1008
"MEX",1985,0.35319999,0.1072
"MEX",1986,0.36660001,0.1227
"MEX",1987,0.34619999,0.095399998
"MEX",1988,0.36480001,0.116
"MEX",1989,0.36579999,0.1123
"MEX",1990,0.3687,0.1029
"MEX",1991,0.36700001,0.098499998
"MEX",1992,0.37360001,0.104
"MEX",1993,0.37720001,0.1052
"MEX",1994,0.3775,0.1071
"MEX",1995,0.38280001,0.1101
"MEX",1996,0.39089999,0.1171
"MEX",1997,0.39969999,0.12819999
"MEX",1998,0.40059999,0.1314
"MEX",1999,0.41249999,0.13950001
"MEX",2000,0.33539999,0.096900001
"MEX",2001,0.47839999,0.17739999
"MEX",2002,0.40529999,0.1251
"MEX",2003,0.4095,0.12540001
"MEX",2004,0.41670001,0.1391
"MEX",2005,0.43450001,0.1585
"MEX",2006,0.45070001,0.17039999
"MEX",2007,0.4551,0.1789
"MEX",2008,0.44229999,0.15889999
"MEX",2009,0.43979999,0.1441
"MEX",2010,0.4436,0.1478
"MEX",2011,0.4307,0.1364
"MEX",2012,0.45070001,0.15809999
"MEX",2013,0.44209999,0.1389
"MEX",2014,0.45269999,0.14749999
"MEX",2015,0.44499999,0.14219999
"MEX",2016,NA,NA
"MEX",2017,NA,NA
"MKD",1960,NA,NA
"MKD",1961,NA,NA
"MKD",1962,NA,NA
"MKD",1963,NA,NA
"MKD",1964,NA,NA
"MKD",1965,NA,NA
"MKD",1966,NA,NA
"MKD",1967,NA,NA
"MKD",1968,NA,NA
"MKD",1969,NA,NA
"MKD",1970,NA,NA
"MKD",1971,NA,NA
"MKD",1972,NA,NA
"MKD",1973,NA,NA
"MKD",1974,NA,NA
"MKD",1975,NA,NA
"MKD",1976,NA,NA
"MKD",1977,NA,NA
"MKD",1978,NA,NA
"MKD",1979,NA,NA
"MKD",1980,NA,NA
"MKD",1981,NA,NA
"MKD",1982,NA,NA
"MKD",1983,0.2326,0.047899999
"MKD",1984,0.2402,0.050700001
"MKD",1985,0.23549999,0.0484
"MKD",1986,0.23450001,0.046700001
"MKD",1987,0.2402,0.049899999
"MKD",1988,0.2332,0.046399999
"MKD",1989,0.2307,0.045600001
"MKD",1990,0.229,0.0451
"MKD",1991,NA,NA
"MKD",1992,NA,NA
"MKD",1993,NA,NA
"MKD",1994,NA,NA
"MKD",1995,0.27039999,0.062100001
"MKD",1996,0.27689999,0.067400001
"MKD",1997,0.2784,0.069200002
"MKD",1998,0.27919999,0.070699997
"MKD",1999,0.27680001,0.067900002
"MKD",2000,0.2721,0.0691
"MKD",2001,0.27239999,0.07
"MKD",2002,0.26300001,0.059599999
"MKD",2003,0.26190001,0.0572
"MKD",2004,0.26629999,0.0579
"MKD",2005,0.27200001,0.0605
"MKD",2006,0.27810001,0.0625
"MKD",2007,0.28040001,0.061900001
"MKD",2008,0.28639999,0.063900001
"MKD",2009,0.28749999,0.061299998
"MKD",2010,0.29100001,0.061799999
"MKD",2011,0.2949,0.062399998
"MKD",2012,0.28889999,0.059900001
"MKD",2013,0.28240001,0.0614
"MKD",2014,0.27610001,0.058499999
"MKD",2015,NA,NA
"MKD",2016,NA,NA
"MKD",2017,NA,NA
"MLI",1960,NA,NA
"MLI",1961,NA,NA
"MLI",1962,NA,NA
"MLI",1963,NA,NA
"MLI",1964,NA,NA
"MLI",1965,NA,NA
"MLI",1966,NA,NA
"MLI",1967,NA,NA
"MLI",1968,NA,NA
"MLI",1969,NA,NA
"MLI",1970,NA,NA
"MLI",1971,NA,NA
"MLI",1972,NA,NA
"MLI",1973,NA,NA
"MLI",1974,NA,NA
"MLI",1975,NA,NA
"MLI",1976,NA,NA
"MLI",1977,NA,NA
"MLI",1978,NA,NA
"MLI",1979,NA,NA
"MLI",1980,NA,NA
"MLI",1981,NA,NA
"MLI",1982,NA,NA
"MLI",1983,NA,NA
"MLI",1984,NA,NA
"MLI",1985,NA,NA
"MLI",1986,NA,NA
"MLI",1987,NA,NA
"MLI",1988,NA,NA
"MLI",1989,NA,NA
"MLI",1990,0.5811846803,0.2147166959
"MLI",1991,0.5811846803,0.2147166959
"MLI",1992,0.5811846803,0.2147166959
"MLI",1993,0.5811846803,0.2147166959
"MLI",1994,0.5811846803,0.2147166959
"MLI",1995,0.5641466647,0.2035202577
"MLI",1996,0.5471086712,0.1923238119
"MLI",1997,0.5300706559,0.1811273684
"MLI",1998,0.5130326426,0.1699309251
"MLI",1999,0.4959946283,0.1587344752
"MLI",2000,0.4789566356,0.1475380338
"MLI",2001,0.4619186174,0.1363415874
"MLI",2002,0.462238322,0.134418576
"MLI",2003,0.4625579896,0.1324955425
"MLI",2004,0.4628776931,0.1305725281
"MLI",2005,0.4631973906,0.1286495021
"MLI",2006,0.4635170845,0.1267264874
"MLI",2007,0.4442348132,0.1162397607
"MLI",2008,0.4249525369,0.1057530382
"MLI",2009,0.4056702481,0.0952663106
"MLI",2010,0.4056702481,0.0952663106
"MLI",2011,0.4056702481,0.0952663106
"MLI",2012,0.4056702481,0.0952663106
"MLI",2013,0.4056702481,0.0952663106
"MLI",2014,0.4056702481,0.0952663106
"MLI",2015,0.4056702481,0.0952663106
"MLI",2016,0.4056702481,0.0952663106
"MLI",2017,0.4056702481,0.0952663106
"MLT",1960,NA,NA
"MLT",1961,NA,NA
"MLT",1962,NA,NA
"MLT",1963,NA,NA
"MLT",1964,NA,NA
"MLT",1965,NA,NA
"MLT",1966,NA,NA
"MLT",1967,NA,NA
"MLT",1968,NA,NA
"MLT",1969,NA,NA
"MLT",1970,NA,NA
"MLT",1971,NA,NA
"MLT",1972,NA,NA
"MLT",1973,NA,NA
"MLT",1974,NA,NA
"MLT",1975,NA,NA
"MLT",1976,NA,NA
"MLT",1977,NA,NA
"MLT",1978,NA,NA
"MLT",1979,NA,NA
"MLT",1980,NA,NA
"MLT",1981,NA,NA
"MLT",1982,NA,NA
"MLT",1983,NA,NA
"MLT",1984,NA,NA
"MLT",1985,NA,NA
"MLT",1986,NA,NA
"MLT",1987,NA,NA
"MLT",1988,NA,NA
"MLT",1989,NA,NA
"MLT",1990,NA,NA
"MLT",1991,NA,NA
