"iso3c","year","LeftWing"
"COL",1991,NA
"COL",1992,NA
"COL",1993,NA
"COL",1994,NA
"COL",1995,NA
"COL",1996,NA
"COL",1997,NA
"COL",1998,NA
"COL",1999,NA
"COL",2000,NA
"COL",2001,NA
"COL",2002,NA
"COL",2003,NA
"COL",2004,NA
"COL",2005,NA
"COL",2006,NA
"COL",2007,NA
"COL",2008,NA
"COL",2009,NA
"COL",2010,NA
"COL",2011,NA
"COL",2012,NA
"COL",2013,NA
"COL",2014,NA
"COL",2015,NA
"COL",2016,NA
"COL",2017,NA
"COM",1980,NA
"COM",1981,NA
"COM",1982,NA
"COM",1983,NA
"COM",1984,NA
"COM",1985,NA
"COM",1986,NA
"COM",1987,NA
"COM",1988,NA
"COM",1989,NA
"COM",1990,NA
"COM",1991,NA
"COM",1992,NA
"COM",1993,NA
"COM",1994,NA
"COM",1995,NA
"COM",1996,NA
"COM",1997,NA
"COM",1998,NA
"COM",1999,NA
"COM",2000,NA
"COM",2001,NA
"COM",2002,NA
"COM",2003,NA
"COM",2004,NA
"COM",2005,NA
"COM",2006,NA
"COM",2007,NA
"COM",2008,NA
"COM",2009,NA
"COM",2010,NA
"COM",2011,NA
"COM",2012,NA
"COM",2013,NA
"COM",2014,NA
"COM",2015,NA
"COM",2016,NA
"COM",2017,NA
"CPV",1980,1
"CPV",1981,1
"CPV",1982,1
"CPV",1983,1
"CPV",1984,1
"CPV",1985,1
"CPV",1986,1
"CPV",1987,1
"CPV",1988,1
"CPV",1989,1
"CPV",1990,1
"CPV",1991,1
"CPV",1992,NA
"CPV",1993,NA
"CPV",1994,NA
"CPV",1995,NA
"CPV",1996,NA
"CPV",1997,NA
"CPV",1998,NA
"CPV",1999,NA
"CPV",2000,NA
"CPV",2001,NA
"CPV",2002,1
"CPV",2003,1
"CPV",2004,1
"CPV",2005,1
"CPV",2006,1
"CPV",2007,1
"CPV",2008,1
"CPV",2009,1
"CPV",2010,1
"CPV",2011,1
"CPV",2012,NA
"CPV",2013,NA
"CPV",2014,NA
"CPV",2015,NA
"CPV",2016,NA
"CPV",2017,NA
"CRI",1980,NA
"CRI",1981,NA
"CRI",1982,NA
"CRI",1983,1
"CRI",1984,1
"CRI",1985,1
"CRI",1986,1
"CRI",1987,1
"CRI",1988,1
"CRI",1989,1
"CRI",1990,1
"CRI",1991,NA
"CRI",1992,NA
"CRI",1993,NA
"CRI",1994,NA
"CRI",1995,1
"CRI",1996,1
"CRI",1997,1
"CRI",1998,1
"CRI",1999,NA
"CRI",2000,NA
"CRI",2001,NA
"CRI",2002,NA
"CRI",2003,NA
"CRI",2004,NA
"CRI",2005,NA
"CRI",2006,NA
"CRI",2007,1
"CRI",2008,1
"CRI",2009,1
"CRI",2010,1
"CRI",2011,1
"CRI",2012,1
"CRI",2013,1
"CRI",2014,1
"CRI",2015,1
"CRI",2016,1
"CRI",2017,1
"CSK",1980,1
"CSK",1981,1
"CSK",1982,1
"CSK",1983,1
"CSK",1984,1
"CSK",1985,1
"CSK",1986,1
"CSK",1987,1
"CSK",1988,1
"CSK",1989,1
"CSK",1990,1
"CUB",1980,1
"CUB",1981,1
"CUB",1982,1
"CUB",1983,1
"CUB",1984,1
"CUB",1985,1
"CUB",1986,1
"CUB",1987,1
"CUB",1988,1
"CUB",1989,1
"CUB",1990,1
"CUB",1991,1
"CUB",1992,1
"CUB",1993,1
"CUB",1994,1
"CUB",1995,1
"CUB",1996,1
"CUB",1997,1
"CUB",1998,1
"CUB",1999,1
"CUB",2000,1
"CUB",2001,1
"CUB",2002,1
"CUB",2003,1
"CUB",2004,1
"CUB",2005,1
"CUB",2006,1
"CUB",2007,1
"CUB",2008,1
"CUB",2009,1
"CUB",2010,1
"CUB",2011,1
"CUB",2012,1
"CUB",2013,1
"CUB",2014,1
"CUB",2015,1
"CUB",2016,1
"CUB",2017,1
"CYP",1980,NA
"CYP",1981,NA
"CYP",1982,NA
"CYP",1983,NA
"CYP",1984,NA
"CYP",1985,NA
"CYP",1986,NA
"CYP",1987,NA
"CYP",1988,NA
"CYP",1989,NA
"CYP",1990,NA
"CYP",1991,NA
"CYP",1992,NA
"CYP",1993,NA
"CYP",1994,NA
"CYP",1995,NA
"CYP",1996,NA
"CYP",1997,NA
"CYP",1998,NA
"CYP",1999,NA
"CYP",2000,NA
"CYP",2001,NA
"CYP",2002,NA
"CYP",2003,NA
"CYP",2004,NA
"CYP",2005,NA
"CYP",2006,NA
"CYP",2007,NA
"CYP",2008,NA
"CYP",2009,1
"CYP",2010,1
"CYP",2011,1
"CYP",2012,1
"CYP",2013,1
"CYP",2014,NA
"CYP",2015,NA
"CYP",2016,NA
"CYP",2017,NA
"CZE",1991,NA
"CZE",1992,NA
"CZE",1993,NA
"CZE",1994,NA
"CZE",1995,NA
"CZE",1996,NA
"CZE",1997,NA
"CZE",1998,NA
"CZE",1999,1
"CZE",2000,1
"CZE",2001,1
"CZE",2002,1
"CZE",2003,1
"CZE",2004,1
"CZE",2005,1
"CZE",2006,1
"CZE",2007,NA
"CZE",2008,NA
"CZE",2009,NA
"CZE",2010,NA
"CZE",2011,NA
"CZE",2012,NA
"CZE",2013,NA
"CZE",2014,NA
"CZE",2015,1
"CZE",2016,1
"CZE",2017,1
"DDR",1980,1
"DDR",1981,1
"DDR",1982,1
"DDR",1983,1
"DDR",1984,1
"DDR",1985,1
"DDR",1986,1
"DDR",1987,1
"DDR",1988,1
"DDR",1989,1
"DDR",1990,1
"DDR",1991,NA
"DDR",1992,NA
"DDR",1993,NA
"DDR",1994,NA
"DDR",1995,NA
"DDR",1996,NA
"DDR",1997,NA
"DDR",1998,NA
"DDR",1999,NA
"DDR",2000,NA
"DDR",2001,NA
"DDR",2002,NA
"DDR",2003,NA
"DDR",2004,NA
"DDR",2005,NA
"DDR",2006,NA
"DDR",2007,NA
"DDR",2008,NA
"DDR",2009,NA
"DDR",2010,NA
"DDR",2011,NA
"DDR",2012,NA
"DDR",2013,NA
"DDR",2014,NA
"DDR",2015,NA
"DDR",2016,NA
"DDR",2017,NA
"DEU",1980,1
"DEU",1981,1
"DEU",1982,1
"DEU",1983,NA
"DEU",1984,NA
"DEU",1985,NA
"DEU",1986,NA
"DEU",1987,NA
"DEU",1988,NA
"DEU",1989,NA
"DEU",1990,NA
"DEU",1991,NA
"DEU",1992,NA
"DEU",1993,NA
"DEU",1994,NA
"DEU",1995,NA
"DEU",1996,NA
"DEU",1997,NA
"DEU",1998,NA
"DEU",1999,1
"DEU",2000,1
"DEU",2001,1
"DEU",2002,1
"DEU",2003,1
"DEU",2004,1
"DEU",2005,1
"DEU",2006,NA
"DEU",2007,NA
"DEU",2008,NA
"DEU",2009,NA
"DEU",2010,NA
"DEU",2011,NA
"DEU",2012,NA
"DEU",2013,NA
"DEU",2014,NA
"DEU",2015,NA
"DEU",2016,NA
"DEU",2017,NA
"DJI",1980,NA
"DJI",1981,NA
"DJI",1982,NA
"DJI",1983,NA
"DJI",1984,NA
"DJI",1985,NA
"DJI",1986,NA
"DJI",1987,NA
"DJI",1988,NA
"DJI",1989,NA
"DJI",1990,NA
"DJI",1991,NA
"DJI",1992,NA
"DJI",1993,NA
"DJI",1994,NA
"DJI",1995,NA
"DJI",1996,NA
"DJI",1997,NA
"DJI",1998,NA
"DJI",1999,NA
"DJI",2000,NA
"DJI",2001,NA
"DJI",2002,NA
"DJI",2003,NA
"DJI",2004,NA
"DJI",2005,NA
"DJI",2006,NA
"DJI",2007,NA
"DJI",2008,NA
"DJI",2009,NA
"DJI",2010,NA
"DJI",2011,NA
"DJI",2012,NA
"DJI",2013,NA
"DJI",2014,NA
"DJI",2015,NA
"DJI",2016,NA
"DJI",2017,NA
"DNK",1980,1
"DNK",1981,1
"DNK",1982,1
"DNK",1983,NA
"DNK",1984,NA
"DNK",1985,NA
"DNK",1986,NA
"DNK",1987,NA
"DNK",1988,NA
"DNK",1989,NA
"DNK",1990,NA
"DNK",1991,NA
"DNK",1992,NA
"DNK",1993,NA
"DNK",1994,1
"DNK",1995,1
"DNK",1996,1
"DNK",1997,1
"DNK",1998,1
"DNK",1999,1
"DNK",2000,1
"DNK",2001,1
"DNK",2002,NA
"DNK",2003,NA
"DNK",2004,NA
"DNK",2005,NA
"DNK",2006,NA
"DNK",2007,NA
"DNK",2008,NA
"DNK",2009,NA
"DNK",2010,NA
"DNK",2011,NA
"DNK",2012,1
"DNK",2013,1
"DNK",2014,1
"DNK",2015,1
"DNK",2016,NA
"DNK",2017,NA
"DOM",1980,1
"DOM",1981,1
"DOM",1982,1
"DOM",1983,1
"DOM",1984,1
"DOM",1985,1
"DOM",1986,1
"DOM",1987,NA
"DOM",1988,NA
"DOM",1989,NA
"DOM",1990,NA
"DOM",1991,NA
"DOM",1992,NA
"DOM",1993,NA
"DOM",1994,NA
"DOM",1995,NA
"DOM",1996,NA
"DOM",1997,NA
"DOM",1998,NA
"DOM",1999,NA
"DOM",2000,NA
"DOM",2001,1
"DOM",2002,1
"DOM",2003,1
"DOM",2004,1
"DOM",2005,NA
"DOM",2006,NA
"DOM",2007,NA
"DOM",2008,NA
"DOM",2009,NA
"DOM",2010,NA
"DOM",2011,NA
"DOM",2012,NA
"DOM",2013,NA
"DOM",2014,NA
"DOM",2015,NA
"DOM",2016,NA
"DOM",2017,NA
"DZA",1980,1
"DZA",1981,1
"DZA",1982,1
"DZA",1983,1
"DZA",1984,1
"DZA",1985,1
"DZA",1986,1
"DZA",1987,1
"DZA",1988,1
"DZA",1989,1
"DZA",1990,1
"DZA",1991,1
"DZA",1992,1
"DZA",1993,NA
"DZA",1994,NA
"DZA",1995,NA
"DZA",1996,NA
"DZA",1997,NA
"DZA",1998,NA
"DZA",1999,NA
"DZA",2000,1
"DZA",2001,1
"DZA",2002,1
"DZA",2003,1
"DZA",2004,1
"DZA",2005,1
"DZA",2006,1
"DZA",2007,1
"DZA",2008,1
"DZA",2009,1
"DZA",2010,1
"DZA",2011,1
"DZA",2012,1
"DZA",2013,1
"DZA",2014,1
"DZA",2015,1
"DZA",2016,1
"DZA",2017,1
"ECU",1980,NA
"ECU",1981,NA
"ECU",1982,1
"ECU",1983,1
"ECU",1984,1
"ECU",1985,NA
"ECU",1986,NA
"ECU",1987,NA
"ECU",1988,NA
"ECU",1989,1
"ECU",1990,1
"ECU",1991,1
"ECU",1992,1
"ECU",1993,1
"ECU",1994,1
"ECU",1995,1
"ECU",1996,1
"ECU",1997,NA
"ECU",1998,1
"ECU",1999,1
"ECU",2000,1
"ECU",2001,1
"ECU",2002,1
"ECU",2003,NA
"ECU",2004,NA
"ECU",2005,NA
"ECU",2006,NA
"ECU",2007,1
"ECU",2008,1
"ECU",2009,1
"ECU",2010,1
"ECU",2011,1
"ECU",2012,1
"ECU",2013,1
"ECU",2014,1
"ECU",2015,1
"ECU",2016,1
"ECU",2017,1
"EGY",1980,NA
"EGY",1981,NA
"EGY",1982,NA
"EGY",1983,NA
"EGY",1984,NA
"EGY",1985,NA
"EGY",1986,NA
"EGY",1987,NA
"EGY",1988,NA
"EGY",1989,NA
"EGY",1990,NA
"EGY",1991,NA
"EGY",1992,NA
"EGY",1993,NA
"EGY",1994,NA
"EGY",1995,NA
"EGY",1996,NA
"EGY",1997,NA
"EGY",1998,NA
"EGY",1999,NA
"EGY",2000,NA
"EGY",2001,NA
"EGY",2002,NA
"EGY",2003,NA
"EGY",2004,NA
"EGY",2005,NA
"EGY",2006,NA
"EGY",2007,NA
"EGY",2008,NA
"EGY",2009,NA
"EGY",2010,NA
"EGY",2011,NA
"EGY",2012,NA
"EGY",2013,NA
"EGY",2014,NA
"EGY",2015,NA
"EGY",2016,NA
"EGY",2017,NA
"ERI",1980,NA
"ERI",1981,NA
"ERI",1982,NA
"ERI",1983,NA
"ERI",1984,NA
"ERI",1985,NA
"ERI",1986,NA
"ERI",1987,NA
"ERI",1988,NA
"ERI",1989,NA
"ERI",1990,NA
"ERI",1991,NA
"ERI",1992,NA
"ERI",1993,NA
"ERI",1994,NA
"ERI",1995,NA
"ERI",1996,NA
"ERI",1997,NA
"ERI",1998,NA
"ERI",1999,NA
"ERI",2000,NA
"ERI",2001,NA
"ERI",2002,NA
"ERI",2003,NA
"ERI",2004,NA
"ERI",2005,NA
"ERI",2006,NA
"ERI",2007,NA
"ERI",2008,NA
"ERI",2009,NA
"ERI",2010,NA
"ERI",2011,NA
"ERI",2012,NA
"ERI",2013,NA
"ERI",2014,NA
"ERI",2015,NA
"ERI",2016,NA
"ERI",2017,NA
"ESP",1980,NA
"ESP",1981,NA
"ESP",1982,NA
"ESP",1983,1
"ESP",1984,1
"ESP",1985,1
"ESP",1986,1
"ESP",1987,1
"ESP",1988,1
"ESP",1989,1
"ESP",1990,1
"ESP",1991,1
"ESP",1992,1
"ESP",1993,1
"ESP",1994,1
"ESP",1995,1
"ESP",1996,1
"ESP",1997,NA
"ESP",1998,NA
"ESP",1999,NA
"ESP",2000,NA
"ESP",2001,NA
"ESP",2002,NA
"ESP",2003,NA
"ESP",2004,NA
"ESP",2005,1
"ESP",2006,1
"ESP",2007,1
"ESP",2008,1
"ESP",2009,1
"ESP",2010,1
"ESP",2011,1
"ESP",2012,NA
"ESP",2013,NA
"ESP",2014,NA
"ESP",2015,NA
"ESP",2016,NA
"ESP",2017,NA
"EST",1980,NA
"EST",1981,NA
"EST",1982,NA
"EST",1983,NA
"EST",1984,NA
"EST",1985,NA
"EST",1986,NA
"EST",1987,NA
"EST",1988,NA
"EST",1989,NA
"EST",1990,NA
"EST",1991,NA
"EST",1992,NA
"EST",1993,NA
"EST",1994,NA
"EST",1995,NA
"EST",1996,NA
"EST",1997,NA
"EST",1998,NA
"EST",1999,NA
"EST",2000,NA
"EST",2001,NA
"EST",2002,NA
"EST",2003,NA
"EST",2004,NA
"EST",2005,NA
"EST",2006,NA
"EST",2007,NA
"EST",2008,NA
"EST",2009,NA
"EST",2010,NA
"EST",2011,NA
"EST",2012,NA
"EST",2013,NA
"EST",2014,NA
"EST",2015,NA
"EST",2016,NA
"EST",2017,NA
"ETH",1980,1
"ETH",1981,1
"ETH",1982,1
"ETH",1983,1
"ETH",1984,1
"ETH",1985,1
"ETH",1986,1
"ETH",1987,1
"ETH",1988,1
"ETH",1989,1
"ETH",1990,1
"ETH",1991,1
"ETH",1992,NA
"ETH",1993,NA
"ETH",1994,NA
"ETH",1995,NA
"ETH",1996,NA
"ETH",1997,NA
"ETH",1998,NA
"ETH",1999,NA
"ETH",2000,NA
"ETH",2001,NA
"ETH",2002,NA
"ETH",2003,NA
"ETH",2004,NA
"ETH",2005,NA
"ETH",2006,NA
"ETH",2007,NA
"ETH",2008,NA
"ETH",2009,NA
"ETH",2010,NA
"ETH",2011,NA
"ETH",2012,NA
"ETH",2013,NA
"ETH",2014,NA
"ETH",2015,NA
"ETH",2016,NA
"ETH",2017,NA
"FIN",1980,1
"FIN",1981,1
"FIN",1982,1
"FIN",1983,1
"FIN",1984,1
"FIN",1985,1
"FIN",1986,1
"FIN",1987,1
"FIN",1988,NA
"FIN",1989,NA
"FIN",1990,NA
"FIN",1991,NA
"FIN",1992,NA
"FIN",1993,NA
"FIN",1994,NA
"FIN",1995,NA
"FIN",1996,1
"FIN",1997,1
"FIN",1998,1
"FIN",1999,1
"FIN",2000,1
"FIN",2001,1
"FIN",2002,1
"FIN",2003,NA
"FIN",2004,NA
"FIN",2005,NA
"FIN",2006,NA
"FIN",2007,NA
"FIN",2008,NA
"FIN",2009,NA
"FIN",2010,NA
"FIN",2011,NA
"FIN",2012,NA
"FIN",2013,NA
"FIN",2014,NA
"FIN",2015,NA
"FIN",2016,NA
"FIN",2017,NA
"FJI",1980,NA
"FJI",1981,NA
"FJI",1982,NA
"FJI",1983,NA
"FJI",1984,NA
"FJI",1985,NA
"FJI",1986,NA
"FJI",1987,NA
"FJI",1988,NA
"FJI",1989,NA
"FJI",1990,NA
"FJI",1991,NA
"FJI",1992,NA
"FJI",1993,NA
"FJI",1994,NA
"FJI",1995,NA
"FJI",1996,NA
"FJI",1997,NA
"FJI",1998,NA
"FJI",1999,NA
"FJI",2000,NA
"FJI",2001,NA
"FJI",2002,NA
"FJI",2003,NA
"FJI",2004,NA
"FJI",2005,NA
"FJI",2006,NA
"FJI",2007,NA
"FJI",2008,NA
"FJI",2009,NA
"FJI",2010,NA
"FJI",2011,NA
"FJI",2012,NA
"FJI",2013,NA
"FJI",2014,NA
"FJI",2015,NA
"FJI",2016,NA
"FJI",2017,NA
"FRA",1980,NA
"FRA",1981,NA
"FRA",1982,1
"FRA",1983,1
"FRA",1984,1
"FRA",1985,1
"FRA",1986,1
"FRA",1987,NA
"FRA",1988,NA
"FRA",1989,1
"FRA",1990,1
"FRA",1991,1
"FRA",1992,1
"FRA",1993,1
"FRA",1994,NA
"FRA",1995,NA
"FRA",1996,NA
"FRA",1997,NA
"FRA",1998,1
"FRA",1999,1
"FRA",2000,1
"FRA",2001,1
"FRA",2002,1
"FRA",2003,NA
"FRA",2004,NA
"FRA",2005,NA
"FRA",2006,NA
"FRA",2007,NA
"FRA",2008,NA
"FRA",2009,NA
"FRA",2010,NA
"FRA",2011,NA
"FRA",2012,NA
"FRA",2013,1
"FRA",2014,1
"FRA",2015,1
"FRA",2016,1
"FRA",2017,1
"GAB",1980,NA
"GAB",1981,NA
"GAB",1982,NA
"GAB",1983,NA
"GAB",1984,NA
"GAB",1985,NA
"GAB",1986,NA
"GAB",1987,NA
"GAB",1988,NA
"GAB",1989,NA
"GAB",1990,NA
"GAB",1991,NA
"GAB",1992,NA
"GAB",1993,NA
"GAB",1994,NA
"GAB",1995,NA
"GAB",1996,NA
"GAB",1997,NA
"GAB",1998,NA
"GAB",1999,NA
"GAB",2000,NA
"GAB",2001,NA
"GAB",2002,NA
"GAB",2003,NA
"GAB",2004,NA
"GAB",2005,NA
"GAB",2006,NA
"GAB",2007,NA
"GAB",2008,NA
"GAB",2009,NA
"GAB",2010,NA
"GAB",2011,NA
"GAB",2012,NA
"GAB",2013,NA
"GAB",2014,NA
"GAB",2015,NA
"GAB",2016,NA
"GAB",2017,NA
"GBR",1980,NA
"GBR",1981,NA
"GBR",1982,NA
"GBR",1983,NA
"GBR",1984,NA
"GBR",1985,NA
"GBR",1986,NA
"GBR",1987,NA
"GBR",1988,NA
"GBR",1989,NA
"GBR",1990,NA
"GBR",1991,NA
"GBR",1992,NA
"GBR",1993,NA
"GBR",1994,NA
"GBR",1995,NA
"GBR",1996,NA
"GBR",1997,NA
"GBR",1998,1
"GBR",1999,1
"GBR",2000,1
"GBR",2001,1
"GBR",2002,1
"GBR",2003,1
"GBR",2004,1
"GBR",2005,1
"GBR",2006,1
"GBR",2007,1
"GBR",2008,1
"GBR",2009,1
"GBR",2010,1
"GBR",2011,NA
"GBR",2012,NA
"GBR",2013,NA
"GBR",2014,NA
"GBR",2015,NA
"GBR",2016,NA
"GBR",2017,NA
"GEO",1980,NA
"GEO",1981,NA
"GEO",1982,NA
"GEO",1983,NA
"GEO",1984,NA
"GEO",1985,NA
"GEO",1986,NA
"GEO",1987,NA
"GEO",1988,NA
"GEO",1989,NA
"GEO",1990,NA
"GEO",1991,NA
"GEO",1992,NA
"GEO",1993,NA
"GEO",1994,NA
"GEO",1995,NA
"GEO",1996,NA
"GEO",1997,NA
"GEO",1998,NA
"GEO",1999,NA
"GEO",2000,NA
"GEO",2001,NA
"GEO",2002,NA
"GEO",2003,NA
"GEO",2004,NA
"GEO",2005,NA
"GEO",2006,NA
"GEO",2007,NA
"GEO",2008,NA
"GEO",2009,NA
"GEO",2010,NA
"GEO",2011,NA
"GEO",2012,NA
"GEO",2013,NA
"GEO",2014,NA
"GEO",2015,NA
"GEO",2016,NA
"GEO",2017,NA
"GHA",1980,NA
"GHA",1981,NA
"GHA",1982,NA
"GHA",1983,NA
"GHA",1984,NA
"GHA",1985,NA
"GHA",1986,NA
"GHA",1987,NA
"GHA",1988,NA
"GHA",1989,NA
"GHA",1990,NA
"GHA",1991,NA
"GHA",1992,NA
"GHA",1993,1
"GHA",1994,1
"GHA",1995,1
"GHA",1996,1
"GHA",1997,1
"GHA",1998,1
"GHA",1999,1
"GHA",2000,1
"GHA",2001,NA
"GHA",2002,NA
"GHA",2003,NA
"GHA",2004,NA
"GHA",2005,NA
"GHA",2006,NA
"GHA",2007,NA
"GHA",2008,NA
"GHA",2009,1
"GHA",2010,1
"GHA",2011,1
"GHA",2012,1
"GHA",2013,1
"GHA",2014,1
"GHA",2015,1
"GHA",2016,1
"GHA",2017,NA
"GIN",1980,1
"GIN",1981,1
"GIN",1982,1
"GIN",1983,1
"GIN",1984,1
"GIN",1985,NA
"GIN",1986,NA
"GIN",1987,NA
"GIN",1988,NA
"GIN",1989,NA
"GIN",1990,NA
"GIN",1991,NA
"GIN",1992,NA
"GIN",1993,NA
"GIN",1994,NA
"GIN",1995,NA
"GIN",1996,NA
"GIN",1997,NA
"GIN",1998,NA
"GIN",1999,NA
"GIN",2000,NA
"GIN",2001,NA
"GIN",2002,NA
"GIN",2003,NA
"GIN",2004,NA
"GIN",2005,NA
"GIN",2006,NA
"GIN",2007,NA
"GIN",2008,NA
"GIN",2009,NA
"GIN",2010,NA
"GIN",2011,NA
"GIN",2012,NA
"GIN",2013,NA
"GIN",2014,NA
"GIN",2015,NA
"GIN",2016,NA
"GIN",2017,NA
"GMB",1980,1
"GMB",1981,1
"GMB",1982,1
"GMB",1983,1
"GMB",1984,1
"GMB",1985,1
"GMB",1986,1
"GMB",1987,1
"GMB",1988,1
"GMB",1989,1
"GMB",1990,1
"GMB",1991,1
"GMB",1992,1
"GMB",1993,1
"GMB",1994,1
"GMB",1995,NA
"GMB",1996,NA
"GMB",1997,NA
"GMB",1998,NA
"GMB",1999,NA
"GMB",2000,NA
"GMB",2001,NA
"GMB",2002,NA
"GMB",2003,NA
"GMB",2004,NA
"GMB",2005,NA
"GMB",2006,NA
"GMB",2007,NA
"GMB",2008,NA
"GMB",2009,NA
"GMB",2010,NA
"GMB",2011,NA
"GMB",2012,NA
"GMB",2013,NA
"GMB",2014,NA
"GMB",2015,NA
"GMB",2016,NA
"GMB",2017,NA
"GNB",1980,1
"GNB",1981,1
"GNB",1982,1
"GNB",1983,1
"GNB",1984,1
"GNB",1985,1
"GNB",1986,1
"GNB",1987,1
"GNB",1988,1
"GNB",1989,1
"GNB",1990,1
"GNB",1991,1
"GNB",1992,1
"GNB",1993,1
"GNB",1994,1
"GNB",1995,1
"GNB",1996,1
"GNB",1997,1
"GNB",1998,1
"GNB",1999,1
"GNB",2000,NA
"GNB",2001,NA
"GNB",2002,NA
"GNB",2003,NA
"GNB",2004,NA
"GNB",2005,NA
"GNB",2006,NA
"GNB",2007,NA
"GNB",2008,NA
"GNB",2009,NA
"GNB",2010,1
"GNB",2011,1
"GNB",2012,1
"GNB",2013,NA
"GNB",2014,NA
"GNB",2015,1
"GNB",2016,1
"GNB",2017,1
"GNQ",1980,NA
"GNQ",1981,NA
"GNQ",1982,NA
"GNQ",1983,NA
"GNQ",1984,NA
"GNQ",1985,NA
"GNQ",1986,NA
"GNQ",1987,NA
"GNQ",1988,NA
"GNQ",1989,NA
"GNQ",1990,NA
"GNQ",1991,NA
"GNQ",1992,NA
"GNQ",1993,NA
"GNQ",1994,NA
"GNQ",1995,NA
"GNQ",1996,NA
"GNQ",1997,NA
"GNQ",1998,NA
"GNQ",1999,NA
"GNQ",2000,NA
"GNQ",2001,NA
"GNQ",2002,NA
"GNQ",2003,NA
"GNQ",2004,NA
"GNQ",2005,NA
"GNQ",2006,NA
"GNQ",2007,NA
"GNQ",2008,NA
"GNQ",2009,NA
"GNQ",2010,NA
"GNQ",2011,NA
"GNQ",2012,NA
"GNQ",2013,NA
"GNQ",2014,NA
"GNQ",2015,NA
"GNQ",2016,NA
"GNQ",2017,NA
"GRC",1980,NA
"GRC",1981,NA
"GRC",1982,NA
"GRC",1983,NA
"GRC",1984,NA
"GRC",1985,NA
"GRC",1986,NA
"GRC",1987,1
"GRC",1988,1
"GRC",1989,1
"GRC",1990,1
"GRC",1991,NA
"GRC",1992,NA
"GRC",1993,NA
"GRC",1994,1
"GRC",1995,1
"GRC",1996,1
"GRC",1997,1
"GRC",1998,1
"GRC",1999,1
"GRC",2000,1
"GRC",2001,1
"GRC",2002,1
"GRC",2003,1
"GRC",2004,1
"GRC",2005,NA
"GRC",2006,NA
"GRC",2007,NA
"GRC",2008,NA
"GRC",2009,NA
"GRC",2010,1
"GRC",2011,1
"GRC",2012,NA
"GRC",2013,NA
"GRC",2014,NA
"GRC",2015,NA
"GRC",2016,1
"GRC",2017,1
"GRD",1980,1
"GRD",1981,1
"GRD",1982,1
"GRD",1983,1
"GRD",1984,NA
"GRD",1985,NA
"GRD",1986,NA
"GRD",1987,NA
"GRD",1988,NA
"GRD",1989,NA
"GRD",1990,NA
"GRD",1991,1
"GRD",1992,1
"GRD",1993,1
"GRD",1994,1
"GRD",1995,1
"GRD",1996,NA
"GRD",1997,NA
"GRD",1998,NA
"GRD",1999,NA
"GRD",2000,NA
"GRD",2001,NA
"GRD",2002,NA
"GRD",2003,NA
"GRD",2004,NA
"GRD",2005,NA
"GRD",2006,NA
"GRD",2007,NA
"GRD",2008,NA
"GRD",2009,1
"GRD",2010,1
"GRD",2011,1
"GRD",2012,1
"GRD",2013,1
"GRD",2014,NA
"GRD",2015,NA
"GRD",2016,NA
"GRD",2017,NA
"GTM",1980,NA
"GTM",1981,NA
"GTM",1982,NA
"GTM",1983,NA
"GTM",1984,NA
"GTM",1985,NA
"GTM",1986,NA
"GTM",1987,NA
"GTM",1988,NA
"GTM",1989,NA
"GTM",1990,NA
"GTM",1991,NA
"GTM",1992,NA
"GTM",1993,NA
"GTM",1994,NA
"GTM",1995,NA
"GTM",1996,NA
"GTM",1997,NA
"GTM",1998,NA
"GTM",1999,NA
"GTM",2000,NA
"GTM",2001,NA
"GTM",2002,NA
"GTM",2003,NA
"GTM",2004,NA
"GTM",2005,NA
"GTM",2006,NA
"GTM",2007,NA
"GTM",2008,1
"GTM",2009,1
"GTM",2010,1
"GTM",2011,1
"GTM",2012,NA
"GTM",2013,NA
"GTM",2014,NA
"GTM",2015,NA
"GTM",2016,NA
"GTM",2017,NA
"GUY",1980,1
"GUY",1981,1
"GUY",1982,1
"GUY",1983,1
"GUY",1984,1
"GUY",1985,1
"GUY",1986,1
"GUY",1987,1
"GUY",1988,1
"GUY",1989,1
"GUY",1990,1
"GUY",1991,1
"GUY",1992,1
"GUY",1993,1
"GUY",1994,1
"GUY",1995,1
"GUY",1996,1
"GUY",1997,1
"GUY",1998,1
"GUY",1999,1
"GUY",2000,1
"GUY",2001,1
"GUY",2002,1
"GUY",2003,1
"GUY",2004,1
"GUY",2005,1
"GUY",2006,1
"GUY",2007,1
"GUY",2008,1
"GUY",2009,1
"GUY",2010,1
"GUY",2011,1
"GUY",2012,1
"GUY",2013,1
"GUY",2014,1
"GUY",2015,1
"GUY",2016,1
"GUY",2017,1
"HND",1980,NA
"HND",1981,NA
"HND",1982,NA
"HND",1983,NA
"HND",1984,NA
"HND",1985,NA
"HND",1986,NA
"HND",1987,NA
"HND",1988,NA
"HND",1989,NA
"HND",1990,NA
"HND",1991,NA
"HND",1992,NA
"HND",1993,NA
"HND",1994,NA
"HND",1995,NA
"HND",1996,NA
"HND",1997,NA
"HND",1998,NA
"HND",1999,NA
"HND",2000,NA
"HND",2001,NA
"HND",2002,NA
"HND",2003,NA
"HND",2004,NA
"HND",2005,NA
"HND",2006,NA
"HND",2007,NA
"HND",2008,NA
"HND",2009,NA
"HND",2010,NA
"HND",2011,NA
"HND",2012,NA
"HND",2013,NA
"HND",2014,NA
"HND",2015,NA
"HND",2016,NA
"HND",2017,NA
"HRV",1980,NA
