"iso3c","year","LeftWing"
"HRV",1981,NA
"HRV",1982,NA
"HRV",1983,NA
"HRV",1984,NA
"HRV",1985,NA
"HRV",1986,NA
"HRV",1987,NA
"HRV",1988,NA
"HRV",1989,NA
"HRV",1990,NA
"HRV",1991,NA
"HRV",1992,NA
"HRV",1993,NA
"HRV",1994,NA
"HRV",1995,NA
"HRV",1996,NA
"HRV",1997,NA
"HRV",1998,NA
"HRV",1999,NA
"HRV",2000,NA
"HRV",2001,1
"HRV",2002,1
"HRV",2003,1
"HRV",2004,NA
"HRV",2005,NA
"HRV",2006,NA
"HRV",2007,NA
"HRV",2008,NA
"HRV",2009,NA
"HRV",2010,NA
"HRV",2011,NA
"HRV",2012,NA
"HRV",2013,NA
"HRV",2014,NA
"HRV",2015,NA
"HRV",2016,NA
"HRV",2017,NA
"HTI",1980,NA
"HTI",1981,NA
"HTI",1982,NA
"HTI",1983,NA
"HTI",1984,NA
"HTI",1985,NA
"HTI",1986,NA
"HTI",1987,NA
"HTI",1988,NA
"HTI",1989,NA
"HTI",1990,NA
"HTI",1991,NA
"HTI",1992,NA
"HTI",1993,NA
"HTI",1994,NA
"HTI",1995,NA
"HTI",1996,NA
"HTI",1997,NA
"HTI",1998,NA
"HTI",1999,NA
"HTI",2000,NA
"HTI",2001,NA
"HTI",2002,NA
"HTI",2003,NA
"HTI",2004,NA
"HTI",2005,NA
"HTI",2006,NA
"HTI",2007,NA
"HTI",2008,NA
"HTI",2009,NA
"HTI",2010,NA
"HTI",2011,NA
"HTI",2012,NA
"HTI",2013,NA
"HTI",2014,NA
"HTI",2015,NA
"HTI",2016,NA
"HTI",2017,NA
"HUN",1980,1
"HUN",1981,1
"HUN",1982,1
"HUN",1983,1
"HUN",1984,1
"HUN",1985,1
"HUN",1986,1
"HUN",1987,1
"HUN",1988,1
"HUN",1989,1
"HUN",1990,1
"HUN",1991,NA
"HUN",1992,NA
"HUN",1993,NA
"HUN",1994,NA
"HUN",1995,1
"HUN",1996,1
"HUN",1997,1
"HUN",1998,1
"HUN",1999,1
"HUN",2000,1
"HUN",2001,1
"HUN",2002,1
"HUN",2003,1
"HUN",2004,1
"HUN",2005,1
"HUN",2006,1
"HUN",2007,1
"HUN",2008,1
"HUN",2009,1
"HUN",2010,1
"HUN",2011,NA
"HUN",2012,NA
"HUN",2013,NA
"HUN",2014,NA
"HUN",2015,NA
"HUN",2016,NA
"HUN",2017,NA
"IDN",1980,NA
"IDN",1981,NA
"IDN",1982,NA
"IDN",1983,NA
"IDN",1984,NA
"IDN",1985,NA
"IDN",1986,NA
"IDN",1987,NA
"IDN",1988,NA
"IDN",1989,NA
"IDN",1990,NA
"IDN",1991,NA
"IDN",1992,NA
"IDN",1993,NA
"IDN",1994,NA
"IDN",1995,NA
"IDN",1996,NA
"IDN",1997,NA
"IDN",1998,NA
"IDN",1999,NA
"IDN",2000,NA
"IDN",2001,NA
"IDN",2002,NA
"IDN",2003,NA
"IDN",2004,NA
"IDN",2005,NA
"IDN",2006,NA
"IDN",2007,NA
"IDN",2008,NA
"IDN",2009,NA
"IDN",2010,NA
"IDN",2011,NA
"IDN",2012,NA
"IDN",2013,NA
"IDN",2014,NA
"IDN",2015,NA
"IDN",2016,NA
"IDN",2017,NA
"IND",1980,1
"IND",1981,1
"IND",1982,1
"IND",1983,1
"IND",1984,1
"IND",1985,1
"IND",1986,1
"IND",1987,1
"IND",1988,1
"IND",1989,1
"IND",1990,1
"IND",1991,1
"IND",1992,1
"IND",1993,1
"IND",1994,1
"IND",1995,1
"IND",1996,1
"IND",1997,1
"IND",1998,1
"IND",1999,NA
"IND",2000,NA
"IND",2001,NA
"IND",2002,NA
"IND",2003,NA
"IND",2004,NA
"IND",2005,1
"IND",2006,1
"IND",2007,1
"IND",2008,1
"IND",2009,1
"IND",2010,1
"IND",2011,1
"IND",2012,1
"IND",2013,1
"IND",2014,1
"IND",2015,NA
"IND",2016,NA
"IND",2017,NA
"IRL",1980,NA
"IRL",1981,NA
"IRL",1982,NA
"IRL",1983,NA
"IRL",1984,NA
"IRL",1985,NA
"IRL",1986,NA
"IRL",1987,NA
"IRL",1988,NA
"IRL",1989,NA
"IRL",1990,NA
"IRL",1991,NA
"IRL",1992,NA
"IRL",1993,NA
"IRL",1994,NA
"IRL",1995,NA
"IRL",1996,NA
"IRL",1997,NA
"IRL",1998,NA
"IRL",1999,NA
"IRL",2000,NA
"IRL",2001,NA
"IRL",2002,NA
"IRL",2003,NA
"IRL",2004,NA
"IRL",2005,NA
"IRL",2006,NA
"IRL",2007,NA
"IRL",2008,NA
"IRL",2009,NA
"IRL",2010,NA
"IRL",2011,NA
"IRL",2012,NA
"IRL",2013,NA
"IRL",2014,NA
"IRL",2015,NA
"IRL",2016,NA
"IRL",2017,NA
"IRN",1980,NA
"IRN",1981,NA
"IRN",1982,NA
"IRN",1983,NA
"IRN",1984,NA
"IRN",1985,NA
"IRN",1986,NA
"IRN",1987,NA
"IRN",1988,NA
"IRN",1989,NA
"IRN",1990,NA
"IRN",1991,NA
"IRN",1992,NA
"IRN",1993,NA
"IRN",1994,NA
"IRN",1995,NA
"IRN",1996,NA
"IRN",1997,NA
"IRN",1998,NA
"IRN",1999,NA
"IRN",2000,NA
"IRN",2001,NA
"IRN",2002,NA
"IRN",2003,NA
"IRN",2004,NA
"IRN",2005,NA
"IRN",2006,NA
"IRN",2007,NA
"IRN",2008,NA
"IRN",2009,NA
"IRN",2010,NA
"IRN",2011,NA
"IRN",2012,NA
"IRN",2013,NA
"IRN",2014,NA
"IRN",2015,NA
"IRN",2016,NA
"IRN",2017,NA
"IRQ",1980,NA
"IRQ",1981,NA
"IRQ",1982,NA
"IRQ",1983,NA
"IRQ",1984,NA
"IRQ",1985,NA
"IRQ",1986,NA
"IRQ",1987,NA
"IRQ",1988,NA
"IRQ",1989,NA
"IRQ",1990,NA
"IRQ",1991,NA
"IRQ",1992,NA
"IRQ",1993,NA
"IRQ",1994,NA
"IRQ",1995,NA
"IRQ",1996,NA
"IRQ",1997,NA
"IRQ",1998,NA
"IRQ",1999,NA
"IRQ",2000,NA
"IRQ",2001,NA
"IRQ",2002,NA
"IRQ",2003,NA
"IRQ",2004,NA
"IRQ",2005,NA
"IRQ",2006,NA
"IRQ",2007,NA
"IRQ",2008,NA
"IRQ",2009,NA
"IRQ",2010,NA
"IRQ",2011,NA
"IRQ",2012,NA
"IRQ",2013,NA
"IRQ",2014,NA
"IRQ",2015,NA
"IRQ",2016,NA
"IRQ",2017,NA
"ISL",1980,NA
"ISL",1981,NA
"ISL",1982,NA
"ISL",1983,NA
"ISL",1984,NA
"ISL",1985,NA
"ISL",1986,NA
"ISL",1987,NA
"ISL",1988,NA
"ISL",1989,NA
"ISL",1990,NA
"ISL",1991,NA
"ISL",1992,NA
"ISL",1993,NA
"ISL",1994,NA
"ISL",1995,NA
"ISL",1996,NA
"ISL",1997,NA
"ISL",1998,NA
"ISL",1999,NA
"ISL",2000,NA
"ISL",2001,NA
"ISL",2002,NA
"ISL",2003,NA
"ISL",2004,NA
"ISL",2005,NA
"ISL",2006,NA
"ISL",2007,NA
"ISL",2008,NA
"ISL",2009,NA
"ISL",2010,NA
"ISL",2011,NA
"ISL",2012,NA
"ISL",2013,NA
"ISL",2014,NA
"ISL",2015,NA
"ISL",2016,NA
"ISL",2017,NA
"ISR",1980,NA
"ISR",1981,NA
"ISR",1982,NA
"ISR",1983,NA
"ISR",1984,NA
"ISR",1985,1
"ISR",1986,1
"ISR",1987,NA
"ISR",1988,NA
"ISR",1989,NA
"ISR",1990,NA
"ISR",1991,NA
"ISR",1992,NA
"ISR",1993,1
"ISR",1994,1
"ISR",1995,1
"ISR",1996,1
"ISR",1997,NA
"ISR",1998,NA
"ISR",1999,NA
"ISR",2000,NA
"ISR",2001,NA
"ISR",2002,NA
"ISR",2003,NA
"ISR",2004,NA
"ISR",2005,NA
"ISR",2006,NA
"ISR",2007,NA
"ISR",2008,NA
"ISR",2009,NA
"ISR",2010,NA
"ISR",2011,NA
"ISR",2012,NA
"ISR",2013,NA
"ISR",2014,NA
"ISR",2015,NA
"ISR",2016,NA
"ISR",2017,NA
"ITA",1980,NA
"ITA",1981,NA
"ITA",1982,NA
"ITA",1983,NA
"ITA",1984,1
"ITA",1985,1
"ITA",1986,1
"ITA",1987,1
"ITA",1988,NA
"ITA",1989,NA
"ITA",1990,NA
"ITA",1991,NA
"ITA",1992,NA
"ITA",1993,1
"ITA",1994,1
"ITA",1995,NA
"ITA",1996,NA
"ITA",1997,NA
"ITA",1998,NA
"ITA",1999,NA
"ITA",2000,NA
"ITA",2001,NA
"ITA",2002,NA
"ITA",2003,NA
"ITA",2004,NA
"ITA",2005,NA
"ITA",2006,NA
"ITA",2007,1
"ITA",2008,1
"ITA",2009,NA
"ITA",2010,NA
"ITA",2011,NA
"ITA",2012,NA
"ITA",2013,NA
"ITA",2014,NA
"ITA",2015,NA
"ITA",2016,NA
"ITA",2017,NA
"JAM",1980,1
"JAM",1981,NA
"JAM",1982,NA
"JAM",1983,NA
"JAM",1984,NA
"JAM",1985,NA
"JAM",1986,NA
"JAM",1987,NA
"JAM",1988,NA
"JAM",1989,NA
"JAM",1990,1
"JAM",1991,1
"JAM",1992,1
"JAM",1993,1
"JAM",1994,1
"JAM",1995,1
"JAM",1996,1
"JAM",1997,1
"JAM",1998,1
"JAM",1999,1
"JAM",2000,1
"JAM",2001,1
"JAM",2002,1
"JAM",2003,1
"JAM",2004,1
"JAM",2005,1
"JAM",2006,1
"JAM",2007,1
"JAM",2008,NA
"JAM",2009,NA
"JAM",2010,NA
"JAM",2011,NA
"JAM",2012,1
"JAM",2013,1
"JAM",2014,1
"JAM",2015,1
"JAM",2016,1
"JAM",2017,NA
"JOR",1980,NA
"JOR",1981,NA
"JOR",1982,NA
"JOR",1983,NA
"JOR",1984,NA
"JOR",1985,NA
"JOR",1986,NA
"JOR",1987,NA
"JOR",1988,NA
"JOR",1989,NA
"JOR",1990,NA
"JOR",1991,NA
"JOR",1992,NA
"JOR",1993,NA
"JOR",1994,NA
"JOR",1995,NA
"JOR",1996,NA
"JOR",1997,NA
"JOR",1998,NA
"JOR",1999,NA
"JOR",2000,NA
"JOR",2001,NA
"JOR",2002,NA
"JOR",2003,NA
"JOR",2004,NA
"JOR",2005,NA
"JOR",2006,NA
"JOR",2007,NA
"JOR",2008,NA
"JOR",2009,NA
"JOR",2010,NA
"JOR",2011,NA
"JOR",2012,NA
"JOR",2013,NA
"JOR",2014,NA
"JOR",2015,NA
"JOR",2016,NA
"JOR",2017,NA
"JPN",1980,NA
"JPN",1981,NA
"JPN",1982,NA
"JPN",1983,NA
"JPN",1984,NA
"JPN",1985,NA
"JPN",1986,NA
"JPN",1987,NA
"JPN",1988,NA
"JPN",1989,NA
"JPN",1990,NA
"JPN",1991,NA
"JPN",1992,NA
"JPN",1993,NA
"JPN",1994,NA
"JPN",1995,1
"JPN",1996,1
"JPN",1997,NA
"JPN",1998,NA
"JPN",1999,NA
"JPN",2000,NA
"JPN",2001,NA
"JPN",2002,NA
"JPN",2003,NA
"JPN",2004,NA
"JPN",2005,NA
"JPN",2006,NA
"JPN",2007,NA
"JPN",2008,NA
"JPN",2009,NA
"JPN",2010,NA
"JPN",2011,NA
"JPN",2012,NA
"JPN",2013,NA
"JPN",2014,NA
"JPN",2015,NA
"JPN",2016,NA
"JPN",2017,NA
"KAZ",1980,NA
"KAZ",1981,NA
"KAZ",1982,NA
"KAZ",1983,NA
"KAZ",1984,NA
"KAZ",1985,NA
"KAZ",1986,NA
"KAZ",1987,NA
"KAZ",1988,NA
"KAZ",1989,NA
"KAZ",1990,NA
"KAZ",1991,NA
"KAZ",1992,NA
"KAZ",1993,NA
"KAZ",1994,NA
"KAZ",1995,NA
"KAZ",1996,NA
"KAZ",1997,NA
"KAZ",1998,NA
"KAZ",1999,NA
"KAZ",2000,NA
"KAZ",2001,NA
"KAZ",2002,NA
"KAZ",2003,NA
"KAZ",2004,NA
"KAZ",2005,NA
"KAZ",2006,NA
"KAZ",2007,NA
"KAZ",2008,NA
"KAZ",2009,NA
"KAZ",2010,NA
"KAZ",2011,NA
"KAZ",2012,NA
"KAZ",2013,NA
"KAZ",2014,NA
"KAZ",2015,NA
"KAZ",2016,NA
"KAZ",2017,NA
"KEN",1980,NA
"KEN",1981,NA
"KEN",1982,NA
"KEN",1983,NA
"KEN",1984,NA
"KEN",1985,NA
"KEN",1986,NA
"KEN",1987,NA
"KEN",1988,NA
"KEN",1989,NA
"KEN",1990,NA
"KEN",1991,NA
"KEN",1992,NA
"KEN",1993,NA
"KEN",1994,NA
"KEN",1995,NA
"KEN",1996,NA
"KEN",1997,NA
"KEN",1998,NA
"KEN",1999,NA
"KEN",2000,NA
"KEN",2001,NA
"KEN",2002,NA
"KEN",2003,NA
"KEN",2004,NA
"KEN",2005,NA
"KEN",2006,NA
"KEN",2007,NA
"KEN",2008,NA
"KEN",2009,NA
"KEN",2010,NA
"KEN",2011,NA
"KEN",2012,NA
"KEN",2013,NA
"KEN",2014,NA
"KEN",2015,NA
"KEN",2016,NA
"KEN",2017,NA
"KGZ",1980,NA
"KGZ",1981,NA
"KGZ",1982,NA
"KGZ",1983,NA
"KGZ",1984,NA
"KGZ",1985,NA
"KGZ",1986,NA
"KGZ",1987,NA
"KGZ",1988,NA
"KGZ",1989,NA
"KGZ",1990,NA
"KGZ",1991,NA
"KGZ",1992,NA
"KGZ",1993,NA
"KGZ",1994,NA
"KGZ",1995,NA
"KGZ",1996,NA
"KGZ",1997,NA
"KGZ",1998,NA
"KGZ",1999,NA
"KGZ",2000,NA
"KGZ",2001,NA
"KGZ",2002,NA
"KGZ",2003,NA
"KGZ",2004,NA
"KGZ",2005,NA
"KGZ",2006,NA
"KGZ",2007,NA
"KGZ",2008,NA
"KGZ",2009,NA
"KGZ",2010,NA
"KGZ",2011,NA
"KGZ",2012,NA
"KGZ",2013,NA
"KGZ",2014,NA
"KGZ",2015,NA
"KGZ",2016,NA
"KGZ",2017,NA
"KHM",1980,1
"KHM",1981,1
"KHM",1982,1
"KHM",1983,1
"KHM",1984,1
"KHM",1985,1
"KHM",1986,1
"KHM",1987,1
"KHM",1988,1
"KHM",1989,1
"KHM",1990,1
"KHM",1991,1
"KHM",1992,1
"KHM",1993,1
"KHM",1994,NA
"KHM",1995,NA
"KHM",1996,NA
"KHM",1997,NA
"KHM",1998,NA
"KHM",1999,NA
"KHM",2000,NA
"KHM",2001,1
"KHM",2002,1
"KHM",2003,1
"KHM",2004,1
"KHM",2005,1
"KHM",2006,1
"KHM",2007,1
"KHM",2008,1
"KHM",2009,1
"KHM",2010,1
"KHM",2011,1
"KHM",2012,1
"KHM",2013,1
"KHM",2014,1
"KHM",2015,1
"KHM",2016,1
"KHM",2017,1
"KOR",1980,NA
"KOR",1981,NA
"KOR",1982,NA
"KOR",1983,NA
"KOR",1984,NA
"KOR",1985,NA
"KOR",1986,NA
"KOR",1987,NA
"KOR",1988,NA
"KOR",1989,NA
"KOR",1990,NA
"KOR",1991,NA
"KOR",1992,NA
"KOR",1993,NA
"KOR",1994,NA
"KOR",1995,NA
"KOR",1996,NA
"KOR",1997,NA
"KOR",1998,NA
"KOR",1999,NA
"KOR",2000,NA
"KOR",2001,NA
"KOR",2002,NA
"KOR",2003,NA
"KOR",2004,NA
"KOR",2005,NA
"KOR",2006,NA
"KOR",2007,NA
"KOR",2008,NA
"KOR",2009,NA
"KOR",2010,NA
"KOR",2011,NA
"KOR",2012,NA
"KOR",2013,NA
"KOR",2014,NA
"KOR",2015,NA
"KOR",2016,NA
"KOR",2017,NA
"KWT",1980,NA
"KWT",1981,NA
"KWT",1982,NA
"KWT",1983,NA
"KWT",1984,NA
"KWT",1985,NA
"KWT",1986,NA
"KWT",1987,NA
"KWT",1988,NA
"KWT",1989,NA
"KWT",1990,NA
"KWT",1991,NA
"KWT",1992,NA
"KWT",1993,NA
"KWT",1994,NA
"KWT",1995,NA
"KWT",1996,NA
"KWT",1997,NA
"KWT",1998,NA
"KWT",1999,NA
"KWT",2000,NA
"KWT",2001,NA
"KWT",2002,NA
"KWT",2003,NA
"KWT",2004,NA
"KWT",2005,NA
"KWT",2006,NA
"KWT",2007,NA
"KWT",2008,NA
"KWT",2009,NA
"KWT",2010,NA
"KWT",2011,NA
"KWT",2012,NA
"KWT",2013,NA
"KWT",2014,NA
"KWT",2015,NA
"KWT",2016,NA
"KWT",2017,NA
"LAO",1980,1
"LAO",1981,1
"LAO",1982,1
"LAO",1983,1
"LAO",1984,1
"LAO",1985,1
"LAO",1986,1
"LAO",1987,1
"LAO",1988,1
"LAO",1989,1
"LAO",1990,1
"LAO",1991,1
"LAO",1992,1
"LAO",1993,1
"LAO",1994,1
"LAO",1995,1
"LAO",1996,1
"LAO",1997,1
"LAO",1998,1
"LAO",1999,1
"LAO",2000,1
"LAO",2001,1
"LAO",2002,1
"LAO",2003,1
"LAO",2004,1
"LAO",2005,1
"LAO",2006,1
"LAO",2007,1
"LAO",2008,1
"LAO",2009,1
"LAO",2010,1
"LAO",2011,1
"LAO",2012,1
"LAO",2013,1
"LAO",2014,1
"LAO",2015,1
"LAO",2016,1
"LAO",2017,1
"LBN",1980,NA
"LBN",1981,NA
"LBN",1982,NA
"LBN",1983,NA
"LBN",1984,NA
"LBN",1985,NA
"LBN",1986,NA
"LBN",1987,NA
"LBN",1988,NA
"LBN",1989,NA
"LBN",1990,NA
"LBN",1991,NA
"LBN",1992,NA
"LBN",1993,NA
"LBN",1994,NA
"LBN",1995,NA
"LBN",1996,NA
"LBN",1997,NA
"LBN",1998,NA
"LBN",1999,NA
"LBN",2000,NA
"LBN",2001,NA
"LBN",2002,NA
"LBN",2003,NA
"LBN",2004,NA
"LBN",2005,NA
"LBN",2006,NA
"LBN",2007,NA
"LBN",2008,NA
"LBN",2009,NA
"LBN",2010,NA
"LBN",2011,NA
"LBN",2012,NA
"LBN",2013,NA
"LBN",2014,NA
"LBN",2015,NA
"LBN",2016,NA
"LBN",2017,NA
"LBR",1980,1
"LBR",1981,NA
"LBR",1982,NA
"LBR",1983,NA
"LBR",1984,NA
"LBR",1985,NA
"LBR",1986,NA
"LBR",1987,NA
"LBR",1988,NA
"LBR",1989,NA
"LBR",1990,NA
"LBR",1991,NA
"LBR",1992,NA
"LBR",1993,NA
"LBR",1994,NA
"LBR",1995,NA
"LBR",1996,NA
"LBR",1997,NA
"LBR",1998,NA
"LBR",1999,NA
"LBR",2000,NA
"LBR",2001,NA
"LBR",2002,NA
"LBR",2003,NA
"LBR",2004,NA
"LBR",2005,NA
"LBR",2006,NA
"LBR",2007,NA
"LBR",2008,NA
"LBR",2009,NA
"LBR",2010,NA
"LBR",2011,NA
"LBR",2012,NA
"LBR",2013,NA
"LBR",2014,NA
"LBR",2015,NA
"LBR",2016,NA
"LBR",2017,NA
"LBY",1980,1
"LBY",1981,1
"LBY",1982,1
"LBY",1983,1
"LBY",1984,1
"LBY",1985,1
"LBY",1986,1
"LBY",1987,1
"LBY",1988,1
"LBY",1989,1
"LBY",1990,1
"LBY",1991,1
"LBY",1992,1
"LBY",1993,1
"LBY",1994,1
"LBY",1995,1
"LBY",1996,1
"LBY",1997,1
"LBY",1998,1
"LBY",1999,1
"LBY",2000,1
"LBY",2001,1
"LBY",2002,1
"LBY",2003,1
"LBY",2004,1
"LBY",2005,1
"LBY",2006,1
"LBY",2007,1
"LBY",2008,1
"LBY",2009,1
"LBY",2010,1
"LBY",2011,1
"LBY",2012,1
"LBY",2013,1
"LBY",2014,1
"LBY",2015,1
"LBY",2016,1
"LBY",2017,1
"LCA",1980,1
"LCA",1981,1
"LCA",1982,1
"LCA",1983,NA
"LCA",1984,NA
"LCA",1985,NA
"LCA",1986,NA
"LCA",1987,NA
"LCA",1988,NA
"LCA",1989,NA
"LCA",1990,NA
"LCA",1991,NA
"LCA",1992,NA
"LCA",1993,NA
"LCA",1994,NA
"LCA",1995,NA
"LCA",1996,NA
"LCA",1997,NA
"LCA",1998,1
"LCA",1999,1
"LCA",2000,1
"LCA",2001,1
"LCA",2002,1
"LCA",2003,1
"LCA",2004,1
"LCA",2005,1
"LCA",2006,1
"LCA",2007,NA
"LCA",2008,NA
"LCA",2009,NA
"LCA",2010,NA
"LCA",2011,NA
"LCA",2012,1
"LCA",2013,1
"LCA",2014,1
"LCA",2015,1
"LCA",2016,1
"LCA",2017,NA
"LKA",1980,NA
"LKA",1981,NA
"LKA",1982,NA
"LKA",1983,NA
"LKA",1984,NA
"LKA",1985,NA
"LKA",1986,NA
"LKA",1987,NA
"LKA",1988,NA
"LKA",1989,NA
"LKA",1990,NA
"LKA",1991,NA
"LKA",1992,NA
"LKA",1993,NA
"LKA",1994,NA
"LKA",1995,1
"LKA",1996,1
"LKA",1997,1
"LKA",1998,1
"LKA",1999,1
"LKA",2000,1
"LKA",2001,1
"LKA",2002,1
"LKA",2003,1
"LKA",2004,1
"LKA",2005,1
"LKA",2006,NA
"LKA",2007,NA
"LKA",2008,NA
"LKA",2009,NA
"LKA",2010,NA
"LKA",2011,NA
"LKA",2012,NA
"LKA",2013,NA
"LKA",2014,NA
"LKA",2015,NA
"LKA",2016,NA
"LKA",2017,NA
"LSO",1980,NA
"LSO",1981,NA
"LSO",1982,NA
"LSO",1983,NA
"LSO",1984,NA
"LSO",1985,NA
"LSO",1986,NA
"LSO",1987,NA
"LSO",1988,NA
"LSO",1989,NA
"LSO",1990,NA
"LSO",1991,NA
"LSO",1992,NA
"LSO",1993,NA
"LSO",1994,1
"LSO",1995,1
"LSO",1996,1
"LSO",1997,1
"LSO",1998,1
"LSO",1999,1
"LSO",2000,1
"LSO",2001,1
"LSO",2002,1
"LSO",2003,1
"LSO",2004,1
"LSO",2005,1
"LSO",2006,1
"LSO",2007,1
"LSO",2008,1
"LSO",2009,1
"LSO",2010,1
"LSO",2011,1
"LSO",2012,1
"LSO",2013,NA
"LSO",2014,NA
"LSO",2015,NA
"LSO",2016,NA
"LSO",2017,NA
"LTU",1980,NA
"LTU",1981,NA
"LTU",1982,NA
"LTU",1983,NA
"LTU",1984,NA
"LTU",1985,NA
"LTU",1986,NA
"LTU",1987,NA
"LTU",1988,NA
"LTU",1989,NA
"LTU",1990,NA
"LTU",1991,NA
"LTU",1992,NA
"LTU",1993,1
"LTU",1994,1
"LTU",1995,1
"LTU",1996,1
"LTU",1997,1
"LTU",1998,NA
"LTU",1999,NA
"LTU",2000,NA
"LTU",2001,NA
"LTU",2002,NA
"LTU",2003,NA
"LTU",2004,NA
"LTU",2005,NA
"LTU",2006,NA
"LTU",2007,NA
"LTU",2008,NA
"LTU",2009,NA
"LTU",2010,NA
"LTU",2011,NA
"LTU",2012,NA
"LTU",2013,NA
"LTU",2014,NA
"LTU",2015,NA
"LTU",2016,NA
"LTU",2017,NA
"LUX",1980,NA
"LUX",1981,NA
"LUX",1982,NA
"LUX",1983,NA
"LUX",1984,NA
"LUX",1985,NA
"LUX",1986,NA
"LUX",1987,NA
"LUX",1988,NA
"LUX",1989,NA
"LUX",1990,NA
"LUX",1991,NA
"LUX",1992,NA
"LUX",1993,NA
"LUX",1994,NA
"LUX",1995,NA
"LUX",1996,NA
"LUX",1997,NA
"LUX",1998,NA
"LUX",1999,NA
"LUX",2000,NA
"LUX",2001,NA
"LUX",2002,NA
"LUX",2003,NA
"LUX",2004,NA
"LUX",2005,NA
"LUX",2006,NA
"LUX",2007,NA
"LUX",2008,NA
"LUX",2009,NA
"LUX",2010,NA
"LUX",2011,NA
"LUX",2012,NA
"LUX",2013,NA
"LUX",2014,NA
"LUX",2015,NA
"LUX",2016,NA
"LUX",2017,NA
"LVA",1980,NA
"LVA",1981,NA
"LVA",1982,NA
"LVA",1983,NA
"LVA",1984,NA
"LVA",1985,NA
"LVA",1986,NA
"LVA",1987,NA
"LVA",1988,NA
"LVA",1989,NA
"LVA",1990,NA
"LVA",1991,NA
"LVA",1992,NA
"LVA",1993,NA
"LVA",1994,NA
"LVA",1995,NA
"LVA",1996,NA
"LVA",1997,NA
"LVA",1998,NA
"LVA",1999,NA
"LVA",2000,NA
"LVA",2001,NA
"LVA",2002,NA
"LVA",2003,NA
"LVA",2004,NA
"LVA",2005,NA
"LVA",2006,NA
"LVA",2007,NA
"LVA",2008,NA
"LVA",2009,NA
"LVA",2010,NA
"LVA",2011,NA
"LVA",2012,NA
"LVA",2013,NA
"LVA",2014,NA
"LVA",2015,NA
"LVA",2016,NA
"LVA",2017,NA
"MAR",1980,NA
"MAR",1981,NA
"MAR",1982,NA
"MAR",1983,NA
"MAR",1984,NA
"MAR",1985,NA
"MAR",1986,NA
"MAR",1987,NA
"MAR",1988,NA
"MAR",1989,NA
"MAR",1990,NA
"MAR",1991,NA
"MAR",1992,NA
"MAR",1993,NA
"MAR",1994,NA
"MAR",1995,NA
"MAR",1996,NA
"MAR",1997,NA
"MAR",1998,NA
"MAR",1999,NA
"MAR",2000,NA
"MAR",2001,NA
"MAR",2002,NA
"MAR",2003,NA
"MAR",2004,NA
"MAR",2005,NA
"MAR",2006,NA
"MAR",2007,NA
"MAR",2008,NA
"MAR",2009,NA
"MAR",2010,NA
"MAR",2011,NA
"MAR",2012,NA
"MAR",2013,NA
"MAR",2014,NA
"MAR",2015,NA
"MAR",2016,NA
"MAR",2017,NA
"MDA",1980,NA
"MDA",1981,NA
"MDA",1982,NA
"MDA",1983,NA
"MDA",1984,NA
"MDA",1985,NA
"MDA",1986,NA
"MDA",1987,NA
"MDA",1988,NA
"MDA",1989,NA
"MDA",1990,NA
"MDA",1991,NA
"MDA",1992,NA
"MDA",1993,NA
"MDA",1994,NA
"MDA",1995,1
"MDA",1996,1
"MDA",1997,1
"MDA",1998,1
"MDA",1999,1
"MDA",2000,1
"MDA",2001,1
"MDA",2002,1
"MDA",2003,1
"MDA",2004,1
"MDA",2005,1
"MDA",2006,1
"MDA",2007,1
"MDA",2008,1
"MDA",2009,1
"MDA",2010,NA
"MDA",2011,NA
"MDA",2012,NA
"MDA",2013,NA
"MDA",2014,NA
"MDA",2015,NA
"MDA",2016,1
"MDA",2017,1
"MDG",1980,1
"MDG",1981,1
"MDG",1982,1
"MDG",1983,1
"MDG",1984,1
"MDG",1985,1
"MDG",1986,1
"MDG",1987,1
"MDG",1988,1
"MDG",1989,1
"MDG",1990,1
"MDG",1991,1
"MDG",1992,1
"MDG",1993,1
"MDG",1994,NA
"MDG",1995,NA
"MDG",1996,NA
"MDG",1997,1
"MDG",1998,1
"MDG",1999,1
"MDG",2000,1
"MDG",2001,1
"MDG",2002,NA
"MDG",2003,NA
"MDG",2004,NA
"MDG",2005,NA
"MDG",2006,NA
"MDG",2007,NA
"MDG",2008,NA
"MDG",2009,NA
"MDG",2010,NA
"MDG",2011,NA
"MDG",2012,NA
"MDG",2013,NA
"MDG",2014,NA
"MDG",2015,NA
"MDG",2016,NA
"MDG",2017,NA
"MDV",1980,NA
"MDV",1981,NA
"MDV",1982,NA
"MDV",1983,NA
"MDV",1984,NA
"MDV",1985,NA
"MDV",1986,NA
"MDV",1987,NA
"MDV",1988,NA
"MDV",1989,NA
"MDV",1990,NA
"MDV",1991,NA
"MDV",1992,NA
"MDV",1993,NA
"MDV",1994,NA
"MDV",1995,NA
"MDV",1996,NA
"MDV",1997,NA
"MDV",1998,NA
"MDV",1999,NA
"MDV",2000,NA
"MDV",2001,NA
"MDV",2002,NA
"MDV",2003,NA
"MDV",2004,NA
"MDV",2005,NA
"MDV",2006,NA
"MDV",2007,NA
"MDV",2008,NA
"MDV",2009,NA
"MDV",2010,NA
"MDV",2011,NA
"MDV",2012,NA
"MDV",2013,NA
"MDV",2014,NA
"MDV",2015,NA
"MDV",2016,NA
"MDV",2017,NA
