"year","EducIndex","iso3c"
1995,0.522,"SAU"
1995,0.202,"SEN"
1995,0.648,"SRB"
1995,NA,"SYC"
1995,0.223,"SLE"
1995,0.566,"SGP"
1995,0.714,"SVK"
1995,0.724,"SVN"
1995,NA,"SLB"
1995,0.636,"ZAF"
1995,NA,"SSD"
1995,0.687,"ESP"
1995,0.633,"LKA"
1995,0.198,"SDN"
1995,NA,"SUR"
1995,0.807,"SWE"
1995,0.727,"CHE"
1995,0.419,"SYR"
1995,0.639,"TJK"
1995,0.287,"TZA"
1995,0.433,"THA"
1995,NA,"MKD"
1995,NA,"TLS"
1995,0.348,"TGO"
1995,0.685,"TON"
1995,0.597,"TTO"
1995,0.459,"TUN"
1995,0.427,"TUR"
1995,NA,"TKM"
1995,0.268,"UGA"
1995,0.672,"UKR"
1995,0.548,"ARE"
1995,0.793,"GBR"
1995,0.865,"USA"
1995,0.609,"URY"
1995,NA,"UZB"
1995,NA,"VUT"
1995,0.48,"VEN"
1995,0.413,"VNM"
1995,0.233,"YEM"
1995,0.442,"ZMB"
1995,0.456,"ZWE"
1996,0.19,"AFG"
1996,0.558,"ALB"
1996,0.443,"DZA"
1996,NA,"AND"
1996,NA,"AGO"
1996,NA,"ATG"
1996,0.659,"ARG"
1996,0.628,"ARM"
1996,0.895,"AUS"
1996,0.712,"AUT"
1996,0.614,"AZE"
1996,NA,"BHS"
1996,0.624,"BHR"
1996,0.303,"BGD"
1996,0.665,"BRB"
1996,0.643,"BLR"
1996,0.814,"BEL"
1996,0.627,"BLZ"
1996,0.241,"BEN"
1996,NA,"BTN"
1996,0.581,"BOL"
1996,NA,"BIH"
1996,0.531,"BWA"
1996,0.535,"BRA"
1996,0.629,"BRN"
1996,0.663,"BGR"
1996,NA,"BFA"
1996,0.182,"BDI"
1996,NA,"CPV"
1996,0.301,"KHM"
1996,0.346,"CMR"
1996,0.825,"CAN"
1996,0.215,"CAF"
1996,NA,"TCD"
1996,0.633,"CHL"
1996,0.45,"CHN"
1996,0.498,"COL"
1996,NA,"COM"
1996,0.459,"COG"
1996,0.285,"COD"
1996,0.559,"CRI"
1996,0.575,"HRV"
1996,0.636,"CUB"
1996,0.662,"CYP"
1996,0.685,"CZE"
1996,0.266,"CIV"
1996,0.763,"DNK"
1996,0.173,"DJI"
1996,NA,"DMA"
1996,0.531,"DOM"
1996,0.567,"ECU"
1996,0.433,"EGY"
1996,0.447,"SLV"
1996,NA,"GNQ"
1996,NA,"ERI"
1996,0.726,"EST"
1996,0.404,"SWZ"
1996,NA,"ETH"
1996,0.683,"FJI"
1996,0.752,"FIN"
1996,0.738,"FRA"
1996,0.516,"GAB"
1996,0.219,"GMB"
1996,NA,"GEO"
1996,0.767,"DEU"
1996,0.405,"GHA"
1996,0.632,"GRC"
1996,NA,"GRD"
1996,0.32,"GTM"
1996,0.147,"GIN"
1996,NA,"GNB"
1996,0.539,"GUY"
1996,0.322,"HTI"
1996,0.389,"HND"
1996,0.669,"HKG"
1996,0.71,"HUN"
1996,0.742,"ISL"
1996,0.351,"IND"
1996,0.441,"IDN"
1996,0.493,"IRN"
1996,0.393,"IRQ"
1996,0.714,"IRL"
1996,0.769,"ISR"
1996,0.665,"ITA"
1996,0.54,"JAM"
1996,0.74,"JPN"
1996,0.65,"JOR"
1996,0.651,"KAZ"
1996,0.396,"KEN"
1996,NA,"KIR"
1996,0.751,"KOR"
1996,0.566,"KWT"
1996,0.603,"KGZ"
1996,0.328,"LAO"
1996,0.631,"LVA"
1996,NA,"LBN"
1996,0.429,"LSO"
1996,NA,"LBR"
1996,0.579,"LBY"
1996,NA,"LIE"
1996,0.679,"LTU"
1996,0.657,"LUX"
1996,NA,"MDG"
1996,0.381,"MWI"
1996,0.555,"MYS"
1996,0.368,"MDV"
1996,0.123,"MLI"
1996,0.625,"MLT"
1996,NA,"MHL"
1996,0.249,"MRT"
1996,0.523,"MUS"
1996,0.517,"MEX"
1996,NA,"FSM"
1996,0.586,"MDA"
1996,0.486,"MNG"
1996,NA,"MNE"
1996,0.303,"MAR"
1996,0.177,"MOZ"
1996,0.301,"MMR"
1996,0.523,"NAM"
1996,0.31,"NPL"
1996,0.822,"NLD"
1996,0.858,"NZL"
1996,0.41,"NIC"
1996,0.101,"NER"
1996,NA,"NGA"
1996,0.832,"NOR"
1996,NA,"OMN"
1996,0.237,"PAK"
1996,NA,"PLW"
1996,NA,"PSE"
1996,0.586,"PAN"
1996,0.25,"PNG"
1996,0.488,"PRY"
1996,0.586,"PER"
1996,0.549,"PHL"
1996,0.723,"POL"
1996,0.644,"PRT"
1996,0.588,"QAT"
1996,0.622,"ROU"
1996,0.674,"RUS"
1996,0.244,"RWA"
1996,NA,"KNA"
1996,NA,"LCA"
1996,NA,"VCT"
1996,0.609,"WSM"
1996,0.371,"STP"
1996,0.529,"SAU"
1996,0.203,"SEN"
1996,0.654,"SRB"
1996,NA,"SYC"
1996,0.232,"SLE"
1996,0.583,"SGP"
1996,0.713,"SVK"
1996,0.732,"SVN"
1996,NA,"SLB"
1996,0.639,"ZAF"
1996,NA,"SSD"
1996,0.697,"ESP"
1996,0.642,"LKA"
1996,0.206,"SDN"
1996,NA,"SUR"
1996,0.821,"SWE"
1996,0.741,"CHE"
1996,0.422,"SYR"
1996,0.634,"TJK"
1996,0.286,"TZA"
1996,0.446,"THA"
1996,NA,"MKD"
1996,NA,"TLS"
1996,0.363,"TGO"
1996,0.685,"TON"
1996,0.604,"TTO"
1996,0.47,"TUN"
1996,0.435,"TUR"
1996,NA,"TKM"
1996,0.3,"UGA"
1996,0.684,"UKR"
1996,0.56,"ARE"
1996,0.801,"GBR"
1996,0.864,"USA"
1996,0.615,"URY"
1996,NA,"UZB"
1996,NA,"VUT"
1996,0.484,"VEN"
1996,0.427,"VNM"
1996,0.237,"YEM"
1996,0.447,"ZMB"
1996,0.463,"ZWE"
1997,0.202,"AFG"
1997,0.571,"ALB"
1997,0.458,"DZA"
1997,NA,"AND"
1997,NA,"AGO"
1997,NA,"ATG"
1997,0.67,"ARG"
1997,0.641,"ARM"
1997,0.895,"AUS"
1997,0.715,"AUT"
1997,0.616,"AZE"
1997,NA,"BHS"
1997,0.628,"BHR"
1997,0.313,"BGD"
1997,0.669,"BRB"
1997,0.648,"BLR"
1997,0.82,"BEL"
1997,0.636,"BLZ"
1997,0.248,"BEN"
1997,NA,"BTN"
1997,0.574,"BOL"
1997,NA,"BIH"
1997,0.542,"BWA"
1997,0.547,"BRA"
1997,0.633,"BRN"
1997,0.667,"BGR"
1997,NA,"BFA"
1997,0.182,"BDI"
1997,NA,"CPV"
1997,0.305,"KHM"
1997,0.347,"CMR"
1997,0.816,"CAN"
1997,0.222,"CAF"
1997,NA,"TCD"
1997,0.64,"CHL"
1997,0.457,"CHN"
1997,0.512,"COL"
1997,NA,"COM"
1997,0.458,"COG"
1997,0.29,"COD"
1997,0.567,"CRI"
1997,0.592,"HRV"
1997,0.64,"CUB"
1997,0.668,"CYP"
1997,0.699,"CZE"
1997,0.273,"CIV"
1997,0.774,"DNK"
1997,0.178,"DJI"
1997,NA,"DMA"
1997,0.537,"DOM"
1997,0.57,"ECU"
1997,0.442,"EGY"
1997,0.463,"SLV"
1997,NA,"GNQ"
1997,NA,"ERI"
1997,0.747,"EST"
1997,0.401,"SWZ"
1997,NA,"ETH"
1997,0.684,"FJI"
1997,0.762,"FIN"
1997,0.744,"FRA"
1997,0.523,"GAB"
1997,0.228,"GMB"
1997,NA,"GEO"
1997,0.775,"DEU"
1997,0.409,"GHA"
1997,0.639,"GRC"
1997,NA,"GRD"
1997,0.33,"GTM"
1997,0.158,"GIN"
1997,NA,"GNB"
1997,0.545,"GUY"
1997,0.328,"HTI"
1997,0.396,"HND"
1997,0.673,"HKG"
1997,0.706,"HUN"
1997,0.758,"ISL"
1997,0.358,"IND"
1997,0.467,"IDN"
1997,0.504,"IRN"
1997,0.396,"IRQ"
1997,0.724,"IRL"
1997,0.786,"ISR"
1997,0.678,"ITA"
1997,0.545,"JAM"
1997,0.745,"JPN"
1997,0.655,"JOR"
1997,0.66,"KAZ"
1997,0.399,"KEN"
1997,NA,"KIR"
1997,0.772,"KOR"
1997,0.572,"KWT"
1997,0.612,"KGZ"
1997,0.336,"LAO"
1997,0.645,"LVA"
1997,NA,"LBN"
1997,0.429,"LSO"
1997,NA,"LBR"
1997,0.589,"LBY"
1997,NA,"LIE"
1997,0.699,"LTU"
1997,0.668,"LUX"
1997,NA,"MDG"
1997,0.387,"MWI"
1997,0.574,"MYS"
1997,0.384,"MDV"
1997,0.136,"MLI"
1997,0.631,"MLT"
1997,NA,"MHL"
1997,0.253,"MRT"
1997,0.527,"MUS"
1997,0.523,"MEX"
1997,NA,"FSM"
1997,0.59,"MDA"
1997,0.495,"MNG"
1997,NA,"MNE"
1997,0.31,"MAR"
1997,0.191,"MOZ"
1997,0.305,"MMR"
1997,0.517,"NAM"
1997,0.315,"NPL"
1997,0.814,"NLD"
1997,0.867,"NZL"
1997,0.422,"NIC"
1997,0.105,"NER"
1997,NA,"NGA"
1997,0.841,"NOR"
1997,NA,"OMN"
1997,0.243,"PAK"
1997,NA,"PLW"
1997,NA,"PSE"
1997,0.596,"PAN"
1997,0.259,"PNG"
1997,0.499,"PRY"
1997,0.59,"PER"
1997,0.552,"PHL"
1997,0.741,"POL"
1997,0.652,"PRT"
1997,0.596,"QAT"
1997,0.628,"ROU"
1997,0.682,"RUS"
1997,0.248,"RWA"
1997,NA,"KNA"
1997,NA,"LCA"
1997,NA,"VCT"
1997,0.61,"WSM"
1997,0.379,"STP"
1997,0.535,"SAU"
1997,0.204,"SEN"
1997,0.66,"SRB"
1997,NA,"SYC"
1997,0.242,"SLE"
1997,0.6,"SGP"
1997,0.708,"SVK"
1997,0.744,"SVN"
1997,NA,"SLB"
1997,0.643,"ZAF"
1997,NA,"SSD"
1997,0.701,"ESP"
1997,0.652,"LKA"
1997,0.214,"SDN"
1997,NA,"SUR"
1997,0.845,"SWE"
1997,0.758,"CHE"
1997,0.424,"SYR"
1997,0.63,"TJK"
1997,0.288,"TZA"
1997,0.463,"THA"
1997,NA,"MKD"
1997,NA,"TLS"
1997,0.371,"TGO"
1997,0.685,"TON"
1997,0.611,"TTO"
1997,0.477,"TUN"
1997,0.442,"TUR"
1997,NA,"TKM"
1997,0.333,"UGA"
1997,0.696,"UKR"
1997,0.572,"ARE"
1997,0.809,"GBR"
1997,0.865,"USA"
1997,0.629,"URY"
1997,NA,"UZB"
1997,NA,"VUT"
1997,0.487,"VEN"
1997,0.415,"VNM"
1997,0.241,"YEM"
1997,0.452,"ZMB"
1997,0.469,"ZWE"
1998,0.213,"AFG"
1998,0.58,"ALB"
1998,0.473,"DZA"
1998,NA,"AND"
1998,NA,"AGO"
1998,NA,"ATG"
1998,0.681,"ARG"
1998,0.663,"ARM"
1998,0.895,"AUS"
1998,0.736,"AUT"
1998,0.625,"AZE"
1998,NA,"BHS"
1998,0.632,"BHR"
1998,0.324,"BGD"
1998,0.66,"BRB"
1998,0.649,"BLR"
1998,0.827,"BEL"
1998,0.645,"BLZ"
1998,0.254,"BEN"
1998,NA,"BTN"
1998,0.594,"BOL"
1998,NA,"BIH"
1998,0.554,"BWA"
1998,0.559,"BRA"
1998,0.636,"BRN"
1998,0.671,"BGR"
1998,NA,"BFA"
1998,0.183,"BDI"
1998,NA,"CPV"
1998,0.31,"KHM"
1998,0.359,"CMR"
1998,0.807,"CAN"
1998,0.229,"CAF"
1998,NA,"TCD"
1998,0.647,"CHL"
1998,0.465,"CHN"
1998,0.526,"COL"
1998,NA,"COM"
1998,0.456,"COG"
1998,0.295,"COD"
1998,0.576,"CRI"
1998,0.616,"HRV"
1998,0.647,"CUB"
1998,0.671,"CYP"
1998,0.697,"CZE"
1998,0.273,"CIV"
1998,0.784,"DNK"
1998,0.182,"DJI"
1998,NA,"DMA"
1998,0.542,"DOM"
1998,0.572,"ECU"
1998,0.438,"EGY"
1998,0.478,"SLV"
1998,NA,"GNQ"
1998,NA,"ERI"
1998,0.768,"EST"
1998,0.397,"SWZ"
1998,NA,"ETH"
1998,0.685,"FJI"
1998,0.775,"FIN"
1998,0.749,"FRA"
1998,0.531,"GAB"
1998,0.236,"GMB"
1998,NA,"GEO"
1998,0.786,"DEU"
1998,0.411,"GHA"
1998,0.659,"GRC"
1998,NA,"GRD"
1998,0.339,"GTM"
1998,0.169,"GIN"
1998,NA,"GNB"
1998,0.55,"GUY"
1998,0.333,"HTI"
1998,0.403,"HND"
1998,0.677,"HKG"
1998,0.715,"HUN"
1998,0.774,"ISL"
1998,0.365,"IND"
1998,0.485,"IDN"
1998,0.514,"IRN"
1998,0.398,"IRQ"
1998,0.799,"IRL"
1998,0.803,"ISR"
1998,0.686,"ITA"
1998,0.55,"JAM"
1998,0.741,"JPN"
1998,0.66,"JOR"
1998,0.669,"KAZ"
1998,0.402,"KEN"
1998,NA,"KIR"
1998,0.768,"KOR"
1998,0.583,"KWT"
1998,0.626,"KGZ"
1998,0.345,"LAO"
1998,0.666,"LVA"
1998,NA,"LBN"
1998,0.429,"LSO"
1998,NA,"LBR"
1998,0.6,"LBY"
1998,NA,"LIE"
1998,0.718,"LTU"
1998,0.684,"LUX"
1998,NA,"MDG"
1998,0.392,"MWI"
1998,0.594,"MYS"
1998,0.401,"MDV"
1998,0.146,"MLI"
1998,0.646,"MLT"
1998,NA,"MHL"
1998,0.266,"MRT"
1998,0.535,"MUS"
1998,0.532,"MEX"
1998,NA,"FSM"
1998,0.603,"MDA"
1998,0.508,"MNG"
1998,NA,"MNE"
1998,0.316,"MAR"
1998,0.206,"MOZ"
1998,0.31,"MMR"
1998,0.514,"NAM"
1998,0.32,"NPL"
1998,0.815,"NLD"
1998,0.869,"NZL"
1998,0.433,"NIC"
1998,0.109,"NER"
1998,NA,"NGA"
1998,0.868,"NOR"
1998,NA,"OMN"
1998,0.248,"PAK"
1998,NA,"PLW"
1998,NA,"PSE"
1998,0.607,"PAN"
1998,0.268,"PNG"
1998,0.509,"PRY"
1998,0.613,"PER"
1998,0.556,"PHL"
1998,0.756,"POL"
1998,0.661,"PRT"
1998,0.604,"QAT"
1998,0.634,"ROU"
1998,0.694,"RUS"
1998,0.243,"RWA"
1998,NA,"KNA"
1998,NA,"LCA"
1998,NA,"VCT"
1998,0.619,"WSM"
1998,0.386,"STP"
1998,0.542,"SAU"
1998,0.206,"SEN"
1998,0.666,"SRB"
1998,NA,"SYC"
1998,0.251,"SLE"
1998,0.616,"SGP"
1998,0.716,"SVK"
1998,0.761,"SVN"
1998,NA,"SLB"
1998,0.646,"ZAF"
1998,NA,"SSD"
1998,0.704,"ESP"
1998,0.661,"LKA"
1998,0.222,"SDN"
1998,NA,"SUR"
1998,0.874,"SWE"
1998,0.776,"CHE"
1998,0.427,"SYR"
1998,0.625,"TJK"
1998,0.297,"TZA"
1998,0.485,"THA"
1998,NA,"MKD"
1998,NA,"TLS"
1998,0.379,"TGO"
1998,0.684,"TON"
1998,0.619,"TTO"
1998,0.496,"TUN"
1998,0.459,"TUR"
1998,NA,"TKM"
1998,0.365,"UGA"
1998,0.708,"UKR"
1998,0.585,"ARE"
1998,0.816,"GBR"
1998,0.866,"USA"
1998,0.643,"URY"
1998,NA,"UZB"
1998,NA,"VUT"
1998,0.492,"VEN"
1998,0.455,"VNM"
1998,0.244,"YEM"
1998,0.457,"ZMB"
1998,0.475,"ZWE"
1999,0.224,"AFG"
1999,0.586,"ALB"
1999,0.487,"DZA"
1999,NA,"AND"
1999,0.276,"AGO"
1999,NA,"ATG"
1999,0.715,"ARG"
1999,0.67,"ARM"
1999,0.895,"AUS"
1999,0.727,"AUT"
1999,0.633,"AZE"
1999,NA,"BHS"
1999,0.635,"BHR"
1999,0.334,"BGD"
1999,0.678,"BRB"
1999,0.658,"BLR"
1999,0.825,"BEL"
1999,0.654,"BLZ"
1999,0.262,"BEN"
1999,NA,"BTN"
1999,0.616,"BOL"
1999,NA,"BIH"
1999,0.572,"BWA"
1999,0.572,"BRA"
1999,0.647,"BRN"
1999,0.676,"BGR"
1999,NA,"BFA"
1999,0.183,"BDI"
1999,NA,"CPV"
1999,0.305,"KHM"
1999,0.349,"CMR"
1999,0.805,"CAN"
1999,0.236,"CAF"
1999,NA,"TCD"
1999,0.664,"CHL"
1999,0.473,"CHN"
1999,0.529,"COL"
1999,NA,"COM"
1999,0.455,"COG"
1999,0.3,"COD"
1999,0.584,"CRI"
1999,0.639,"HRV"
1999,0.655,"CUB"
1999,0.674,"CYP"
1999,0.719,"CZE"
1999,0.287,"CIV"
1999,0.809,"DNK"
1999,0.186,"DJI"
1999,NA,"DMA"
1999,0.548,"DOM"
1999,0.575,"ECU"
1999,0.461,"EGY"
1999,0.481,"SLV"
1999,NA,"GNQ"
1999,NA,"ERI"
1999,0.783,"EST"
1999,0.393,"SWZ"
1999,NA,"ETH"
1999,0.686,"FJI"
1999,0.787,"FIN"
1999,0.757,"FRA"
1999,0.538,"GAB"
1999,0.245,"GMB"
1999,NA,"GEO"
1999,0.793,"DEU"
1999,0.416,"GHA"
1999,0.659,"GRC"
1999,NA,"GRD"
1999,0.349,"GTM"
1999,0.18,"GIN"
1999,NA,"GNB"
1999,0.556,"GUY"
1999,0.339,"HTI"
1999,0.411,"HND"
1999,0.682,"HKG"
1999,0.727,"HUN"
1999,0.778,"ISL"
1999,0.372,"IND"
1999,0.504,"IDN"
1999,0.524,"IRN"
1999,0.401,"IRQ"
1999,0.81,"IRL"
1999,0.82,"ISR"
1999,0.694,"ITA"
1999,0.555,"JAM"
1999,0.747,"JPN"
1999,0.666,"JOR"
1999,0.678,"KAZ"
1999,0.405,"KEN"
1999,NA,"KIR"
1999,0.778,"KOR"
1999,0.595,"KWT"
1999,0.646,"KGZ"
1999,0.35,"LAO"
1999,0.688,"LVA"
1999,NA,"LBN"
1999,0.428,"LSO"
1999,0.354,"LBR"
1999,0.61,"LBY"
1999,NA,"LIE"
1999,0.74,"LTU"
1999,0.712,"LUX"
1999,NA,"MDG"
1999,0.395,"MWI"
1999,0.603,"MYS"
1999,0.419,"MDV"
1999,0.159,"MLI"
1999,0.647,"MLT"
1999,NA,"MHL"
1999,0.274,"MRT"
1999,0.542,"MUS"
1999,0.538,"MEX"
1999,NA,"FSM"
1999,0.615,"MDA"
1999,0.518,"MNG"
1999,NA,"MNE"
1999,0.331,"MAR"
1999,0.22,"MOZ"
1999,0.315,"MMR"
1999,0.506,"NAM"
1999,0.325,"NPL"
1999,0.813,"NLD"
1999,0.864,"NZL"
1999,0.445,"NIC"
1999,0.112,"NER"
1999,NA,"NGA"
1999,0.876,"NOR"
1999,NA,"OMN"
1999,0.254,"PAK"
1999,NA,"PLW"
1999,NA,"PSE"
1999,0.617,"PAN"
1999,0.273,"PNG"
1999,0.52,"PRY"
1999,0.636,"PER"
1999,0.565,"PHL"
1999,0.77,"POL"
1999,0.652,"PRT"
1999,0.611,"QAT"
1999,0.648,"ROU"
1999,0.705,"RUS"
1999,0.262,"RWA"
1999,NA,"KNA"
1999,NA,"LCA"
1999,NA,"VCT"
1999,0.627,"WSM"
1999,0.394,"STP"
1999,0.549,"SAU"
1999,0.208,"SEN"
1999,0.671,"SRB"
1999,NA,"SYC"
1999,0.26,"SLE"
1999,0.633,"SGP"
1999,0.713,"SVK"
1999,0.788,"SVN"
1999,0.35,"SLB"
1999,0.649,"ZAF"
1999,NA,"SSD"
1999,0.709,"ESP"
1999,0.67,"LKA"
1999,0.23,"SDN"
1999,NA,"SUR"
1999,0.878,"SWE"
1999,0.789,"CHE"
1999,0.43,"SYR"
1999,0.621,"TJK"
1999,0.306,"TZA"
1999,0.501,"THA"
1999,NA,"MKD"
1999,NA,"TLS"
1999,0.387,"TGO"
1999,0.684,"TON"
1999,0.626,"TTO"
1999,0.513,"TUN"
1999,0.477,"TUR"
1999,NA,"TKM"
1999,0.398,"UGA"
1999,0.715,"UKR"
1999,0.597,"ARE"
1999,0.828,"GBR"
1999,0.863,"USA"
1999,0.648,"URY"
1999,NA,"UZB"
1999,NA,"VUT"
1999,0.502,"VEN"
1999,0.464,"VNM"
1999,0.249,"YEM"
1999,0.463,"ZMB"
1999,0.481,"ZWE"
2000,0.235,"AFG"
2000,0.588,"ALB"
2000,0.5,"DZA"
2000,0.524,"AND"
2000,0.288,"AGO"
2000,NA,"ATG"
2000,0.736,"ARG"
2000,0.667,"ARM"
2000,0.895,"AUS"
2000,0.731,"AUT"
2000,0.64,"AZE"
2000,0.7,"BHS"
2000,0.643,"BHR"
2000,0.344,"BGD"
2000,0.69,"BRB"
2000,0.668,"BLR"
2000,0.833,"BEL"
2000,0.663,"BLZ"
2000,0.273,"BEN"
2000,NA,"BTN"
2000,0.63,"BOL"
2000,0.557,"BIH"
2000,0.583,"BWA"
2000,0.584,"BRA"
2000,0.647,"BRN"
2000,0.677,"BGR"
2000,0.139,"BFA"
2000,0.187,"BDI"
2000,0.436,"CPV"
2000,0.319,"KHM"
2000,0.36,"CMR"
2000,0.805,"CAN"
2000,0.243,"CAF"
2000,0.182,"TCD"
2000,0.672,"CHL"
2000,0.481,"CHN"
2000,0.534,"COL"
2000,NA,"COM"
2000,0.454,"COG"
2000,0.305,"COD"
2000,0.593,"CRI"
2000,0.656,"HRV"
2000,0.663,"CUB"
2000,0.676,"CYP"
2000,0.741,"CZE"
2000,0.297,"CIV"
2000,0.809,"DNK"
2000,0.188,"DJI"
2000,0.595,"DMA"
2000,0.554,"DOM"
2000,0.577,"ECU"
2000,0.468,"EGY"
2000,0.495,"SLV"
2000,0.402,"GNQ"
2000,NA,"ERI"
2000,0.808,"EST"
2000,0.386,"SWZ"
2000,0.169,"ETH"
2000,0.686,"FJI"
2000,0.803,"FIN"
2000,0.762,"FRA"
2000,0.545,"GAB"
2000,0.254,"GMB"
2000,0.717,"GEO"
2000,0.824,"DEU"
2000,0.427,"GHA"
2000,0.672,"GRC"
2000,NA,"GRD"
2000,0.358,"GTM"
2000,0.191,"GIN"
2000,NA,"GNB"
2000,0.561,"GUY"
2000,0.345,"HTI"
2000,0.418,"HND"
2000,0.686,"HKG"
2000,0.736,"HUN"
2000,0.789,"ISL"
2000,0.379,"IND"
2000,0.518,"IDN"
2000,0.53,"IRN"
2000,0.411,"IRQ"
2000,0.817,"IRL"
2000,0.82,"ISR"
2000,0.7,"ITA"
2000,0.548,"JAM"
2000,0.754,"JPN"
2000,0.671,"JOR"
2000,0.692,"KAZ"
2000,0.408,"KEN"
2000,0.516,"KIR"
2000,0.787,"KOR"
2000,0.595,"KWT"
2000,0.657,"KGZ"
2000,0.352,"LAO"
2000,0.707,"LVA"
2000,NA,"LBN"
2000,0.45,"LSO"
2000,0.408,"LBR"
2000,0.621,"LBY"
2000,0.716,"LIE"
2000,0.762,"LTU"
2000,0.717,"LUX"
2000,0.399,"MDG"
2000,0.378,"MWI"
2000,0.619,"MYS"
2000,0.43,"MDV"
2000,0.168,"MLI"
2000,0.648,"MLT"
2000,NA,"MHL"
2000,0.279,"MRT"
2000,0.546,"MUS"
2000,0.548,"MEX"
2000,0.441,"FSM"
2000,0.617,"MDA"
2000,0.534,"MNG"
2000,NA,"MNE"
2000,0.348,"MAR"
2000,0.236,"MOZ"
2000,0.319,"MMR"
2000,0.51,"NAM"
2000,0.33,"NPL"
2000,0.821,"NLD"
2000,0.869,"NZL"
2000,0.457,"NIC"
2000,0.116,"NER"
2000,NA,"NGA"
2000,0.888,"NOR"
2000,0.475,"OMN"
2000,0.259,"PAK"
2000,0.761,"PLW"
2000,NA,"PSE"
2000,0.627,"PAN"
2000,0.284,"PNG"
2000,0.524,"PRY"
2000,0.636,"PER"
2000,0.568,"PHL"
2000,0.777,"POL"
2000,0.661,"PRT"
2000,0.613,"QAT"
2000,0.654,"ROU"
2000,0.724,"RUS"
2000,0.276,"RWA"
2000,NA,"KNA"
2000,0.586,"LCA"
2000,0.608,"VCT"
2000,0.627,"WSM"
2000,0.402,"STP"
2000,0.555,"SAU"
2000,0.213,"SEN"
2000,0.677,"SRB"
2000,0.588,"SYC"
2000,0.27,"SLE"
2000,0.649,"SGP"
2000,0.712,"SVK"
2000,0.795,"SVN"
2000,0.336,"SLB"
2000,0.652,"ZAF"
2000,NA,"SSD"
2000,0.715,"ESP"
2000,0.679,"LKA"
2000,0.238,"SDN"
2000,NA,"SUR"
2000,0.881,"SWE"
2000,0.803,"CHE"
2000,0.433,"SYR"
2000,0.624,"TJK"
2000,0.314,"TZA"
2000,0.517,"THA"
2000,0.544,"MKD"
2000,0.364,"TLS"
2000,0.395,"TGO"
2000,0.671,"TON"
2000,0.634,"TTO"
2000,0.526,"TUN"
2000,0.493,"TUR"
2000,NA,"TKM"
2000,0.43,"UGA"
2000,0.717,"UKR"
2000,0.609,"ARE"
2000,0.836,"GBR"
2000,0.854,"USA"
2000,0.661,"URY"
2000,0.601,"UZB"
2000,NA,"VUT"
2000,0.503,"VEN"
2000,0.474,"VNM"
2000,0.258,"YEM"
2000,0.468,"ZMB"
2000,0.488,"ZWE"
2001,0.247,"AFG"
2001,0.589,"ALB"
2001,0.513,"DZA"
2001,0.538,"AND"
2001,0.3,"AGO"
2001,NA,"ATG"
2001,0.756,"ARG"
2001,0.657,"ARM"
2001,0.896,"AUS"
2001,0.754,"AUT"
2001,0.647,"AZE"
2001,0.702,"BHS"
2001,0.645,"BHR"
2001,0.355,"BGD"
2001,0.69,"BRB"
2001,0.677,"BLR"
2001,0.838,"BEL"
2001,0.668,"BLZ"
2001,0.294,"BEN"
2001,NA,"BTN"
2001,0.631,"BOL"
2001,0.565,"BIH"
2001,0.59,"BWA"
2001,0.597,"BRA"
2001,0.647,"BRN"
2001,0.69,"BGR"
2001,0.142,"BFA"
2001,0.186,"BDI"
2001,0.435,"CPV"
2001,0.337,"KHM"
2001,0.396,"CMR"
2001,0.814,"CAN"
2001,0.249,"CAF"
2001,0.19,"TCD"
2001,0.684,"CHL"
2001,0.487,"CHN"
2001,0.537,"COL"
2001,NA,"COM"
2001,0.452,"COG"
2001,0.315,"COD"
2001,0.597,"CRI"
2001,0.677,"HRV"
2001,0.67,"CUB"
2001,0.684,"CYP"
2001,0.762,"CZE"
2001,0.305,"CIV"
2001,0.842,"DNK"
2001,0.203,"DJI"
2001,0.597,"DMA"
2001,0.56,"DOM"
2001,0.581,"ECU"
2001,0.476,"EGY"
2001,0.505,"SLV"
2001,0.407,"GNQ"
2001,NA,"ERI"
2001,0.822,"EST"
2001,0.38,"SWZ"
2001,0.187,"ETH"
2001,0.686,"FJI"
2001,0.814,"FIN"
2001,0.763,"FRA"
2001,0.551,"GAB"
2001,0.264,"GMB"
2001,0.721,"GEO"
2001,0.842,"DEU"
2001,0.419,"GHA"
2001,0.69,"GRC"
2001,NA,"GRD"
2001,0.368,"GTM"
2001,0.203,"GIN"
2001,NA,"GNB"
2001,0.565,"GUY"
2001,0.351,"HTI"
2001,0.426,"HND"
2001,0.701,"HKG"
2001,0.749,"HUN"
2001,0.796,"ISL"
2001,0.382,"IND"
2001,0.524,"IDN"
2001,0.544,"IRN"
2001,0.426,"IRQ"
2001,0.826,"IRL"
2001,0.827,"ISR"
2001,0.712,"ITA"
2001,0.576,"JAM"
2001,0.759,"JPN"
2001,0.679,"JOR"
2001,0.711,"KAZ"
2001,0.416,"KEN"
2001,0.556,"KIR"
2001,0.794,"KOR"
2001,0.592,"KWT"
2001,0.669,"KGZ"
2001,0.354,"LAO"
2001,0.742,"LVA"
2001,NA,"LBN"
2001,0.456,"LSO"
2001,0.407,"LBR"
2001,0.631,"LBY"
2001,0.728,"LIE"
2001,0.783,"LTU"
2001,0.725,"LUX"
2001,0.404,"MDG"
2001,0.388,"MWI"
2001,0.613,"MYS"
2001,0.438,"MDV"
