"iso3c","year","corr","burreau","demAcc","lawOrder"
"BWA",2015,"4","2","3.5","3.5"
"BWA",2016,"4","2","3.5","3.5"
"BWA",2017,"3.66666666666667","2","3.5","3.5"
"CAN",1984,"6","4","5.91666666666667","6"
"CAN",1985,"6","4","6","6"
"CAN",1986,"6","4","6","6"
"CAN",1987,"6","4","6","6"
"CAN",1988,"6","4","6","6"
"CAN",1989,"6","4","6","6"
"CAN",1990,"6","4","6","6"
"CAN",1991,"6","4","6","6"
"CAN",1992,"6","4","6","6"
"CAN",1993,"6","4","6","6"
"CAN",1994,"6","4","6","6"
"CAN",1995,"6","4","6","6"
"CAN",1996,"6","4","6","6"
"CAN",1997,"6","4","6","6"
"CAN",1998,"6","4","6","6"
"CAN",1999,"6","4","6","6"
"CAN",2000,"6","4","6","6"
"CAN",2001,"5.83333333333333","4","6","6"
"CAN",2002,"4.5","4","6","6"
"CAN",2003,"4.5","4","6","6"
"CAN",2004,"4.16666666666667","4","6","6"
"CAN",2005,"5.04166666666667","4","6","6"
"CAN",2006,"5","4","6","6"
"CAN",2007,"5.00","4.00","6.00","6.00"
"CAN",2008,"5","4","6","6"
"CAN",2009,"5","4","6","5.58333333333333"
"CAN",2010,"5","4","5.5","5.5"
"CAN",2011,"5","4","5.5","5.5"
"CAN",2012,"5","4","6","5.5"
"CAN",2013,"5","4","6","5.5"
"CAN",2014,"5","4","6","5.5"
"CAN",2015,"5","4","6","5.5"
"CAN",2016,"5","4","6","5.5"
"CAN",2017,"5","4","6","5.5"
"CHE",1984,"6","4","6","6"
"CHE",1985,"6","4","6","6"
"CHE",1986,"6","4","6","6"
"CHE",1987,"6","4","6","6"
"CHE",1988,"6","4","6","6"
"CHE",1989,"6","4","6","6"
"CHE",1990,"6","4","6","6"
"CHE",1991,"6","4","6","6"
"CHE",1992,"6","4","6","6"
"CHE",1993,"6","4","6","6"
"CHE",1994,"6","4","6","6"
"CHE",1995,"6","4","6","6"
"CHE",1996,"5.5","4","6","6"
"CHE",1997,"5","4","6","6"
"CHE",1998,"5","4","6","6"
"CHE",1999,"5","4","6","6"
"CHE",2000,"5","4","6","6"
"CHE",2001,"4.875","4","6","5.83333333333333"
"CHE",2002,"4.5","4","6","5"
"CHE",2003,"4.5","4","6","5"
"CHE",2004,"4.5","4","6","5"
"CHE",2005,"4.5","4","6","5"
"CHE",2006,"4.5","4","6","5"
"CHE",2007,"4.50","4.00","6.00","5.00"
"CHE",2008,"4.5","4","6","5"
"CHE",2009,"4.5","4","6","5"
"CHE",2010,"4.5","4","6","5"
"CHE",2011,"4.5","4","6","5"
"CHE",2012,"4.83333333333333","4","6","5"
"CHE",2013,"5","4","6","5"
"CHE",2014,"5","4","6","5"
"CHE",2015,"5","4","6","5"
"CHE",2016,"5","4","6","5"
"CHE",2017,"5","4","6","5"
"CHL",1984,"3.33333333333333","2.58333333333333","2","4"
"CHL",1985,"3","2","2.5","4"
"CHL",1986,"3","2","3.25","4"
"CHL",1987,"3","2","3","4"
"CHL",1988,"3","2","3","4"
"CHL",1989,"3","2","3","4"
"CHL",1990,"3","2","3","4"
"CHL",1991,"3","2","3","4"
"CHL",1992,"3","2","3","4"
"CHL",1993,"3","2","3.83333333333333","4"
"CHL",1994,"3","2","4.75","4.75"
"CHL",1995,"3","2","5","5"
"CHL",1996,"3.83333333333333","2.41666666666667","5","5"
"CHL",1997,"4","3","4.58333333333333","5"
"CHL",1998,"4","3","4","5"
"CHL",1999,"4","3","4","5"
"CHL",2000,"4","3","4","5"
"CHL",2001,"4","3","4","5"
"CHL",2002,"4","3","4","5"
"CHL",2003,"2.70833333333333","3","4","5"
"CHL",2004,"2.5","3","4","5"
"CHL",2005,"4.5","3","4.5","5"
"CHL",2006,"4.5","3","5","5"
"CHL",2007,"4.50","3.00","5.00","5.00"
"CHL",2008,"4.5","3","5","5"
"CHL",2009,"4.5","3","5","5"
"CHL",2010,"4.5","3","5","4.58333333333333"
"CHL",2011,"4.5","3","5","4.5"
"CHL",2012,"4.5","3","5","4.5"
"CHL",2013,"4.5","3","5","4.5"
"CHL",2014,"4.5","3","5","4.5"
"CHL",2015,"4.5","3","5","4.5"
"CHL",2016,"4.5","3","5","4.5"
"CHL",2017,"4.16666666666667","3","5","4.5"
"CHN",1984,"4","1.85714285714286","4","2.85714285714286"
"CHN",1985,"4","2","4","3"
"CHN",1986,"3.16666666666667","2","4","3"
"CHN",1987,"3.16666666666667","2","4","3"
"CHN",1988,"4","2","4","3"
"CHN",1989,"4","2","4","3"
"CHN",1990,"4","2","3.33333333333333","3"
"CHN",1991,"4","2","3","3"
"CHN",1992,"4.5","2.41666666666667","3","4.16666666666667"
"CHN",1993,"4.5","2","2.5","5"
"CHN",1994,"4","2","2","5"
"CHN",1995,"4","2.66666666666667","2","5"
"CHN",1996,"2","2.5","2","5"
"CHN",1997,"2","2","1.5","5"
"CHN",1998,"2","2","1","5"
"CHN",1999,"2","2","1","5"
"CHN",2000,"1.08333333333333","2","1","4.75"
"CHN",2001,"1","2","1","4"
"CHN",2002,"1","2","1","4.5"
"CHN",2003,"1.91666666666667","2","1","4.5"
"CHN",2004,"2","2","1","4.5"
"CHN",2005,"2","2","1","4.5"
"CHN",2006,"1.875","2","1","4.5"
"CHN",2007,"2.13","2.00","1.21","4.50"
"CHN",2008,"2.5","2","1.5","4.5"
"CHN",2009,"2.5","2","1.5","4.5"
"CHN",2010,"2","2","1.5","4.08333333333333"
"CHN",2011,"2","2","1.5","3.625"
"CHN",2012,"2","2","1.5","3.5"
"CHN",2013,"2","2","1.5","3.5"
"CHN",2014,"2","2","1.5","3.5"
"CHN",2015,"2","2","1.5","3.5"
"CHN",2016,"2","2","1.5","3.5"
"CHN",2017,"2","2","1.5","3.5"
"CIV",1984,"2.25","3","3","3.66666666666667"
"CIV",1985,"3","3","3","4"
"CIV",1986,"3","3","3","4"
"CIV",1987,"3","3","3","4"
"CIV",1988,"3","3","3","4"
"CIV",1989,"3","3","3","4"
"CIV",1990,"3","3","3","2.58333333333333"
"CIV",1991,"3.83333333333333","3","3","3"
"CIV",1992,"4","3","3","3"
"CIV",1993,"4","3","3","3"
"CIV",1994,"4","3","3","3"
"CIV",1995,"4","3","3","3"
"CIV",1996,"3","3","3","3"
"CIV",1997,"2","2.58333333333333","3","3"
"CIV",1998,"2","2","3","3"
"CIV",1999,"2","2","3","3"
"CIV",2000,"2.08333333333333","0.166666666666667","2.25","3"
"CIV",2001,"3","0","1","2.83333333333333"
"CIV",2002,"3","0","1.25","2.5"
"CIV",2003,"3","0","1.75","2.5"
"CIV",2004,"2.5","0","2","2.5"
"CIV",2005,"1.5","0","2","2.5"
"CIV",2006,"1.5","0","2","2.5"
"CIV",2007,"1.54","0.00","2.00","2.50"
"CIV",2008,"2.41666666666667","0","2","2.5"
"CIV",2009,"2.5","0","2","2.5"
"CIV",2010,"2.125","0","2.16666666666667","2.5"
"CIV",2011,"2","0","3","2.5"
"CIV",2012,"1.66666666666667","0","2.83333333333333","2.5"
"CIV",2013,"1.5","0","2.5","2.5"
"CIV",2014,"1.58333333333333","0","2.5","2.5"
"CIV",2015,"2","0","2.5","2.5"
"CIV",2016,"2","0","3.16666666666667","2.5"
"CIV",2017,"2","0","4","2.5"
"CMR",1984,"2","2.41666666666667","2","2.5"
"CMR",1985,"2","3","2.75","3"
"CMR",1986,"2","3","3","3"
"CMR",1987,"2","3","3","3"
"CMR",1988,"2","3","3","3"
"CMR",1989,"2","3","3","3"
"CMR",1990,"3","3","3","3"
"CMR",1991,"3","3","2.5","2.66666666666667"
"CMR",1992,"3","3","2","2"
"CMR",1993,"3","3","2","2"
"CMR",1994,"3","3","2","2.5"
"CMR",1995,"3","3","2.5","3"
"CMR",1996,"3","3","3","3"
"CMR",1997,"2.5","2.16666666666667","2.5","3"
"CMR",1998,"2","1","2","3"
"CMR",1999,"2","1","2","3"
"CMR",2000,"2","1","2","2.25"
"CMR",2001,"2","1","2","2"
"CMR",2002,"2","1","2","2"
"CMR",2003,"2","1","2","2"
"CMR",2004,"2","1","2.66666666666667","2"
"CMR",2005,"2","1","3.5","2"
"CMR",2006,"2.41666666666667","1","3.5","2.41666666666667"
"CMR",2007,"3.29","1.00","3.50","2.08"
"CMR",2008,"3.70833333333333","1.33333333333333","3.08333333333333","2"
"CMR",2009,"3.75","1.5","2.875","2"
"CMR",2010,"2.75","1.5","2.5","2"
"CMR",2011,"2.5","1.5","2.5","2"
"CMR",2012,"2.16666666666667","1.5","2.5","2"
"CMR",2013,"2","1.5","2.16666666666667","2"
"CMR",2014,"2","1.5","2","2"
"CMR",2015,"2","1.5","2","2"
"CMR",2016,"2","1.5","2","2"
"CMR",2017,"1.66666666666667","1.5","2","2"
"COD",1984,"0","0","1","1"
"COD",1985,"0","0.25","1","1"
"COD",1986,"0","1","1","1"
"COD",1987,"0","1","1","1"
"COD",1988,"0","1","1","1"
"COD",1989,"0","1","1","1"
"COD",1990,"0","1","1","1"
"COD",1991,"0","1","1","0.916666666666667"
"COD",1992,"0","1","1","0"
"COD",1993,"0","1","1.75","0.75"
"COD",1994,"0","1","2","1"
"COD",1995,"0","1","2.66666666666667","1"
"COD",1996,"0","1","3","1"
"COD",1997,"1.08333333333333","0.583333333333333","1.58333333333333","1.41666666666667"
"COD",1998,"1.66666666666667","0","0.666666666666667","1.66666666666667"
"COD",1999,"1","0","1","1"
"COD",2000,"1","0","1","1"
"COD",2001,"1","0","1","1"
"COD",2002,"1","0","1","1"
"COD",2003,"1","0","1","1"
"COD",2004,"1","0","1","1"
"COD",2005,"1","0","1.04166666666667","1"
"COD",2006,"1","0","2","1"
"COD",2007,"1.00","0.00","2.00","1.00"
"COD",2008,"1","0","2","1"
"COD",2009,"1.20833333333333","0","2","1"
"COD",2010,"1.5","0","2","1"
"COD",2011,"1.5","0","2","1"
"COD",2012,"1.5","0","2","1"
"COD",2013,"1.5","0","2","1"
"COD",2014,"1.5","0","2","1"
"COD",2015,"1.5","0","2","1"
"COD",2016,"1.5","0","2","1"
"COD",2017,"1.16666666666667","0","2","1"
"COG",1984,NA,NA,NA,NA
"COG",1985,"3","1","4","2"
"COG",1986,"3","1","4","2"
"COG",1987,"3","1","4","2"
"COG",1988,"3","1","4","2"
"COG",1989,"3","1","4","2"
"COG",1990,"3","1","3","2"
"COG",1991,"3","1","3","2"
"COG",1992,"3","1","3","2"
"COG",1993,"3","1","3","2"
"COG",1994,"3","1","3","2.41666666666667"
"COG",1995,"3","1","3.25","3"
"COG",1996,"3","1","4","3"
"COG",1997,"3.08333333333333","1","3.58333333333333","2.66666666666667"
"COG",1998,"4","1","1","1"
"COG",1999,"4","1","1","1"
"COG",2000,"4","1","1","1.75"
"COG",2001,"4","1","1","2"
"COG",2002,"3","1","2.5","2"
"COG",2003,"2","1","3","2"
"COG",2004,"2","1","3","2"
"COG",2005,"2","1","3","2"
"COG",2006,"2","1","3","2"
"COG",2007,"2.00","1.00","3.00","2.00"
"COG",2008,"2","1","3","2"
"COG",2009,"2","1","3","2"
"COG",2010,"2","1","3","2"
"COG",2011,"2","1","3","2"
"COG",2012,"1.66666666666667","1","3","2"
"COG",2013,"1.5","1","3","2"
"COG",2014,"1.5","1","3","2"
"COG",2015,"1.5","1","3","2"
"COG",2016,"1.5","1","3","2"
"COG",2017,"1.16666666666667","1","2.54166666666667","2"
"COL",1984,"3","3","4","1.66666666666667"
"COL",1985,"3","3","4","1"
"COL",1986,"3","3","4","1"
"COL",1987,"3","3","4","1"
"COL",1988,"3","3","4","1"
"COL",1989,"3","3","4","1"
"COL",1990,"3","3","4","1"
"COL",1991,"3","3","4","1"
"COL",1992,"3","3","4","1"
"COL",1993,"3","3","4","1"
"COL",1994,"3","3","4","1.83333333333333"
"COL",1995,"3","3","4","2"
"COL",1996,"2.41666666666667","3","3.41666666666667","2"
"COL",1997,"1.58333333333333","2","3","2"
"COL",1998,"1.5","2","3","2"
"COL",1999,"2","2","3","2"
"COL",2000,"2","2","3","1.16666666666667"
"COL",2001,"2","2","3","1"
"COL",2002,"2.58333333333333","2","3","1"
"COL",2003,"3","2","3","1"
"COL",2004,"3","2","4","1"
"COL",2005,"3","2","4.5","1"
"COL",2006,"2.83333333333333","2","4.5","1.29166666666667"
"COL",2007,"2.50","2.00","4.50","1.50"
"COL",2008,"2.58333333333333","2","4.5","1.95833333333333"
"COL",2009,"3","2","4.5","2"
"COL",2010,"3","2","4.5","2"
"COL",2011,"3","2","4.5","2"
"COL",2012,"2.66666666666667","2","4.5","2"
"COL",2013,"2.5","2","4.5","2"
"COL",2014,"2.5","2","4.5","2"
"COL",2015,"2.5","2","4.5","2"
"COL",2016,"2.5","2","4.5","2"
"COL",2017,"2.5","2","4.5","2"
"CRI",1984,"5","2","5","4"
"CRI",1985,"5","2","5","4"
"CRI",1986,"5","2","5","4"
"CRI",1987,"5","2","5","4"
"CRI",1988,"5","2","5","4"
"CRI",1989,"5","2","5","4"
"CRI",1990,"5","2","5","4"
"CRI",1991,"5","2","5","4"
"CRI",1992,"5","2.41666666666667","5","4"
"CRI",1993,"5","2","5","4"
"CRI",1994,"5","2","5","4"
"CRI",1995,"5","2","5","4"
"CRI",1996,"5","2","5","4"
"CRI",1997,"5","2","5","4"
"CRI",1998,"5","2","5","4"
"CRI",1999,"5","2","5","4"
"CRI",2000,"5","2","5","4"
"CRI",2001,"4.5","2","5","4"
"CRI",2002,"2.95833333333333","2","5.45833333333333","4"
"CRI",2003,"2.5","2","5.5","4"
"CRI",2004,"2.5","2","5.5","4"
"CRI",2005,"2.16666666666667","2","5.5","4"
"CRI",2006,"1.5","2","5.5","4"
"CRI",2007,"2.00","2.00","5.50","4.00"
"CRI",2008,"2","2","5.5","3.5"
"CRI",2009,"2","2","5.5","3.5"
"CRI",2010,"2","2","5.5","3.5"
"CRI",2011,"2","2","5.5","3.16666666666667"
"CRI",2012,"2.33333333333333","2","5.5","3"
"CRI",2013,"2.5","2","5.5","3"
"CRI",2014,"2.54166666666667","2","5.5","3"
"CRI",2015,"3","2","5.5","3"
"CRI",2016,"3","2","5.5","3"
"CRI",2017,"3.16666666666667","2","5.5","2.5"
"CUB",1984,NA,NA,NA,NA
"CUB",1985,"3","2","4","5"
"CUB",1986,"3","2","4","5"
"CUB",1987,"3","2","4","5"
"CUB",1988,"3","2","4","5"
"CUB",1989,"3","2","3.58333333333333","5"
"CUB",1990,"2.91666666666667","2","3","5"
"CUB",1991,"3","2","3","5"
"CUB",1992,"3","2","3","5"
"CUB",1993,"3","2","3","5"
"CUB",1994,"3","2","3","5"
"CUB",1995,"3","2","3","5"
"CUB",1996,"3","1","3","5"
"CUB",1997,"2.66666666666667","1.41666666666667","1.58333333333333","5"
"CUB",1998,"2","2","0","5"
"CUB",1999,"2","2","0","4.16666666666667"
"CUB",2000,"2","2","0","4"
"CUB",2001,"2.29166666666667","2","0","4"
"CUB",2002,"2.5","2","0","4"
"CUB",2003,"2.5","2","0","4"
"CUB",2004,"2.5","2","0","4"
"CUB",2005,"2.5","2","0","4"
"CUB",2006,"2.5","2","0","4"
"CUB",2007,"2.50","2.00","0.00","4.00"
"CUB",2008,"2.5","2","0","3.08333333333333"
"CUB",2009,"2.5","2","0","3"
"CUB",2010,"2.875","2","0","3"
"CUB",2011,"3","2","0","3"
"CUB",2012,"2.66666666666667","2","0","3"
"CUB",2013,"2.5","2","0","3"
"CUB",2014,"2.5","2","0","3"
"CUB",2015,"2.5","2","0","3"
"CUB",2016,"2.5","2","0","3"
"CUB",2017,"2.83333333333333","2","0","3"
"CYP",1984,NA,NA,NA,NA
"CYP",1985,"3","3","3","2"
"CYP",1986,"3","3","3","2"
"CYP",1987,"3","3","3","2"
"CYP",1988,"3","3","3","2.58333333333333"
"CYP",1989,"3","3","3","3"
"CYP",1990,"3","3","3","3.91666666666667"
"CYP",1991,"3.58333333333333","3","3","4"
"CYP",1992,"4.5","3.25","3.5","5"
"CYP",1993,"5","3.5","4.75","5"
"CYP",1994,"5","3.5","5","5"
"CYP",1995,"5","3.5","5","5"
"CYP",1996,"5","3.5","5.58333333333333","5"
"CYP",1997,"5","3.70833333333333","6","5"
"CYP",1998,"4.83333333333333","4","6","5"
"CYP",1999,"4","4","6","5"
"CYP",2000,"4","4","6","5"
"CYP",2001,"4","4","6","5"
"CYP",2002,"4","4","6","5"
"CYP",2003,"4","4","6","5"
"CYP",2004,"4","4","6","5"
"CYP",2005,"4","4","6","5"
"CYP",2006,"4","4","6","5"
"CYP",2007,"4.00","4.00","6.00","5.00"
"CYP",2008,"4","4","6","5"
"CYP",2009,"4","4","6","5"
"CYP",2010,"4","4","6","5"
"CYP",2011,"4","4","6","5"
"CYP",2012,"4","4","6","5"
"CYP",2013,"4","4","6","5"
"CYP",2014,"4","4","6","5"
"CYP",2015,"4","4","6","5"
"CYP",2016,"4","4","6","5"
"CYP",2017,"3.66666666666667","4","6","5"
"CZE",1984,NA,NA,NA,NA
"CZE",1985,NA,NA,NA,NA
"CZE",1986,NA,NA,NA,NA
"CZE",1987,NA,NA,NA,NA
"CZE",1988,NA,NA,NA,NA
"CZE",1989,NA,NA,NA,NA
"CZE",1990,NA,NA,NA,NA
"CZE",1991,NA,NA,NA,NA
"CZE",1992,NA,NA,NA,NA
"CZE",1993,"4.66666666666667","3","5","5"
"CZE",1994,"4","3","5","5.75"
"CZE",1995,"4","3","5","6"
"CZE",1996,"4","3","5.58333333333333","6"
"CZE",1997,"4","3","6","5.91666666666667"
"CZE",1998,"4","3","5","5"
"CZE",1999,"4","3","5","5"
"CZE",2000,"4","3","5","5"
"CZE",2001,"3.83333333333333","3","5","5"
"CZE",2002,"2.875","3","5","5"
"CZE",2003,"2.5","3","5","5"
"CZE",2004,"2.5","3","5.25","5"
"CZE",2005,"2.5","3","5.5","5"
"CZE",2006,"2.5","3","5.5","5"
"CZE",2007,"2.50","3.00","5.50","5.00"
"CZE",2008,"2.5","3","5.5","5"
"CZE",2009,"2.5","3","5.5","5"
"CZE",2010,"2.5","3","5.5","5"
"CZE",2011,"2.5","3","5.5","5"
"CZE",2012,"2.5","3","5.5","5"
"CZE",2013,"2.5","3","5.5","5"
"CZE",2014,"2.54166666666667","3","5.5","5"
"CZE",2015,"3","3","5.5","5"
"CZE",2016,"3","3","5.5","5"
"CZE",2017,"3","3","5.04166666666667","5"
"DEU",1984,NA,NA,NA,NA
"DEU",1985,NA,NA,NA,NA
"DEU",1986,NA,NA,NA,NA
"DEU",1987,NA,NA,NA,NA
"DEU",1988,NA,NA,NA,NA
"DEU",1989,NA,NA,NA,NA
"DEU",1990,NA,NA,NA,NA
"DEU",1991,"5","4","6","6"
"DEU",1992,"5.66666666666667","4","6","5.66666666666667"
"DEU",1993,"6","4","6","5"
"DEU",1994,"6","4","6","5.75"
"DEU",1995,"6","4","5.66666666666667","6"
"DEU",1996,"5.58333333333333","4","5","6"
"DEU",1997,"5","4","5","6"
"DEU",1998,"5","4","5","6"
"DEU",1999,"4.91666666666667","4","5","6"
"DEU",2000,"4","4","5","5.66666666666667"
"DEU",2001,"4","4","5","5"
"DEU",2002,"4","4","5","5"
"DEU",2003,"4.20833333333333","4","5","5"
"DEU",2004,"4.5","4","5.375","5"
"DEU",2005,"4.54166666666667","4","5.58333333333333","5"
"DEU",2006,"5","4","6","5"
"DEU",2007,"5.00","4.00","6.00","5.00"
"DEU",2008,"5","4","6","5"
"DEU",2009,"5","4","6","5"
"DEU",2010,"5","4","6","5"
"DEU",2011,"5","4","6","5"
"DEU",2012,"5","4","6","5"
"DEU",2013,"5","4","6","5"
"DEU",2014,"5","4","6","5"
"DEU",2015,"5","4","6","5"
"DEU",2016,"5","4","6","5"
"DEU",2017,"5","4","6","5"
"DNK",1984,"6","4","6","6"
"DNK",1985,"6","4","6","6"
"DNK",1986,"6","4","6","6"
"DNK",1987,"6","4","6","6"
"DNK",1988,"6","4","6","6"
"DNK",1989,"6","4","6","6"
"DNK",1990,"6","4","6","6"
"DNK",1991,"6","4","6","6"
"DNK",1992,"6","4","6","6"
"DNK",1993,"6","4","6","6"
"DNK",1994,"6","4","6","6"
"DNK",1995,"6","4","6","6"
"DNK",1996,"6","4","6","6"
"DNK",1997,"6","4","6","6"
"DNK",1998,"6","4","6","6"
"DNK",1999,"6","4","6","6"
"DNK",2000,"6","4","6","6"
"DNK",2001,"5.41666666666667","4","6","6"
"DNK",2002,"5.5","4","6","6"
"DNK",2003,"5.5","4","6","6"
"DNK",2004,"5.5","4","6","6"
"DNK",2005,"5.5","4","6","6"
"DNK",2006,"5.5","4","6","6"
"DNK",2007,"5.50","4.00","6.00","6.00"
"DNK",2008,"5.5","4","6","6"
"DNK",2009,"5.5","4","6","6"
"DNK",2010,"5.5","4","6","6"
"DNK",2011,"5.5","4","6","6"
"DNK",2012,"5.5","4","6","6"
"DNK",2013,"5.5","4","6","6"
"DNK",2014,"5.5","4","6","6"
"DNK",2015,"5.5","4","6","6"
"DNK",2016,"5.5","4","6","6"
"DNK",2017,"5.41666666666667","4","6","6"
"DOM",1984,"3","2","3","3"
"DOM",1985,"3","2","3","3"
"DOM",1986,"3","2","3.66666666666667","3"
"DOM",1987,"3","2","4","3"
"DOM",1988,"3","2","4","3"
"DOM",1989,"3","2","4","3"
"DOM",1990,"3","2","4","3"
"DOM",1991,"3","2","4","3"
"DOM",1992,"3","2","4","3"
"DOM",1993,"3","2","4","3.5"
"DOM",1994,"3","2","4","4"
"DOM",1995,"3","2","4","4"
"DOM",1996,"3.33333333333333","2","4","4"
"DOM",1997,"4","1.58333333333333","4","4"
"DOM",1998,"4","1","4","4"
"DOM",1999,"4","1","4","4"
"DOM",2000,"4","1","4.58333333333333","4"
"DOM",2001,"3.66666666666667","1","5","3.33333333333333"
"DOM",2002,"2","1","5","2"
"DOM",2003,"2","1","5","2"
"DOM",2004,"2","1","5","2"
"DOM",2005,"2","1","5","2"
"DOM",2006,"2","1","5","2.20833333333333"
"DOM",2007,"2.00","1.00","5.00","2.50"
"DOM",2008,"2","1","5","2.5"
"DOM",2009,"2","1","5","2.5"
"DOM",2010,"2","1","5","2.5"
"DOM",2011,"2","1","5","2.5"
"DOM",2012,"1.66666666666667","1","5","2.5"
"DOM",2013,"1.5","1","5","2.5"
"DOM",2014,"1.70833333333333","1","5","2.5"
"DOM",2015,"2","1","5","2.33333333333333"
"DOM",2016,"2","1","5","2.41666666666667"
"DOM",2017,"2.125","1","5","2.5"
"DZA",1984,"3","1","2","2"
"DZA",1985,"4","1","2","2"
"DZA",1986,"4","1","2","2"
"DZA",1987,"4","1","2","2.08333333333333"
"DZA",1988,"4","2.08333333333333","2.08333333333333","2.75"
"DZA",1989,"4","3","3.5","2"
"DZA",1990,"3.91666666666667","3","4.58333333333333","2.16666666666667"
"DZA",1991,"4","2.25","5","1.41666666666667"
"DZA",1992,"3.5","1","2.08333333333333","1.41666666666667"
"DZA",1993,"3","1","2.91666666666667","2"
"DZA",1994,"3","1","3","3"
"DZA",1995,"3","1","3","3"
"DZA",1996,"3","1","4","3"
"DZA",1997,"2.5","1.41666666666667","2.5","3"
"DZA",1998,"2","2","2","2.08333333333333"
"DZA",1999,"2","2","1.75","2"
"DZA",2000,"2","2","2.58333333333333","2"
"DZA",2001,"1.95833333333333","2","2.33333333333333","2"
"DZA",2002,"1.5","2","2","2"
"DZA",2003,"1.5","2","2","2"
"DZA",2004,"1.5","2","3.875","2.41666666666667"
"DZA",2005,"1.5","2","4.5","3"
"DZA",2006,"1.5","2","4.5","3"
"DZA",2007,"1.50","2.00","4.50","3.00"
"DZA",2008,"1.5","2","4.41666666666667","3"
"DZA",2009,"1.5","2","3.625","3"
"DZA",2010,"1.91666666666667","2","3.5","3"
"DZA",2011,"2","2","3.5","3"
"DZA",2012,"2","2","3.5","3"
"DZA",2013,"2","2","3.5","3"
"DZA",2014,"2","2","3.5","3"
"DZA",2015,"2","2","3.5","3"
"DZA",2016,"2","2","3.95833333333333","3"
"DZA",2017,"2","2","3.5","3"
"ECU",1984,"3","2","4","4"
"ECU",1985,"3","2","4","4"
"ECU",1986,"3","2","4","4"
"ECU",1987,"3","2","4","4"
"ECU",1988,"3","2","4","4"
"ECU",1989,"3","2","4","4"
"ECU",1990,"3","2","4","4"
"ECU",1991,"3","2","4","4"
"ECU",1992,"3","2","4","4"
"ECU",1993,"3","2","4","4"
"ECU",1994,"3","2","4","4"
"ECU",1995,"3","2","4","4"
"ECU",1996,"3.41666666666667","2","4","4"
"ECU",1997,"3.41666666666667","2","4","4"
"ECU",1998,"3","2","4","3.33333333333333"
"ECU",1999,"3","2","4","3"
"ECU",2000,"3","2","4","3"
"ECU",2001,"2.75","2","4","3"
"ECU",2002,"1.625","2","4","3"
"ECU",2003,"3","2","4","3"
"ECU",2004,"3","2","4","3"
"ECU",2005,"3","2","4","2.625"
"ECU",2006,"3","2","4","2.5"
"ECU",2007,"3.00","2.00","4.54","2.50"
"ECU",2008,"3","2","4.25","2.5"
"ECU",2009,"3","2","3.95833333333333","2.5"
"ECU",2010,"2.625","2","3.5","2.5"
"ECU",2011,"2.5","2","3.5","2.5"
"ECU",2012,"2.5","2","3.5","2.5"
"ECU",2013,"2.5","2","3.5","2.5"
"ECU",2014,"2.45833333333333","2","3","2.5"
"ECU",2015,"2","2","3","2.5"
"ECU",2016,"2","2","3","2.5"
"ECU",2017,"2","2","3","2.5"
"EGY",1984,"1.66666666666667","1","3.83333333333333","2.66666666666667"
"EGY",1985,"2","2","4","3"
"EGY",1986,"2","2","4","3"
"EGY",1987,"2","2","4","3"
"EGY",1988,"2","2","4","2"
"EGY",1989,"2","2","4","2"
"EGY",1990,"2","2","4.66666666666667","2"
"EGY",1991,"2","2","5","2"
"EGY",1992,"3.08333333333333","2","4","2.5"
"EGY",1993,"4","2","4","2.91666666666667"
"EGY",1994,"4","2","4","3.91666666666667"
"EGY",1995,"3.83333333333333","2","3.91666666666667","4"
"EGY",1996,"2.08333333333333","2","3","4"
"EGY",1997,"2","2","2.58333333333333","4"
"EGY",1998,"2","2","2","4"
"EGY",1999,"2","2","2","4"
"EGY",2000,"2","2","2","4"
"EGY",2001,"1.95833333333333","2","2","4"
"EGY",2002,"1.5","2","2","4"
"EGY",2003,"1.5","2","2","4"
"EGY",2004,"1.5","2","2","4"
"EGY",2005,"1.5","2","2.08333333333333","4"
"EGY",2006,"1.75","2","2.29166666666667","4"
"EGY",2007,"2.00","2.00","2.00","3.96"
"EGY",2008,"2","2","2","3.5"
"EGY",2009,"2","2","2","3.5"
"EGY",2010,"2","2","1.95833333333333","3.5"
"EGY",2011,"2","2","1.5","3.04166666666667"
"EGY",2012,"2","2","1.5","2.875"
"EGY",2013,"2","2","1.54166666666667","3"
"EGY",2014,"2","2","2","3"
"EGY",2015,"2","2","2","3"
"EGY",2016,"2","2","2","3"
"EGY",2017,"2","2","2.16666666666667","3"
"ESP",1984,"4.5","3","5","4"
"ESP",1985,"4","3","5","4"
"ESP",1986,"4","3","5","4"
"ESP",1987,"4","3","5","4"
"ESP",1988,"4","3","5","4"
"ESP",1989,"4","3","5","4"
"ESP",1990,"4","3","5","4"
"ESP",1991,"4.08333333333333","3","5","4.08333333333333"
"ESP",1992,"5","3","5","6"
"ESP",1993,"5","3","5","6"
"ESP",1994,"4.41666666666667","3","5","6"
"ESP",1995,"3","3.08333333333333","5.16666666666667","6"
"ESP",1996,"4.16666666666667","3.5","6","6"
"ESP",1997,"5","3.29166666666667","6","5.08333333333333"
"ESP",1998,"5","3","6","4"
"ESP",1999,"4.5","3","6","4"
"ESP",2000,"4","3.5","6","4"
"ESP",2001,"3.79166666666667","4","6","4"
"ESP",2002,"3.5","4","6","4.29166666666667"
"ESP",2003,"3.5","4","5.66666666666667","4.5"
