"iso3c","year","globFin","globRestrict","globSoc","globPol"
"CIV",2008,60.15204239,30.9947052,38.76762009,72.36080933
"CIV",2009,61.19630051,29.35775948,39.01029587,72.11696625
"CIV",2010,60.88492584,29.36962891,37.41021729,71.53216553
"CIV",2011,61.55060196,27.83507538,38.08517456,71.68756104
"CIV",2012,60.49850845,29.26871109,40.40738297,72.72000122
"CIV",2013,58.53410721,28.81890106,42.04259872,73.27377319
"CIV",2014,58.75514221,26.17870331,43.15953827,74.15291595
"CIV",2015,58.91688919,23.3024559,43.39263153,74.19239044
"CMR",1980,24.90811539,35.43247986,21.64613724,52.68762589
"CMR",1981,21.67791367,35.43078232,21.47059059,53.50817871
"CMR",1982,21.77567101,35.44035339,21.20105362,53.70502472
"CMR",1983,28.3388958,35.43972397,21.87811089,54.97886276
"CMR",1984,29.95004463,35.45451736,20.34111214,56.37529755
"CMR",1985,42.95784378,35.47357941,20.37247658,57.55705261
"CMR",1986,26.2402916,35.48363113,20.8405838,57.848423
"CMR",1987,25.45988464,28.86335564,20.90590668,56.86475754
"CMR",1988,28.54385948,28.86006165,20.78890419,54.67663574
"CMR",1989,30.27001762,28.88277626,20.55346298,51.59793854
"CMR",1990,34.68964767,28.88815498,21.00471687,51.49566269
"CMR",1991,32.93048859,29.76211929,20.66990089,54.05088043
"CMR",1992,45.56751633,27.72836685,22.86574364,64.80908966
"CMR",1993,38.84133148,34.02339554,22.25831413,65.07855225
"CMR",1994,43.13579178,33.19602203,21.49249268,54.81403732
"CMR",1995,46.57923889,31.70696068,22.98014641,54.97632599
"CMR",1996,52.42922974,24.74999237,22.87133598,55.05478287
"CMR",1997,53.9577179,24.56786346,22.15320778,55.981884
"CMR",1998,49.95397186,23.98253059,22.66676712,65.90154266
"CMR",1999,55.41518784,24.53014183,21.74836922,66.24742126
"CMR",2000,52.32170868,24.4038887,22.93996811,66.57991028
"CMR",2001,48.4991188,24.49715233,24.51434517,67.63449097
"CMR",2002,47.37794113,24.1498127,26.55044937,68.41589355
"CMR",2003,48.03395462,22.70605469,29.00777435,68.74649811
"CMR",2004,46.30571747,26.34479713,29.79886246,69.38652802
"CMR",2005,44.02960968,25.81459045,30.36462593,70.05713654
"CMR",2006,30.98363686,25.77281952,31.62189674,70.89311218
"CMR",2007,34.95500565,26.70335388,33.74517822,71.42975616
"CMR",2008,28.92563629,26.82211685,34.18503571,71.93170166
"CMR",2009,36.78949738,29.45040512,34.74303436,71.40027618
"CMR",2010,30.69944572,30.0342083,33.85980606,71.0348587
"CMR",2011,33.87450027,30.38903046,36.2820282,71.90060425
"CMR",2012,36.94748688,29.26804733,36.55273056,72.41780853
"CMR",2013,36.68026352,25.47212982,38.50102234,72.40971375
"CMR",2014,36.20624924,18.62089729,39.44174576,73.44737244
"CMR",2015,35.18924332,16.25594711,39.41326904,74.76764679
"COG",1980,61.86306381,10.35913658,33.12604904,38.06972885
"COG",1981,54.36429596,10.35770321,32.9138298,38.87707901
"COG",1982,54.7608757,10.36692715,32.42616653,39.48926926
"COG",1983,56.37907791,10.36575031,32.6598587,40.15112305
"COG",1984,50.35697174,10.38491821,32.29711533,40.20927048
"COG",1985,62.01836014,10.39757347,32.29469681,40.49515533
"COG",1986,64.76099396,10.82802677,32.34670258,41.34715271
"COG",1987,63.54571533,11.04158688,31.34972,39.35583115
"COG",1988,63.6782074,11.26105881,31.97737503,37.52947998
"COG",1989,63.05712891,11.47115803,31.29163933,43.76433945
"COG",1990,63.86462021,11.68724918,30.96835709,44.12957001
"COG",1991,63.39654922,11.91066647,32.57685852,47.22797775
"COG",1992,62.22146225,12.14470577,33.69239807,47.35342789
"COG",1993,71.33078003,13.01059341,34.63435364,47.83395386
"COG",1994,74.23825073,15.77062988,34.18814468,48.71598434
"COG",1995,79.6769104,21.12199593,31.83081245,49.4770546
"COG",1996,79.79646301,15.53413105,32.01988983,49.87464523
"COG",1997,79.77372742,19.22813416,28.33761978,49.48047256
"COG",1998,80.14491272,16.94055176,28.16600227,48.9659462
"COG",1999,83.39970398,21.89000511,30.16661835,49.46455383
"COG",2000,83.12334442,21.44388962,31.43525314,40.67606735
"COG",2001,83.96977997,20.3400898,32.77823257,40.37910461
"COG",2002,85.85552216,20.9103775,33.76424026,40.24847412
"COG",2003,85.29727936,19.88999748,35.07924652,41.25649643
"COG",2004,85.69865417,21.97074318,35.62321091,51.92074203
"COG",2005,83.24342346,23.37592506,35.1809082,52.28173065
"COG",2006,83.22989655,23.74474907,35.55080795,43.1998558
"COG",2007,82.55526733,23.53512001,39.72292709,43.78376007
"COG",2008,78.30246735,24.13238144,42.65506744,44.51795197
"COG",2009,80.8507843,23.9277916,44.62678528,54.25566864
"COG",2010,72.6031189,26.22607422,46.09238434,54.74266052
"COG",2011,71.13576508,25.16474533,46.74930191,45.89945602
"COG",2012,70.45568085,25.27961349,46.11379623,45.78426743
"COG",2013,69.6570282,25.29155731,47.52045059,46.53147888
"COG",2014,68.9373703,23.90158844,48.02735519,59.62007523
"COG",2015,68.40059662,23.83866501,43.61509323,61.1869278
"COL",1980,34.03493881,31.34904099,35.96528244,54.34384537
"COL",1981,38.25826645,31.34311676,37.09199905,54.73704147
"COL",1982,38.14965439,31.3003521,37.19217682,54.33501434
"COL",1983,34.83948517,31.26390266,37.09951782,56.58251572
"COL",1984,35.94662094,31.14850616,37.88602448,57.2824173
"COL",1985,41.71650696,31.08434868,36.58145523,57.96745682
"COL",1986,48.10282898,31.04245377,36.79838181,58.62650681
"COL",1987,50.55422211,31.21953583,38.79771805,57.6777153
"COL",1988,48.13578033,31.38220215,38.50190735,55.90026474
"COL",1989,54.33241653,31.39886093,37.87304306,53.07810211
"COL",1990,56.43286514,33.28157043,35.26745605,52.4995575
"COL",1991,56.88939667,33.63414001,39.63896561,56.68878937
"COL",1992,51.72875595,34.15457916,38.36113739,66.78551483
"COL",1993,47.47498322,32.97223282,41.7002449,67.43069458
"COL",1994,36.86741638,34.38380814,44.03580093,67.65809631
"COL",1995,35.1162262,35.80137253,46.60076523,66.75894165
"COL",1996,38.91485214,38.95864868,48.15664673,55.61994934
"COL",1997,42.10748672,40.34578323,47.82364273,65.58361816
"COL",1998,42.4416008,41.56093979,47.5596199,55.7826004
"COL",1999,45.10218811,43.53440857,51.77426147,56.52762222
"COL",2000,43.25343323,44.60460663,50.78492355,56.95417404
"COL",2001,47.15023804,43.81777191,49.76214981,57.49766159
"COL",2002,46.89156342,38.98778534,51.35827255,56.76641464
"COL",2003,50.29839325,46.04353333,51.84754181,57.0411377
"COL",2004,49.23864746,45.64559174,53.13503647,62.55311203
"COL",2005,50.9213562,46.30903625,54.97779083,62.77283478
"COL",2006,52.29849243,48.2509079,56.21972275,72.94522095
"COL",2007,51.94276047,48.35440826,58.16872406,75.61143494
"COL",2008,50.67738342,45.96205521,58.49685287,75.40807343
"COL",2009,53.10023117,44.68585587,58.95506287,77.52133942
"COL",2010,52.39250183,49.49639511,58.70244217,78.73817444
"COL",2011,54.90863419,55.1361618,57.70632553,78.39482117
"COL",2012,54.71167755,53.51847076,58.56446075,78.741745
"COL",2013,54.87107468,54.79615402,59.88928223,79.47852325
"COL",2014,56.29462051,49.7269516,59.60810471,80.12490082
"COL",2015,61.25239563,50.16222382,59.62433624,80.36735535
"COM",1980,15.48887348,NA,33.50897598,13.21708393
"COM",1981,23.41054726,NA,34.26742554,13.21037102
"COM",1982,33.39197159,NA,33.82313919,13.60505199
"COM",1983,39.18836212,NA,34.88213348,13.59875393
"COM",1984,34.81533432,NA,34.1627121,13.61283684
"COM",1985,37.18726349,NA,33.45331573,13.61655045
"COM",1986,38.55166626,NA,32.60347366,14.19184494
"COM",1987,41.72590256,NA,32.77799606,14.19919777
"COM",1988,41.5655365,NA,32.80018997,13.824543
"COM",1989,48.67182541,NA,34.23208618,14.35629272
"COM",1990,42.05160522,NA,33.91342163,14.67404842
"COM",1991,40.30310059,NA,36.28310776,15.90660667
"COM",1992,32.97188187,NA,38.49780273,16.562994
"COM",1993,36.68684006,NA,36.2473526,16.62782097
"COM",1994,49.03156662,NA,35.64958954,17.96005249
"COM",1995,45.26530838,NA,37.43754196,18.53940201
"COM",1996,44.89810944,NA,37.15503693,17.62853241
"COM",1997,45.89358521,NA,38.17824554,17.78627777
"COM",1998,46.40053558,NA,37.63228607,18.5618
"COM",1999,45.53891373,NA,38.02196503,19.13431358
"COM",2000,46.81741714,NA,38.16994476,24.88128662
"COM",2001,45.69396973,NA,38.33909607,26.19405365
"COM",2002,44.54948044,NA,38.80363083,25.34635353
"COM",2003,41.57226181,NA,40.41284561,27.86658478
"COM",2004,35.59169769,NA,42.73987579,26.22023582
"COM",2005,31.00605011,NA,44.83907318,26.77942467
"COM",2006,30.47665787,NA,46.99726105,28.09277725
"COM",2007,31.68842697,NA,48.15079498,29.00072289
"COM",2008,31.74851799,NA,49.88297272,29.93718719
"COM",2009,30.42675972,NA,51.05855942,31.60995293
"COM",2010,28.80208588,NA,50.44091034,31.77926636
"COM",2011,28.61641121,NA,51.36698532,31.43012047
"COM",2012,29.43062782,NA,50.85284042,32.18292236
"COM",2013,29.39613914,NA,50.90291977,32.54616928
"COM",2014,29.36680794,NA,48.49504471,33.28992081
"COM",2015,29.34841728,NA,47.73879623,34.24602509
"CPV",1980,28.84485626,51.8067627,39.26846313,14.32403564
"CPV",1981,33.49191666,51.79406738,38.34470749,14.32163906
"CPV",1982,41.88056946,51.73395157,37.86473846,14.52047825
"CPV",1983,49.53046036,51.67214966,37.41341019,14.52766705
"CPV",1984,46.17579651,51.54162216,36.98917389,14.54578209
"CPV",1985,48.92468262,51.44396973,36.816082,14.75734615
"CPV",1986,42.06840515,51.38267899,38.99801254,15.33965874
"CPV",1987,41.57149887,51.34968185,38.74088287,15.35542774
"CPV",1988,39.89000702,51.30742264,39.92506409,15.56006145
"CPV",1989,41.20713425,51.29515457,41.31240845,15.69081116
"CPV",1990,37.33311081,51.29538345,40.54383469,16.75467491
"CPV",1991,35.92164993,51.27840805,45.76560211,22.0012989
"CPV",1992,34.9721489,51.23687744,46.63657379,24.74174881
"CPV",1993,23.78079224,51.1791153,45.66399765,35.68205261
"CPV",1994,29.69031334,51.0775795,45.42400742,37.00476074
"CPV",1995,32.28548813,50.9955101,45.83540344,27.85834503
"CPV",1996,34.09249878,50.92871094,47.08264542,28.7590847
"CPV",1997,38.24908829,50.78775787,49.14006424,28.99666595
"CPV",1998,34.94887161,50.66106033,52.27251434,29.44242668
"CPV",1999,43.58845901,50.52896118,53.61520767,30.33356094
"CPV",2000,55.46604538,50.380867,54.16075516,40.41275406
"CPV",2001,55.27441788,50.25784683,55.63979721,41.28724289
"CPV",2002,59.38004684,50.16931534,55.4656105,30.97720337
"CPV",2003,62.58278656,50.10034943,57.11044312,32.49040985
"CPV",2004,63.59511566,50.00701141,57.81758499,31.97808266
"CPV",2005,69.64058685,49.89874268,57.89606094,32.91942596
"CPV",2006,67.33950806,37.58866119,58.97192764,34.58078766
"CPV",2007,63.42876434,37.53971863,59.78305435,35.92742157
"CPV",2008,61.7292366,37.72851181,59.8372612,36.31814194
"CPV",2009,64.16135406,38.39413834,60.47557068,36.91915894
"CPV",2010,68.42943573,37.07466888,61.92484283,36.5872345
"CPV",2011,64.80475616,35.39440536,62.49311447,37.51485825
"CPV",2012,70.49060059,35.57209778,60.95703888,37.74875259
"CPV",2013,70.31439972,36.36843491,65.98226166,37.46224976
"CPV",2014,72.6621933,32.11502838,65.89364624,38.23131943
"CPV",2015,71.41223145,32.54198074,65.46276093,38.27043533
"CRI",1980,41.65619659,55.78084183,48.06715012,57.51592255
"CRI",1981,63.08895493,48.33585358,47.63734436,58.50218201
"CRI",1982,68.60426331,47.89169312,46.58145142,58.90135956
"CRI",1983,61.2485199,49.10084534,46.5288887,60.15372467
"CRI",1984,57.78202057,49.41798782,46.79498291,60.19336319
"CRI",1985,58.15907288,49.28330994,47.33462906,60.26279449
"CRI",1986,53.39015198,48.18720627,47.18166351,61.11047363
"CRI",1987,51.30614471,48.36915588,47.17791748,59.15766907
"CRI",1988,54.95746994,47.6448288,47.81236649,55.97574615
"CRI",1989,57.08435822,48.41534424,47.59398651,53.2809906
"CRI",1990,48.96663666,52.35368729,49.14110184,52.9281044
"CRI",1991,50.30547714,55.41780472,49.60100174,55.06446075
"CRI",1992,47.19257355,56.73223114,50.2245903,53.60777664
"CRI",1993,43.64180374,57.89023972,51.86824417,54.90220261
"CRI",1994,40.04685211,64.58184052,54.9281044,54.66377258
"CRI",1995,42.23077774,67.42920685,56.39657211,55.18613815
"CRI",1996,40.83501816,72.10361481,58.71942902,55.18948364
"CRI",1997,45.68713379,72.26985931,60.0509491,56.63046646
"CRI",1998,48.96173859,73.7359848,61.96464157,57.69294739
"CRI",1999,62.59563065,77.00930023,63.01652908,60.09900665
"CRI",2000,57.19557953,78.71025085,62.98694611,59.60649109
"CRI",2001,54.42170334,77.28894043,64.7790451,61.42463684
"CRI",2002,53.09048462,73.08408356,65.56000519,60.69343185
"CRI",2003,53.75484848,75.09433746,66.34858704,62.23262024
"CRI",2004,55.87891769,68.34117126,68.07253265,61.99605942
"CRI",2005,60.95038605,67.44656372,69.25236511,62.11676788
"CRI",2006,60.69325638,74.01878357,70.52210999,62.52937698
"CRI",2007,58.71901321,75.60461426,72.44287872,63.69832993
"CRI",2008,53.83700562,71.61536407,73.63383484,64.61633301
"CRI",2009,55.53583527,72.35528564,74.54421997,64.64521027
"CRI",2010,53.64110565,74.08961487,74.99038696,64.50876617
"CRI",2011,53.23713684,73.47264099,75.76912689,64.36888885
"CRI",2012,53.47192001,72.28874969,75.7305603,64.83144379
"CRI",2013,55.21965408,71.28905487,75.97220612,64.89641571
"CRI",2014,59.57542801,71.82455444,77.59212494,64.99739075
"CRI",2015,59.46293259,69.08477783,76.02281952,65.9929657
"CUB",1980,NA,NA,31.70008087,50.48753357
"CUB",1981,NA,NA,31.52828789,50.85263443
"CUB",1982,NA,NA,31.26676941,51.02829361
"CUB",1983,NA,NA,30.96162415,51.05400467
"CUB",1984,NA,NA,31.00763702,51.11036682
"CUB",1985,NA,NA,30.7906189,51.53874207
"CUB",1986,NA,NA,30.78222084,51.76937485
"CUB",1987,NA,NA,30.7979641,52.01885605
"CUB",1988,NA,NA,30.70828056,52.83740997
"CUB",1989,NA,NA,29.78575706,53.06255341
"CUB",1990,NA,NA,31.04934502,52.57094955
"CUB",1991,NA,NA,31.80502892,52.41314697
"CUB",1992,NA,NA,32.93157578,51.06101608
"CUB",1993,NA,NA,33.31742477,50.93622971
"CUB",1994,NA,NA,34.04618454,59.71218872
"CUB",1995,NA,NA,34.9371376,67.7689209
"CUB",1996,NA,NA,34.70103455,69.53448486
"CUB",1997,NA,NA,34.81242752,70.81478882
"CUB",1998,NA,NA,36.40378571,60.81319427
"CUB",1999,NA,NA,40.03569794,62.12648773
"CUB",2000,NA,NA,41.01799393,62.25242996
"CUB",2001,NA,NA,42.58320236,63.4697113
"CUB",2002,NA,NA,43.94912338,62.73822021
"CUB",2003,NA,NA,45.14293671,64.04485321
"CUB",2004,NA,NA,45.41002274,64.02856445
"CUB",2005,NA,NA,47.14789581,64.39225006
"CUB",2006,NA,NA,49.12150574,65.0348587
"CUB",2007,NA,NA,48.2926178,66.78752136
"CUB",2008,NA,NA,50.26351929,67.2306366
"CUB",2009,NA,NA,50.81199646,67.11675262
"CUB",2010,NA,NA,51.42967606,68.12234497
"CUB",2011,NA,NA,51.99024963,68.2206955
"CUB",2012,NA,NA,49.64458847,69.06970215
"CUB",2013,NA,NA,50.95915222,69.01330566
"CUB",2014,NA,NA,49.07896042,68.58142853
"CUB",2015,NA,NA,52.58134079,69.78762054
"CYM",1980,NA,NA,NA,NA
"CYM",1981,NA,NA,NA,NA
"CYM",1982,NA,NA,NA,NA
"CYM",1983,NA,NA,NA,NA
"CYM",1984,NA,NA,NA,NA
"CYM",1985,NA,NA,NA,NA
"CYM",1986,NA,NA,NA,NA
"CYM",1987,NA,NA,NA,NA
"CYM",1988,NA,NA,NA,NA
"CYM",1989,NA,NA,NA,NA
"CYM",1990,NA,NA,NA,NA
"CYM",1991,NA,NA,NA,NA
"CYM",1992,NA,NA,NA,NA
"CYM",1993,NA,NA,NA,NA
"CYM",1994,NA,NA,NA,NA
"CYM",1995,NA,NA,NA,NA
"CYM",1996,NA,NA,NA,NA
"CYM",1997,NA,NA,NA,NA
"CYM",1998,NA,NA,NA,NA
"CYM",1999,NA,NA,NA,NA
"CYM",2000,NA,NA,NA,NA
"CYM",2001,NA,NA,NA,NA
"CYM",2002,NA,NA,NA,NA
"CYM",2003,NA,NA,NA,NA
"CYM",2004,NA,NA,NA,NA
"CYM",2005,NA,NA,NA,NA
"CYM",2006,NA,NA,NA,NA
"CYM",2007,NA,NA,NA,NA
"CYM",2008,NA,NA,NA,NA
"CYM",2009,NA,NA,NA,NA
"CYM",2010,NA,NA,NA,NA
"CYM",2011,NA,NA,NA,NA
"CYM",2012,NA,NA,NA,NA
"CYM",2013,NA,NA,NA,NA
"CYM",2014,NA,NA,NA,NA
"CYM",2015,NA,NA,NA,NA
"CYP",1980,56.9998703,31.10235405,63.69213867,44.38809204
"CYP",1981,63.28112411,31.29343224,63.85645676,44.76784897
"CYP",1982,66.74674988,31.29389954,63.36167526,45.16145325
"CYP",1983,68.26708221,31.14017296,64.76176453,46.79078293
"CYP",1984,67.2903595,31.12771416,63.26502228,46.64751053
"CYP",1985,70.36466217,31.10287285,64.15711975,48.10491943
"CYP",1986,62.10323334,31.79823494,64.9526062,49.16659927
"CYP",1987,60.81919098,31.62169647,65.10984802,46.99866867
"CYP",1988,61.5519371,31.97044563,64.90827942,50.8650589
"CYP",1989,64.40870667,32.33366394,66.35210419,49.42006683
"CYP",1990,66.16446686,32.50041199,68.61483002,50.85273361
"CYP",1991,67.30130005,32.8452301,69.2090683,54.04152679
"CYP",1992,60.68935776,33.35050964,68.54254913,54.32597733
"CYP",1993,60.27825165,40.63405991,69.69892883,57.20736694
"CYP",1994,60.19113159,41.59238815,70.60514832,56.87155914
"CYP",1995,70.54947662,42.37329102,70.69688416,57.68440628
"CYP",1996,72.20786285,36.75235367,70.79351807,57.5657196
"CYP",1997,78.88536072,38.39060211,75.11095428,57.99303818
"CYP",1998,61.70588684,37.7305336,76.70537567,58.03638458
"CYP",1999,81.85048676,37.59057617,77.17936707,59.30295563
"CYP",2000,81.49615479,37.64700317,78.4385376,59.4294281
"CYP",2001,82.83950043,37.91550446,78.68588257,60.34761047
"CYP",2002,86.44999695,38.21788406,79.79819489,59.90118408
"CYP",2003,86.64945984,47.59373474,81.02239227,60.76685333
"CYP",2004,88.24899292,76.1760788,83.47346497,62.6580925
"CYP",2005,89.5427475,78.82888031,83.86023712,63.75627136
"CYP",2006,93.49917603,76.19496155,84.26324463,65.0415802
"CYP",2007,94.63259125,81.12516022,86.07293701,76.1762619
"CYP",2008,97.24306488,78.75726318,86.47776794,77.21424866
"CYP",2009,97.26585388,78.42402649,85.62472534,77.52236176
"CYP",2010,96.80247498,77.94616699,87.27072144,77.2921524
"CYP",2011,96.14076996,77.47990417,86.89501953,77.46699524
"CYP",2012,95.87191772,67.01281738,86.80295563,78.55561829
"CYP",2013,95.63345337,68.80702209,84.23432159,78.85666656
"CYP",2014,95.63632965,74.99030304,84.88870239,79.21505737
"CYP",2015,95.87057495,70.26815033,85.81111908,66.05467987
"CZE",1980,NA,NA,NA,NA
"CZE",1981,NA,NA,NA,NA
"CZE",1982,NA,NA,NA,NA
"CZE",1983,NA,NA,NA,NA
"CZE",1984,NA,NA,NA,NA
"CZE",1985,NA,NA,NA,NA
"CZE",1986,NA,NA,NA,NA
"CZE",1987,NA,NA,NA,NA
"CZE",1988,NA,NA,NA,NA
"CZE",1989,NA,NA,NA,NA
"CZE",1990,NA,NA,NA,NA
"CZE",1991,NA,NA,NA,NA
"CZE",1992,NA,NA,NA,NA
"CZE",1993,40.00669479,64.55680847,64.02159119,74.24460602
"CZE",1994,42.41646194,64.32952881,66.64318848,76.48744202
"CZE",1995,48.55825424,64.80700684,68.05647278,78.7447052
"CZE",1996,49.35478973,66.07016754,67.80410767,78.36076355
"CZE",1997,54.00531006,66.12095642,70.36975861,79.72774506
"CZE",1998,59.92702103,69.02954102,70.26972961,79.94057465
"CZE",1999,63.30285263,70.02838898,70.09864044,82.06227112
"CZE",2000,66.67134094,75.11077881,71.75288391,84.21852875
"CZE",2001,69.72650146,77.35057068,72.25982666,86.71669006
"CZE",2002,68.505867,78.20676422,73.67506409,86.75293732
"CZE",2003,69.1628418,77.20715332,74.31035614,87.54485321
"CZE",2004,70.21877289,82.67472839,74.56852722,87.37770081
"CZE",2005,69.28237152,85.13868713,74.27518463,87.92520905
"CZE",2006,73.02150726,81.98295593,76.25759125,88.66854858
"CZE",2007,77.20792389,82.29066467,77.13130188,90.06980896
"CZE",2008,73.44100189,80.97680664,77.46192169,89.73545074
"CZE",2009,76.59784698,80.4171524,76.88536072,89.34957886
"CZE",2010,77.35910797,79.44351196,77.62680054,88.53282928
"CZE",2011,74.66499329,78.98828125,77.33673859,88.86489868
"CZE",2012,79.73931122,77.61392212,78.48394775,89.06362915
"CZE",2013,79.95644379,77.20991516,77.51287079,88.98243713
"CZE",2014,79.14261627,84.35440063,78.85415649,89.33833313
"CZE",2015,80.59153748,83.86483765,78.32009888,90.21936035
"DEU",1980,30.1343441,83.29186249,69.12696075,85.91703033
"DEU",1981,34.75304413,83.47395325,69.10142517,86.10243988
"DEU",1982,35.27307129,83.65097046,69.22788239,86.38339996
"DEU",1983,33.64944839,83.83076477,69.54925537,86.47353363
"DEU",1984,35.58135605,83.99145508,69.66256714,86.33299255
"DEU",1985,42.42402267,84.51465607,70.02041626,86.3316803
"DEU",1986,43.06788635,84.68362427,70.28903198,86.53111267
"DEU",1987,45.7079277,85.04210663,70.59198761,85.41107941
"DEU",1988,44.47612,85.03725433,70.88001251,83.56813812
"DEU",1989,49.96549225,85.04039764,71.20018768,79.6659317
"DEU",1990,52.89618683,85.03817749,70.14795685,79.49588776
"DEU",1991,55.36843491,85.21886444,71.59758759,92.44003296
"DEU",1992,53.47576904,85.39608002,71.98973083,94.25828552
"DEU",1993,54.7788353,85.59485626,73.38645935,96.67261505
"DEU",1994,55.62175751,85.79775238,74.09825897,95.61813354
"DEU",1995,56.47389221,85.82715607,74.59589386,95.94380951
"DEU",1996,57.9290123,87.34780121,75.0810318,96.3237381
"DEU",1997,63.87952042,88.86977386,75.8174057,96.356987
"DEU",1998,68.32965088,92.74712372,76.09416199,96.64556885
"DEU",1999,71.97124481,93.3307724,77.00152588,96.59083557
"DEU",2000,78.43120575,94.12982941,78.88079071,97.3941803
"DEU",2001,78.23552704,92.78291321,79.24615479,97.3835144
"DEU",2002,81.30281067,90.15556335,80.39363861,97.39056396
"DEU",2003,82.51130676,91.03932953,81.40310669,97.98828888
"DEU",2004,84.61978912,85.95957184,82.09338379,97.65725708
"DEU",2005,86.19923401,85.78982544,82.83946228,97.50380707
"DEU",2006,88.99714661,83.3980484,83.82956696,98.30957794
"DEU",2007,90.12467957,82.49588013,84.13548279,99.23298645
"DEU",2008,86.9477005,81.09502411,83.84236145,98.50801849
"DEU",2009,86.39878082,81.05979156,84.18718719,98.22484589
"DEU",2010,86.80754089,78.44543457,84.33151245,98.23674774
"DEU",2011,86.32807159,78.08443451,84.32164764,98.10585785
"DEU",2012,86.55173492,77.35240173,84.62800598,97.98344421
"DEU",2013,86.33145142,77.09344482,83.52783203,98.14396667
"DEU",2014,85.25927734,79.8243103,85.46930695,97.84083557
"DEU",2015,86.1452179,78.30345917,85.39183044,98.22685242
"DJI",1980,55.19716644,NA,41.22680283,22.78850937
"DJI",1981,54.86057281,NA,38.37466431,24.67757225
"DJI",1982,54.72942352,NA,38.00925446,24.48780823
"DJI",1983,54.63461685,NA,37.62181091,24.47962952
"DJI",1984,54.55651474,NA,37.19176102,23.16209221
"DJI",1985,54.24033737,NA,36.69874573,23.16618538
"DJI",1986,54.77280426,NA,36.2915535,23.16110992
"DJI",1987,55.32708359,NA,35.67305374,23.55405807
"DJI",1988,54.77770233,NA,35.36849594,23.56776237
"DJI",1989,55.22480774,NA,36.56599045,23.49794579
"DJI",1990,57.2914505,NA,36.54268646,24.17384911
"DJI",1991,57.32875824,NA,36.29014587,25.56647491
"DJI",1992,57.41629791,NA,34.8582077,25.04920387
"DJI",1993,58.29839706,NA,35.05141068,25.23229027
"DJI",1994,53.12530518,NA,35.26364136,34.87211227
"DJI",1995,54.94950867,NA,35.33608246,37.29212189
"DJI",1996,54.57555771,NA,35.47018814,38.43994904
"DJI",1997,53.18059921,NA,35.15982819,26.89479256
"DJI",1998,52.33592224,NA,35.35155106,27.00256157
"DJI",1999,50.49012756,NA,35.43545151,27.93740463
"DJI",2000,50.89828873,NA,37.42469025,27.99825478
"DJI",2001,48.11050415,NA,38.0308609,33.47956085
"DJI",2002,48.63000488,NA,39.46954346,33.25989914
"DJI",2003,52.60982132,NA,40.20979691,34.36195374
"DJI",2004,55.34308624,NA,41.78882599,44.61123276
"DJI",2005,54.07539368,NA,42.35883713,45.59614563
"DJI",2006,58.33216476,NA,42.97172546,49.13867188
"DJI",2007,60.83055496,NA,43.23832703,49.1255188
"DJI",2008,63.05204391,NA,44.43228912,49.73760605
"DJI",2009,62.43527985,NA,47.38417816,50.24282837
"DJI",2010,60.33286667,NA,43.83635712,51.76987457
"DJI",2011,62.47732162,NA,44.09737015,52.01255035
"DJI",2012,61.18787766,NA,44.13666153,52.27131653
"DJI",2013,60.83895874,NA,44.25619507,52.91838455
"DJI",2014,58.99472809,NA,45.00598526,54.07767868
"DJI",2015,57.50357056,NA,45.91437149,55.2639389
"DMA",1980,21.46145058,NA,57.4008255,11.28942013
"DMA",1981,24.82269669,NA,55.06354523,11.29541874
"DMA",1982,28.98459244,NA,57.73051453,11.70217133
"DMA",1983,31.35334969,NA,57.7240448,13.48022842
"DMA",1984,30.89218521,NA,57.78207779,13.50247288
"DMA",1985,30.43023109,NA,57.78853607,13.71532059
"DMA",1986,49.13171387,NA,56.67874146,18.38529968
"DMA",1987,57.83132172,NA,56.52691269,21.60581589
"DMA",1988,58.98068237,NA,56.46135712,22.02100563
"DMA",1989,60.52934265,NA,57.36687088,22.06410408
"DMA",1990,62.13970184,NA,58.1431694,22.31367493
"DMA",1991,61.78807831,NA,60.5417099,24.30121422
"DMA",1992,61.63936234,NA,62.02323914,24.2504425
"DMA",1993,60.73044968,NA,61.05456161,24.59231186
"DMA",1994,64.97103119,NA,61.91534042,24.77323532
"DMA",1995,69.42137909,NA,62.25358582,25.90414429
"DMA",1996,71.98233032,NA,63.53674698,26.13259888
"DMA",1997,72.01229858,NA,65.49647522,26.71099472
"DMA",1998,74.63454437,NA,64.00402069,26.34395218
"DMA",1999,77.00058746,NA,66.3788681,26.70269585
"DMA",2000,78.16587067,NA,68.64395905,27.0392971
"DMA",2001,73.96867371,NA,69.86038971,27.24138069
"DMA",2002,75.33381653,NA,72.01403809,27.84298897
"DMA",2003,73.87626648,NA,71.96821594,28.80522156
"DMA",2004,76.30767059,NA,73.5199585,29.66500282
"DMA",2005,76.41236115,NA,74.67604828,30.56620598
"DMA",2006,70.44294739,NA,73.42090607,30.92826462
"DMA",2007,74.39942932,NA,72.57436371,31.31724167
"DMA",2008,72.10717773,NA,70.83831024,31.67222214
"DMA",2009,66.73469543,NA,68.46736145,31.87218857
"DMA",2010,64.11416626,NA,70.26812744,31.70649147
"DMA",2011,63.41493607,NA,71.22879028,31.72420502
"DMA",2012,67.20237732,NA,73.92198181,34.86446381
"DMA",2013,64.4065094,NA,70.29290009,34.88090515
"DMA",2014,64.42459106,NA,72.24780273,34.54525375
