"iso3c","year","CLandPR"
"MRT","2011",5.5
"MRT","2012",5.5
"MRT","2013",5.5
"MRT","2014",5.5
"MRT","2015",5.5
"MRT","2016",5.5
"MRT","2017",5.5
"MUS","1980",3
"MUS","1981",2.5
"MUS","1982",2.5
"MUS","1983",2
"MUS","1984",2
"MUS","1985",2
"MUS","1986",2
"MUS","1987",2
"MUS","1988",2
"MUS","1989",2
"MUS","1990",2
"MUS","1991",1.5
"MUS","1992",2
"MUS","1993",1.5
"MUS","1994",1.5
"MUS","1995",1.5
"MUS","1996",1.5
"MUS","1997",1.5
"MUS","1998",1.5
"MUS","1999",1.5
"MUS","2000",1.5
"MUS","2001",1.5
"MUS","2002",1.5
"MUS","2003",1.5
"MUS","2004",1
"MUS","2005",1
"MUS","2006",1.5
"MUS","2007",1.5
"MUS","2008",1.5
"MUS","2009",1.5
"MUS","2010",1.5
"MUS","2011",1.5
"MUS","2012",1.5
"MUS","2013",1.5
"MUS","2014",1.5
"MUS","2015",1.5
"MUS","2016",1.5
"MUS","2017",1.5
"MEX","1980",3.5
"MEX","1981",3.5
"MEX","1982",3.5
"MEX","1983",3.5
"MEX","1984",3.5
"MEX","1985",4
"MEX","1986",4
"MEX","1987",4
"MEX","1988",3.5
"MEX","1989",3.5
"MEX","1990",4
"MEX","1991",4
"MEX","1992",3.5
"MEX","1993",4
"MEX","1994",4
"MEX","1995",4
"MEX","1996",3.5
"MEX","1997",3.5
"MEX","1998",3.5
"MEX","1999",3.5
"MEX","2000",2.5
"MEX","2001",2.5
"MEX","2002",2
"MEX","2003",2
"MEX","2004",2
"MEX","2005",2
"MEX","2006",2.5
"MEX","2007",2.5
"MEX","2008",2.5
"MEX","2009",2.5
"MEX","2010",3
"MEX","2011",3
"MEX","2012",3
"MEX","2013",3
"MEX","2014",3
"MEX","2015",3
"MEX","2016",3
"MEX","2017",3
"MDA","1991",4.5
"MDA","1992",5
"MDA","1993",5
"MDA","1994",4
"MDA","1995",4
"MDA","1996",3.5
"MDA","1997",3.5
"MDA","1998",3
"MDA","1999",3
"MDA","2000",3
"MDA","2001",3
"MDA","2002",3.5
"MDA","2003",3.5
"MDA","2004",3.5
"MDA","2005",3.5
"MDA","2006",3.5
"MDA","2007",3.5
"MDA","2008",4
"MDA","2009",3.5
"MDA","2010",3
"MDA","2011",3
"MDA","2012",3
"MDA","2013",3
"MDA","2014",3
"MDA","2015",3
"MDA","2016",3
"MDA","2017",3
"MCO","1993",1.5
"MCO","1994",1.5
"MCO","1995",1.5
"MCO","1996",1.5
"MCO","1997",1.5
"MCO","1998",1.5
"MCO","1999",1.5
"MCO","2000",1.5
"MCO","2001",1.5
"MCO","2002",1.5
"MCO","2003",1.5
"MCO","2004",1.5
"MCO","2005",1.5
"MCO","2006",1.5
"MCO","2007",1.5
"MCO","2008",1.5
"MCO","2009",1.5
"MCO","2010",1.5
"MCO","2011",1.5
"MCO","2012",1.5
"MCO","2013",1.5
"MCO","2014",1.5
"MCO","2015",1.5
"MCO","2016",2
"MCO","2017",2
"MNG","1980",7
"MNG","1981",7
"MNG","1982",7
"MNG","1983",7
"MNG","1984",7
"MNG","1985",7
"MNG","1986",7
"MNG","1987",7
"MNG","1988",7
"MNG","1989",7
"MNG","1990",4
"MNG","1991",2.5
"MNG","1992",2.5
"MNG","1993",2.5
"MNG","1994",2.5
"MNG","1995",2.5
"MNG","1996",2.5
"MNG","1997",2.5
"MNG","1998",2.5
"MNG","1999",2.5
"MNG","2000",2.5
"MNG","2001",2.5
"MNG","2002",2
"MNG","2003",2
"MNG","2004",2
"MNG","2005",2
"MNG","2006",2
"MNG","2007",2
"MNG","2008",2
"MNG","2009",2
"MNG","2010",2
"MNG","2011",2
"MNG","2012",1.5
"MNG","2013",1.5
"MNG","2014",1.5
"MNG","2015",1.5
"MNG","2016",1.5
"MNG","2017",1.5
"MNE","2006",3
"MNE","2007",3
"MNE","2008",3
"MNE","2009",2.5
"MNE","2010",2.5
"MNE","2011",2.5
"MNE","2012",2.5
"MNE","2013",2.5
"MNE","2014",2.5
"MNE","2015",3
"MNE","2016",3
"MNE","2017",3
"MAR","1980",4
"MAR","1981",4.5
"MAR","1982",4.5
"MAR","1983",4.5
"MAR","1984",4.5
"MAR","1985",4.5
"MAR","1986",4.5
"MAR","1987",4.5
"MAR","1988",4.5
"MAR","1989",4
"MAR","1990",4
"MAR","1991",5
"MAR","1992",5.5
"MAR","1993",5
"MAR","1994",5
"MAR","1995",5
"MAR","1996",5
"MAR","1997",5
"MAR","1998",4.5
"MAR","1999",4.5
"MAR","2000",4.5
"MAR","2001",5
"MAR","2002",5
"MAR","2003",5
"MAR","2004",4.5
"MAR","2005",4.5
"MAR","2006",4.5
"MAR","2007",4.5
"MAR","2008",4.5
"MAR","2009",4.5
"MAR","2010",4.5
"MAR","2011",4.5
"MAR","2012",4.5
"MAR","2013",4.5
"MAR","2014",4.5
"MAR","2015",4.5
"MAR","2016",4.5
"MAR","2017",5
"MOZ","1980",7
"MOZ","1981",7
"MOZ","1982",7
"MOZ","1983",6.5
"MOZ","1984",6.5
"MOZ","1985",6.5
"MOZ","1986",6.5
"MOZ","1987",6.5
"MOZ","1988",6.5
"MOZ","1989",6.5
"MOZ","1990",6
"MOZ","1991",5
"MOZ","1992",5
"MOZ","1993",5.5
"MOZ","1994",4
"MOZ","1995",3.5
"MOZ","1996",3.5
"MOZ","1997",3.5
"MOZ","1998",3.5
"MOZ","1999",3.5
"MOZ","2000",3.5
"MOZ","2001",3.5
"MOZ","2002",3.5
"MOZ","2003",3.5
"MOZ","2004",3.5
"MOZ","2005",3.5
"MOZ","2006",3.5
"MOZ","2007",3
"MOZ","2008",3
"MOZ","2009",3.5
"MOZ","2010",3.5
"MOZ","2011",3.5
"MOZ","2012",3.5
"MOZ","2013",3.5
"MOZ","2014",3.5
"MOZ","2015",4
"MOZ","2016",4
"MOZ","2017",4
"MMR","1980",6.5
"MMR","1981",6.5
"MMR","1982",6.5
"MMR","1983",7
"MMR","1984",7
"MMR","1985",7
"MMR","1986",7
"MMR","1987",7
"MMR","1988",6.5
"MMR","1989",7
"MMR","1990",7
"MMR","1991",7
"MMR","1992",7
"MMR","1993",7
"MMR","1994",7
"MMR","1995",7
"MMR","1996",7
"MMR","1997",7
"MMR","1998",7
"MMR","1999",7
"MMR","2000",7
"MMR","2001",7
"MMR","2002",7
"MMR","2003",7
"MMR","2004",7
"MMR","2005",7
"MMR","2006",7
"MMR","2007",7
"MMR","2008",7
"MMR","2009",7
"MMR","2010",7
"MMR","2011",6.5
"MMR","2012",5.5
"MMR","2013",5.5
"MMR","2014",6
"MMR","2015",5.5
"MMR","2016",5
"MMR","2017",5
"NAM","1989",3.5
"NAM","1990",2.5
"NAM","1991",2.5
"NAM","1992",2
"NAM","1993",2.5
"NAM","1994",2.5
"NAM","1995",2.5
"NAM","1996",2.5
"NAM","1997",2.5
"NAM","1998",2.5
"NAM","1999",2.5
"NAM","2000",2.5
"NAM","2001",2.5
"NAM","2002",2.5
"NAM","2003",2.5
"NAM","2004",2.5
"NAM","2005",2
"NAM","2006",2
"NAM","2007",2
"NAM","2008",2
"NAM","2009",2
"NAM","2010",2
"NAM","2011",2
"NAM","2012",2
"NAM","2013",2
"NAM","2014",2
"NAM","2015",2
"NAM","2016",2
"NAM","2017",2
"NRU","1980",2
"NRU","1981",2
"NRU","1982",2
"NRU","1983",2
"NRU","1984",2
"NRU","1985",2
"NRU","1986",2
"NRU","1987",2
"NRU","1988",2
"NRU","1989",1.5
"NRU","1990",1.5
"NRU","1991",1.5
"NRU","1992",1.5
"NRU","1993",2
"NRU","1994",2
"NRU","1995",2
"NRU","1996",2
"NRU","1997",2
"NRU","1998",2
"NRU","1999",2
"NRU","2000",2
"NRU","2001",2
"NRU","2002",1.5
"NRU","2003",1
"NRU","2004",1
"NRU","2005",1
"NRU","2006",1
"NRU","2007",1
"NRU","2008",1
"NRU","2009",1
"NRU","2010",1
"NRU","2011",1
"NRU","2012",1
"NRU","2013",1
"NRU","2014",1.5
"NRU","2015",2
"NRU","2016",2
"NRU","2017",2
"NPL","1980",3.5
"NPL","1981",3.5
"NPL","1982",3.5
"NPL","1983",3.5
"NPL","1984",3.5
"NPL","1985",3.5
"NPL","1986",3.5
"NPL","1987",3.5
"NPL","1988",3.5
"NPL","1989",4.5
"NPL","1990",4
"NPL","1991",2.5
"NPL","1992",2.5
"NPL","1993",3.5
"NPL","1994",3.5
"NPL","1995",3.5
"NPL","1996",3.5
"NPL","1997",3.5
"NPL","1998",3.5
"NPL","1999",3.5
"NPL","2000",3.5
"NPL","2001",3.5
"NPL","2002",4
"NPL","2003",4.5
"NPL","2004",5
"NPL","2005",5.5
"NPL","2006",4.5
"NPL","2007",4.5
"NPL","2008",4
"NPL","2009",4
"NPL","2010",4
"NPL","2011",4
"NPL","2012",4
"NPL","2013",4
"NPL","2014",3.5
"NPL","2015",3.5
"NPL","2016",3.5
"NPL","2017",3.5
"NLD","1980",1
"NLD","1981",1
"NLD","1982",1
"NLD","1983",1
"NLD","1984",1
"NLD","1985",1
"NLD","1986",1
"NLD","1987",1
"NLD","1988",1
"NLD","1989",1
"NLD","1990",1
"NLD","1991",1
"NLD","1992",1
"NLD","1993",1
"NLD","1994",1
"NLD","1995",1
"NLD","1996",1
"NLD","1997",1
"NLD","1998",1
"NLD","1999",1
"NLD","2000",1
"NLD","2001",1
"NLD","2002",1
"NLD","2003",1
"NLD","2004",1
"NLD","2005",1
"NLD","2006",1
"NLD","2007",1
"NLD","2008",1
"NLD","2009",1
"NLD","2010",1
"NLD","2011",1
"NLD","2012",1
"NLD","2013",1
"NLD","2014",1
"NLD","2015",1
"NLD","2016",1
"NLD","2017",1
"NZL","1980",1
"NZL","1981",1
"NZL","1982",1
"NZL","1983",1
"NZL","1984",1
"NZL","1985",1
"NZL","1986",1
"NZL","1987",1
"NZL","1988",1
"NZL","1989",1
"NZL","1990",1
"NZL","1991",1
"NZL","1992",1
"NZL","1993",1
"NZL","1994",1
"NZL","1995",1
"NZL","1996",1
"NZL","1997",1
"NZL","1998",1
"NZL","1999",1
"NZL","2000",1
"NZL","2001",1
"NZL","2002",1
"NZL","2003",1
"NZL","2004",1
"NZL","2005",1
"NZL","2006",1
"NZL","2007",1
"NZL","2008",1
"NZL","2009",1
"NZL","2010",1
"NZL","2011",1
"NZL","2012",1
"NZL","2013",1
"NZL","2014",1
"NZL","2015",1
"NZL","2016",1
"NZL","2017",1
"NIC","1980",5
"NIC","1981",5.5
"NIC","1982",5.5
"NIC","1983",5.5
"NIC","1984",5
"NIC","1985",5
"NIC","1986",5.5
"NIC","1987",5
"NIC","1988",4.5
"NIC","1989",5
"NIC","1990",3
"NIC","1991",3
"NIC","1992",3.5
"NIC","1993",4.5
"NIC","1994",4.5
"NIC","1995",4
"NIC","1996",3
"NIC","1997",3
"NIC","1998",2.5
"NIC","1999",3
"NIC","2000",3
"NIC","2001",3
"NIC","2002",3
"NIC","2003",3
"NIC","2004",3
"NIC","2005",3
"NIC","2006",3
"NIC","2007",3
"NIC","2008",3.5
"NIC","2009",4
"NIC","2010",4
"NIC","2011",4.5
"NIC","2012",4.5
"NIC","2013",3.5
"NIC","2014",3.5
"NIC","2015",3.5
"NIC","2016",4.5
"NIC","2017",4.5
"NER","1980",6.5
"NER","1981",6.5
"NER","1982",6.5
"NER","1983",6.5
"NER","1984",6.5
"NER","1985",6.5
"NER","1986",6.5
"NER","1987",6.5
"NER","1988",6
"NER","1989",6.5
"NER","1990",5.5
"NER","1991",5.5
"NER","1992",4.5
"NER","1993",3.5
"NER","1994",4
"NER","1995",4
"NER","1996",6
"NER","1997",6
"NER","1998",6
"NER","1999",5
"NER","2000",4
"NER","2001",4
"NER","2002",4
"NER","2003",4
"NER","2004",3
"NER","2005",3
"NER","2006",3
"NER","2007",3.5
"NER","2008",3.5
"NER","2009",4.5
"NER","2010",4.5
"NER","2011",3.5
"NER","2012",3.5
"NER","2013",3.5
"NER","2014",3.5
"NER","2015",3.5
"NER","2016",4
"NER","2017",4
"NGA","1980",2.5
"NGA","1981",2.5
"NGA","1982",2.5
"NGA","1983",2.5
"NGA","1984",6
"NGA","1985",6
"NGA","1986",6
"NGA","1987",5.5
"NGA","1988",5
"NGA","1989",5.5
"NGA","1990",5
"NGA","1991",4.5
"NGA","1992",4.5
"NGA","1993",6
"NGA","1994",6.5
"NGA","1995",7
"NGA","1996",6.5
"NGA","1997",6.5
"NGA","1998",5
"NGA","1999",3.5
"NGA","2000",4
"NGA","2001",4.5
"NGA","2002",4.5
"NGA","2003",4
"NGA","2004",4
"NGA","2005",4
"NGA","2006",4
"NGA","2007",4
"NGA","2008",4.5
"NGA","2009",4.5
"NGA","2010",4
"NGA","2011",4
"NGA","2012",4
"NGA","2013",4
"NGA","2014",4.5
"NGA","2015",4.5
"NGA","2016",4
"NGA","2017",4
"PRK","1980",7
"PRK","1981",7
"PRK","1982",7
"PRK","1983",7
"PRK","1984",7
"PRK","1985",7
"PRK","1986",7
"PRK","1987",7
"PRK","1988",7
"PRK","1989",7
"PRK","1990",7
"PRK","1991",7
"PRK","1992",7
"PRK","1993",7
"PRK","1994",7
"PRK","1995",7
"PRK","1996",7
"PRK","1997",7
"PRK","1998",7
"PRK","1999",7
"PRK","2000",7
"PRK","2001",7
"PRK","2002",7
"PRK","2003",7
"PRK","2004",7
"PRK","2005",7
"PRK","2006",7
"PRK","2007",7
"PRK","2008",7
"PRK","2009",7
"PRK","2010",7
"PRK","2011",7
"PRK","2012",7
"PRK","2013",7
"PRK","2014",7
"PRK","2015",7
"PRK","2016",7
"PRK","2017",7
"NOR","1980",1
"NOR","1981",1
"NOR","1982",1
"NOR","1983",1
"NOR","1984",1
"NOR","1985",1
"NOR","1986",1
"NOR","1987",1
"NOR","1988",1
"NOR","1989",1
"NOR","1990",1
"NOR","1991",1
"NOR","1992",1
"NOR","1993",1
"NOR","1994",1
"NOR","1995",1
"NOR","1996",1
"NOR","1997",1
"NOR","1998",1
"NOR","1999",1
"NOR","2000",1
"NOR","2001",1
"NOR","2002",1
"NOR","2003",1
"NOR","2004",1
"NOR","2005",1
"NOR","2006",1
"NOR","2007",1
"NOR","2008",1
"NOR","2009",1
"NOR","2010",1
"NOR","2011",1
"NOR","2012",1
"NOR","2013",1
"NOR","2014",1
"NOR","2015",1
"NOR","2016",1
"NOR","2017",1
"OMN","1980",6
"OMN","1981",6
"OMN","1982",6
"OMN","1983",6
"OMN","1984",6
"OMN","1985",6
"OMN","1986",6
"OMN","1987",6
"OMN","1988",6
"OMN","1989",6
"OMN","1990",6
"OMN","1991",6
"OMN","1992",5.5
"OMN","1993",6
"OMN","1994",6
"OMN","1995",6
"OMN","1996",6
"OMN","1997",6
"OMN","1998",6
"OMN","1999",6
"OMN","2000",5.5
"OMN","2001",5.5
"OMN","2002",5.5
"OMN","2003",5.5
"OMN","2004",5.5
"OMN","2005",5.5
"OMN","2006",5.5
"OMN","2007",5.5
"OMN","2008",5.5
"OMN","2009",5.5
"OMN","2010",5.5
"OMN","2011",5.5
"OMN","2012",5.5
"OMN","2013",5.5
"OMN","2014",5.5
"OMN","2015",5.5
"OMN","2016",5.5
"OMN","2017",5.5
"PAK","1980",6
"PAK","1981",6
"PAK","1982",6
"PAK","1983",6
"PAK","1984",6
"PAK","1985",4.5
"PAK","1986",4.5
"PAK","1987",4.5
"PAK","1988",3
"PAK","1989",3
"PAK","1990",4
"PAK","1991",4.5
"PAK","1992",4.5
"PAK","1993",4
"PAK","1994",4
"PAK","1995",4
"PAK","1996",4.5
"PAK","1997",4.5
"PAK","1998",4.5
"PAK","1999",6
"PAK","2000",5.5
"PAK","2001",5.5
"PAK","2002",5.5
"PAK","2003",5.5
"PAK","2004",5.5
"PAK","2005",5.5
"PAK","2006",5.5
"PAK","2007",5.5
"PAK","2008",4.5
"PAK","2009",4.5
"PAK","2010",4.5
"PAK","2011",4.5
"PAK","2012",4.5
"PAK","2013",4.5
"PAK","2014",4.5
"PAK","2015",4.5
"PAK","2016",4.5
"PAK","2017",4.5
"PLW","1994",1.5
"PLW","1995",1.5
"PLW","1996",1.5
"PLW","1997",1.5
"PLW","1998",1.5
"PLW","1999",1.5
"PLW","2000",1.5
"PLW","2001",1.5
"PLW","2002",1.5
"PLW","2003",1
"PLW","2004",1
"PLW","2005",1
"PLW","2006",1
"PLW","2007",1
"PLW","2008",1
"PLW","2009",1
"PLW","2010",1
"PLW","2011",1
"PLW","2012",1
"PLW","2013",1
"PLW","2014",1
"PLW","2015",1
"PLW","2016",1
"PLW","2017",1
"PAN","1980",4
"PAN","1981",5
"PAN","1982",5
"PAN","1983",4.5
"PAN","1984",3.5
"PAN","1985",4.5
"PAN","1986",4.5
"PAN","1987",5
"PAN","1988",5.5
"PAN","1989",6.5
"PAN","1990",3
"PAN","1991",3
"PAN","1992",3.5
"PAN","1993",3
"PAN","1994",2.5
"PAN","1995",2.5
"PAN","1996",2.5
"PAN","1997",2.5
"PAN","1998",2.5
"PAN","1999",1.5
"PAN","2000",1.5
"PAN","2001",1.5
"PAN","2002",1.5
"PAN","2003",1.5
"PAN","2004",1.5
"PAN","2005",1.5
"PAN","2006",1.5
"PAN","2007",1.5
"PAN","2008",1.5
"PAN","2009",1.5
"PAN","2010",1.5
"PAN","2011",1.5
"PAN","2012",1.5
"PAN","2013",2
"PAN","2014",2
"PAN","2015",2
"PAN","2016",2
"PAN","2017",2
"PNG","1980",2
"PNG","1981",2
"PNG","1982",2
"PNG","1983",2
"PNG","1984",2
"PNG","1985",2
"PNG","1986",2
"PNG","1987",2
"PNG","1988",2.5
"PNG","1989",2
"PNG","1990",2.5
"PNG","1991",2.5
"PNG","1992",2.5
"PNG","1993",3
"PNG","1994",3
"PNG","1995",3
"PNG","1996",3
"PNG","1997",3
"PNG","1998",2.5
"PNG","1999",2.5
"PNG","2000",2.5
"PNG","2001",2.5
"PNG","2002",2.5
"PNG","2003",3
"PNG","2004",3
"PNG","2005",3
"PNG","2006",3
"PNG","2007",3
"PNG","2008",3.5
"PNG","2009",3.5
"PNG","2010",3.5
"PNG","2011",3.5
"PNG","2012",3.5
"PNG","2013",3
"PNG","2014",3.5
"PNG","2015",3.5
"PNG","2016",3
"PNG","2017",3
"PRY","1980",5
"PRY","1981",5
"PRY","1982",5
"PRY","1983",5
"PRY","1984",5
"PRY","1985",5
"PRY","1986",5.5
"PRY","1987",5.5
"PRY","1988",6
"PRY","1989",3.5
"PRY","1990",3.5
"PRY","1991",3
"PRY","1992",3
"PRY","1993",3
"PRY","1994",3.5
"PRY","1995",3.5
"PRY","1996",3.5
"PRY","1997",3.5
"PRY","1998",3.5
"PRY","1999",3.5
"PRY","2000",3.5
"PRY","2001",3.5
"PRY","2002",3.5
"PRY","2003",3
"PRY","2004",3
"PRY","2005",3
"PRY","2006",3
"PRY","2007",3
"PRY","2008",3
"PRY","2009",3
"PRY","2010",3
"PRY","2011",3
"PRY","2012",3
"PRY","2013",3
"PRY","2014",3
"PRY","2015",3
"PRY","2016",3
"PRY","2017",3
"PER","1980",2.5
"PER","1981",2.5
"PER","1982",2.5
"PER","1983",2.5
"PER","1984",2.5
"PER","1985",2.5
"PER","1986",2.5
"PER","1987",2.5
"PER","1988",2.5
"PER","1989",3
"PER","1990",3.5
"PER","1991",4
"PER","1992",5.5
"PER","1993",5
"PER","1994",4.5
"PER","1995",4.5
"PER","1996",3.5
"PER","1997",4.5
"PER","1998",4.5
"PER","1999",4.5
"PER","2000",3.5
"PER","2001",2
"PER","2002",2.5
"PER","2003",2.5
"PER","2004",2.5
"PER","2005",2.5
"PER","2006",2.5
"PER","2007",2.5
"PER","2008",2.5
"PER","2009",2.5
"PER","2010",2.5
"PER","2011",2.5
"PER","2012",2.5
"PER","2013",2.5
"PER","2014",2.5
"PER","2015",2.5
"PER","2016",2.5
"PER","2017",2.5
"PHL","1980",5
"PHL","1981",4.5
"PHL","1982",4.5
"PHL","1983",5
"PHL","1984",4
"PHL","1985",3.5
"PHL","1986",3
"PHL","1987",2
"PHL","1988",2.5
"PHL","1989",2.5
"PHL","1990",3
"PHL","1991",3
"PHL","1992",3
"PHL","1993",3.5
"PHL","1994",3.5
"PHL","1995",3
"PHL","1996",2.5
"PHL","1997",2.5
"PHL","1998",2.5
"PHL","1999",2.5
"PHL","2000",2.5
"PHL","2001",2.5
"PHL","2002",2.5
"PHL","2003",2.5
"PHL","2004",2.5
"PHL","2005",3
"PHL","2006",3
"PHL","2007",3.5
"PHL","2008",3.5
"PHL","2009",3.5
"PHL","2010",3
"PHL","2011",3
"PHL","2012",3
"PHL","2013",3
"PHL","2014",3
"PHL","2015",3
"PHL","2016",3
"PHL","2017",3
"POL","1980",5
"POL","1981",6
"POL","1982",6
"POL","1983",5.5
"POL","1984",5.5
"POL","1985",5.5
"POL","1986",5.5
"POL","1987",5
"POL","1988",5
"POL","1989",3.5
"POL","1990",2
"POL","1991",2
"POL","1992",2
"POL","1993",2
"POL","1994",2
"POL","1995",1.5
"POL","1996",1.5
"POL","1997",1.5
"POL","1998",1.5
"POL","1999",1.5
"POL","2000",1.5
"POL","2001",1.5
"POL","2002",1.5
"POL","2003",1.5
"POL","2004",1
"POL","2005",1
"POL","2006",1
"POL","2007",1
"POL","2008",1
"POL","2009",1
"POL","2010",1
"POL","2011",1
"POL","2012",1
"POL","2013",1
"POL","2014",1
"POL","2015",1
"POL","2016",1.5
"POL","2017",1.5
"PRT","1980",2
"PRT","1981",2
"PRT","1982",2
"PRT","1983",1.5
"PRT","1984",1.5
"PRT","1985",1.5
"PRT","1986",1.5
"PRT","1987",1.5
"PRT","1988",1.5
"PRT","1989",1.5
"PRT","1990",1.5
"PRT","1991",1
"PRT","1992",1
"PRT","1993",1
"PRT","1994",1
"PRT","1995",1
"PRT","1996",1
"PRT","1997",1
"PRT","1998",1
"PRT","1999",1
"PRT","2000",1
"PRT","2001",1
"PRT","2002",1
"PRT","2003",1
"PRT","2004",1
"PRT","2005",1
"PRT","2006",1
"PRT","2007",1
"PRT","2008",1
"PRT","2009",1
"PRT","2010",1
"PRT","2011",1
"PRT","2012",1
"PRT","2013",1
"PRT","2014",1
"PRT","2015",1
"PRT","2016",1
"PRT","2017",1
"QAT","1980",5
"QAT","1981",5
"QAT","1982",5
"QAT","1983",5
"QAT","1984",5
"QAT","1985",5
"QAT","1986",5
"QAT","1987",5
"QAT","1988",5
"QAT","1989",6
"QAT","1990",6
"QAT","1991",6
"QAT","1992",6.5
"QAT","1993",6.5
"QAT","1994",6.5
"QAT","1995",6.5
"QAT","1996",6.5
"QAT","1997",6.5
"QAT","1998",6.5
"QAT","1999",6
"QAT","2000",6
"QAT","2001",6
"QAT","2002",6
"QAT","2003",6
"QAT","2004",5.5
"QAT","2005",5.5
"QAT","2006",5.5
"QAT","2007",5.5
"QAT","2008",5.5
"QAT","2009",5.5
"QAT","2010",5.5
"QAT","2011",5.5
"QAT","2012",5.5
"QAT","2013",5.5
"QAT","2014",5.5
"QAT","2015",5.5
"QAT","2016",5.5
"QAT","2017",5.5
"ROU","1980",6.5
"ROU","1981",6.5
"ROU","1982",6.5
"ROU","1983",6.5
"ROU","1984",7
"ROU","1985",7
"ROU","1986",7
"ROU","1987",7
"ROU","1988",7
"ROU","1989",7
"ROU","1990",5.5
"ROU","1991",5
"ROU","1992",4
"ROU","1993",4
"ROU","1994",3.5
"ROU","1995",3.5
"ROU","1996",2.5
"ROU","1997",2
"ROU","1998",2
"ROU","1999",2
"ROU","2000",2
"ROU","2001",2
"ROU","2002",2
"ROU","2003",2
"ROU","2004",2.5
"ROU","2005",2
"ROU","2006",2
"ROU","2007",2
"ROU","2008",2
"ROU","2009",2
"ROU","2010",2
"ROU","2011",2
"ROU","2012",2
"ROU","2013",2
"ROU","2014",2
"ROU","2015",2
"ROU","2016",2
"ROU","2017",2
"RUS","1991",3
"RUS","1992",3.5
"RUS","1993",3.5
"RUS","1994",3.5
"RUS","1995",3.5
"RUS","1996",3.5
"RUS","1997",3.5
"RUS","1998",4
"RUS","1999",4.5
"RUS","2000",5
"RUS","2001",5
"RUS","2002",5
"RUS","2003",5
"RUS","2004",5.5
"RUS","2005",5.5
"RUS","2006",5.5
"RUS","2007",5.5
"RUS","2008",5.5
"RUS","2009",5.5
"RUS","2010",5.5
"RUS","2011",5.5
"RUS","2012",5.5
"RUS","2013",5.5
"RUS","2014",6
"RUS","2015",6
"RUS","2016",6.5
"RUS","2017",6.5
"RWA","1980",6
"RWA","1981",6
"RWA","1982",6
"RWA","1983",6
"RWA","1984",6
"RWA","1985",6
"RWA","1986",6
"RWA","1987",6
"RWA","1988",6
"RWA","1989",6
"RWA","1990",6
"RWA","1991",6
"RWA","1992",5.5
"RWA","1993",5.5
"RWA","1994",7
"RWA","1995",6.5
"RWA","1996",6.5
"RWA","1997",6.5
"RWA","1998",6.5
"RWA","1999",6.5
"RWA","2000",6.5
"RWA","2001",6.5
"RWA","2002",6
"RWA","2003",5.5
"RWA","2004",5.5
"RWA","2005",5.5
"RWA","2006",5.5
"RWA","2007",5.5
"RWA","2008",5.5
"RWA","2009",5.5
"RWA","2010",5.5
"RWA","2011",5.5
"RWA","2012",6
"RWA","2013",5.5
"RWA","2014",6
"RWA","2015",6
"RWA","2016",6
"RWA","2017",6
"WSM","1980",3.5
"WSM","1981",3.5
"WSM","1982",3.5
"WSM","1983",3.5
"WSM","1984",3.5
"WSM","1985",3.5
"WSM","1986",3.5
"WSM","1987",3.5
"WSM","1988",3.5
"WSM","1989",2
"WSM","1990",2
"WSM","1991",2
"WSM","1992",2
"WSM","1993",2
"WSM","1994",2
"WSM","1995",2
"WSM","1996",2
"WSM","1997",2
"WSM","1998",2.5
"WSM","1999",2
"WSM","2000",2
"WSM","2001",2
"WSM","2002",2
"WSM","2003",2
"WSM","2004",2
"WSM","2005",2
"WSM","2006",2
"WSM","2007",2
"WSM","2008",2
"WSM","2009",2
"WSM","2010",2
"WSM","2011",2
"WSM","2012",2
"WSM","2013",2
"WSM","2014",2
"WSM","2015",2
"WSM","2016",2
"WSM","2017",2
"SMR","1992",1
"SMR","1993",1
"SMR","1994",1
"SMR","1995",1
"SMR","1996",1
"SMR","1997",1
"SMR","1998",1
"SMR","1999",1
"SMR","2000",1
"SMR","2001",1
"SMR","2002",1
"SMR","2003",1
"SMR","2004",1
"SMR","2005",1
"SMR","2006",1
"SMR","2007",1
"SMR","2008",1
"SMR","2009",1
"SMR","2010",1
"SMR","2011",1
"SMR","2012",1
"SMR","2013",1
"SMR","2014",1
"SMR","2015",1
"SMR","2016",1
"SMR","2017",1
"STP","1980",6
"STP","1981",6
"STP","1982",6
"STP","1983",7
"STP","1984",7
"STP","1985",7
"STP","1986",7
"STP","1987",7
"STP","1988",6.5
"STP","1989",5.5
"STP","1990",5
"STP","1991",2.5
"STP","1992",2.5
"STP","1993",1.5
"STP","1994",1.5
"STP","1995",1.5
"STP","1996",1.5
"STP","1997",1.5
"STP","1998",1.5
"STP","1999",1.5
"STP","2000",1.5
"STP","2001",1.5
"STP","2002",1.5
"STP","2003",2
"STP","2004",2
"STP","2005",2
"STP","2006",2
"STP","2007",2
"STP","2008",2
"STP","2009",2
"STP","2010",2
"STP","2011",2
"STP","2012",2
"STP","2013",2
"STP","2014",2
"STP","2015",2
"STP","2016",2
"STP","2017",2
"SAU","1980",6
"SAU","1981",6
"SAU","1982",6
"SAU","1983",6.5
"SAU","1984",6.5
"SAU","1985",6.5
"SAU","1986",6.5
"SAU","1987",6.5
"SAU","1988",6.5
"SAU","1989",6.5
"SAU","1990",6.5
"SAU","1991",6.5
"SAU","1992",7
"SAU","1993",7
"SAU","1994",7
"SAU","1995",7
"SAU","1996",7
"SAU","1997",7
