"iso3c","year","CLandPR"
"CHN","2004",6.5
"CHN","2005",6.5
"CHN","2006",6.5
"CHN","2007",6.5
"CHN","2008",6.5
"CHN","2009",6.5
"CHN","2010",6.5
"CHN","2011",6.5
"CHN","2012",6.5
"CHN","2013",6.5
"CHN","2014",6.5
"CHN","2015",6.5
"CHN","2016",6.5
"CHN","2017",6.5
"COL","1980",2.5
"COL","1981",2.5
"COL","1982",2.5
"COL","1983",2.5
"COL","1984",2.5
"COL","1985",2.5
"COL","1986",2.5
"COL","1987",2.5
"COL","1988",2.5
"COL","1989",3.5
"COL","1990",3.5
"COL","1991",3
"COL","1992",3
"COL","1993",3
"COL","1994",3.5
"COL","1995",4
"COL","1996",4
"COL","1997",4
"COL","1998",3.5
"COL","1999",4
"COL","2000",4
"COL","2001",4
"COL","2002",4
"COL","2003",4
"COL","2004",4
"COL","2005",3
"COL","2006",3
"COL","2007",3
"COL","2008",3.5
"COL","2009",3.5
"COL","2010",3.5
"COL","2011",3.5
"COL","2012",3.5
"COL","2013",3.5
"COL","2014",3.5
"COL","2015",3.5
"COL","2016",3
"COL","2017",3
"COM","1980",4.5
"COM","1981",4.5
"COM","1982",4.5
"COM","1983",4
"COM","1984",5
"COM","1985",6
"COM","1986",6
"COM","1987",6
"COM","1988",6
"COM","1989",5.5
"COM","1990",5
"COM","1991",3.5
"COM","1992",3
"COM","1993",4
"COM","1994",4
"COM","1995",4
"COM","1996",4
"COM","1997",4.5
"COM","1998",4.5
"COM","1999",5
"COM","2000",5
"COM","2001",5
"COM","2002",4.5
"COM","2003",4.5
"COM","2004",4
"COM","2005",4
"COM","2006",3.5
"COM","2007",4
"COM","2008",3.5
"COM","2009",3.5
"COM","2010",3.5
"COM","2011",3.5
"COM","2012",3.5
"COM","2013",3.5
"COM","2014",3.5
"COM","2015",3.5
"COM","2016",3.5
"COM","2017",3.5
"COG","1980",6.5
"COG","1981",6.5
"COG","1982",6.5
"COG","1983",6.5
"COG","1984",6.5
"COG","1985",6.5
"COG","1986",6.5
"COG","1987",6.5
"COG","1988",6.5
"COG","1989",6.5
"COG","1990",6
"COG","1991",5
"COG","1992",3
"COG","1993",3
"COG","1994",4
"COG","1995",4
"COG","1996",4
"COG","1997",6
"COG","1998",6
"COG","1999",5.5
"COG","2000",5
"COG","2001",4.5
"COG","2002",5
"COG","2003",4.5
"COG","2004",4.5
"COG","2005",5
"COG","2006",5.5
"COG","2007",5.5
"COG","2008",5.5
"COG","2009",5.5
"COG","2010",5.5
"COG","2011",5.5
"COG","2012",5.5
"COG","2013",5.5
"COG","2014",5.5
"COG","2015",5.5
"COG","2016",6
"COG","2017",6
"COD","1980",6
"COD","1981",6
"COD","1982",6
"COD","1983",6.5
"COD","1984",6.5
"COD","1985",7
"COD","1986",7
"COD","1987",6.5
"COD","1988",6.5
"COD","1989",6.5
"COD","1990",6
"COD","1991",5.5
"COD","1992",5.5
"COD","1993",6.5
"COD","1994",6.5
"COD","1995",6.5
"COD","1996",6.5
"COD","1997",6.5
"COD","1998",6.5
"COD","1999",6.5
"COD","2000",6.5
"COD","2001",6
"COD","2002",6
"COD","2003",6
"COD","2004",6
"COD","2005",6
"COD","2006",5.5
"COD","2007",5.5
"COD","2008",6
"COD","2009",6
"COD","2010",6
"COD","2011",6
"COD","2012",6
"COD","2013",6
"COD","2014",6
"COD","2015",6
"COD","2016",6.5
"COD","2017",6.5
"CRI","1980",1
"CRI","1981",1
"CRI","1982",1
"CRI","1983",1
"CRI","1984",1
"CRI","1985",1
"CRI","1986",1
"CRI","1987",1
"CRI","1988",1
"CRI","1989",1
"CRI","1990",1
"CRI","1991",1
"CRI","1992",1
"CRI","1993",1.5
"CRI","1994",1.5
"CRI","1995",1.5
"CRI","1996",1.5
"CRI","1997",1.5
"CRI","1998",1.5
"CRI","1999",1.5
"CRI","2000",1.5
"CRI","2001",1.5
"CRI","2002",1.5
"CRI","2003",1.5
"CRI","2004",1
"CRI","2005",1
"CRI","2006",1
"CRI","2007",1
"CRI","2008",1
"CRI","2009",1
"CRI","2010",1
"CRI","2011",1
"CRI","2012",1
"CRI","2013",1
"CRI","2014",1
"CRI","2015",1
"CRI","2016",1
"CRI","2017",1
"CIV","1980",5
"CIV","1981",5
"CIV","1982",5
"CIV","1983",5
"CIV","1984",5.5
"CIV","1985",5.5
"CIV","1986",5.5
"CIV","1987",5.5
"CIV","1988",6
"CIV","1989",5.5
"CIV","1990",5
"CIV","1991",5
"CIV","1992",5
"CIV","1993",5.5
"CIV","1994",5.5
"CIV","1995",5.5
"CIV","1996",5.5
"CIV","1997",5
"CIV","1998",5
"CIV","1999",5.5
"CIV","2000",5.5
"CIV","2001",4.5
"CIV","2002",6
"CIV","2003",5.5
"CIV","2004",6
"CIV","2005",6
"CIV","2006",6.5
"CIV","2007",6
"CIV","2008",5.5
"CIV","2009",5.5
"CIV","2010",6.5
"CIV","2011",6
"CIV","2012",5
"CIV","2013",4.5
"CIV","2014",4.5
"CIV","2015",4
"CIV","2016",4
"CIV","2017",4
"HRV","1991",3.5
"HRV","1992",4
"HRV","1993",4
"HRV","1994",4
"HRV","1995",4
"HRV","1996",4
"HRV","1997",4
"HRV","1998",4
"HRV","1999",4
"HRV","2000",2.5
"HRV","2001",2
"HRV","2002",2
"HRV","2003",2
"HRV","2004",2
"HRV","2005",2
"HRV","2006",2
"HRV","2007",2
"HRV","2008",2
"HRV","2009",1.5
"HRV","2010",1.5
"HRV","2011",1.5
"HRV","2012",1.5
"HRV","2013",1.5
"HRV","2014",1.5
"HRV","2015",1.5
"HRV","2016",1.5
"HRV","2017",1.5
"CUB","1980",6
"CUB","1981",6
"CUB","1982",6
"CUB","1983",6
"CUB","1984",6
"CUB","1985",6
"CUB","1986",6
"CUB","1987",6
"CUB","1988",6.5
"CUB","1989",7
"CUB","1990",7
"CUB","1991",7
"CUB","1992",7
"CUB","1993",7
"CUB","1994",7
"CUB","1995",7
"CUB","1996",7
"CUB","1997",7
"CUB","1998",7
"CUB","1999",7
"CUB","2000",7
"CUB","2001",7
"CUB","2002",7
"CUB","2003",7
"CUB","2004",7
"CUB","2005",7
"CUB","2006",7
"CUB","2007",7
"CUB","2008",6.5
"CUB","2009",6.5
"CUB","2010",6.5
"CUB","2011",6.5
"CUB","2012",6.5
"CUB","2013",6.5
"CUB","2014",6.5
"CUB","2015",6.5
"CUB","2016",6.5
"CUB","2017",6.5
"CYP","1980",3
"CYP","1981",1.5
"CYP","1981",3.5
"CYP","1982",1.5
"CYP","1982",3.5
"CYP","1983",1.5
"CYP","1983",3.5
"CYP","1984",1.5
"CYP","1984",3.5
"CYP","1985",1.5
"CYP","1985",3
"CYP","1986",1.5
"CYP","1986",2.5
"CYP","1987",1.5
"CYP","1987",2.5
"CYP","1988",1.5
"CYP","1988",2.5
"CYP","1989",1
"CYP","1989",2
"CYP","1990",1
"CYP","1990",2
"CYP","1991",1
"CYP","1991",2
"CYP","1992",1
"CYP","1993",1
"CYP","1994",1
"CYP","1995",1
"CYP","1996",1
"CYP","1997",1
"CYP","1998",1
"CYP","1999",1
"CYP","2000",1
"CYP","2001",1
"CYP","2002",1
"CYP","2003",1
"CYP","2004",1
"CYP","2005",1
"CYP","2006",1
"CYP","2007",1
"CYP","2008",1
"CYP","2009",1
"CYP","2010",1
"CYP","2011",1
"CYP","2012",1
"CYP","2013",1
"CYP","2014",1
"CYP","2015",1
"CYP","2016",1
"CYP","2017",1
"CZE","1993",1.5
"CZE","1994",1.5
"CZE","1995",1.5
"CZE","1996",1.5
"CZE","1997",1.5
"CZE","1998",1.5
"CZE","1999",1.5
"CZE","2000",1.5
"CZE","2001",1.5
"CZE","2002",1.5
"CZE","2003",1.5
"CZE","2004",1
"CZE","2005",1
"CZE","2006",1
"CZE","2007",1
"CZE","2008",1
"CZE","2009",1
"CZE","2010",1
"CZE","2011",1
"CZE","2012",1
"CZE","2013",1
"CZE","2014",1
"CZE","2015",1
"CZE","2016",1
"CZE","2017",1
"DNK","1980",1
"DNK","1981",1
"DNK","1982",1
"DNK","1983",1
"DNK","1984",1
"DNK","1985",1
"DNK","1986",1
"DNK","1987",1
"DNK","1988",1
"DNK","1989",1
"DNK","1990",1
"DNK","1991",1
"DNK","1992",1
"DNK","1993",1
"DNK","1994",1
"DNK","1995",1
"DNK","1996",1
"DNK","1997",1
"DNK","1998",1
"DNK","1999",1
"DNK","2000",1
"DNK","2001",1
"DNK","2002",1
"DNK","2003",1
"DNK","2004",1
"DNK","2005",1
"DNK","2006",1
"DNK","2007",1
"DNK","2008",1
"DNK","2009",1
"DNK","2010",1
"DNK","2011",1
"DNK","2012",1
"DNK","2013",1
"DNK","2014",1
"DNK","2015",1
"DNK","2016",1
"DNK","2017",1
"DJI","1980",3.5
"DJI","1981",5.5
"DJI","1982",5.5
"DJI","1983",5.5
"DJI","1984",5.5
"DJI","1985",6
"DJI","1986",6
"DJI","1987",6
"DJI","1988",6
"DJI","1989",5.5
"DJI","1990",5.5
"DJI","1991",5.5
"DJI","1992",6
"DJI","1993",6
"DJI","1994",6
"DJI","1995",5.5
"DJI","1996",5.5
"DJI","1997",5.5
"DJI","1998",5.5
"DJI","1999",5
"DJI","2000",4.5
"DJI","2001",4.5
"DJI","2002",4.5
"DJI","2003",5
"DJI","2004",5
"DJI","2005",5
"DJI","2006",5
"DJI","2007",5
"DJI","2008",5
"DJI","2009",5
"DJI","2010",5.5
"DJI","2011",5.5
"DJI","2012",5.5
"DJI","2013",5.5
"DJI","2014",5.5
"DJI","2015",5.5
"DJI","2016",5.5
"DJI","2017",5.5
"DMA","1980",2
"DMA","1981",2
"DMA","1982",2
"DMA","1983",2
"DMA","1984",2
"DMA","1985",2
"DMA","1986",2
"DMA","1987",2
"DMA","1988",2
"DMA","1989",1.5
"DMA","1990",1.5
"DMA","1991",1.5
"DMA","1992",1.5
"DMA","1993",1.5
"DMA","1994",1.5
"DMA","1995",1
"DMA","1996",1
"DMA","1997",1
"DMA","1998",1
"DMA","1999",1
"DMA","2000",1
"DMA","2001",1
"DMA","2002",1
"DMA","2003",1
"DMA","2004",1
"DMA","2005",1
"DMA","2006",1
"DMA","2007",1
"DMA","2008",1
"DMA","2009",1
"DMA","2010",1
"DMA","2011",1
"DMA","2012",1
"DMA","2013",1
"DMA","2014",1
"DMA","2015",1
"DMA","2016",1
"DMA","2017",1
"DOM","1980",2.5
"DOM","1981",1.5
"DOM","1982",1.5
"DOM","1983",1.5
"DOM","1984",2
"DOM","1985",2
"DOM","1986",2
"DOM","1987",2
"DOM","1988",2
"DOM","1989",2
"DOM","1990",2.5
"DOM","1991",2.5
"DOM","1992",2.5
"DOM","1993",3
"DOM","1994",3.5
"DOM","1995",3.5
"DOM","1996",3
"DOM","1997",3
"DOM","1998",2.5
"DOM","1999",2.5
"DOM","2000",2
"DOM","2001",2
"DOM","2002",2
"DOM","2003",2.5
"DOM","2004",2
"DOM","2005",2
"DOM","2006",2
"DOM","2007",2
"DOM","2008",2
"DOM","2009",2
"DOM","2010",2
"DOM","2011",2
"DOM","2012",2
"DOM","2013",2.5
"DOM","2014",2.5
"DOM","2015",3
"DOM","2016",3
"DOM","2017",3
"ECU","1980",2
"ECU","1981",2
"ECU","1982",2
"ECU","1983",2
"ECU","1984",2
"ECU","1985",2.5
"ECU","1986",2.5
"ECU","1987",2.5
"ECU","1988",2
"ECU","1989",2
"ECU","1990",2
"ECU","1991",2.5
"ECU","1992",2.5
"ECU","1993",2.5
"ECU","1994",2.5
"ECU","1995",2.5
"ECU","1996",3
"ECU","1997",3
"ECU","1998",2.5
"ECU","1999",2.5
"ECU","2000",3
"ECU","2001",3
"ECU","2002",3
"ECU","2003",3
"ECU","2004",3
"ECU","2005",3
"ECU","2006",3
"ECU","2007",3
"ECU","2008",3
"ECU","2009",3
"ECU","2010",3
"ECU","2011",3
"ECU","2012",3
"ECU","2013",3
"ECU","2014",3
"ECU","2015",3
"ECU","2016",3.5
"ECU","2017",3
"EGY","1980",5
"EGY","1981",5
"EGY","1982",5
"EGY","1983",5
"EGY","1984",4
"EGY","1985",4
"EGY","1986",4.5
"EGY","1987",4.5
"EGY","1988",4.5
"EGY","1989",4.5
"EGY","1990",4.5
"EGY","1991",5
"EGY","1992",5.5
"EGY","1993",6
"EGY","1994",6
"EGY","1995",6
"EGY","1996",6
"EGY","1997",6
"EGY","1998",6
"EGY","1999",5.5
"EGY","2000",5.5
"EGY","2001",6
"EGY","2002",6
"EGY","2003",6
"EGY","2004",5.5
"EGY","2005",5.5
"EGY","2006",5.5
"EGY","2007",5.5
"EGY","2008",5.5
"EGY","2009",5.5
"EGY","2010",5.5
"EGY","2011",5.5
"EGY","2012",5
"EGY","2013",5.5
"EGY","2014",5.5
"EGY","2015",5.5
"EGY","2016",5.5
"EGY","2017",6
"SLV","1980",5
"SLV","1981",4.5
"SLV","1982",4.5
"SLV","1983",4.5
"SLV","1984",4
"SLV","1985",3
"SLV","1986",3.5
"SLV","1987",3.5
"SLV","1988",3
"SLV","1989",3.5
"SLV","1990",3.5
"SLV","1991",3.5
"SLV","1992",3
"SLV","1993",3
"SLV","1994",3
"SLV","1995",3
"SLV","1996",3
"SLV","1997",2.5
"SLV","1998",2.5
"SLV","1999",2.5
"SLV","2000",2.5
"SLV","2001",2.5
"SLV","2002",2.5
"SLV","2003",2.5
"SLV","2004",2.5
"SLV","2005",2.5
"SLV","2006",2.5
"SLV","2007",2.5
"SLV","2008",2.5
"SLV","2009",2.5
"SLV","2010",2.5
"SLV","2011",2.5
"SLV","2012",2.5
"SLV","2013",2.5
"SLV","2014",2.5
"SLV","2015",2.5
"SLV","2016",2.5
"SLV","2017",2.5
"GNQ","1980",6.5
"GNQ","1981",6.5
"GNQ","1982",6.5
"GNQ","1983",6.5
"GNQ","1984",6.5
"GNQ","1985",7
"GNQ","1986",7
"GNQ","1987",7
"GNQ","1988",7
"GNQ","1989",7
"GNQ","1990",7
"GNQ","1991",7
"GNQ","1992",6.5
"GNQ","1993",7
"GNQ","1994",7
"GNQ","1995",7
"GNQ","1996",7
"GNQ","1997",7
"GNQ","1998",7
"GNQ","1999",7
"GNQ","2000",7
"GNQ","2001",6
"GNQ","2002",6.5
"GNQ","2003",6.5
"GNQ","2004",6.5
"GNQ","2005",6.5
"GNQ","2006",6.5
"GNQ","2007",6.5
"GNQ","2008",7
"GNQ","2009",7
"GNQ","2010",7
"GNQ","2011",7
"GNQ","2012",7
"GNQ","2013",7
"GNQ","2014",7
"GNQ","2015",7
"GNQ","2016",7
"GNQ","2017",7
"ERI","1993",5.5
"ERI","1994",5.5
"ERI","1995",5
"ERI","1996",5
"ERI","1997",5
"ERI","1998",5
"ERI","1999",6
"ERI","2000",6
"ERI","2001",6.5
"ERI","2002",6.5
"ERI","2003",6.5
"ERI","2004",6.5
"ERI","2005",6.5
"ERI","2006",6.5
"ERI","2007",6.5
"ERI","2008",6.5
"ERI","2009",7
"ERI","2010",7
"ERI","2011",7
"ERI","2012",7
"ERI","2013",7
"ERI","2014",7
"ERI","2015",7
"ERI","2016",7
"ERI","2017",7
"EST","1991",2.5
"EST","1992",3
"EST","1993",2.5
"EST","1994",2.5
"EST","1995",2
"EST","1996",1.5
"EST","1997",1.5
"EST","1998",1.5
"EST","1999",1.5
"EST","2000",1.5
"EST","2001",1.5
"EST","2002",1.5
"EST","2003",1.5
"EST","2004",1
"EST","2005",1
"EST","2006",1
"EST","2007",1
"EST","2008",1
"EST","2009",1
"EST","2010",1
"EST","2011",1
"EST","2012",1
"EST","2013",1
"EST","2014",1
"EST","2015",1
"EST","2016",1
"EST","2017",1
"ETH","1980",7
"ETH","1981",7
"ETH","1982",7
"ETH","1983",7
"ETH","1984",7
"ETH","1985",7
"ETH","1986",7
"ETH","1987",6.5
"ETH","1988",6.5
"ETH","1989",7
"ETH","1990",7
"ETH","1991",5.5
"ETH","1992",5
"ETH","1993",5.5
"ETH","1994",5.5
"ETH","1995",4.5
"ETH","1996",4.5
"ETH","1997",4.5
"ETH","1998",4
"ETH","1999",5
"ETH","2000",5
"ETH","2001",5
"ETH","2002",5
"ETH","2003",5
"ETH","2004",5
"ETH","2005",5
"ETH","2006",5
"ETH","2007",5
"ETH","2008",5
"ETH","2009",5
"ETH","2010",6
"ETH","2011",6
"ETH","2012",6
"ETH","2013",6
"ETH","2014",6
"ETH","2015",6.5
"ETH","2016",6.5
"ETH","2017",6.5
"FJI","1980",2
"FJI","1981",2
"FJI","1982",2
"FJI","1983",2
"FJI","1984",2
"FJI","1985",2
"FJI","1986",2
"FJI","1987",5.5
"FJI","1988",4.5
"FJI","1989",5
"FJI","1990",5
"FJI","1991",5
"FJI","1992",3.5
"FJI","1993",3.5
"FJI","1994",3.5
"FJI","1995",3.5
"FJI","1996",3.5
"FJI","1997",3.5
"FJI","1998",3.5
"FJI","1999",2.5
"FJI","2000",4.5
"FJI","2001",3.5
"FJI","2002",3.5
"FJI","2003",3.5
"FJI","2004",3.5
"FJI","2005",3.5
"FJI","2006",5
"FJI","2007",5
"FJI","2008",5
"FJI","2009",5
"FJI","2010",5
"FJI","2011",5
"FJI","2012",5
"FJI","2013",5
"FJI","2014",3.5
"FJI","2015",3
"FJI","2016",3.5
"FJI","2017",3
"FIN","1980",2
"FIN","1981",2
"FIN","1982",2
"FIN","1983",2
"FIN","1984",2
"FIN","1985",2
"FIN","1986",2
"FIN","1987",1.5
"FIN","1988",1.5
"FIN","1989",1
"FIN","1990",1
"FIN","1991",1
"FIN","1992",1
"FIN","1993",1
"FIN","1994",1
"FIN","1995",1
"FIN","1996",1
"FIN","1997",1
"FIN","1998",1
"FIN","1999",1
"FIN","2000",1
"FIN","2001",1
"FIN","2002",1
"FIN","2003",1
"FIN","2004",1
"FIN","2005",1
"FIN","2006",1
"FIN","2007",1
"FIN","2008",1
"FIN","2009",1
"FIN","2010",1
"FIN","2011",1
"FIN","2012",1
"FIN","2013",1
"FIN","2014",1
"FIN","2015",1
"FIN","2016",1
"FIN","2017",1
"FRA","1980",1.5
"FRA","1981",1.5
"FRA","1982",1.5
"FRA","1983",1.5
"FRA","1984",1.5
"FRA","1985",1.5
"FRA","1986",1.5
"FRA","1987",1.5
"FRA","1988",1.5
"FRA","1989",1.5
"FRA","1990",1.5
"FRA","1991",1.5
"FRA","1992",1.5
"FRA","1993",1.5
"FRA","1994",1.5
"FRA","1995",1.5
"FRA","1996",1.5
"FRA","1997",1.5
"FRA","1998",1.5
"FRA","1999",1.5
"FRA","2000",1.5
"FRA","2001",1.5
"FRA","2002",1
"FRA","2003",1
"FRA","2004",1
"FRA","2005",1
"FRA","2006",1
"FRA","2007",1
"FRA","2008",1
"FRA","2009",1
"FRA","2010",1
"FRA","2011",1
"FRA","2012",1
"FRA","2013",1
"FRA","2014",1
"FRA","2015",1
"FRA","2016",1.5
"FRA","2017",1.5
"GAB","1980",6
"GAB","1981",6
"GAB","1982",6
"GAB","1983",6
"GAB","1984",6
"GAB","1985",6
"GAB","1986",6
"GAB","1987",6
"GAB","1988",6
"GAB","1989",5.5
"GAB","1990",4
"GAB","1991",3.5
"GAB","1992",4
"GAB","1993",4.5
"GAB","1994",4.5
"GAB","1995",4.5
"GAB","1996",4.5
"GAB","1997",4.5
"GAB","1998",4.5
"GAB","1999",4.5
"GAB","2000",4.5
"GAB","2001",4.5
"GAB","2002",4.5
"GAB","2003",4.5
"GAB","2004",4.5
"GAB","2005",5
"GAB","2006",5
"GAB","2007",5
"GAB","2008",5
"GAB","2009",5.5
"GAB","2010",5.5
"GAB","2011",5.5
"GAB","2012",5.5
"GAB","2013",5.5
"GAB","2014",5.5
"GAB","2015",5.5
"GAB","2016",5.5
"GAB","2017",6
"GEO","1991",5.5
"GEO","1992",4.5
"GEO","1993",5
"GEO","1994",5
"GEO","1995",4.5
"GEO","1996",4
"GEO","1997",3.5
"GEO","1998",3.5
"GEO","1999",3.5
"GEO","2000",4
"GEO","2001",4
"GEO","2002",4
"GEO","2003",4
"GEO","2004",3.5
"GEO","2005",3
"GEO","2006",3
"GEO","2007",4
"GEO","2008",4
"GEO","2009",4
"GEO","2010",3.5
"GEO","2011",3.5
"GEO","2012",3
"GEO","2013",3
"GEO","2014",3
"GEO","2015",3
"GEO","2016",3
"GEO","2017",3
"DEU","1990",1.5
"DEU","1991",1.5
"DEU","1992",1.5
"DEU","1993",1.5
"DEU","1994",1.5
"DEU","1995",1.5
"DEU","1996",1.5
"DEU","1997",1.5
"DEU","1998",1.5
"DEU","1999",1.5
"DEU","2000",1.5
"DEU","2001",1.5
"DEU","2002",1
"DEU","2003",1
"DEU","2004",1
"DEU","2005",1
"DEU","2006",1
"DEU","2007",1
"DEU","2008",1
"DEU","2009",1
"DEU","2010",1
"DEU","2011",1
"DEU","2012",1
"DEU","2013",1
"DEU","2014",1
"DEU","2015",1
"DEU","2016",1
"DEU","2017",1
"DEU","1980",1.5
"DEU","1981",1.5
"DEU","1982",1.5
"DEU","1983",1.5
"DEU","1984",1.5
"DEU","1985",1.5
"DEU","1986",1.5
"DEU","1987",1.5
"DEU","1988",1.5
"DEU","1989",1
"GHA","1980",2.5
"GHA","1981",5.5
"GHA","1982",5.5
"GHA","1983",5.5
"GHA","1984",6.5
"GHA","1985",6.5
"GHA","1986",6.5
"GHA","1987",6.5
"GHA","1988",6
"GHA","1989",5.5
"GHA","1990",5.5
"GHA","1991",6
"GHA","1992",5
"GHA","1993",4.5
"GHA","1994",4.5
"GHA","1995",4
"GHA","1996",3.5
"GHA","1997",3
"GHA","1998",3
"GHA","1999",3
"GHA","2000",2.5
"GHA","2001",2.5
"GHA","2002",2.5
"GHA","2003",2
"GHA","2004",2
"GHA","2005",1.5
"GHA","2006",1.5
"GHA","2007",1.5
"GHA","2008",1.5
"GHA","2009",1.5
"GHA","2010",1.5
"GHA","2011",1.5
"GHA","2012",1.5
"GHA","2013",1.5
"GHA","2014",1.5
"GHA","2015",1.5
"GHA","2016",1.5
"GHA","2017",1.5
"GRC","1980",1.5
"GRC","1981",1.5
"GRC","1982",1.5
"GRC","1983",1.5
"GRC","1984",1.5
"GRC","1985",2
"GRC","1986",2
"GRC","1987",2
"GRC","1988",2
"GRC","1989",1.5
"GRC","1990",1.5
"GRC","1991",1.5
"GRC","1992",1.5
"GRC","1993",2
"GRC","1994",2
"GRC","1995",2
"GRC","1996",2
"GRC","1997",2
"GRC","1998",2
"GRC","1999",2
"GRC","2000",2
"GRC","2001",2
"GRC","2002",1.5
"GRC","2003",1.5
"GRC","2004",1.5
"GRC","2005",1.5
"GRC","2006",1.5
"GRC","2007",1.5
"GRC","2008",1.5
"GRC","2009",1.5
"GRC","2010",1.5
"GRC","2011",2
"GRC","2012",2
"GRC","2013",2
"GRC","2014",2
"GRC","2015",2
"GRC","2016",2
"GRC","2017",2
"GRD","1980",5.5
"GRD","1981",5.5
"GRD","1982",5.5
"GRD","1983",6.5
"GRD","1984",4
"GRD","1985",2.5
"GRD","1986",2
"GRD","1987",1.5
"GRD","1988",1.5
"GRD","1989",2
"GRD","1990",2
"GRD","1991",1.5
"GRD","1992",1.5
"GRD","1993",1.5
"GRD","1994",1.5
"GRD","1995",1.5
"GRD","1996",1.5
"GRD","1997",1.5
"GRD","1998",1.5
"GRD","1999",1.5
"GRD","2000",1.5
"GRD","2001",1.5
"GRD","2002",1.5
"GRD","2003",1.5
"GRD","2004",1.5
"GRD","2005",1.5
"GRD","2006",1.5
"GRD","2007",1.5
"GRD","2008",1.5
"GRD","2009",1.5
"GRD","2010",1.5
"GRD","2011",1.5
"GRD","2012",1.5
"GRD","2013",1.5
"GRD","2014",1.5
"GRD","2015",1.5
"GRD","2016",1.5
"GRD","2017",1.5
"GTM","1980",6
"GTM","1981",6
"GTM","1982",6
"GTM","1983",6
"GTM","1984",5.5
"GTM","1985",4
"GTM","1986",3
"GTM","1987",3
"GTM","1988",3
"GTM","1989",3
"GTM","1990",3.5
"GTM","1991",4
"GTM","1992",4.5
"GTM","1993",4.5
"GTM","1994",4.5
"GTM","1995",4.5
"GTM","1996",3.5
"GTM","1997",3.5
"GTM","1998",3.5
"GTM","1999",3.5
"GTM","2000",3.5
"GTM","2001",3.5
"GTM","2002",4
"GTM","2003",4
"GTM","2004",4
"GTM","2005",4
"GTM","2006",3.5
"GTM","2007",3.5
"GTM","2008",3.5
"GTM","2009",4
"GTM","2010",4
"GTM","2011",3.5
"GTM","2012",3.5
"GTM","2013",3.5
"GTM","2014",3.5
"GTM","2015",4
"GTM","2016",4
"GTM","2017",4
"GIN","1980",7
"GIN","1981",7
"GIN","1982",7
"GIN","1983",7
"GIN","1984",6
"GIN","1985",6
"GIN","1986",6
"GIN","1987",6.5
"GIN","1988",6.5
"GIN","1989",6.5
"GIN","1990",5.5
"GIN","1991",5.5
"GIN","1992",5.5
"GIN","1993",5.5
"GIN","1994",5.5
"GIN","1995",5.5
"GIN","1996",5.5
"GIN","1997",5.5
"GIN","1998",5.5
"GIN","1999",5.5
"GIN","2000",5.5
"GIN","2001",5.5
"GIN","2002",5.5
"GIN","2003",5.5
"GIN","2004",5.5
"GIN","2005",5.5
"GIN","2006",5.5
"GIN","2007",5.5
"GIN","2008",6
"GIN","2009",6.5
"GIN","2010",5
"GIN","2011",5
"GIN","2012",5
"GIN","2013",5
"GIN","2014",5
"GIN","2015",5
"GIN","2016",5
"GIN","2017",5
"GNB","1980",6
"GNB","1981",6
"GNB","1982",6
"GNB","1983",6.5
"GNB","1984",6
"GNB","1985",6
"GNB","1986",6.5
"GNB","1987",6.5
"GNB","1988",6.5
"GNB","1989",6
"GNB","1990",5.5
"GNB","1991",5.5
"GNB","1992",5.5
"GNB","1993",5.5
"GNB","1994",3.5
"GNB","1995",3.5
"GNB","1996",3.5
"GNB","1997",3.5
"GNB","1998",4
"GNB","1999",4
"GNB","2000",4.5
"GNB","2001",4.5
"GNB","2002",4.5
"GNB","2003",5
"GNB","2004",4
"GNB","2005",3.5
"GNB","2006",4
"GNB","2007",4
"GNB","2008",4
"GNB","2009",4
"GNB","2010",4
"GNB","2011",4
"GNB","2012",5.5
"GNB","2013",5.5
"GNB","2014",5
"GNB","2015",5
"GNB","2016",5
"GNB","2017",5
"GUY","1980",4.5
"GUY","1981",4.5
"GUY","1982",4.5
"GUY","1983",5
"GUY","1984",5
"GUY","1985",5
"GUY","1986",5
"GUY","1987",5
"GUY","1988",5
"GUY","1989",4.5
"GUY","1990",4.5
"GUY","1991",4.5
"GUY","1992",3
"GUY","1993",2
"GUY","1994",2
"GUY","1995",2
"GUY","1996",2
"GUY","1997",2
"GUY","1998",2
"GUY","1999",2
"GUY","2000",2
"GUY","2001",2
"GUY","2002",2
"GUY","2003",2
"GUY","2004",2
"GUY","2005",3
"GUY","2006",2.5
"GUY","2007",2.5
"GUY","2008",2.5
"GUY","2009",2.5
"GUY","2010",2.5
"GUY","2011",2.5
"GUY","2012",2.5
"GUY","2013",2.5
"GUY","2014",2.5
"GUY","2015",2.5
"GUY","2016",2.5
"GUY","2017",2.5
"HTI","1980",6.5
"HTI","1981",6.5
"HTI","1982",6.5
"HTI","1983",6.5
"HTI","1984",6.5
"HTI","1985",6.5
"HTI","1986",4.5
"HTI","1987",5.5
"HTI","1988",6
"HTI","1989",6
"HTI","1990",4
"HTI","1991",7
"HTI","1992",7
"HTI","1993",7
"HTI","1994",5
"HTI","1995",5
"HTI","1996",4.5
"HTI","1997",4.5
"HTI","1998",5
"HTI","1999",5
"HTI","2000",5.5
"HTI","2001",6
"HTI","2002",6
"HTI","2003",6
"HTI","2004",6.5
"HTI","2005",6.5
"HTI","2006",4.5
"HTI","2007",4.5
"HTI","2008",4.5
"HTI","2009",4.5
"HTI","2010",4.5
"HTI","2011",4.5
"HTI","2012",4.5
"HTI","2013",4.5
"HTI","2014",5
