ref_area,source,indicator,type,year,value
GTM,BA:660 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,726.04
GTM,BA:660 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,766.16
GTM,BA:660 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,789.44
GTM,BA:660 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,759.71
GTM,BA:660 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,750.47
GUY,DA:1215,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,537.12
GUY,DA:1215,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,722.49
GUY,DA:1215,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,572.7
GUY,DA:1215,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,651.79
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,1680.83
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,1644.05
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1810.21
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1951.17
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1911.88
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,2089.14
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2097.34
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2226.95
HKG,BA:231,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2326.01
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,517.41
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,548.76
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,574.49
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,609.19
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,609.55
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,629.66
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,624.86
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,641.2
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,615.69
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,594.48
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,574.84
HND,BX:504,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,597.62
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,283.04
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,332.09
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,478.82
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,841.29
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,926.59
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,996.93
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,1079.07
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,1135.81
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,1150.18
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,1223.83
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,1265.35
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,1321.63
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,1335.77
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,1436.85
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1534.14
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,1675.61
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1724.49
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1752.54
HRV,DA:562,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1811.31
HTI,BB:14099,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,235.81
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,531.85
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,525.56
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,590.1
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,616.5
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,660.1
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,614.18
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,607.76
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,644.1
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,677.93
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,708.5
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,764.08
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,853.85
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,979.95
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,1070.7
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,1075.8
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,1159.16
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,1201.32
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1227.14
HUN,CA:1237,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,1361.56
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1568.03
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1657.32
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1657.42
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1731.54
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1770.96
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1757.71
HUN,DA:3089,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1861.67
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,149.47
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,192.64
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,244.08
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,259.75
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,283.56
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,292.72
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,277.66
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,296.13
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,309.29
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,308.96
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,337.4
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,343.29
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,325.73
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,339.32
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,359.62
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,371.27
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,372.81
IDN,BA:510,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,426.51
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,2882.33
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,3050.19
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,3157.51
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,3143.16
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,3151.71
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,3140.86
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,3076.34
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,3086.28
IRL,DA:410,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,3150.38
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,3154.19
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,3069.6
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,3275.07
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,3382.62
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,3583.78
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,3797.5
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,3993.64
ISL,DA:2522,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,4186.41
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,941.39
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,973.62
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,1015.75
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,1050.45
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,1084.31
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,1184.58
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,1274.74
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,1363.08
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,1402.54
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,1455.75
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,1686.18
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,1778.79
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,1723.89
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,1668.55
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,1751.95
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,1773.38
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,1793.06
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1882.77
ISR,FA:714,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,1867.12
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1850.01
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1861.98
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1949.54
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,2135.64
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,2039.78
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2036.23
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2086.99
ISR,BB:711,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2234.94
ITA,DA:12945,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,2791.32
ITA,DA:12945,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2978.13
ITA,DA:1286,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2562.32
ITA,DA:1286,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2675.09
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,302.74
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,310.16
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,1265.42
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,1221.44
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,1184.77
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,1266.34
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,1321.04
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,1286.85
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,1294.56
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,1154.21
JAM,DA:70,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1215.78
JOR,DA:1299,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,447.54
JOR,DA:1299,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,431.32
JOR,DA:1299,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,460.18
JOR,DA:1299,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,481.48
JOR,DA:1299,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1485.7
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,1371.93
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,1425.54
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,1475.43
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,1528.55
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,1554.63
JPN,DA:1304,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,1568.2
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,2357.82
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,2447.32
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,2556.35
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,2642.36
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,2774.17
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,2744.05
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,2789.94
JPN,DA:260,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,2782.68
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1993,300.96
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,120.08
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,103.01
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,111.85
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,107.57
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,254.77
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,294.55
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,325.95
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,372.35
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,419.78
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,459.01
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,540.11
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,619.46
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,709.81
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,847.49
KAZ,DA:1306,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,870.1
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,894.63
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,975.89
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,1076.74
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,1175.12
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,1213
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,1279.24
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,1250.18
KAZ,FK:613,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,1255.23
KEN,CA:1312,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,669.79
KEN,CA:1312,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,635.3
KEN,CA:1312,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1994,361.92
KEN,CA:1312,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,446.75
KEN,CA:1312,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,419.7
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1995,99.09
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1996,103.06
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1997,118.4
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1998,134.52
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1999,125.29
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,127.52
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,145.44
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2002,167.45
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2003,189.18
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2004,218.12
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2005,252.04
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2006,308.58
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,349.56
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,394.89
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,421.95
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,571.36
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,586.55
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,608.82
KGZ,DA:1316,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,648.52
KHM,BA:1321 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2000,125.12
KHM,BA:1321 (linked),EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2001,130.2
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2007,254.32
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2008,232.59
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,234.22
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2010,252.43
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2011,266.66
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2012,283.42
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2013,319.2
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2014,391.51
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2015,413.7
KHM,BB:3064,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2016,453.36
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1990,1239.16
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1991,1353.75
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,1992,1478.29
KOR,DA:224,EAR_4MTH_SEX_ECO_CUR_NB,ECO_AGGREGATE_TOTAL,2009,3010.88
