"iso3c","year","Top10share","Top1share","country","NatRes","GovExp","GDSavings","PopGrowth","PopTot","Infl","EducExp","VAI","VAA","NetFDIin","RuleofLaw","GDPpc","GDPgrowth","TradeOpen","LifeExp","Unemployment","WarYears","RevCoups","EquipI","NonequipI","kaopen","FID","FIA","FIE","FMD","EFW","EducIndex","CLandPR","LeftWing","GiniNet","RedistAbs","globFin","globRestrict","globSoc","globPol","GDPpc#GDPpc","Infl#Infl","EducIndex#EducIndex"
"CAN",2006,0.42399999,0.1543,"Canada",4.07442109630178,19.3050964108867,26.1166178687005,1.01033450270045,17.2989382220434,2.00202539534156,4.625,29.2533810657637,1.49845162232854,4.88836553059232,1.814535,10.5798388882983,4.16581761212105,68.2513217000054,80.3439024390244,6.32000017166138,0,0,0.0455025232736737,0.219251891726326,2.34670782089233,0.9524443,0.7679103,0.6392433,0.8756202,8.18555816,0.85,1,1,30.8533429422239,15.2287103807273,79.36164093,81.92572784,85.63344574,92.62509155,111.93299090235,4.00810568359253,0.7225
"CAN",2007,0.42539999,0.15629999,"Canada",3.99097244649207,19.3010374113777,25.8272472374251,0.971135141368055,17.3086495734571,2.13838399266843,4.59,29.0753540442775,1.40702572302311,8.22207237541267,1.814706,10.636557476208,6.86860885817526,66.4573075094755,80.5439024390244,6.03599977493286,0,0,0.0459180564332896,0.21603282356671,2.34670782089233,0.9453948,0.7688434,0.6484095,0.9307925,8.169635105,0.852,1,0,31.0818555655661,15.4337012492291,81.38095856,82.22415924,85.99316406,92.81403351,113.136354944676,4.57268610010057,0.725904
"CAN",2008,0.41549999,0.14380001,"Canada",5.32048835972788,19.7685554620512,25.6344669412913,1.08290711607014,17.3194786446178,2.37027067444294,4.38,29.7200172058832,1.59765457919092,4.52638317046757,1.80829,10.6357542050795,1.00762267472483,67.1905466860828,80.6951219512195,6.13700008392334,0,0,0.0464675927932779,0.213047543206722,2.34670782089233,0.9387966,0.7681942,0.680589,0.8333601,8.131602332,0.854,1,0,30.8691407033572,15.2942116466831,77.41692352,82.32298279,86.68428802,92.97940063,113.119267510867,5.61818307012419,0.729316
"CAN",2009,0.41010001,0.133,"Canada",2.30991429467539,22.0202058869504,20.2610751165172,1.14175809912162,17.330896225609,0.299466803009284,4.58,25.4456364662985,1.37593987360953,1.52799070082776,1.804082,10.5946152867994,-2.92840017856906,58.6224650926874,80.9951219512195,8.3439998626709,0,0,0.0416935373942794,0.201975376605721,2.34670782089233,0.955961,0.7635764,0.7108173,0.9900541,8.093282714,0.857,1,0,30.9481837879975,15.4672184301158,80.43212891,82.47828674,86.56855774,93.26881409,112.245873075284,0.0896803661046013,0.734449
"CAN",2010,0.4138,0.1362,"Canada",2.58986181103247,21.52604096789,21.3413383180989,1.11186407517168,17.3420148663607,1.77687154092629,5,26.7131170768128,1.33166399038343,1.84158387949981,1.805715,10.6139239510402,3.08949464089598,60.3499363166922,81.2463414634146,8.05599975585938,0,0,0.0410491799364319,0.221559587063568,2.34670782089233,0.9482048,0.7622274,0.6213701,0.9900244,8.082706237,0.859,1,0,31.0646574036829,15.7325126957622,80.3759079,82.27883911,86.72870636,93.09005737,112.655381638465,3.15727247295377,0.737881
"CHE",2000,0.30399999,0.098200001,"Switzerland",0.034838183115805,11.5770881298605,30.8402949850581,0.561954617400164,15.7874016879132,1.55851846785163,4.08263077161931,25.4392780886588,1.15356069361646,8.4838925367254,1.976893,10.8351791527748,3.93693216079933,98.1056671172083,79.6804878048781,2.66599988937378,0,0,0.075588329702709,0.204600976297291,2.34670782089233,0.9912302,0.941207,0.6842549,0.9634395,8.68818028,0.803,1,0,28.2156502457824,10.9314278519757,93.64331818,89.5050354,87.78800201,93.14063263,117.401107272726,2.42897981463459,0.644809
"CHE",2002,0.29139999,0.0867,"Switzerland",0.017969741194948,12.0631995495841,30.0860494095209,0.756469145838096,15.8012940917518,0.642708441925624,4.71,26.5083399320545,0.983635171609322,2.73974593524435,1.952487,10.8359489030233,0.162613316990857,91.1530808577486,80.3853658536585,2.92400002479553,0,0,0.0668865678981774,0.183321691101823,2.34670782089233,0.9659106,0.9176198,0.6408213,0.9750263,8.67848855,0.805,1,0,27.7949572215374,11.4558140095614,94.37644196,83.05903625,88.72613525,93.12763214,117.417788628932,0.413074141322463,0.648025
"CHE",2003,0.3001,0.094999999,"Switzerland",0.0184223215857406,12.2464552990931,29.7503791108212,0.74191960337232,15.8087132877855,0.638298911211501,4.78,26.1135775453953,0.910429860921161,5.58805379641704,1.939255,10.8289253187536,0.0395690028651927,89.5299747511941,80.5365853658537,4.11600017547607,0,0,0.0633860995204637,0.185036180479536,2.34670782089233,0.952526,0.9426194,0.6765299,0.9750206,8.612443699,0.813,1,0,27.9244613645968,11.7011099747129,95.17895508,83.6526947,88.98641205,93.35903931,117.265623559142,0.407425500053788,0.660969
"CHE",2004,0.30579999,0.0986,"Switzerland",0.014123225758108,12.0063367017381,30.4623529255748,0.687425960233006,15.8155875473879,0.802882618129791,4.71,25.8702052258219,0.97624570788525,1.80186247256644,1.906983,10.8494356226342,2.7762966881987,93.9924666066842,81.0878048780488,4.31599998474121,0,0,0.0605645276912307,0.172835325308769,2.34670782089233,0.9384163,0.9372433,0.6750197,0.9750173,8.555266979,0.819,1,0,28.0306391221779,11.7321984794809,95.85540009,80.14652252,88.73908234,93.35224152,117.710253329684,0.644620498494948,0.670761
"CHE",2005,0.3118,0.1024,"Switzerland",0.0146085778504309,11.8225651404991,31.2661551974848,0.640601540243491,15.8219935627903,1.17195114446502,4.41,25.9905678915308,0.861269404598153,0.652062675243118,1.913729,10.8737062496699,3.11520191691865,100.329810375319,81.2365853658537,4.43699979782104,0,0,0.0734495140967124,0.196811266903288,2.34670782089233,0.9756364,0.9462307,0.6808818,0.9749932,8.453393793,0.823,1,0,28.4230214361274,11.6461974979723,96.49036407,81.77177429,88.94606018,93.34695435,118.237487604111,1.37346948501287,0.677329
"CHE",2006,0.3175,0.1062,"Switzerland",0.0168122324712453,11.3136201366306,33.6631016733637,0.627558473346134,15.8282691475238,1.05952505549083,4.27,26.2463237267462,0.814934229643765,12.4757781798681,1.817233,10.9065429377492,3.98872281604888,104.517835417712,81.490243902439,4,0,0,0.0842192514111273,0.204754407588873,2.34670782089233,1,0.9566402,0.667003,0.974996,8.499491475,0.834,1,0,28.9343818632812,11.3476683451961,97.12086487,77.79109192,88.27198029,93.54681396,118.952678852968,1.12259334321285,0.695556
"CHE",2007,0.3136,0.1042,"Switzerland",0.018721000484693,10.9092673862327,35.5597332004833,0.893690977823134,15.837206057302,0.732336631239735,4.35,26.1661412839705,0.801613642360195,10.1452262796346,1.8457,10.9379008539391,4.11176774758097,111.310770594076,81.7414634146342,3.65199995040894,0,0,0.0875557021303915,0.191540185869609,2.34670782089233,1,0.9663708,0.6371612,0.974934,8.526786417,0.844,1,0,29.4478726917621,10.9797860248131,97.64378357,77.98674774,88.15477753,94.06778717,119.637675090602,0.536316941455564,0.712336
"CHE",2008,0.31099999,0.1007,"Switzerland",0.0163968232227349,11.0434425937368,35.8721608977551,1.27061807385776,15.8499122380406,2.42604804028587,4.82,26.502795491905,0.835899545493154,0.539526360837636,1.816634,10.9465132500651,2.15474411847813,114.779412888409,81.9926829268293,3.34999990463257,0,0,0.0918827937253789,0.193209143274621,2.34670782089233,0.9423764,0.9710752,0.5700334,0.9749292,8.348766689,0.855,1,0,29.2265235564079,11.1161781947523,96.06241608,77.67770386,88.60021973,94.08893585,119.82615233385,5.88570909377491,0.731025
"CHE",2009,0.31569999,0.1024,"Switzerland",0.0150504742306642,11.7763399483718,33.7489105128366,1.24948463127384,15.8624070843533,-0.480467933987869,4.58,25.4975704880917,0.753547528652626,8.80111104184472,1.750544,10.9115466758206,-2.22211193662125,106.930207004937,82.0439024390244,4.11600017547607,0,0,0.0803706455685542,0.211531837431446,2.34670782089233,0.9961804,0.9748669,0.6083515,0.9749322,8.375928528,0.873,1,0,29.0107377909296,11.4134945416908,96.31938171,79.11547852,88.6184845,94.46070099,119.061850858611,0.230849435590571,0.762129
"CHE",2010,0.3145,0.1051,"Switzerland",0.0153550048805018,11.6020898410232,34.5425449755351,1.0415580576588,15.8728226649299,0.688233448733407,4.3,25.6005361093637,0.699044562448364,3.02693357016187,1.757034,10.9307170645444,3.00279824507554,117.252092633259,82.2463414634147,4.80700016021729,0,0,0.0745642013407452,0.196483211659255,2.34670782089233,1,0.9803268,0.6124981,0.9749334,8.395848907,0.877,1,0,28.8078651496416,11.7498675864264,96.91903687,79.77914429,88.9272995,94.65229034,119.480575545122,0.473665279955479,0.769129
"CHE",2011,0.31009999,0.1059,"Switzerland",0.0128107498484534,11.6813638661035,35.170026269364,1.11187894263206,15.8839414543562,0.231336576913037,4.54,25.9607955496607,0.697297088478824,2.96813782714396,1.73154,10.936384122983,1.69275218048341,122.496196543776,82.6951219512195,4.40799999237061,0,0,0.0882412676973548,0.221752953302645,2.34670782089233,1,0.9949075,0.6412447,0.9748755,8.335948706,0.88,1,0,28.5740899645198,11.9836346965121,96.23490143,75.57202148,89.02565002,94.20266724,119.604497685435,0.0535166118178415,0.7744
"CHE",2012,0.31220001,0.097400002,"Switzerland",0.0114215520465286,11.8588602745149,34.77018605906,1.06181932886789,15.8945596476449,-0.692545841930371,4.57,25.6601863943015,0.658829464220148,5.97917586942538,1.819054,10.935776435095,1.00607781215992,123.68238995297,82.6975609756098,4.4850001335144,0,0,0.0805087046419176,0.208826814358082,2.34670782089233,1,0.9963836,0.5941043,0.9748755,8.30813345,0.885,1,0,28.688505805182,12.1104220515565,96.75125885,75.98456573,90.5014801,95.09984589,119.591206238379,0.479619743175046,0.783225
"CHE",2013,0.31760001,0.1026,"Switzerland",0.0120387988034885,11.9317514576677,34.5999007955473,1.14987975781229,15.906058445223,-0.21730851764762,4.49384155007044,25.532571684658,0.692911214286945,-3.62037955544284,1.804692,10.9426285788139,1.85203545309911,131.796543388433,82.7975609756098,4.74700021743774,0,0,0.0725340650005683,0.185382981999432,2.34670782089233,1,0.9950341,0.6506726,0.9748755,8.282751171,0.889,1,0,28.9865264806654,12.2265736047465,96.4305954,75.56105042,88.65896606,95.13220215,119.741120213874,0.047222991842206,0.790321
"CHE",2014,0.31510001,0.104,"Switzerland",0.0133946052550168,11.9709326507808,34.9237401611161,1.22010397343287,15.9182594849573,-0.0132291602454955,4.52896101549826,25.1644559639721,0.720928156523292,2.96159322873405,1.994928,10.954624219204,2.4491795250496,116.860178369693,83.1975609756098,4.82600021362305,0,0,0.0740598222485374,0.194070777751463,2.34670782089233,1,0.9880535,0.6600559,0.9748755,8.373723514,0.892,1,0,29.0319128006564,12.0212807723407,97.03398132,79.76103973,90.10015869,95.30126953,120.003791783971,0.000175010680800999,0.795664
"CHL",2004,0.53960001,0.2244,"Chile",12.0794483601889,10.9617135122447,29.6500270121426,1.03764280108146,16.5890345302214,1.05473871403516,3.49,36.0005664204563,4.06381132016275,6.85135140239301,1.321666,9.69378882791319,7.20953970945035,69.733663353112,77.391,10.1619997024536,0,0,0.0379173204488373,0.192632059551163,2.09040427207947,0.5819912,0.3023953,0.6895258,0.4781594,7.711881183,0.715,1,1,47.3886997275875,4.57925903988525,74.89990997,82.40177917,61.64642334,85.66540527,93.9695418401746,1.11247375488454,0.511225
"CHL",2005,0.52310002,0.2154,"Chile",13.3257685602795,10.5765825272496,30.5430392408284,1.04200958151135,16.5994546260365,3.05257621387848,3.36,36.8591854907724,4.13388036014556,6.06857120800826,1.304793,9.73920856494801,5.74283048945117,71.6167608730547,77.63,9.34000015258789,0,0,0.0487422769586613,0.199988129041339,2.34670782089233,0.5678274,0.3386301,0.7015832,0.4742227,7.772157677,0.722,1,1,46.7541891769113,4.66616862569147,74.47402954,82.83469391,62.45239639,86.46809387,94.8521834715566,9.31822154153668,0.521284
"CHL",2006,0.52609998,0.22660001,"Chile",21.3919647237028,9.92531047760457,35.3073805155299,1.05592653411586,16.6100138913777,3.39201733699404,3.25,41.1069879092153,3.87711013989053,4.9010189252585,1.271957,9.78990596957427,6.31717634314714,73.0986510802446,77.865,9.02400016784668,0,0,0.045968531388795,0.186754391611205,2.34670782089233,0.5612409,0.3662485,0.717994,0.4678312,7.791163459,0.719,1,1,46.227039220707,4.77463089131714,77.3912735,82.60848236,64.24688721,86.61451721,95.8422588931058,11.5057816144681,0.516961
"CHL",2007,0.55699998,0.2472,"Chile",21.3004056238194,10.2527196827343,34.576057118356,1.06853750831829,16.6206992664608,4.40779938398046,3.39,39.9437815895015,3.71050110018044,7.76169195899375,1.28842,9.82710868051569,4.90532450356156,76.4074154996552,78.099,8.42700004577637,0,0,0.0477753601222919,0.182539833877708,2.34670782089233,0.601395,0.4053073,0.7249713,0.4903487,7.888719887,0.729,1,1,45.9060336368185,5.32738653503046,79.08348846,83.83746338,65.12420654,87.5667572,96.5720650186668,19.4286954094185,0.531441
"CHL",2008,0.53549999,0.2138,"Chile",19.5399280883193,11.0713894318291,28.8761919134988,1.07143797237155,16.6314136461846,8.7162687303961,3.99832938632277,34.2392936192039,3.71072394497772,10.283487668176,1.313308,9.8510810061687,3.52953055326518,80.7897734291478,78.33,9.28499984741211,0,0,0.0679736570547376,0.227003709945262,2.09040427207947,0.630688,0.4397587,0.663462,0.3645096,7.814031695,0.748,1,1,45.6020840679304,5.85418378106524,77.68245697,76.87036133,65.51825714,87.9132309,97.0437969900978,75.9733405804809,0.559504
"CHL",2009,0.551,0.241,"Chile",14.753561320031,12.4168845550206,28.802713254982,1.05928030084099,16.642006449193,0.353045178360941,4.23,34.4401757633334,3.74118159285523,8.03710561832576,1.296515,9.82472217550406,-1.5642394429907,66.3372029179199,78.558,11.3129997253418,0,0,0.045830693142081,0.173458400857919,1.83410060405731,0.6493397,0.4716486,0.6619523,0.4961804,7.846885017,0.745,1,1,45.4498864801293,6.02142582618684,79.11235046,76.76365662,64.20707703,88.12245178,96.5251658258412,0.124640897963909,0.555025
"CHL",2010,0.55549997,0.2579,"Chile",18.0556585850623,12.1087408531597,29.5664952076327,1.03892916043728,16.6523957407973,1.41071107954318,4.23,35.6950945178792,3.61588964467582,7.33040295464986,1.33554,9.87113068496468,5.84417729578996,69.0637159959816,78.779,8.42399978637695,0,0,0.0603404058668821,0.185185908133118,1.57779693603516,0.632184,0.4957224,0.6773895,0.4932061,7.899519273,0.747,1,1,45.298872420405,5.93939643373352,78.60690308,76.02194214,66.31784058,88.26424408,97.4392209996512,1.99010574994588,0.558009
"CHL",2011,0.53680003,0.2362,"Chile",18.5392805194777,11.9134875923153,27.9610143837626,0.997439115198244,16.6623701319493,3.34121694259299,4.12,34.701322001914,3.67120659392567,9.57360086065511,1.365901,9.92047105888604,6.11091882913644,72.2056659465459,78.986,7.3439998626709,0,0,0.0689537236372412,0.190338730362759,1.32149338722229,0.6273698,0.5095051,0.6916566,0.4497658,7.918520641,0.753,1,0,45.0483659989489,6.09262949552828,76.42008972,75.27316284,66.7104187,88.24613953,98.4157460301955,11.1637306574704,0.567009
"CHL",2012,0.53329998,0.2255,"Chile",16.3341779165538,11.9248597537171,26.4213089903206,0.963057456532428,16.6720007065146,3.00744840213049,4.66,32.5391180201738,3.30478097611631,11.3403308233878,1.391888,9.96266060591437,5.31862800041417,68.2718463999307,79.176,6.65899991989136,0,0,0.0745310102769257,0.191464789723074,1.06518971920013,0.646669,0.5227889,0.6768208,0.4644964,7.820125599,0.756,1,0,44.8565881969178,6.18963525536574,75.18638611,72.51242065,67.39147186,88.27516174,99.2546063486381,9.04474589147724,0.571536
"CHL",2013,0.53049999,0.2181,"Chile",15.0825215091413,12.3008203151298,25.0510383298326,0.978852117140791,16.681789227686,1.78955553984587,4.57,31.193757301397,3.38186805063041,7.48061656407276,1.367829,9.99252543793044,4.04500429818519,64.9734766055308,79.349,6.21400022506714,0,0,0.0684954207206064,0.182241739279394,1.06518971920013,0.6503283,0.5035272,0.6872835,0.4892309,7.907855807,0.775,1,0,44.6963711112097,6.19339006460312,75.10100555,71.78173828,68.78662109,88.2628479,99.850564627687,3.20250903019304,0.600625
"CHL",2014,0.54119998,0.2255,"Chile",14.6808640501069,12.7009835226057,24.1901737792026,1.06114512594635,16.6924006789455,4.71867527854671,4.57,31.035204380306,3.73174771428169,9.11034929211946,1.43314,9.99942713023166,1.76673978360542,65.2725878377867,79.504,6.66499996185303,0,0,0.0592647099217782,0.161100323078222,1.06518971920013,0.678767,0.4660998,0.6980622,0.5218334,7.872435874,0.784,1,0,44.744896328387,6.15991161635876,77.13341522,74.71826172,70.21421051,88.43516541,99.9885429328129,22.2658963843679,0.614656
"CHN",2000,0.3556,0.1037,"China",2.52594246078182,16.6333456260477,36.5101437494849,0.787956592953992,20.956474564004,0.347806256807194,1.79,45.5372786448855,14.6762416552997,3.47508224574174,-0.5271608,8.21337286300776,8.49150849150864,39.4105387873795,71.397,3.29999995231628,0,0,0.0393399325191743,0.214601394480826,-1.21001923084259,0.3608326,0.0576912,0.7675239,0.4068502,5.854829166,0.481,6.5,1,38.5312696881606,2.19885616589861,39.87498093,34.16582108,37.56067657,84.99578094,67.4594937867924,0.120969192274232,0.231361
"CHN",2002,0.39379999,0.12549999,"China",1.89177777258345,15.6031770825526,39.1474512560006,0.669999567758626,20.97043836606,-0.731975500083577,1.79,44.4517167834309,13.3014877128561,3.60909988460748,-0.4977296,8.36688804470782,9.13064594463313,42.7474036337363,72.061,4.19999980926514,0,0,0.0453619698174471,0.241308149182553,-1.21001923084259,0.4208192,0.0635516,0.7642343,0.1987753,5.964920846,0.496,6.5,1,40.8979527632131,1.20092554704856,34.68180466,38.23905182,40.78537369,86.76446533,70.0048155526746,0.535788132722603,0.246016
"CHN",2003,0.4021,0.1313,"China",2.093710096416,14.6768767081274,42.139504853786,0.622860936133583,20.9766669754213,1.12760196090496,1.79,45.6239644217591,12.3489989653686,3.48740330983945,-0.5298271,8.45629322665802,10.0356030262573,51.8039879999754,72.381,4.59999990463257,0,0,0.0586416106800023,0.265355380319998,-1.21001923084259,0.3893549,0.063551,0.7733202,0.2908726,6.006770641,0.508,6.5,1,41.5378396040711,1.60361535179148,36.96735382,39.50429916,42.34306335,87.7880249,71.5088951352223,1.27148618223671,0.258064
"CHN",2004,0.40900001,0.1382,"China",4.84931896000355,13.9020205425751,44.9543259926054,0.593932815112141,20.9826063035724,3.82463762400933,1.79,45.9014016538702,12.9166481669765,3.4836411137418,-0.5293402,8.54667468981715,10.1112234580385,59.505524224399,72.689,4.5,0,0,0.0688508786016251,0.279096540398375,-1.21001923084259,0.440314,0.0688231,0.7903314,0.2963969,5.871545928,0.522,6.5,1,42.013486601786,2.03250638476115,35.34759521,42.59640503,43.77045059,89.45105743,73.0456482535611,14.6278529549877,0.272484
"CHN",2005,0.41859999,0.142,"China",5.21515474476736,13.9950445247524,45.8422142557304,0.588124989556992,20.988487553468,1.77641616843146,1.79,47.0237711494889,11.6414956027145,4.55425403392961,-0.5890847,8.64871266276549,11.3957759412304,62.2078928661667,72.985,4.5,0,0,0.0670178764316257,0.274762488568374,-1.21001923084259,0.4309357,0.0701419,0.7898503,0.2878331,6.034975232,0.535,6.5,1,42.4796303279466,2.18771468702277,43.4432106,44.20828629,44.89089966,89.96203613,74.8002307230802,3.15565440346471,0.286225
"CHN",2006,0.42070001,0.1477,"China",5.7384246255856,13.9490063913215,47.7172109167573,0.558374367373002,20.9940712971417,1.6494331013998,1.79,47.5585666676616,10.6257605277639,4.50857901572192,-0.6394754,8.76286097879458,12.7194790206909,64.4788839037683,73.271,4.40000009536743,0,0,0.0651123124471053,0.290933738552895,-1.21001923084259,0.4240886,0.0697757,0.7783005,0.5736293,6.126772759,0.551,6.5,1,42.9050049655261,2.31611830613686,44.8486824,36.79765701,45.53118134,91.58724976,76.7877325336808,2.72062955599336,0.303601
"CHN",2007,0.42390001,0.15270001,"China",6.4976721551443,13.4902594206869,49.5618907496067,0.522271866392275,20.9992940158057,4.81676531343752,1.79,46.8853185974943,10.2461639965301,4.40096521655138,-0.5422143,8.8906941850506,14.2313880356883,62.1933689382041,73.553,4.30000019073486,0,0,0.0621406433266474,0.329840123673353,-1.21001923084259,0.4330162,0.0868116,0.7771387,0.6282135,6.243524048,0.565,6.5,1,43.2931360638329,2.6528964123015,45.39359665,39.32334137,46.3739357,92.09928131,79.0444430920925,23.2012280847348,0.319225
"CHN",2008,0.42390001,0.15180001,"China",9.91289240056001,13.1961605025112,50.675348569874,0.51238693163744,21.004417885122,5.9252552887092,1.79,46.9723101714485,10.169036531863,3.7336350391518,-0.4197974,8.97773272261007,9.65428937259918,57.6127176494071,73.835,4.59999990463257,0,0,0.0689222019671691,0.359840532032831,-1.21001923084259,0.392297,0.1127507,0.7756369,0.5307012,6.222182601,0.577,6.5,1,43.59484808875,2.79524858389798,44.44194031,34.27112198,47.18096924,92.48001862,80.5996848386235,35.1086502363763,0.332929
"CHN",2009,0.42340001,0.1541,"China",4.06706415687102,13.2180925792865,50.4391636768233,0.497381400884935,21.0093916991309,-0.728171334173071,1.79,45.9579826218008,9.63618203609171,2.56888861303946,-0.4070508,9.06259790484283,9.39981317141508,45.1848760487149,74.119,4.69999980926514,0,0,0.0724601939233771,0.402184497076623,-1.21001923084259,0.4386654,0.1433446,0.7827439,0.6560698,6.264568576,0.586,6.5,1,43.3992738978066,3.25467235896969,47.22906494,35.64588165,46.79153061,93.01590729,82.1306807848617,0.53023349191139,0.343396
"CHN",2010,0.42609999,0.1512,"China",6.37411544980527,12.8459157463628,51.7134821178479,0.482959688678361,21.0142212960177,3.17532798075574,1.79,46.4986148898632,9.32516385425288,4.00356247084093,-0.409916,9.15884492497803,10.6361404632299,50.717072222825,74.409,4.5,0,0,0.0682222364092328,0.410579043590767,-1.21001923084259,0.4426323,0.1794551,0.7852393,0.6184316,6.216904358,0.602,6.5,1,43.3330971833747,3.4908005588418,49.73275757,37.89630127,47.47270966,92.88834381,83.8844403597957,10.0827077853703,0.362404
"CHN",2011,0.42879999,0.1459,"China",7.99159549305935,13.2168018608633,50.6041763859178,0.47915045424996,21.0190128005602,5.55389705904324,1.79,46.5300488532201,9.1776410306017,3.7088287540918,-0.4648362,9.245272644498,9.55091409001014,50.7409025614204,74.708,4.5,0,0,0.0670925358373824,0.409694077162618,-1.21001923084259,0.4092916,0.219563,0.7785937,0.5476543,6.227749573,0.61,6.5,1,42.9198672003071,4.214466813275,48.55657196,35.75947571,48.68552017,93.08269501,85.4750662711031,30.8457725424491,0.3721
"CHN",2012,0.4147,0.1375,"China",4.15095987324973,13.4754460125701,49.6615469571094,0.487231117971201,21.0238851117399,2.61952616488542,1.79,45.4237547588102,9.11368784581678,2.82709031155136,-0.5428899,9.31606078362017,7.8596274932851,48.2675181971109,75.013,4.59999990463257,0,0,0.0675065381193967,0.418079717880603,-1.21001923084259,0.4099594,0.2719262,0.7768363,0.5722173,6.282682641,0.617,6.5,1,42.0737144635562,5.03297103227301,47.24422455,38.78715515,49.54487991,92.91122437,86.7889885241056,6.86191732851932,0.380689
"CHN",2013,0.42120001,0.1381,"China",3.08321868367149,13.5885843346602,49.3496718047933,0.49370963351136,21.028822208075,2.62104902701091,1.79,44.1774575716166,8.94289898597417,3.03987562075228,-0.5245902,9.3859399790167,7.76861528412806,46.7443779067571,75.321,4.59999990463257,0,0,0.0655306809485666,0.428497619051433,-1.21001923084259,0.406422,0.319035,0.7763609,0.5953884,6.30140845,0.627,6.5,1,40.9256307850301,6.12621219571286,48.07424545,40.36048889,51.63831711,93.2644043,88.095869289704,6.86989800199484,0.393129
"CHN",2014,0.41319999,0.1366,"China",2.4480964065588,13.375250422358,48.8035949161724,0.506311591779847,21.0338853239928,1.92164341593894,1.79,43.2839928677867,8.67425273741323,2.56834250428071,-0.4144774,9.45133084324413,7.29951892117124,45.0650467046719,75.629,4.59999990463257,0,0,0.0636935052740972,0.430125850725903,-1.21001923084259,0.4294215,0.3632062,0.7717072,0.613399,6.291605222,0.637,6.5,1,41.1831011204686,5.87698914049534,49.09980774,42.4120369,51.42038727,92.85604095,89.3276547084577,3.69271341802148,0.405769
"CIV",2002,0.5363682443,0.2102794098,"Cote d'Ivoire",3.51580780216728,12.9770684562492,20.969694701985,2.22111422580626,16.6622519254671,3.0772648515743,4.41,21.1038855022923,27.2700503866236,1.72212300852863,-1.295482,7.94100703097112,-1.66764213793115,79.863664099092,49.475,5.36999988555908,0,0,0.00541921036663065,0.0178824226333694,-1.21001923084259,0.07241,0.020732,0.4430015,0.2828718,5.622636439,0.313,6,1,41.215291862711,4.89366374287895,63.23334885,30.17164421,30.44472313,68.8262558,63.0595926659328,9.4695589667346,0.097969
"CIV",2008,0.4987968825,0.18289654,"Cote d'Ivoire",8.45379206573417,12.6697633858282,19.0264969524449,2.24025756475879,16.7913242164958,6.3085276915258,4.24426791101844,24.391051286684,22.6770458073532,1.92566135367387,-1.421531,7.88520619973255,2.54284147624236,87.2748533375614,51.682,5.60799980163574,0,0,0.0291716010855362,0.0528455079144638,-1.21001923084259,0.0864999,0.0386737,0.4854731,0.328825,5.64895251,0.36,5.5,1,41.1544138129653,4.69085284634115,60.15204239,30.9947052,38.76762009,72.36080933,62.1764768123006,39.7975216347478,0.1296
"CIV",2014,0.4828889661,0.1708035555,"Cote d'Ivoire",6.17522541993669,12.331496649992,24.6436416052388,2.5045486872559,16.935568108855,0.448682076766166,4.36405904889956,27.4100519884224,21.051436735908,1.24240137111008,-0.5914158,8.01923273109825,8.79407739034323,73.6452482139772,55.508,3.66000008583069,0,0,0.0282025011713902,0.13794093082861,-1.21001923084259,0.0994237,0.0807463,0.5453238,0.3392685,6.063861371,0.393,4.5,0,40.6390538157609,5.06589274646021,58.75514221,26.17870331,43.15953827,74.15291595,64.3080935955176,0.2013156060112,0.154449
"CMR",2000,0.5170183069,0.18806581,"Cameroon",11.0016195364499,10.6859266082922,20.9481186206443,2.62109932792552,16.5572498548417,1.22719012976135,1.77,29.9151432295286,16.7364639372229,1.57985255436409,-1.198869,7.84914434500568,3.55337436416127,50.8528689657817,50.993,7.61800003051758,0,0,0.0493478846017743,0.0834369733982257,-1.21001923084259,0.0454627,0.006866,0.3787974,0.0026864,5.491962159,0.36,6.5,0,42.8751218748582,4.77183031337918,52.32170868,24.4038887,22.93996811,66.57991028,61.6090669487346,1.50599561458368,0.1296
"CMR",2002,0.5096111308,0.1836385067,"Cameroon",5.93391035221175,11.2844290812054,19.5744162738975,2.65570461896811,16.6102033013783,2.83442260128067,2.72344,26.9157535697992,16.4516776940534,4.34292312509778,-1.23003,7.88044355535415,4.23720367718512,51.8428176260065,51.536,6.81899976730347,0,0,0.0541277005575979,0.108262919442402,-1.21001923084259,0.0526293,0.0068575,0.5386503,0.0025622,5.62230069,0.394,6,0,42.8569981793028,5.25451576352465,47.37794113,24.1498127,26.55044937,68.41589355,62.1013906291228,8.03395148265068,0.155236
"CMR",2003,0.5072605014,0.1779183802,"Cameroon",5.87916488843443,11.5197311908156,17.8959965174637,2.67376297649597,16.6369409311433,0.62316355737432,2.92,26.8920966484673,15.9076105836933,2.29666198493643,-1.076435,7.89836562116664,4.56719525637388,46.6414843441063,51.908,6.08900022506714,0,0,0.0534835433135926,0.101893501686407,-1.21001923084259,0.0545158,0.006601,0.5210651,0.0024664,5.690170185,0.399,6,0,42.851104485682,5.41470084643951,48.03395462,22.70605469,29.00777435,68.74649811,62.3841794856271,0.388332819239417,0.159201
