"iso3c","country","period","Top10share","Top1share","NatRes","GovExp","GDSavings","PopGrowth","PopTot","Infl","EducExp","VAI","VAA","NetFDIin","RuleofLaw","GDPpc","GDPgrowth","TradeOpen","LifeExp","Unemployment","WarYears","RevCoups","EquipI","NonequipI","kaopen","FID","FIA","FIE","FMD","EFW","EducIndex","CLandPR","LeftWing","GiniNet","RedistAbs","globFin","globRestrict","globSoc","globPol","Age","GDPpc#GDPpc","Infl#Infl","EducIndex#EducIndex"
"BDI","Burundi",1,0.4717499702,0.15000548498,25.7932391247767,16.3622721112592,-7.13876152569005,2.5846219283396,15.7212770916426,10.2372851622009,2.84240192014526,15.7962987445116,43.2055364158433,0.448587084378384,-1.38431025,6.57055508527677,1.85107845400727,24.8288059543963,50.8136,2.08039999008179,0.6,0,0.0153981567703113,0.0743139072296888,-1.21001923084259,0.0813902,0.01422028,0.52838734,0.01023038,4.8798195778,0.2028,5.5,0,37.5564061665928,4.36880232993114,32.111251068,15.55467186,18.595056342,37.076544188,15,43.1723937912461,173.086098804326,0.0413892
"BDI","Burundi",2,0.44997282536,0.13066586692,29.4314754027411,17.6400006129459,-8.04334730433301,3.26810789225973,15.8777114448039,11.8743878688069,4.39199999999997,16.347844660613,38.2292330034522,0.0698161855406411,-1.0718783,6.56394211333295,3.68804391338832,39.8600003827584,54.937,1.76339995861054,0,0,0.0227609307368162,0.0785003510631837,-1.77524492740631,0.06056232,0.01909608,0.45666652,0.01184056,5.4096700992,0.3006,4.4,0,36.4515358945501,4.65940159652772,24.43164406,15.41421337,25.229098512,48.206046294,16.2,43.0855362542741,192.206793542966,0.0919622
"BDI","Burundi",3,0.4715606983,0.14217236294,20.436286356106,23.7400012147748,-9.02993216435574,3.17876508955339,16.0394531252758,9.31795753957176,5.63420865573748,15.4059537579896,36.776191906718,1.5993622101324,-1.09072906,6.61997513329231,4.55366418534957,42.9115405066432,58.5068,1.70440001487732,0,0,0.0350631300359209,0.0620372961640791,-1.91655135154724,0.0569326,0.03357882,0.49163108,0.16602738,5.6796773442,0.3988,5.1,0,36.7901722752757,4.48938803221402,19.433238602,16.721219062,33.505317306,56.227028656,17,43.824368731497,109.282805247949,0.1592532
"BEL","Belgium",1,0.279320002,0.065879999,0.0212754738253176,21.8348540040377,26.6273499090471,0.377233552972958,16.1508915724912,2.06904749332407,5.44899400980129,23.8459947495301,1.0741689528021,9.98890679452783,1.351894,10.5293307151096,2.22646567515591,137.505216514411,78.1556097560976,6.9431999206543,0,0,0.0661069042534364,0.189438789546564,2.03914349079132,0.67731618,0.88017282,0.74173464,0.56764686,7.644333779,0.8416,1.2,0,26.5586182929052,22.5544562314915,92.456394958,88.252125552,81.324790954,94.669181824,39,110.86719110833,4.44038803866976,0.7083228
"BEL","Belgium",2,0.271900002,0.0615199998,0.0174561331502488,22.5013478312298,27.1027909902471,0.707704234387127,16.1792988197317,2.1663990337263,5.812,21.8382268899701,0.798609136117756,19.7305566642757,1.3129256,10.6066284785361,1.39544002336807,148.611899033428,79.5717073170732,7.80559997558594,0,0,0.0822104069282197,0.22396987947178,2.34670782089233,0.66677782,0.9281324,0.73383134,0.69555466,7.531440719,0.8662,1,0,25.9433687238044,23.2402328187691,95.862120058,84.496887206,83.298750306,97.015930176,40.3,112.500890810123,6.88525210935048,0.7503326
"BEL","Belgium",3,0.280540004,0.0614599996,0.0192613126771945,24.1264257265346,24.0342178236751,0.750015061022945,16.2207705348973,2.00282870390867,6.16425843706723,20.2603487118121,0.702675198644192,8.9698043199206,1.4401114,10.6220521780059,1.46715279153477,157.774297585832,80.6058536585366,7.98439989089966,0,0,0.0784660926483887,0.241268963551611,2.34670782089233,0.60568558,0.92864872,0.72669792,0.68911704,7.5537921416,0.8762,1,0.6,25.6139546166519,23.03111258833,93.903862,82.152111816,84.749705504,96.957597352,40.9,112.828021325081,5.33738158755324,0.767747
"BEN","Benin",1,0.48257912086,0.16107840638,4.7219574567871,12.3586520813607,10.9689758652088,3.01917497710781,15.8027032393567,2.59999910956401,2.84,28.6247681987567,23.4546963727745,-0.2266308164754,-0.318308825,7.44884080774206,4.7417093711797,51.9688976757499,56.0814,0.74339998960495,0,0,0.067121539642249,0.113055132757751,-1.21001923084259,0.05613496,0.01325048,0.5335097,0.0114485,5.7635170806,0.3062,2.2,0,42.2067206625594,4.84134085025655,35.504220962,27.201418688,30.781315232,60.467419434,17.3,55.4855620714262,8.47934180246963,0.094199
"BFA","Burkina Faso",2,0.49861316708,0.1688347585,9.21276408445842,21.6593044146161,8.25316203319315,3.00229419712956,16.4725366098031,4.35709920091432,3.53405045988239,16.5103792942669,33.717110377214,0.684037761162855,-0.38048958,7.19929672249995,6.16530756969815,36.9298437959803,54.8418,3.79799995422363,0,0,0.0374112599529959,0.149737019047004,-1.21001923084259,0.06448954,0.02162482,0.43356432,0.00118608,5.9268552814,0.1952,4,0,41.238271150339,5.09783426223173,25.959949496,32.913602064,34.562678528,69.559281922,16.6,51.8312446498662,33.4166403710584,0.038398
"BFA","Burkina Faso",3,0.47605917162,0.15365901372,17.3440317966696,21.1847190157258,18.3118117974096,2.99382658274369,16.6230222766205,1.21786758118952,3.92,21.3312622692941,31.5689711056077,2.34151742944736,-0.4135879,7.32072794468497,5.7144727494195,53.2928965050577,58.3236,5.753600025177,0,0,0.0826689962412569,0.162376221358743,-1.21001923084259,0.07514904,0.03494818,0.52446562,0.00951185,5.961044896,0.2518,4.1,0,38.5420507603173,5.13574477991731,51.115400696,30.512504198,41.016138456,72.748460386,16.7,53.5945610546917,4.62602772877589,0.063553
"BGR","Bulgaria",1,0.2942,0.0809000002,1.27051356601453,19.7091706006042,11.8364883973275,-1.24042759804505,15.8823732204762,6.39662349936517,3.14733333333333,23.4658702887489,9.8033795501646,8.15549203267802,-0.101846425,9.21672563446309,5.21301640458785,81.4484082753964,71.9853658536585,16.0035997390747,0,0,0.0484989010277749,0.103519788972225,-1.00497634410858,0.11911084,0.60122802,0.56721664,0.068576,6.449110232,0.695,1.8,0,32.1286961282765,4.20166230521637,69.041123964,49.761126708,62.228274536,85.892570496,39.7,84.9569329733045,47.5339589565601,0.4831758
"BGR","Bulgaria",2,0.294419998,0.0753600014,2.28897888913841,17.4455270489942,15.7663953994279,-0.718793950421809,15.8368043343238,7.16097774548555,3.888,25.3701014670085,5.6329972533558,18.9154496273258,-0.07613628,9.55343701006314,4.75560582838745,110.746927760146,72.8424390243902,7.66760005950928,0,0,0.0751222325953575,0.179538210004643,1.73788387179375,0.24653768,0.82354562,0.6594712,0.16088294,7.2018411138,0.7324,1.7,0,32.6288670139356,3.90628480440423,75.222943116,66.392549898,68.737554934,86.977005006,41.1,91.2744585964286,61.758844954682,0.536558
"BGR","Bulgaria",3,0.294499994,0.0786599994,2.21453115945787,16.4864476024522,20.3738306160454,-0.601352288995825,15.8044151291827,1.81707442152694,3.78818469844037,24.3161620700942,4.49693385639062,3.22555961767957,-0.08292186,9.66746759200289,1.12028121834165,121.350565048709,74.2634146341463,11.6348001480103,0,0,0.0647055962346291,0.127773513565371,2.34670782089233,0.27838376,0.96133852,0.61686456,0.11147848,7.4070219968,0.769,2,0,33.7607660833429,3.01488461367312,71.979438782,72.434088134,72.44638214,86.24709778,42.3,93.4603921893535,7.05784921460901,0.5914938
"BRA","Brazil",1,0.550050005,0.270375005,3.23415605012095,19.0931731034365,18.3768126277682,1.31250911238325,19.0053419974328,8.72935385682111,3.823,23.106383094546,5.3718547694412,3.39621542207358,-0.28201385,9.36022023624799,3.14642026814063,27.0026081966004,70.8184,9.59419994354248,0,0,0.0390344160185748,0.157645217781425,-0.568698593974113,0.41087744,0.8881824,0.38163276,0.23716668,6.038956804,0.5958,2.7,1,51.0928347016404,8.29261294230213,48.005017092,48.39589386,47.699137882,77.213745116,25.3,87.6142024246198,85.5734853090719,0.3550478
"BRA","Brazil",2,0.553359998,0.282300004,5.03481164348803,19.0723874510877,20.4267868759235,1.04603995507978,19.0627902378337,5.05220140611899,4.918,23.1611733491188,4.4965506423956,2.31068159197538,-0.32773668,9.48675455505886,3.64047483147658,25.5569302958732,72.608,8.4797999382019,0,0,0.0610810380758657,0.146234833124134,0.320195031166076,0.50688942,0.95413712,0.43309696,0.40977776,6.2598293266,0.5976,2,1,47.9596324767318,8.88191721986823,43.913678742,57.8142128,54.119437412,80.062045286,27.1,90.000509041555,26.8181931315913,0.3572156
"BRA","Brazil",3,0.553320002,0.281399996,4.62772606292119,18.8524442990904,19.8308796718209,0.895369133175836,19.1100579873169,5.92242756393975,5.52703616327024,22.040189424001,4.29172708107364,3.60260822737949,-0.02354922,9.62766235687564,3.386525739707,24.4584531195656,74.1954,7.09819993972778,0,0,0.075423615185366,0.172662056414634,-0.0898907780647276,0.56599668,0.99498768,0.498059,0.39929188,6.2752435986,0.638,2,1,45.5898589765703,9.379147743359,46.45996933,51.644390868,59.121704864,81.463874818,29.2,92.6923630593459,35.4361017372553,0.4073732
"BWA","Botswana",1,0.69150012834,0.28464859824,1.50399358092887,22.6619094409784,40.6350902398131,1.84102177356535,14.3484731058811,7.8657851473625,7.72951974285725,42.6944128610228,2.55851574133275,3.79544815362094,0.6370753,9.30424476156339,3.12790342346233,89.6234869437961,50.562,20.2213998794555,0,0,0.123864362779832,0.171438707820168,1.48639364242554,0.121643,0.13599374,0.65069168,0.07192388,7.1315466946,0.592,2,0,59.2841824345596,5.68666355880253,68.161907958,68.851826478,59.64417877,37.462825776,19.7,86.5698599300621,62.845890676218,0.3505012
