"iso3c","country","period","Top10share","Top1share","NatRes","GovExp","GDSavings","PopGrowth","PopTot","Infl","EducExp","VAI","VAA","NetFDIin","RuleofLaw","GDPpc","GDPgrowth","TradeOpen","LifeExp","Unemployment","WarYears","RevCoups","EquipI","NonequipI","kaopen","FID","FIA","FIE","FMD","EFW","EducIndex","CLandPR","LeftWing","GiniNet","RedistAbs","globFin","globRestrict","globSoc","globPol","GDPpc#GDPpc","Infl#Infl","EducIndex#EducIndex"
"AUS","Australia",3,0.299966663333333,0.0889999993333333,8.55885142466659,17.3554642668331,25.9442631470342,1.36797604021915,16.8563873991817,3.41106585869517,4.68333333333333,25.6177897184848,2.42215500052412,4.5296414762651,1.767376,10.6096005909732,3.43226850638348,42.175333157491,81.2430894308943,4.464333375295,0,0,0.0506393735741516,0.239084668425849,1.06518971920013,0.935327566666667,0.843217166666667,0.738508733333333,0.905710733333333,8.24182903433333,0.902333333333333,1,0.333333333333333,32.4278528170555,15.4535972801163,82.27105713,75.2473653166667,81.50250753,89.4839045233333,112.564012055505,12.3276475601113,0.814249
"AUS","Australia",4,0.298433333333333,0.0838000003333333,9.14742351886163,17.8004330899903,26.9676227370603,1.66868734479069,16.9074419451766,2.66443578302457,4.91,26.1955267001084,2.25527700959576,3.61912026171338,1.74931466666667,10.6360073025407,2.1557245398077,42.7847696658862,81.7113821138211,5.28433322906494,0,0,0.0433287725102017,0.215007374156465,1.06518971920013,0.8580664,0.835278233333333,0.760157866666667,0.9492317,8.10392868066667,0.912666666666667,1,1,32.7991673497888,15.0887726415274,82.3223800666667,75.6391321833333,83.55192566,90.1543909666667,113.124692271122,7.52299679406718,0.832968666666667
"AUS","Australia",5,0.31463333,0.0884666666666667,7.54438105325318,17.8413321300545,26.8039169413137,1.65284597659702,16.955794857148,2.23353050095712,4.94502395399055,25.6423220788054,2.24995939968184,3.81812646944165,1.82289666666667,10.6744809160092,3.01205077659917,42.3084224520691,82.1650406504065,5.65500005086263,0,0,0.0397480568065995,0.2337422131934,1.57779697577159,0.828056033333333,0.8282983,0.772752533333333,0.9114744,8.01354512233333,0.921333333333333,1,0.666666666666667,32.8107102964274,15.2431847200956,78.1436487833333,76.03353119,83.1702957133333,90.49664307,113.944599485003,5.09970254061825,0.848859333333333
"AUT","Austria",1,0.269933343333333,0.062700001,0.154470127694079,19.0115270761235,27.1492151540858,0.371748837061654,15.9005887363979,2.2684077723298,5.39655629404189,27.9605422198822,1.62692600673781,2.49129659494275,1.867014,10.5769823115942,2.09814808606047,86.6151094605063,78.460162601626,4.51433324813843,0,0,0.0535279104425446,0.212438738224122,2.34670782089233,0.663369733333333,0.650446266666667,0.7106617,0.3109369,7.932418959,0.735333333333333,1,0,26.7371884198786,18.5124559473985,81.58320109,88.9779586833333,83.4219818133333,94.8861948633333,111.872623398305,5.26609577460331,0.540906
"AUT","Austria",2,0.277999996666667,0.067866668,0.146083503663196,19.0724241351684,27.0092227343124,0.596271423486935,15.9164229214327,1.90529969847917,5.16666666666667,27.3154634239496,1.40926864180134,9.91065526221282,1.86114133333333,10.6110233267402,1.97355215592478,90.4045112641725,79.0479674796748,5.41366656621297,0,0,0.0544931416493339,0.208186614017333,2.34670782089233,0.676112766666667,0.648247333333333,0.708702566666667,0.439369,7.97621812766667,0.739,1,0,26.9710485195756,19.212154682165,87.02770233,86.7685292566667,84.4303538,95.31614685,112.594035580011,3.79071113804895,0.546195
"AUT","Austria",3,0.27363333,0.0656999993333333,0.2320250539266,19.0917377664973,28.556174015,0.377328582681812,15.9311851729575,2.27535106321969,5.05,27.264074597472,1.35393468188477,7.43775108780358,1.93222666666667,10.6832384055774,2.880626937605,100.298415999659,80.1642276422765,4.74299987157186,0,0,0.0627567816198942,0.206783806380106,2.34670782089233,0.683096166666667,0.639911966666667,0.672640866666667,0.5619064,7.89190927933333,0.791333333333333,1,0.666666666666667,27.8681095927031,19.6935803723274,93.2789204933333,84.2758305866667,85.3663889533333,95.8519185366667,114.131943044435,5.7076762132221,0.626732666666667
"AUT","Austria",4,0.28046666,0.0687666683333333,0.231154065924221,20.3577764107643,26.1878170199306,0.279809443746253,15.9396983676947,1.86880886803763,5.45,25.59175737315,1.2720201247252,1.0951843938919,1.79558166666667,10.6799561746772,0.331770927523193,97.0616052803203,80.6317073170732,4.89500013987224,0,0,0.0659003514885782,0.210047318844755,2.34670782089233,0.688761566666667,0.6387179,0.693602266666667,0.459487666666667,7.73843070433333,0.831333333333333,1,1,28.3239244185129,20.1414127097817,91.68383535,80.9701436366667,86.2177886933333,95.6636962866667,114.061752488593,4.78229435168495,0.691191333333333
"AUT","Austria",5,0.275366673333333,0.0668666673333333,0.232622987390223,19.8598257200063,26.6337970201151,0.608955453179247,15.9538406495015,2.03054552855672,5.21944891499844,25.5078499741156,1.26800438997384,0.589076022164,1.88734166666667,10.7002363627336,0.455741045955515,104.24070892176,81.1878048780488,5.27333323160807,0,0,0.0718245051687805,0.22088976283122,2.34670782089233,0.659482733333333,0.6689313,0.6829842,0.513610966666667,7.72722481533333,0.839333333333333,1,1,28.1651221333919,20.415201565308,89.8595962533333,80.16272227,86.4077250166667,95.7330118833333,114.495067151822,4.25260517200796,0.704502
"BDI","Burundi",1,0.479063212233333,0.155966623966667,19.274426453919,15.0409196626179,-7.20852971971421,2.2467887139313,15.6926561632047,10.7875106234511,2.85833333333333,15.63892075274,43.7612644699245,0.670439197995498,-1.300997,6.58034557469945,1.88182082072542,21.7305331702391,49.9436666666667,2.09666665395101,1,0,0.0113839368305942,0.0529107095027392,-1.21001923084259,0.0728512,0.0130258666666667,0.5339311,0.00906973333333333,4.914150939,0.190666666666667,5.83333333333333,0,37.8783649094361,4.26217002689347,33.4153728466667,15.54844157,17.04273192,36.3630892433333,43.3010009608248,228.402665006528,0.0363886666666667
"BDI","Burundi",2,0.457123484466667,0.138083206466667,32.5410506566107,16.9295338561475,-6.18940615643588,3.13330312739511,15.7802159463439,10.6919879531578,3.0790032002421,16.3325783543164,41.8640040205792,0.0286116400314386,-1.363044,6.55071591893304,1.503309936254,31.350810087088,52.5353333333333,2.01999998092651,0,0,0.0232859777139104,0.0998758249527563,-1.21001923084259,0.0803212666666667,0.0162375666666667,0.5121309,0.0107099333333333,5.018868457,0.227333333333333,4.66666666666667,0,36.9152249912412,4.57419460120614,29.4701550833333,15.8297646833333,21.40535736,38.3856671633333,42.9119722247067,118.613285378467,0.0517933333333333
"BDI","Burundi",3,0.447507982966667,0.128921522366667,30.0177712742945,18.133333944234,-10.6971983745534,3.27870124399459,15.8776205824548,11.8548112984198,4.29999999999996,15.9622302468739,37.8588924957625,0.0923944012608656,-1.01940316666667,6.56619160180938,4.57582420983938,42.7999994515336,54.9426666666667,1.6913332939148,0,0,0.0197853960519498,0.0764041819480502,-1.91655135154724,0.0626462,0.018854,0.424956733333333,0.0109272666666667,5.40577471233333,0.301333333333333,4.5,0,36.3670187865577,4.73224237956214,25.1041024533333,15.6421162266667,24.81070773,48.8532028166667,43.1149222274765,224.666463784827,0.09111
"BDI","Burundi",4,0.462540928366667,0.137203298633333,26.6572883650782,21.5000006694822,-5.20633320539818,3.25036531955714,15.9758642499213,8.88028916816319,5.86333333333333,15.7051221859053,37.2854951432386,0.0693419735283684,-1.160464,6.59481976168643,4.32317091205162,39.4333372647597,57.2136666666667,1.78699998060862,0,0,0.0341262332407293,0.0714039194259373,-1.91655135154724,0.0599528,0.0256051666666667,0.501590133333333,0.0832183666666667,5.40158419766667,0.375666666666667,4.83333333333333,0,36.7035485377043,4.45997140143251,17.4997081766667,14.7139927533333,29.82577451,55.3894996633333,43.4917562629396,81.8631237284106,0.141307
"BDI","Burundi",5,0.4759035484,0.1445648733,17.6111313894706,24.6333350991517,-11.0519342011963,3.14333311204305,16.0710458276126,10.1681185744407,5.34701442622914,15.6113103986883,36.2486127471843,2.6027808103596,-1.0398501,6.63204769604175,4.53718504237151,44.0192314327095,59.127,1.6520000298818,0,0,0.0334554854012303,0.0574912882654364,-1.91655135154724,0.0557037333333333,0.0377693666666667,0.4885327,0.1995719,5.87490006266667,0.408666666666667,5.16666666666667,0,36.8039638659995,4.50641826693379,21.13755099,17.74919192,35.79788208,56.8579063433333,43.9841796190812,137.413958093835,0.167075333333333
