code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFTrGIdf,KOFFiGIdf,KOFEcGIdj,KOFTrGIdj,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFIpGIdf,KOFInGIdf,KOFCuGIdf,KOFSoGIdj,KOFIpGIdj,KOFInGIdj,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
WLD,World,1983,43.54039383,42.97401047,43.6387825,45.01185608,45.65017319,45.7317276,45.28255463,44.49987793,43.87692261,45.92705536,41.57495117,39.55725861,45.27830124,50.02744293,25.82444572,43.5627861,43.64728546,39.76862717,47.4877243,43.0931778,41.13244629,41.37382889
WLD,World,1984,43.68136978,43.09111404,43.7896347,45.41561508,46.35149002,46.58484268,45.87777328,44.46281052,44.42711258,45.65117645,41.71706009,39.58302307,45.40597534,49.69762421,26.18862915,43.8282814,43.99930191,39.83163834,47.85489655,43.00320435,40.80308533,41.44116211
WLD,World,1985,44.16460037,43.57408142,44.26678848,46.09063721,47.50444031,47.13647842,47.68959808,44.56301117,44.64606857,45.66407776,41.84012604,39.65999222,45.53807449,49.10754776,26.9401741,43.98917007,44.27694702,39.88788986,48.02621078,43.63030243,40.97471619,42.5626297
WLD,World,1986,44.22891235,43.38633728,44.57395935,45.95331192,47.33153534,45.86654663,48.08324051,44.76392365,44.8842659,45.81354523,42.12114716,39.78160477,46.13815689,48.63725281,27.33660889,44.40406036,44.71956635,40.08185196,48.61101913,43.67450333,40.77785492,42.86977005
WLD,World,1987,44.1811676,43.66057968,44.20432663,46.22911453,47.75645065,46.040802,48.80361176,44.7644043,44.92384338,45.76062393,42.33258438,39.99463654,46.79743195,48.39024353,27.56159592,44.61993408,44.99636459,40.10277557,48.98387909,43.15094376,40.98001099,41.60480118
WLD,World,1988,44.18109894,44.17578506,43.71056747,46.38489914,47.91267014,46.67617416,48.42090225,44.94844437,45.15114594,45.90134048,42.56075287,40.24911499,47.48756409,47.99657059,28.05377579,44.82492828,45.31284714,40.14097595,49.26873016,42.82754517,42.04567337,39.91887283
WLD,World,1989,44.56600189,45.26131058,43.38910294,47.21234512,49.35794067,48.03529358,49.90342331,45.08325577,45.30142212,46.01716614,42.98365402,40.33371353,47.66633606,47.67240143,28.42294502,45.55099869,45.60863876,40.2375946,51.12394714,42.75172424,43.58281326,38.30961227
WLD,World,1990,44.88891983,45.5876503,43.61073303,47.53388214,49.63819122,48.37535477,49.98006439,45.45645905,45.8623085,46.21023941,43.54858398,41.00201035,48.29566956,48.37866974,29.27490616,46.00411987,46.11363983,40.43898392,51.76222229,42.76396942,43.70938492,38.08123016
WLD,World,1991,45.16896057,44.6668129,45.27653503,46.86890793,47.8698616,46.8582077,47.8742981,45.96699524,47.00650024,45.91024399,44.13731003,41.14460373,48.34093475,48.00737762,29.890028,46.99626541,46.59283829,40.66344833,54.05162048,43.907341,42.88835526,41.5318222
WLD,World,1992,46.12290573,45.68367386,46.14948273,47.35406494,48.47471619,47.84975815,48.18548965,46.31259918,47.07180405,46.55307007,44.74327469,41.92642975,48.85240173,48.29782486,31.31262398,47.45177841,47.02844238,41.12356567,54.63457108,45.55613708,44.42015076,43.21515274
WLD,World,1993,47.10656738,46.59503174,47.16305542,48.28208923,49.44250107,49.22586823,48.72423935,47.25926971,47.75018311,47.88926315,45.07722092,42.67760086,48.87372589,48.60500336,33.397995,47.40474319,47.43072891,41.78386688,53.46704102,47.16004944,45.36114883,45.42492294
WLD,World,1994,48.01504898,47.26441193,48.25337982,49.05952835,50.3858223,49.69913864,50.16028214,47.9201622,48.28313446,48.59669495,45.6842804,43.58562469,49.0005722,47.74186325,35.83610153,47.78052902,47.86400986,42.71071243,53.26037598,48.31053162,45.50049591,47.40420151
WLD,World,1995,49.25330734,48.29925156,49.59176636,50.13748169,51.6037178,50.97841644,51.34766006,48.77972031,49.06318283,49.48697281,46.47086716,44.36682129,49.6358223,47.66467667,38.06747055,48.54938507,48.33278275,44.3684845,53.45498276,49.93035889,46.43372345,49.56823349
WLD,World,1996,49.54816055,48.17192078,50.30102921,50.10648727,52.18170929,51.66563416,51.80990982,48.2828064,50.39562225,47.28583908,47.4706955,45.41221619,50.04021072,48.27958679,40.34687424,49.51228333,48.88688278,46.49450302,53.59818649,49.74121857,44.71195984,50.91029739
WLD,World,1997,50.58823013,48.75536728,51.80622101,51.22827148,53.28287506,52.66605377,53.26665115,49.40974426,51.71046829,48.34711838,48.31375885,46.27915573,50.40263748,48.81466675,41.60713196,50.53372192,49.50302887,48.73093414,53.80260086,50.87401581,44.6999054,53.14102936
WLD,World,1998,51.32164383,49.3404541,52.7018013,52.23974991,54.49200058,52.86793518,55.37827301,50.09724808,52.68379593,48.75564957,49.02381134,46.54434204,50.67615509,48.85593414,42.12112045,51.64951706,50.21074295,50.79800797,54.3184166,51.40963364,44.94418716,53.82917023
WLD,World,1999,52.34824371,50.04001999,54.06226349,52.87745285,55.19813538,53.14228439,56.50649643,50.86688614,54.02244949,48.82356644,50.0886116,47.16994858,51.10700989,49.06774521,43.45319748,53.08974838,51.08013916,53.266819,55.2288475,52.67154312,45.67095947,55.61748505
WLD,World,2000,53.5610466,51.24995804,55.22430801,54.19974899,56.99731827,54.63376999,58.69380569,51.76523209,55.50094223,48.90496826,51.34064102,48.04724884,51.63216782,49.38434219,45.28725815,54.67610168,52.34909439,56.13764572,55.74536133,53.69543839,46.57764816,56.67855453
WLD,World,2001,54.3832283,51.65601349,56.41065216,54.70014954,57.44764709,54.92881393,59.36817551,52.29295349,56.61413193,48.98246384,52.18965912,48.39664078,52.16053391,49.50400543,45.70680618,55.99980164,53.59550858,58.34287262,56.20551682,54.68444061,46.93319321,58.07442474
