"iso3c","year","FID","FIA","FIE","FMD","FMA","FME"
"EGY",1996,0.1192041,0.0520108,0.7080811,0.0739909,0.18236,0.2174364
"EGY",1997,0.1272181,0.0546878,0.6905262,0.1114724,0.2416731,0.3289507
"EGY",1998,0.1381741,0.0550245,0.7045441,0.1128252,0.2362971,0.2185564
"EGY",1999,0.1507155,0.0506458,0.670206,0.15472,0.3211589,0.3104331
"EGY",2000,0.1494287,0.0500393,0.6732451,0.1333054,0.3143932,0.3548821
"EGY",2001,0.1567825,0.0576502,0.6760788,0.0991686,0.3118355,0.1443029
"EGY",2002,0.1584057,0.0585431,0.6718484,0.111315,0.3023563,0.0996715
"EGY",2003,0.1600582,0.058774,0.6608945,0.1217054,0.3268632,0.1211625
"EGY",2004,0.1638151,0.0562007,0.6565869,0.2006521,0.3779229,0.1680408
"EGY",2005,0.1606225,0.0600823,0.6372143,0.4439176,0.4204751,0.4222224
"EGY",2006,0.1541682,0.067133,0.6411373,0.4723451,0.3918374,0.5386773
"EGY",2007,0.1454623,0.0757661,0.6315056,0.5117037,0.3929473,0.4481574
"EGY",2008,0.1392523,0.0841499,0.6663808,0.3276184,0.3773585,0.6077815
"EGY",2009,0.1231142,0.0920925,0.7053284,0.2915317,0.3085568,0.5902565
"EGY",2010,0.1143884,0.0975383,0.6839001,0.2271505,0.3479356,0.4229225
"EGY",2011,0.1071503,0.1009697,0.7173021,0.1423523,0.3615597,0.3294817
"EGY",2012,0.1021836,0.1063069,0.7256038,0.1467346,0.3754897,0.3713611
"EGY",2013,0.0910651,0.1096568,0.7135167,0.1443709,0.391349,0.3713611
"EGY",2014,0.0908788,0.1156952,0.7262813,0.1439081,0.391349,0.3713611
"YEM",1980,0.0129791,0.0169331,0.7655692,0.0004937,NA,NA
"YEM",1981,0.0143728,0.0187514,0.797381,0.0005467,NA,NA
"YEM",1982,0.014796,0.0193035,0.8067042,0.0005628,NA,NA
"YEM",1983,0.0154509,0.0201579,0.820417,0.0005877,NA,NA
"YEM",1984,0.0164184,0.0214201,0.8393441,0.0006245,NA,NA
"YEM",1985,0.0164427,0.0214518,0.8398188,0.0006254,NA,NA
"YEM",1986,0.0153268,0.019996,0.8161052,0.0005829,NA,NA
"YEM",1987,0.0150762,0.0196691,0.8106731,0.0005734,NA,NA
"YEM",1988,0.0160138,0.0208924,0.8296414,0.0006091,NA,NA
"YEM",1989,0.015959,0.0208208,0.8285273,0.000607,NA,NA
"YEM",1990,0.0159074,0.0207534,0.827475,0.000605,NA,NA
"YEM",1991,0.0161189,0.0216731,0.8411686,0.0006318,NA,NA
"YEM",1992,0.0164148,0.0225099,0.8531286,0.0006562,NA,NA
"YEM",1993,0.0172136,0.0236498,0.8686118,0.0006895,NA,NA
"YEM",1994,0.018222,0.0180646,0.6596352,0.0005266,NA,NA
"YEM",1995,0.0198885,0.0185849,0.6692577,0.0005418,NA,NA
"YEM",1996,0.0136019,0.0154657,0.6229622,0.0004509,NA,NA
"YEM",1997,0.0178381,0.0153367,0.5994527,0.0004471,NA,NA
"YEM",1998,0.021108,0.0175044,0.6143247,0.0005103,NA,NA
"YEM",1999,0.02019,0.018717,0.6389441,0.0005457,NA,NA
"YEM",2000,0.0173579,0.018458,0.6444759,0.0005381,NA,NA
"YEM",2001,0.0202376,0.0200088,0.6593819,0.0005833,NA,NA
"YEM",2002,0.0208681,0.0200462,0.6536427,0.0005844,NA,NA
"YEM",2003,0.021384,0.0193662,0.6377407,0.0005646,NA,NA
"YEM",2004,0.0233512,0.0219341,0.6847953,0.0006394,NA,NA
"YEM",2005,0.0227289,0.0257773,0.7020736,0.0006327,NA,NA
"YEM",2006,0.0219429,0.0283511,0.7047535,0.0019273,NA,NA
"YEM",2007,0.0248495,0.0318319,0.7158708,0.007881,NA,NA
"YEM",2008,0.0244627,0.0338769,0.7000197,0.0707214,NA,NA
"YEM",2009,0.0258265,0.0359637,0.6676695,0.0757323,NA,NA
"YEM",2010,0.0236825,0.0375175,0.6925093,0.0612354,NA,NA
"YEM",2011,0.0218711,0.0380548,0.69323,0.0570314,NA,NA
"YEM",2012,0.0215418,0.040029,0.6698232,0.0527221,NA,NA
"YEM",2013,0.022602,0.043246,0.6545735,0.0461814,NA,NA
"YEM",2014,0.022602,0.043246,0.6545735,0.0431759,NA,NA
"BGD",1980,0.0151481,0.0463242,0.7599108,0.0033057,0.0004583,0.0067704
"BGD",1981,0.0182698,0.0524278,0.768538,0.0037412,0.0005187,0.0076624
"BGD",1982,0.0192756,0.0563184,0.777191,0.0040188,0.0005572,0.0082311
"BGD",1983,0.0242986,0.0654465,0.7858774,0.0046702,0.0006475,0.0095652
"BGD",1984,0.0318245,0.077654,0.7946082,0.0055413,0.0007683,0.0113493
"BGD",1985,0.0352789,0.0866548,0.8033994,0.0061836,0.0008573,0.0126648
"BGD",1986,0.0345332,0.0858602,0.8033994,0.0061269,0.0008495,0.0125487
"BGD",1987,0.0359015,0.0676394,0.724153,0.0048267,0.0006692,0.0098857
"BGD",1988,0.0392231,0.0701868,0.724153,0.0050085,0.0006944,0.010258
"BGD",1989,0.0434841,0.0732635,0.724153,0.0052954,0.0007342,0.0108456
"BGD",1990,0.0437167,0.0738582,0.7257383,0.0034719,0.0007098,0.0147947
"BGD",1991,0.0459602,0.0807143,0.7294396,0.0029764,0.0006069,0.0099927
"BGD",1992,0.043688,0.0741326,0.7030559,0.0034382,0.0006382,0.0370797
"BGD",1993,0.0459887,0.0633758,0.613075,0.004769,0.0008367,0.0384334
"BGD",1994,0.0490457,0.0596566,0.562987,0.0106231,0.0008367,0.1399063
"BGD",1995,0.0603132,0.0642999,0.5684876,0.0118693,0.0008832,0.1300275
"BGD",1996,0.063315,0.0683898,0.5906649,0.0349369,0.0009728,0.2409396
"BGD",1997,0.0672992,0.0672693,0.5107135,0.0107714,0.0009728,0.1242792
"BGD",1998,0.0689665,0.076421,0.5712558,0.01116,0.0009647,0.6030974
"BGD",1999,0.0686822,0.0761155,0.5573391,0.0106471,0.000971,0.8158251
"BGD",2000,0.0725314,0.0728173,0.5604697,0.0129642,0.0010568,0.7353336
"BGD",2001,0.0805371,0.074298,0.5870774,0.011523,0.000951,0.6249485
"BGD",2002,0.0884687,0.0771282,0.5651675,0.0112209,0.0009037,0.5595895
"BGD",2003,0.0903732,0.0749691,0.6007218,0.0101258,0.0009264,0.2284236
"BGD",2004,0.0967571,0.0758654,0.4908744,0.0206338,0.0011214,0.3542786
"BGD",2005,0.1023619,0.075775,0.6341869,0.0170544,0.0009575,0.3095015
"BGD",2006,0.0978933,0.0768688,0.4956461,0.0212045,0.0009791,0.2788363
"BGD",2007,0.1010833,0.0780473,0.4830306,0.0525447,0.0010668,0.9068497
"BGD",2008,0.1075029,0.0802242,0.6171597,0.0570767,0.0010484,1
"BGD",2009,0.1134237,0.084686,0.6377391,0.0744238,0.0014774,1
"BGD",2010,0.1277155,0.0914361,0.6311153,0.1024427,0.0018266,1
"BGD",2011,0.1292986,0.1014591,0.6777058,0.111651,0.0018266,0.9096577
"BGD",2012,0.1275786,0.1140644,0.6211222,0.0670337,0.0018266,0.6011266
"BGD",2013,0.1218565,0.1183099,0.6992834,0.067568,0.0018266,0.6011266
"BGD",2014,0.1185862,0.1356973,0.6789005,0.0680843,0.0018266,0.6011266
"BTN",1980,NA,NA,NA,NA,NA,NA
"BTN",1981,NA,NA,NA,NA,NA,NA
"BTN",1982,0.0053981,0.1035424,0.5624162,0.0455204,NA,NA
"BTN",1983,0.0053981,0.1035424,0.5624162,0.0455204,NA,NA
"BTN",1984,0.0061503,0.1061387,0.5624162,0.0466618,NA,NA
"BTN",1985,0.0051893,0.1125638,0.6059129,0.0494865,NA,NA
"BTN",1986,0.0053838,0.113383,0.6059129,0.0498466,NA,NA
"BTN",1987,0.0051093,0.1121777,0.6059129,0.0493167,NA,NA
"BTN",1988,0.0066013,0.1174885,0.6059129,0.0516515,NA,NA
"BTN",1989,0.009827,0.1257437,0.6059129,0.0552807,NA,NA
"BTN",1990,0.0098044,0.1256856,0.6059129,0.0552552,NA,NA
"BTN",1991,0.0131034,0.13235,0.6059129,0.058185,NA,NA
"BTN",1992,0.0168939,0.1324069,0.5844642,0.05821,NA,NA
"BTN",1993,0.0152349,0.1295846,0.5844642,0.0569693,NA,NA
"BTN",1994,0.0194855,0.1513181,0.628817,0.066524,NA,NA
"BTN",1995,0.0172812,0.1475538,0.628817,0.0648691,NA,NA
"BTN",1996,0.0156676,0.1483265,0.6400144,0.0652088,NA,NA
"BTN",1997,0.025237,0.1604981,0.6400144,0.0615065,NA,NA
"BTN",1998,0.0226621,0.156932,0.6400144,0.0646893,NA,NA
"BTN",1999,0.0207049,0.1574634,0.650748,0.0646893,NA,NA
"BTN",2000,0.0200496,0.1561492,0.6560453,0.0646893,NA,NA
"BTN",2001,0.0206248,0.1563727,0.7168025,0.0646893,NA,NA
"BTN",2002,0.0261296,0.1657147,0.7007706,0.0646893,NA,NA
"BTN",2003,0.0283933,0.1580766,0.6820958,0.0646893,NA,NA
"BTN",2004,0.034743,0.1590209,0.6708742,0.0646893,NA,NA
"BTN",2005,0.0427823,0.1521545,0.669271,0.0646893,NA,NA
"BTN",2006,0.0458225,0.1463643,0.6738869,0.0646893,NA,NA
"BTN",2007,0.055952,0.1501116,0.6798447,0.0646893,NA,NA
"BTN",2008,0.0723917,0.1554151,0.6310809,0.0646893,NA,NA
"BTN",2009,0.0771803,0.1606018,0.6475045,0.0671299,NA,NA
"BTN",2010,0.0954683,0.1976139,0.6382329,0.1008299,NA,NA
"BTN",2011,0.1052908,0.2468116,0.6805084,0.0848877,NA,NA
"BTN",2012,0.0960602,0.1744242,0.6861624,0.0814512,NA,NA
"BTN",2013,0.1099317,0.2736059,0.6882169,0.0775266,NA,NA
"BTN",2014,0.1077129,0.2800834,0.6973107,0.0760167,NA,NA
"BRN",1980,NA,NA,NA,NA,NA,NA
"BRN",1981,NA,NA,NA,NA,NA,NA
"BRN",1982,NA,NA,NA,NA,NA,NA
"BRN",1983,NA,NA,NA,NA,NA,NA
"BRN",1984,NA,NA,NA,NA,NA,NA
"BRN",1985,NA,NA,NA,NA,NA,NA
"BRN",1986,NA,NA,NA,NA,0.5,NA
"BRN",1987,NA,NA,NA,NA,0.5,NA
"BRN",1988,NA,NA,NA,NA,0.5,NA
"BRN",1989,NA,NA,NA,NA,0.5,NA
"BRN",1990,NA,NA,NA,NA,0.5,NA
"BRN",1991,NA,NA,NA,NA,0.5,NA
"BRN",1992,NA,NA,NA,NA,0.5,NA
"BRN",1993,0.1704031,0.4697482,0.6981417,0.0056531,0.5,NA
"BRN",1994,0.1577296,0.4348112,0.6888558,0.0052326,0.5,NA
"BRN",1995,0.1518079,0.418487,0.6840514,0.0050362,0.5,NA
"BRN",1996,0.1722943,0.4749615,0.6961129,0.0046605,0.5,NA
"BRN",1997,0.2912504,0.8028865,0.7288069,0.0045876,0.5,NA
"BRN",1998,0.217877,0.600619,0.6779123,0.0058862,0.5,NA
"BRN",1999,0.1984706,0.5471215,0.6640583,0.0051833,0.5,NA
"BRN",2000,0.2131405,0.5039071,0.6364216,0.0039726,0.5,NA
"BRN",2001,0.2212182,0.5436412,0.6765066,0.0042564,0.5,NA
"BRN",2002,0.2222498,0.4986994,0.725634,0.0164641,0.5,NA
"BRN",2003,0.1623626,0.432742,0.7115867,0.0146712,0.5,NA
"BRN",2004,0.1303929,0.406874,0.6909868,0.0091927,0.5,NA
"BRN",2005,0.1150339,0.5014588,0.683742,0.0075921,0.5,NA
"BRN",2006,0.0988311,0.485594,0.682182,0.0063073,0.5,NA
"BRN",2007,0.1082545,0.5396097,0.6847509,0.0109626,0.5,NA
"BRN",2008,0.1021221,0.602302,0.6468533,0.0289014,0.5,NA
"BRN",2009,0.127447,0.659152,0.6555985,0.0389573,0.5,NA
"BRN",2010,0.1239139,0.6500499,0.6364044,0.0338005,0.5,NA
"BRN",2011,0.0959275,0.6421317,0.6392471,0.0250074,0.5,NA
"BRN",2012,0.094802,0.6951139,0.64569,0.0316643,0.5,NA
"BRN",2013,0.1055223,0.6487798,0.6589608,0.0391863,0.5,NA
"BRN",2014,0.1014213,0.6146381,0.666173,0.0352608,0.5,NA
"MMR",1980,0.0269714,0.0229332,0.7062744,0.0010192,NA,NA
"MMR",1981,0.0289466,0.023467,0.7062744,0.0010429,NA,NA
"MMR",1982,0.0257844,0.0225454,0.7062744,0.0010019,NA,NA
"MMR",1983,0.0257753,0.0225427,0.7062744,0.0010018,NA,NA
"MMR",1984,0.0218451,0.0212673,0.7062744,0.0009451,NA,NA
"MMR",1985,0.0241062,0.0219537,0.7062744,0.0009756,NA,NA
"MMR",1986,0.0249099,0.0221924,0.7062744,0.0009862,NA,NA
"MMR",1987,0.0213253,0.0210149,0.7062744,0.0009339,NA,NA
"MMR",1988,0.0179524,0.0197763,0.7062744,0.0008789,NA,NA
"MMR",1989,0.0127863,0.017429,0.7062744,0.0007746,NA,NA
"MMR",1990,0.0231819,0.0200237,0.6977925,0.0008899,NA,NA
"MMR",1991,0.0242777,0.0194014,0.6893973,0.0008622,NA,NA
"MMR",1992,0.0265913,0.0194759,0.6810818,0.0008655,NA,NA
"MMR",1993,0.0214598,0.0176302,0.6728393,0.0007835,NA,NA
"MMR",1994,0.0197195,0.0169508,0.7015804,0.0007533,NA,NA
"MMR",1995,0.0233261,0.0187315,0.7919343,0.0008324,NA,NA
"MMR",1996,0.0276504,0.0184016,0.80833,0.0008178,NA,NA
"MMR",1997,0.0284893,0.0180002,0.7986384,0.0007999,NA,NA
"MMR",1998,0.0258876,0.0169928,0.6731447,0.0007552,NA,NA
"MMR",1999,0.0211477,0.0145213,0.7107803,0.0006453,NA,NA
"MMR",2000,0.0241033,0.0136704,0.7368312,0.0006075,NA,NA
"MMR",2001,0.0267685,0.0127413,0.6826801,0.0005662,NA,NA
"MMR",2002,0.0257187,0.0139654,0.708584,0.0006206,NA,NA
"MMR",2003,0.0111467,0.0150013,0.7344878,0.0006667,NA,NA
"MMR",2004,0.0131093,0.0188307,0.7603917,0.0008368,NA,NA
"MMR",2005,0.0125573,0.0179469,0.7862956,0.0008603,NA,NA
"MMR",2006,0.0108214,0.0147052,0.7238663,0.0007856,NA,NA
"MMR",2007,0.0094488,0.0149192,0.7226052,0.0007397,NA,NA
"MMR",2008,0.0092495,0.0151853,0.7043991,0.0007561,NA,NA
"MMR",2009,0.0105722,0.0153506,0.7052585,0.0007733,NA,NA
"MMR",2010,0.0146383,0.0157354,0.6297351,0.0007636,NA,NA
"MMR",2011,0.021057,0.017245,0.7106352,0.0007719,NA,NA
"MMR",2012,0.028276,0.0191271,0.7273825,0.0008108,NA,NA
"MMR",2013,0.0376829,0.0303907,0.7476446,0.0008735,NA,NA
"MMR",2014,0.0376829,0.0419666,0.7779393,0.0008384,NA,NA
"KHM",1980,NA,NA,NA,NA,NA,NA
"KHM",1981,NA,NA,NA,NA,NA,NA
"KHM",1982,NA,NA,NA,NA,NA,NA
"KHM",1983,NA,NA,NA,NA,NA,NA
"KHM",1984,NA,NA,NA,NA,NA,NA
"KHM",1985,NA,NA,NA,NA,NA,NA
"KHM",1986,NA,NA,NA,NA,NA,NA
"KHM",1987,NA,NA,NA,NA,NA,NA
"KHM",1988,NA,NA,NA,NA,NA,NA
"KHM",1989,NA,NA,NA,NA,NA,NA
"KHM",1990,NA,NA,NA,NA,NA,NA
"KHM",1991,NA,NA,NA,NA,NA,NA
"KHM",1992,NA,NA,NA,NA,NA,NA
"KHM",1993,0.0068388,0.0125524,0.3118228,0.0017746,NA,NA
"KHM",1994,0.0097487,0.0178934,0.3559055,0.0025297,NA,NA
"KHM",1995,0.0102806,0.0188696,0.3632093,0.0026678,NA,NA
"KHM",1996,0.013955,0.0256139,0.3937687,0.0036213,NA,NA
"KHM",1997,0.0185481,0.0265855,0.4118099,0.0037586,NA,NA
"KHM",1998,0.0162144,0.0230437,0.4047913,0.0032579,NA,NA
"KHM",1999,0.0166314,0.0220608,0.3963714,0.0031189,NA,NA
"KHM",2000,0.0190419,0.0211193,0.2982129,0.0029858,NA,NA
"KHM",2001,0.0190645,0.0225873,0.2238143,0.0031934,NA,NA
"KHM",2002,0.0206874,0.0220052,0.4407061,0.0031111,NA,NA
"KHM",2003,0.0236064,0.0261734,0.4764957,0.0037004,NA,NA
"KHM",2004,0.027305,0.0277273,0.4816495,0.0039201,NA,NA
"KHM",2005,0.0262048,0.0248444,0.4472486,0.0035125,NA,NA
"KHM",2006,0.0329229,0.0284265,0.4772364,0.0037258,NA,NA
"KHM",2007,0.0480155,0.0387858,0.5103772,0.0046496,NA,NA
"KHM",2008,0.0595044,0.0515371,0.4825278,0.0104799,NA,NA
"KHM",2009,0.0620005,0.0633494,0.4501399,0.0104302,NA,NA
"KHM",2010,0.0691287,0.0693612,0.4697453,0.0332506,NA,NA
"KHM",2011,0.0711099,0.0747923,0.4892682,0.038361,NA,NA
"KHM",2012,0.0952398,0.0828324,0.5036361,0.0341881,NA,NA
"KHM",2013,0.1105499,0.0924005,0.5134134,0.0267567,NA,NA
"KHM",2014,0.1313629,0.1144544,0.5184181,0.0248345,NA,NA
"LKA",1980,0.0639298,0.1094441,0.6404702,0.0240851,0.1877611,0.0152957
"LKA",1981,0.067906,0.1122613,0.6754877,0.024705,0.1925942,0.0156894
"LKA",1982,0.0732158,0.1158624,0.6845664,0.0254975,0.1987722,0.0161927
"LKA",1983,0.0787843,0.1194817,0.6845664,0.026294,0.2049814,0.0166986
"LKA",1984,0.0723204,0.1150738,0.6845664,0.025324,0.1974193,0.0160825
"LKA",1985,0.0757196,0.1173311,0.6845664,0.0258208,0.201292,0.016398
"LKA",1986,0.0739521,0.1161415,0.6845664,0.025559,0.1992511,0.0162317
"LKA",1987,0.0755737,0.1172195,0.6845664,0.0257962,0.2011004,0.0163824
"LKA",1988,0.0816161,0.1210606,0.6845664,0.0266415,0.2076903,0.0169192
"LKA",1989,0.0755865,0.1170586,0.6845664,0.0241219,0.1880485,0.0153191
"LKA",1990,0.0734658,0.1156282,0.6845664,0.0421521,0.2332011,0.0570267
"LKA",1991,0.0471801,0.1136997,0.629498,0.0744609,0.3027778,0.0715378
"LKA",1992,0.047862,0.110375,0.6056429,0.0527776,0.2519551,0.0662828
"LKA",1993,0.0500229,0.107791,0.5756015,0.0930493,0.3002839,0.1920336
"LKA",1994,0.0528958,0.1319694,0.669001,0.102616,0.356224,0.2556985
"LKA",1995,0.1159755,0.1319192,0.6130006,0.0605673,0.356224,0.0890355
"LKA",1996,0.1178051,0.133571,0.6138994,0.0537233,0.3189253,0.0684712
"LKA",1997,0.1151269,0.1299575,0.6269574,0.0604182,0.3386668,0.1539693
"LKA",1998,0.1123434,0.1259694,0.5997701,0.0514206,0.3102521,0.145285
"LKA",1999,0.1143145,0.1306801,0.5479823,0.0615985,0.3125122,0.1248318
"LKA",2000,0.112845,0.1263834,0.5817283,0.0644221,0.2985259,0.1066024
"LKA",2001,0.1117867,0.1256702,0.5859197,0.0766831,0.2977478,0.1253152
"LKA",2002,0.1124104,0.1228974,0.6324528,0.0745426,0.3141658,0.2074537
"LKA",2003,0.1187459,0.1192137,0.6117043,0.0931914,0.3728926,0.3441652
"LKA",2004,0.1261421,0.124797,0.6194927,0.094677,0.3315407,0.1796672
"LKA",2005,0.1354888,0.1287765,0.6299224,0.1190484,0.4043106,0.2385076
"LKA",2006,0.1358348,0.1707497,0.6117269,0.1113621,0.4402085,0.1460992
"LKA",2007,0.1336664,0.1881286,0.6009579,0.1016609,0.4353942,0.1220601
"LKA",2008,0.118391,0.2054876,0.5827932,0.0610403,0.3661624,0.1691558
"LKA",2009,0.104507,0.2204135,0.6159263,0.0820604,0.3652275,0.1395394
"LKA",2010,0.1084358,0.2344184,0.6540924,0.1538641,0.3326193,0.2315738
"LKA",2011,0.1181411,0.2572661,0.6887229,0.1308164,0.293118,0.2467084
"LKA",2012,0.1172389,0.2766885,0.6842976,0.1106749,0.3339914,0.0901974
"LKA",2013,0.1108663,0.2841174,0.7037433,0.1213083,0.3853545,0.0901974
"LKA",2014,0.1056977,0.2887077,0.7289692,0.1270342,0.3417831,0.0901974
"HKG",1980,NA,NA,NA,NA,NA,NA
"HKG",1981,NA,NA,NA,NA,0.0245427,NA
"HKG",1982,NA,NA,NA,NA,0.0245427,NA
"HKG",1983,NA,NA,NA,NA,0.0245427,NA
"HKG",1984,NA,NA,NA,NA,0.0235088,NA
"HKG",1985,NA,NA,NA,NA,0.0465008,NA
"HKG",1986,NA,NA,NA,NA,0.0689931,NA
"HKG",1987,NA,NA,NA,NA,0.0453539,NA
"HKG",1988,0.6479899,0.5065982,0.7527874,0.5559274,0.2136965,0.4948811
"HKG",1989,0.635272,0.4580288,0.7380873,0.5278158,0.1950925,0.4474351
"HKG",1990,0.6277108,0.4291524,0.7280769,0.5057577,0.184089,0.4230061
"HKG",1991,0.6114132,0.4137927,0.7410147,0.5363013,0.2459992,0.369384
"HKG",1992,0.6770695,0.3860801,0.7235867,0.6259443,0.3207589,0.5253838
"HKG",1993,0.6803274,0.3566389,0.6939488,0.7193746,0.563753,0.4639334
"HKG",1994,0.6923596,0.3773744,0.6964294,0.7193746,0.7206585,0.4416901
"HKG",1995,0.703448,0.392789,0.7376817,0.7109808,0.4465689,0.366459
"HKG",1996,0.7005506,0.3893038,0.7336667,0.7509184,0.5401725,0.434281
"HKG",1997,0.7062337,0.4159423,0.7288417,0.7950688,0.7661538,1
"HKG",1998,0.7233289,0.4521311,0.7309758,0.7969095,0.5687631,0.5347778
"HKG",1999,0.7377722,0.4323724,0.7137511,0.7965195,0.8717508,0.5105088
"HKG",2000,0.7488567,0.421442,0.6898274,0.7904284,0.7387964,0.6025148
"HKG",2001,0.787546,0.4548153,0.7096449,0.7986621,0.9351488,0.3416589
"HKG",2002,0.8363603,0.4594554,0.7000126,0.8030337,0.7976897,0.4271736
"HKG",2003,0.8727655,0.4813399,0.698098,0.8102543,0.9141194,0.472024
"HKG",2004,0.8985322,0.4885739,0.7207827,0.8099476,0.8129732,0.4548625
"HKG",2005,0.9081824,0.4812679,0.7053376,0.8043577,0.8570331,0.4253823
"HKG",2006,0.9233579,0.477993,0.6820799,0.8100269,0.8150555,0.4995803
"HKG",2007,0.9389122,0.4857768,0.6274425,0.8248564,0.6174647,0.87563
"HKG",2008,0.9233691,0.4938917,0.6446601,0.8225762,0.5977481,1
"HKG",2009,0.9423321,0.4884636,0.5585073,0.8281711,0.7677387,1
"HKG",2010,0.9579988,0.4957359,0.5629478,0.8275132,0.7873384,1
"HKG",2011,0.9463685,0.5096996,0.5651744,0.8273169,0.7898739,1
"HKG",2012,0.9589469,0.5038172,0.5754489,0.8249584,0.7832102,1
"HKG",2013,0.9739156,0.4992426,0.6045385,0.8181788,0.7742989,1
"HKG",2014,0.9740239,0.4964865,0.6036888,0.8176021,0.7610003,1
"IND",1980,0.0782907,0.0711644,0.5802643,0.04187,0.1209848,0.5013868
"IND",1981,0.080907,0.0735426,0.5912268,0.0432693,0.1250153,0.5181423
"IND",1982,0.0867555,0.0788587,0.6126412,0.046397,0.1340312,0.5555966
"IND",1983,0.0874847,0.0795216,0.6152776,0.046787,0.1351561,0.5602669
"IND",1984,0.0933004,0.0848079,0.633204,0.0498972,0.1445145,0.5975112
"IND",1985,0.0939383,0.0853878,0.6347344,0.0502384,0.1458716,0.6015968
"IND",1986,0.0988291,0.0898334,0.6453606,0.052854,0.1532039,0.6329183
"IND",1987,0.0971602,0.0883164,0.6416078,0.0519615,0.1504272,0.6222303
"IND",1988,0.0903189,0.0820978,0.6223563,0.0483027,0.1402218,0.5784173
"IND",1989,0.0950877,0.0864326,0.6349916,0.055979,0.1619891,0.670339
"IND",1990,0.0889703,0.080872,0.6158656,0.0720838,0.1955435,0.6536241
"IND",1991,0.0888563,0.0801461,0.5953614,0.0954732,0.2281821,0.5271497
"IND",1992,0.0944302,0.0804348,0.4651778,0.104004,0.2148881,0.360727
"IND",1993,0.1263541,0.0890723,0.4954425,0.1443567,0.242368,0.2624197
"IND",1994,0.126793,0.0862185,0.521797,0.156095,0.2483977,0.2380532
"IND",1995,0.1227787,0.0826643,0.5102745,0.1329214,0.221819,0.1691241
"IND",1996,0.1293495,0.0849706,0.5229531,0.1960099,0.2422273,0.7564427
"IND",1997,0.1323348,0.0826683,0.5084838,0.2575507,0.3138912,1
"IND",1998,0.1334839,0.0848219,0.4895549,0.2168219,0.2887213,1
"IND",1999,0.1420427,0.0824897,0.4537511,0.3883174,0.3323393,1
"IND",2000,0.156163,0.0883853,0.5021984,0.3679875,0.3526269,1
"IND",2001,0.1644848,0.0931379,0.5185092,0.2586019,0.3205456,1
"IND",2002,0.1979896,0.1005119,0.5211369,0.2562094,0.3732477,1
"IND",2003,0.2052362,0.1017622,0.5223581,0.391336,0.3074411,1
"IND",2004,0.2164496,0.1101678,0.531697,0.4091681,0.2973814,1
"IND",2005,0.2330946,0.1098531,0.537621,0.4520502,0.2827945,0.9062483
"IND",2006,0.2588615,0.1114978,0.5415707,0.5347231,0.2673024,0.9145837
"IND",2007,0.313038,0.1159914,0.5376947,0.6008096,0.188915,0.8250962
"IND",2008,0.3041396,0.1240377,0.5450058,0.4037514,0.215439,0.8370572
"IND",2009,0.3334754,0.1324861,0.5409263,0.5907467,0.2524713,1
"IND",2010,0.3114794,0.1473141,0.5521843,0.6374062,0.2338861,0.7430398
"IND",2011,0.2890274,0.1606622,0.5614665,0.4168511,0.2563324,0.5528272
"IND",2012,0.2934972,0.1790472,0.5592957,0.5046663,0.2349235,0.5368449
"IND",2013,0.279079,0.1961445,0.5499355,0.5148497,0.2594745,0.5368449
"IND",2014,0.2808575,0.2325628,0.5470233,0.5233034,0.2326584,0.5368449
"IDN",1980,0.0296779,0.0172473,0.1282294,0.0141677,0.0558418,0.1375705
"IDN",1981,0.0328228,0.019075,0.1403417,0.015669,0.0617593,0.1521486
"IDN",1982,0.0422238,0.0245384,0.19443,0.0201569,0.0794482,0.1957265
"IDN",1983,0.0443042,0.0257474,0.2053419,0.02115,0.0833626,0.2053699
"IDN",1984,0.0513778,0.0298583,0.2336143,0.0245269,0.0966723,0.2381594
"IDN",1985,0.0578777,0.0336357,0.2699762,0.0276298,0.1089025,0.2682894
"IDN",1986,0.0649171,0.0377267,0.3121945,0.0309903,0.1221478,0.3009201
"IDN",1987,0.0717861,0.0462164,0.3984785,0.0379641,0.149635,0.3686369
"IDN",1988,0.0849899,0.0532532,0.4496764,0.0437445,0.1724183,0.4247653
"IDN",1989,0.1055284,0.0791049,0.5867666,0.048619,0.1724183,0.4247653
"IDN",1990,0.1472167,0.0862428,0.563589,0.0776703,0.1876347,0.7594563
"IDN",1991,0.1450795,0.099217,0.6269093,0.0551258,0.1654286,0.3853953
"IDN",1992,0.1437902,0.0919305,0.5813053,0.0916262,0.2493502,0.4075599
"IDN",1993,0.154787,0.0953402,0.603159,0.1409667,0.2485289,0.3999453
"IDN",1994,0.1695518,0.1090882,0.6600447,0.1534142,0.2390693,0.2891725
"IDN",1995,0.1757513,0.1108101,0.6443616,0.1730441,0.2423742,0.24876
"IDN",1996,0.1806549,0.1166224,0.7265988,0.2513883,0.3377887,0.4007989
"IDN",1997,0.1942175,0.1138954,0.4986897,0.2059551,0.4114292,0.7023024
"IDN",1998,0.1752412,0.1096245,0.5804409,0.3733262,0.472682,0.4072019
"IDN",1999,0.0962818,0.1072858,0.5170186,0.3588672,0.4483178,0.4538142
"IDN",2000,0.0925635,0.1076382,0.6161432,0.1907408,0.4301637,0.3093191
"IDN",2001,0.0946122,0.1122026,0.6734823,0.1639866,0.4261876,0.3811729
"IDN",2002,0.1025099,0.1082226,0.6782135,0.1401318,0.4536171,0.4836152
