"iso3c","year","FID","FIA","FIE","FMD","FMA","FME"
"DOM",2009,0.1159072,0.2452766,0.4176841,0.0211652,0.0147524,NA
"DOM",2010,0.1198586,0.2500565,0.4739477,0.0250683,0.0147524,NA
"DOM",2011,0.1223151,0.2621596,0.4570805,0.0264422,0.0147524,NA
"DOM",2012,0.1265573,0.2663347,0.4435604,0.026713,0.0147524,NA
"DOM",2013,0.1333568,0.2877583,0.4444454,0.028779,0.0266043,NA
"DOM",2014,0.141447,0.2912259,0.4725932,0.0344832,0.0133022,NA
"ECU",1980,0.0987641,0.2158997,0.8051528,0.0086079,0.0167664,0.1032164
"ECU",1981,0.1034067,0.2260485,0.8161514,0.0090125,0.0175546,0.1080682
"ECU",1982,0.103873,0.2270679,0.8172463,0.0090532,0.0176337,0.1085556
"ECU",1983,0.1157807,0.2530982,0.8399895,0.010091,0.0196552,0.121
"ECU",1984,0.1234995,0.2699718,0.8529979,0.0107637,0.0209656,0.1290668
"ECU",1985,0.0906648,0.1981946,0.7348262,0.007902,0.0153915,0.094752
"ECU",1986,0.1063777,0.2325432,0.7768208,0.0092715,0.0180589,0.1111732
"ECU",1987,0.0986823,0.2157209,0.7527748,0.0086008,0.0167525,0.1031308
"ECU",1988,0.0673081,0.1471365,0.5566108,0.0058663,0.0114264,0.0703423
"ECU",1989,0.0639942,0.1398923,0.5391462,0.0055775,0.0108638,0.066879
"ECU",1990,0.0660602,0.1444085,0.5494628,0.0057575,0.0112145,0.0690381
"ECU",1991,0.0691935,0.1413632,0.5209988,0.0056361,0.010978,0.0675822
"ECU",1992,0.0727,0.1441736,0.3909157,0.0057482,0.0111963,0.0689258
"ECU",1993,0.0880026,0.1526611,0.321596,0.0194351,0.0111963,0.0689258
"ECU",1994,0.1098532,0.1610101,0.3319648,0.0352993,0.0132583,0.0398504
"ECU",1995,0.1139802,0.1665699,0.2937333,0.0681615,0.0131765,0.0896244
"ECU",1996,0.1079265,0.1500325,0.2352901,0.0581268,0.0131765,0.0515244
"ECU",1997,0.111039,0.1510988,0.2228081,0.0605393,0.0131765,0.0858641
"ECU",1998,0.10825,0.1553857,0.4182269,0.0540151,0.0131765,0.0747377
"ECU",1999,0.109862,0.1752899,0.4136926,0.0456867,0.0131765,0.017093
"ECU",2000,0.107501,0.1626753,0.3098557,0.0507174,0.0131765,0.0193182
"ECU",2001,0.1077066,0.1696674,0.3721911,0.0537437,0.0131765,0.0089795
"ECU",2002,0.0981018,0.1498419,0.2992854,0.0721323,0.0131765,0.0119919
"ECU",2003,0.0938329,0.1528167,0.3992957,0.070873,0.0131765,0.0188279
"ECU",2004,0.0955186,0.1543202,0.3853252,0.0701933,0.0131765,0.0410668
"ECU",2005,0.1052266,0.1854449,0.3972666,0.0705242,0.0131765,0.0486906
"ECU",2006,0.1086981,0.1958625,0.5030012,0.0685919,0.0131765,0.0785493
"ECU",2007,0.1112187,0.2669982,0.4991051,0.0632716,0.0131765,0.0690297
"ECU",2008,0.1180887,0.3237343,0.5337522,0.0526236,0.0131765,0.0349121
"ECU",2009,0.1213591,0.4161544,0.5316965,0.042616,0.0131765,0.1719588
"ECU",2010,0.1300839,0.5438945,0.531056,0.0378132,0.0131765,0.0211696
"ECU",2011,0.1335278,0.6592947,0.5283917,0.0330872,0.0131765,0.0191512
"ECU",2012,0.1347872,0.7074418,0.5300819,0.0298267,0.0131765,0.0230312
"ECU",2013,0.1396664,0.7030585,0.5551479,0.0275475,0.0131765,0.0230312
"ECU",2014,0.1450513,0.7030585,0.5612518,0.0314765,0.0131765,0.0230312
"SLV",1980,0.0673567,0.1438803,0.8536067,0.0142516,0.0137122,0.0251049
"SLV",1981,0.0739649,0.1579959,0.8807984,0.0156498,0.0150575,0.0275678
"SLV",1982,0.0853055,0.1822204,0.9115463,0.0180493,0.0173661,0.0317946
"SLV",1983,0.091534,0.1955251,0.9246426,0.0193672,0.0186341,0.0341161
"SLV",1984,0.0945678,0.1982508,0.9350182,0.0196372,0.0188939,0.0345917
"SLV",1985,0.117696,0.2164825,0.9350182,0.021443,0.0206314,0.0377728
"SLV",1986,0.0826645,0.1894221,0.8776981,0.0187627,0.0180525,0.0330512
"SLV",1987,0.085714,0.1923551,0.8776981,0.0190532,0.018332,0.033563
"SLV",1988,0.091882,0.1980531,0.8776981,0.0196176,0.018875,0.0345572
"SLV",1989,0.0959312,0.1894515,0.8434386,0.0187656,0.0180553,0.0330563
"SLV",1990,0.0664135,0.1625616,0.742783,0.0161021,0.0154926,0.0283645
"SLV",1991,0.0679759,0.1540823,0.7029426,0.0152622,0.0146845,0.026885
"SLV",1992,0.0878443,0.1453257,0.5784307,0.0143948,0.01385,0.0253571
"SLV",1993,0.0943678,0.1680742,0.6542329,0.0166481,0.016018,0.0293263
"SLV",1994,0.1170996,0.1575532,0.5356748,0.015606,0.0150153,0.0274906
"SLV",1995,0.123956,0.1675455,0.6706832,0.0165957,0.0159676,0.0292341
"SLV",1996,0.1266633,0.1744879,0.670833,0.0172834,0.0166292,0.0304454
"SLV",1997,0.1309139,0.1740484,0.650826,0.0218473,0.0169306,0.0309973
"SLV",1998,0.1354069,0.1572625,0.5416443,0.0432181,0.0199619,0.0182906
"SLV",1999,0.1550822,0.1671659,0.5668948,0.0594937,0.0242776,0.0263432
"SLV",2000,0.17284,0.1629123,0.5286449,0.0554446,0.0250011,0.0119876
"SLV",2001,0.1859499,0.1835608,0.6685812,0.0509248,0.0233939,0.0135099
"SLV",2002,0.2008019,0.1893534,0.6779503,0.0714338,0.025734,0.0165213
"SLV",2003,0.2207182,0.1894653,0.668053,0.0866674,0.025734,0.0055678
"SLV",2004,0.2351041,0.1938414,0.6759173,0.1077774,0.025734,0.2047808
"SLV",2005,0.2483517,0.2149538,0.6750962,0.1071839,0.025734,0.0228969
"SLV",2006,0.2592908,0.226302,0.6606649,0.1283146,0.025734,0.0364102
"SLV",2007,0.2638195,0.2394365,0.6613767,0.1293677,0.025734,0.020529
"SLV",2008,0.2865369,0.2625039,0.6523919,0.0951271,0.025734,0.0046479
"SLV",2009,0.2881663,0.274058,0.6270332,0.1035209,0.025734,0.005369
"SLV",2010,0.2905742,0.2627564,0.6863048,0.0941378,0.025734,0.0077117
"SLV",2011,0.2915686,0.2711082,0.6549546,0.102081,0.025734,0.0157202
"SLV",2012,0.3041439,0.2723607,0.6584134,0.1556532,0.025734,0.0063427
"SLV",2013,0.322165,0.2930644,0.6498685,0.1554923,0.025734,0.0063427
"SLV",2014,0.3315926,0.2918555,0.5968147,0.1582882,0.025734,0.0063427
"GTM",1980,0.068313,0.3865859,0.960022,0.0155816,0.0398133,0.0434734
"GTM",1981,0.0701774,0.39004,0.960022,0.0157208,0.040169,0.0438618
"GTM",1982,0.0742266,0.3497648,0.9347456,0.0140975,0.0360212,0.0393327
"GTM",1983,0.0809301,0.3228098,0.9094691,0.013011,0.0332452,0.0363015
"GTM",1984,0.0860917,0.3293927,0.9094691,0.0132764,0.0339231,0.0370418
"GTM",1985,0.080392,0.3217879,0.9094691,0.0129699,0.0331399,0.0361866
"GTM",1986,0.0624891,0.2937365,0.9094691,0.0118392,0.030251,0.033032
"GTM",1987,0.069548,0.3040221,0.9094691,0.0122538,0.0313103,0.0341887
"GTM",1988,0.0685564,0.3025634,0.9094691,0.012195,0.0311601,0.0340247
"GTM",1989,0.0654697,0.297882,0.9094691,0.0120063,0.0306779,0.0334982
"GTM",1990,0.0596951,0.2285204,0.792057,0.0092107,0.0235346,0.0256982
"GTM",1991,0.0527135,0.1677857,0.5095389,0.0067627,0.0172797,0.0188683
"GTM",1992,0.0640188,0.1827521,0.4943003,0.0073659,0.0188211,0.0205513
"GTM",1993,0.0656524,0.1744766,0.4404776,0.0070324,0.0179688,0.0196207
"GTM",1994,0.0713558,0.2219812,0.5191258,0.0089471,0.0179688,0.0249628
"GTM",1995,0.0834651,0.2229495,0.4540997,0.0089861,0.0179688,0.0250717
"GTM",1996,0.0772737,0.211742,0.4711902,0.0096572,0.0179688,0.0269209
"GTM",1997,0.0742161,0.2192471,0.4965517,0.0082591,0.0179688,0.0448097
"GTM",1998,0.07788,0.2404331,0.5330886,0.0078383,0.0158802,0.0631905
"GTM",1999,0.0785139,0.2297265,0.4794833,0.0111641,0.0158802,0.0631905
"GTM",2000,0.0785455,0.246395,0.5013753,0.0201142,0.0158802,0.0631905
"GTM",2001,0.0879146,0.2618818,0.5039611,0.0193111,0.0158802,0.0631905
"GTM",2002,0.0895215,0.2640659,0.5087207,0.019101,0.0158802,0.0631905
"GTM",2003,0.0998786,0.2705567,0.5195756,0.0209995,0.0158802,0.0631905
"GTM",2004,0.0974096,0.2676107,0.5524895,0.025554,0.01352,0.0631905
"GTM",2005,0.094156,0.2645073,0.5784373,0.0221947,0.01352,0.0631905
"GTM",2006,0.0986269,0.2595016,0.619033,0.0202225,0.01352,0.0631905
"GTM",2007,0.0989328,0.4136632,0.6040266,0.01293,0.01352,0.0631905
"GTM",2008,0.0954884,0.4541582,0.6088548,0.0118803,0.01352,0.0631905
"GTM",2009,0.0925891,0.4919676,0.5888828,0.011548,0.01352,0.0631905
"GTM",2010,0.0883941,0.5118829,0.5879787,0.0154869,0.01352,0.0631905
"GTM",2011,0.0883896,0.5306046,0.5776737,0.0117035,0.01352,0.0631905
"GTM",2012,0.1056335,0.5390728,0.5961125,0.016479,0.0106357,0.0631905
"GTM",2013,0.1086108,0.5712295,0.5952878,0.0262217,0.0309141,0.0631905
"GTM",2014,0.1088343,0.5777692,0.5980427,0.029058,0.0103047,0.0631905
"HTI",1980,0.0410147,0.0516845,0.6357255,NA,NA,NA
"HTI",1981,0.0458247,0.0577459,0.6730675,NA,NA,NA
"HTI",1982,0.0447152,0.0563477,0.6641078,NA,NA,NA
"HTI",1983,0.0409692,0.0516272,0.6290038,NA,NA,NA
"HTI",1984,0.0387654,0.0488501,0.6062969,NA,NA,NA
"HTI",1985,0.0354856,0.0447171,0.5667145,NA,NA,NA
"HTI",1986,0.0318906,0.0401868,0.5137966,NA,NA,NA
"HTI",1987,0.0315067,0.0397031,0.5080227,NA,NA,NA
"HTI",1988,0.0399425,0.0503334,0.5954775,NA,NA,NA
"HTI",1989,0.0426866,0.0537915,0.6210325,NA,NA,NA
"HTI",1990,0.0489845,0.0617277,0.6686665,NA,NA,NA
"HTI",1991,0.0466545,0.0587915,0.6495915,NA,NA,NA
"HTI",1992,0.0497097,0.0626416,0.6722863,NA,NA,NA
"HTI",1993,0.0449665,0.0566644,0.6305744,NA,NA,NA
"HTI",1994,0.0373849,0.0471105,0.5362926,NA,NA,NA
"HTI",1995,0.0511353,0.064438,0.6443511,NA,NA,NA
"HTI",1996,0.0443934,0.049544,0.45093,NA,NA,NA
"HTI",1997,0.0547,0.0528642,0.535247,NA,NA,NA
"HTI",1998,0.0489379,0.0529802,0.5629483,NA,NA,NA
"HTI",1999,0.0498537,0.0416947,0.2786879,NA,NA,NA
"HTI",2000,0.0536036,0.0435245,0.4485308,NA,NA,NA
"HTI",2001,0.0503027,0.0370076,0.3100528,NA,NA,NA
"HTI",2002,0.0603558,0.0398623,0.2625755,NA,NA,NA
"HTI",2003,0.0567655,0.0387054,0.3001958,NA,NA,NA
"HTI",2004,0.0481184,0.0343635,0.2349941,NA,NA,NA
"HTI",2005,0.0490189,0.034218,0.3022859,NA,NA,NA
"HTI",2006,0.0444742,0.0335347,0.3087661,NA,NA,NA
"HTI",2007,0.0421633,0.0321603,0.2998771,NA,NA,NA
"HTI",2008,0.0435877,0.0317356,0.3254837,NA,NA,NA
"HTI",2009,0.0472843,0.0316652,0.3654269,NA,NA,NA
"HTI",2010,0.0459425,0.0270885,0.3905375,NA,NA,NA
"HTI",2011,0.0472057,0.0287543,0.481823,NA,NA,NA
"HTI",2012,0.0613804,0.0298371,0.5063351,NA,NA,NA
"HTI",2013,0.0578702,0.0297292,0.5015918,NA,NA,NA
"HTI",2014,0.0596386,0.0297292,0.5409314,NA,NA,NA
"HND",1980,0.1066682,0.1980033,0.7392131,0.0141435,0.0126111,NA
"HND",1981,0.1044797,0.1939409,0.7324264,0.0138533,0.0123524,NA
"HND",1982,0.1131384,0.2100137,0.7565064,0.0150014,0.0133761,NA
"HND",1983,0.118402,0.2470764,0.8258269,0.0176488,0.0157367,NA
"HND",1984,0.1205353,0.224829,0.7654905,0.0160596,0.0143197,NA
"HND",1985,0.1236605,0.2179112,0.7406102,0.0155655,0.0138791,NA
"HND",1986,0.1278329,0.2201741,0.7384358,0.0157271,0.0140232,NA
"HND",1987,0.1348421,0.2366689,0.76544,0.0169054,0.0150738,NA
"HND",1988,0.1270637,0.2159236,0.7233432,0.0154235,0.0137525,NA
"HND",1989,0.1232995,0.2113943,0.7182808,0.0151,0.013464,NA
"HND",1990,0.1143739,0.1867691,0.6518329,0.013341,0.0118956,NA
"HND",1991,0.1028733,0.1609396,0.5586349,0.011496,0.0102505,NA
"HND",1992,0.1112961,0.178556,0.6073905,0.0170131,0.0102505,NA
"HND",1993,0.1121622,0.1673675,0.5502508,0.0276735,0.0166735,NA
"HND",1994,0.1133563,0.1619266,0.4759006,0.038334,0.0230965,NA
"HND",1995,0.1106363,0.15843,0.4576424,0.0421149,0.0253745,NA
"HND",1996,0.1147294,0.1814955,0.5467914,0.0423777,0.0255328,NA
"HND",1997,0.1273171,0.1781137,0.4887219,0.0426404,0.0256912,NA
"HND",1998,0.1470122,0.1807841,0.4772663,0.041146,0.024424,NA
"HND",1999,0.1627288,0.1845921,0.4394808,0.0543491,0.024424,NA
"HND",2000,0.1380512,0.1788118,0.4617947,0.0440723,0.024424,NA
"HND",2001,0.1463258,0.2075282,0.5397504,0.0440723,0.024424,NA
"HND",2002,0.1508231,0.2028928,0.516161,0.0435871,0.0240909,NA
"HND",2003,0.1464608,0.2091395,0.5568506,0.0604342,0.0240909,NA
"HND",2004,0.146681,0.2004545,0.5195044,0.0680884,0.0234148,NA
"HND",2005,0.1477524,0.2177517,0.5533074,0.0864592,0.0227349,NA
"HND",2006,0.1599003,0.2500939,0.5584089,0.0988461,0.0220465,NA
"HND",2007,0.1832759,0.3060344,0.5628653,0.0908497,0.0213899,NA
"HND",2008,0.1835675,0.3368199,0.5474561,0.0900436,0.020763,NA
"HND",2009,0.1768601,0.3393857,0.5035718,0.1509917,0.0402741,NA
"HND",2010,0.1701636,0.3120737,0.5032446,0.1531466,0.0195731,NA
"HND",2011,0.1671167,0.3432569,0.4865793,0.1407282,0.0190092,NA
"HND",2012,0.179492,0.3684582,0.4808825,0.1383029,0.0369413,NA
"HND",2013,0.1887209,0.3787765,0.491785,0.1606803,0.0179857,NA
"HND",2014,0.1887595,0.3763624,0.4996569,0.1379302,0.0179857,NA
"MEX",1980,0.0993808,0.1745596,0.6732631,0.1074897,0.3157687,0.4344002
"MEX",1981,0.1002728,0.1761264,0.676001,0.1084546,0.3466716,0.4382994
"MEX",1982,0.0788279,0.1384589,0.5693706,0.0852598,0.2603513,0.3445619
"MEX",1983,0.0647117,0.1136643,0.4641366,0.0699919,0.2161875,0.2828593
"MEX",1984,0.0726979,0.1276917,0.5127137,0.0786296,0.2411729,0.3177673
"MEX",1985,0.0670141,0.1177084,0.4722848,0.0724821,0.2117526,0.2929233
"MEX",1986,0.0671001,0.1178594,0.4728948,0.0725751,0.2120216,0.293299
"MEX",1987,0.066557,0.1169056,0.4689824,0.0719878,0.2103226,0.2909253
"MEX",1988,0.0572254,0.1005148,0.3931026,0.0618947,0.1811275,0.250136
"MEX",1989,0.0801111,0.1407129,0.5074908,0.083256,0.244507,0.336464
"MEX",1990,0.0898623,0.1578405,0.5530469,0.1138165,0.3452537,0.4339844
"MEX",1991,0.1077417,0.1970726,0.6375194,0.1972536,0.3462473,0.4762633
"MEX",1992,0.1443616,0.2192988,0.6560843,0.216329,0.3696635,0.3693664
"MEX",1993,0.1405036,0.2187782,0.6531122,0.2236364,0.4037585,0.360989
"MEX",1994,0.157323,0.2417413,0.6421616,0.1727319,0.3671583,0.4925771
"MEX",1995,0.1305243,0.2140949,0.4562548,0.180583,0.404615,0.3061188
"MEX",1996,0.10702,0.2028318,0.5199591,0.2001499,0.4683254,0.4288476
"MEX",1997,0.1273215,0.215709,0.570507,0.2164096,0.4544444,0.3912901
"MEX",1998,0.1402796,0.2023958,0.5270177,0.1569265,0.408027,0.270354
"MEX",1999,0.1350397,0.189504,0.4757333,0.1903489,0.4450259,0.2881765
"MEX",2000,0.1364494,0.2101015,0.5152869,0.1513334,0.507663,0.3190838
"MEX",2001,0.1453742,0.2285382,0.5298488,0.1500374,0.5068242,0.312941
"MEX",2002,0.1582878,0.2574366,0.5477457,0.1312506,0.478904,0.2375251
"MEX",2003,0.1476022,0.2780095,0.6206304,0.150847,0.5147133,0.2045545
"MEX",2004,0.1498276,0.2545691,0.5365727,0.1878835,0.5408667,0.2858953
"MEX",2005,0.157844,0.2694155,0.7194701,0.206773,0.55239,0.2521187
"MEX",2006,0.1776296,0.2889059,0.3969675,0.2414138,0.5800615,0.2679359
"MEX",2007,0.1925624,0.321634,0.5763986,0.2603117,0.5892909,0.3045468
"MEX",2008,0.1783948,0.3443133,0.5710523,0.1927703,0.5675796,0.3373616
"MEX",2009,0.2187715,0.358865,0.5290214,0.283188,0.5458404,0.264222
"MEX",2010,0.2315687,0.3749734,0.570673,0.2931386,0.5581617,0.2683157
"MEX",2011,0.2277095,0.373905,0.6091132,0.2490431,0.5459231,0.2550011
"MEX",2012,0.2506036,0.4022356,0.6251585,0.294849,0.5108205,0.2486914
"MEX",2013,0.2645757,0.400935,0.6110062,0.3087794,0.5048761,0.2486914
"MEX",2014,0.2615026,0.4077747,0.6015335,0.3074284,0.4698605,0.2486914
"NIC",1980,0.1424187,0.081937,0.7592776,0.0027242,NA,NA
"NIC",1981,0.1549083,0.0891226,0.7896358,0.002963,NA,NA
"NIC",1982,0.1628345,0.0936827,0.8077956,0.0031147,NA,NA
"NIC",1983,0.101746,0.0936827,0.8077956,0.0031147,NA,NA
"NIC",1984,0.0782952,0.0936827,0.8077956,0.0031147,NA,NA
"NIC",1985,0.0722032,0.0863934,0.7755831,0.0028723,NA,NA
"NIC",1986,0.0724348,0.0866705,0.7768027,0.0028815,NA,NA
"NIC",1987,0.0571159,0.068341,0.6586534,0.0022721,NA,NA
"NIC",1988,0.0649889,0.0777612,0.7095344,0.0025853,NA,NA
"NIC",1989,0.0483816,0.0578901,0.5234969,0.0019247,NA,NA
"NIC",1990,0.1028435,0.0578901,0.5234969,0.0019247,NA,NA
"NIC",1991,0.0587454,0.0578901,0.5234969,0.0019247,NA,NA
"NIC",1992,0.0861074,0.0586673,0.4396684,0.0019505,NA,NA
"NIC",1993,0.0966877,0.0550867,0.3518422,0.0018315,NA,NA
"NIC",1994,0.0680053,0.0518302,0.4579777,0.0017232,NA,NA
"NIC",1995,0.0735306,0.0473102,0.3075118,0.0015729,NA,NA
"NIC",1996,0.0638264,0.0493873,0.4337883,0.001642,NA,NA
"NIC",1997,0.0740146,0.0584835,0.5232422,0.0019444,NA,NA
"NIC",1998,0.0904712,0.0609732,0.4992,0.0020272,NA,NA
"NIC",1999,0.1060046,0.0646094,0.5931816,0.0021481,NA,NA
"NIC",2000,0.1155262,0.0696831,0.5993673,0.0023167,NA,NA
"NIC",2001,0.081722,0.0703872,0.4753056,0.0023402,NA,NA
"NIC",2002,0.0913061,0.070611,0.5358363,0.0023476,NA,NA
"NIC",2003,0.1014709,0.0707888,0.4809959,0.0023535,NA,NA
"NIC",2004,0.1133097,0.0711332,0.5731964,0.002365,NA,NA
"NIC",2005,0.1208877,0.0924928,0.59183,0.0021673,NA,NA
"NIC",2006,0.1037195,0.1064021,0.5762718,0.0099562,NA,NA
"NIC",2007,0.1139752,0.1167445,0.561131,0.0090594,NA,NA
"NIC",2008,0.1107506,0.1303096,0.4527375,0.007957,NA,NA
"NIC",2009,0.105179,0.1315732,0.5070046,0.0064284,NA,NA
"NIC",2010,0.1025233,0.1175594,0.5027283,0.009368,NA,NA
"NIC",2011,0.0991624,0.1272652,0.5504079,0.008394,NA,NA
"NIC",2012,0.1060739,0.1354566,0.5300497,0.0078285,NA,NA
"NIC",2013,0.1148269,0.1536856,0.495359,0.0143475,NA,NA
"NIC",2014,0.1224885,0.1399964,0.5000285,0.0127914,NA,NA
"PAN",1980,0.2079961,0.3795223,0.7432292,0.0407344,0.073158,0.0119787
"PAN",1981,0.2209951,0.403241,0.761534,0.0432802,0.0777301,0.0127273
"PAN",1982,0.201654,0.3679502,0.7266791,0.0394924,0.0777301,0.0116135
"PAN",1983,0.1967437,0.3589904,0.716347,0.0385307,0.0777301,0.0113307
"PAN",1984,0.1920157,0.3503635,0.7059864,0.0376048,0.0777301,0.0110584
"PAN",1985,0.1890277,0.3449114,0.6992644,0.0370196,0.0688698,0.0108863
"PAN",1986,0.1926489,0.3515188,0.7071605,0.0377288,0.0688698,0.0110948
"PAN",1987,0.1973117,0.3500509,0.696453,0.0375712,0.0688698,0.0110485
"PAN",1988,0.1814322,0.3834459,0.7685001,0.0411555,0.0688698,0.0121025
"PAN",1989,0.1807078,0.4091613,0.798208,0.0439156,0.0688698,0.0129142
"PAN",1990,0.1563098,0.4393443,0.8486314,0.0471552,0.0688698,0.0138668
"PAN",1991,0.175515,0.4298598,0.8198435,0.0461372,0.0578355,0.0135675
"PAN",1992,0.1860529,0.3980272,0.7682033,0.0427206,0.0578355,0.0125628
"PAN",1993,0.2044606,0.423008,0.7731303,0.0725275,0.0578355,0.021328
"PAN",1994,0.2576565,0.4969151,0.7743285,0.0887392,0.0534255,0.1231565
"PAN",1995,0.2770811,0.4938069,0.7956124,0.0912528,0.0520079,0.0115677
"PAN",1996,0.2763868,0.4574691,0.7655154,0.1122124,0.0508333,0.0223533
"PAN",1997,0.281123,0.4975989,0.7704834,0.1735209,0.1488276,0.0309029
"PAN",1998,0.3081077,0.4504527,0.7365945,0.2006876,0.0484363,0.0380664
"PAN",1999,0.334451,0.4999849,0.7777922,0.1972054,0.0472354,0.0133978
"PAN",2000,0.3407368,0.4483319,0.7411782,0.184263,0.0462319,0.046136
"PAN",2001,0.3475031,0.4298171,0.7016038,0.3511379,0.04505,0.0163875
"PAN",2002,0.3012407,0.3902723,0.6892614,0.3350768,0.04505,0.0208502
"PAN",2003,0.2898954,0.3555208,0.6522812,0.3121167,0.04505,0.0145814
"PAN",2004,0.2859601,0.3581413,0.6587479,0.1594334,0.04505,0.016075
"PAN",2005,0.2843719,0.3687465,0.6651891,0.2291714,0.1237382,0.0173498
"PAN",2006,0.2977742,0.3839657,0.6501945,0.2172744,0.1237382,0.0261998
"PAN",2007,0.3169103,0.3950088,0.6503472,0.2357382,0.0792794,0.0193706
"PAN",2008,0.3226501,0.4157944,0.6219774,0.266105,0.0778169,0.0393667
"PAN",2009,0.3242062,0.4328218,0.6578132,0.2956248,0.0778169,0.0072348
"PAN",2010,0.3278535,0.4432253,0.701855,0.2878516,0.0778169,0.0228936
"PAN",2011,0.3317835,0.4683287,0.6980624,0.2916355,0.0732875,0.006531
"PAN",2012,0.3294557,0.4923024,0.7118539,0.3075253,0.1438119,0.0095026
"PAN",2013,0.2903708,0.5326892,0.7141716,0.2902384,0.0705687,0.0095026
"PAN",2014,0.3300487,0.5526518,0.7331439,0.2779309,0.1058531,0.0095026
"PRY",1980,0.0847848,0.094254,0.574144,0.0083495,0.046489,0.1422305
"PRY",1981,0.0785608,0.0873348,0.5418739,0.0077365,0.0430763,0.1317894
"PRY",1982,0.0822729,0.0914615,0.5587925,0.0081021,0.0451117,0.1380166
"PRY",1983,0.0779165,0.0866186,0.5373496,0.0076731,0.042723,0.1307086
"PRY",1984,0.070894,0.0788118,0.4974692,0.0069815,0.0388725,0.1189281
"PRY",1985,0.0599704,0.0666682,0.4150047,0.0059058,0.0328829,0.1006032
"PRY",1986,0.0600841,0.0667946,0.4158604,0.005917,0.0329452,0.1007939
"PRY",1987,0.0544261,0.0605046,0.3691013,0.0053598,0.0298428,0.0913023
"PRY",1988,0.0662951,0.0736992,0.4444696,0.0065286,0.0363508,0.1112131
"PRY",1989,0.0656226,0.0729516,0.4399137,0.0064624,0.035982,0.110085
"PRY",1990,0.0662037,0.0735976,0.443797,0.0065196,0.0363007,0.1110598
"PRY",1991,0.0909996,0.0732847,0.3961168,0.0064919,0.0361463,0.1105875
"PRY",1992,0.0807799,0.0816446,0.4903807,0.0072325,0.0402697,0.1232029
"PRY",1993,0.096495,0.0854202,0.3528561,0.0075669,0.0421319,0.1289003
"PRY",1994,0.1123957,0.0927506,0.4047697,0.0133582,0.0743771,0.2275525
"PRY",1995,0.1057101,0.0919805,0.3863801,0.0158918,0.0743771,0.2275525
"PRY",1996,0.1111685,0.0876392,0.4715603,0.0230433,0.0801894,0.1118725
"PRY",1997,0.1178388,0.0884475,0.3534794,0.0220963,0.0801105,0.0509126
"PRY",1998,0.1059646,0.0860985,0.3561133,0.0198823,0.0698612,0.0420519
"PRY",1999,0.1046683,0.0887647,0.4571027,0.0259977,0.0788417,0.034337
"PRY",2000,0.1041087,0.0903898,0.4422206,0.021247,0.0645381,0.0297582
"PRY",2001,0.1055261,0.087846,0.3716589,0.023379,0.0570379,0.0251793
"PRY",2002,0.0994048,0.0844071,0.1545279,0.018855,0.0444429,0.0206005
"PRY",2003,0.081601,0.0789004,0.1276119,0.0208864,0.046842,0.0178766
"PRY",2004,0.0800428,0.0820309,0.1708122,0.0186385,0.0385753,0.0133331
"PRY",2005,0.0805329,0.078846,0.1986687,0.0174543,0.0370795,0.0060582
"PRY",2006,0.0799539,0.0798987,0.2406627,0.0199429,0.0387238,0.0050295
"PRY",2007,0.0841149,0.0848752,0.2686254,0.0178261,0.0427026,0.0099188
"PRY",2008,0.0934607,0.1124792,0.3629365,0.0137544,0.0381512,0.0148081
"PRY",2009,0.1222228,0.1387419,0.3026531,0.0120429,0.0390767,0.0196975
"PRY",2010,0.1301328,0.1827848,0.3086691,0.0080038,0.035823,0.0245868
"PRY",2011,0.1400993,0.192985,0.3397591,0.0168513,0.0349105,0.0294761
"PRY",2012,0.1530158,0.2051781,0.286652,0.0346776,0.042427,0.0537362
"PRY",2013,0.1662821,0.2234772,0.5118755,0.0288138,0.042427,0.0537362
"PRY",2014,0.1754962,0.2305304,0.5094717,0.0423826,0.0208031,0.0537362
"PER",1980,0.0525971,0.0787895,0.7264914,0.0243091,0.2908528,0.157436
"PER",1981,0.0680052,0.1018705,0.7938826,0.0314303,0.3760568,0.2035562
"PER",1982,0.0684071,0.1024726,0.7956271,0.0316161,0.3782791,0.2047591
"PER",1983,0.081781,0.1225065,0.8432361,0.0377972,0.4522346,0.2447906
"PER",1984,0.0717792,0.107524,0.8011621,0.0331746,0.3969265,0.2148527
"PER",1985,0.057382,0.0859571,0.715094,0.0265205,0.3173122,0.1717582
"PER",1986,0.0479348,0.0718054,0.6381379,0.0221543,0.2650709,0.1434805
"PER",1987,0.0434716,0.0651197,0.5950575,0.0200915,0.2403905,0.1301212
"PER",1988,0.0527696,0.0790478,0.6622682,0.0243888,0.2918063,0.1579521
"PER",1989,0.0478478,0.0751811,0.5908611,0.0231958,0.2775324,0.1502258
"PER",1990,0.0540879,0.0675943,0.4827542,0.0172351,0.2062146,0.1116221
"PER",1991,0.0469178,0.056177,0.3831089,0.0190717,0.2364677,0.1322358
"PER",1992,0.0611317,0.0570379,0.2876535,0.0341081,0.2531275,0.2185332
"PER",1993,0.0749053,0.0571859,0.1860541,0.0738293,0.3559686,0.4245294
"PER",1994,0.0773186,0.0589515,0.2055279,0.0953158,0.4464436,0.4554475
"PER",1995,0.0881338,0.0661496,0.2348269,0.1080663,0.4723428,0.3871422
"PER",1996,0.113167,0.0752645,0.2633915,0.1018576,0.4304808,0.3104578
